Mixture	Malignant	Endothelial cells	CAF	T cells CD8	NK cells	Macrophages	T cells CD4	B cells	P-value	Correlation	RMSE
Mel53	0.00000000000000000	0.00291431799712090	0.01034718411394010	0.23007237544983056	0.07526061666519879	0.02657981979824082	0.61430701085754735	0.04051867511812147	0.00000000000000000	0.81371353575418104	0.70528278261580268
Mel58	0.00000000000000000	0.00000000000000000	0.00047081386468693	0.52967442040442425	0.00510114866304219	0.00348385883525671	0.45245496846639532	0.00881478976619452	0.00000000000000000	0.89005498626712332	0.63651543560326362
Mel59	0.05426590432772241	0.00000000000000000	0.91521475397889918	0.00000000000000000	0.00000000000000000	0.02818171162202525	0.00233763007135306	0.00000000000000000	0.00000000000000000	0.58160757351810544	0.81370524976769498
Mel60	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.07627030989337061	0.00000000000000000	0.04123933090964758	0.33670700491298766	0.54578335428399416	0.00000000000000000	0.80068426461042119	0.59931799964026145
Mel65	0.00138636415830142	0.00000000000000000	0.00000000000000000	0.19967472302106257	0.00000000000000000	0.00903778875138740	0.74486745524115772	0.04503366882809100	0.00000000000000000	0.78451931431681932	0.72814343290379990
Mel67	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.13139470885796126	0.00000000000000000	0.00000000000000000	0.73998502774835717	0.12862026339368157	0.00000000000000000	0.79125236946412592	0.71770840608917119
Mel71	0.00059008648264329	0.00011169174788755	0.00047583313113785	0.53017188227331169	0.00000000000000000	0.02559159886859360	0.44080058045458448	0.00225832704184150	0.00000000000000000	0.84279101709004034	0.66679938981610343
Mel72	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01505873821710311	0.00000000000000000	0.00082352853595751	0.85780319950113393	0.12631453374580551	0.00000000000000000	0.60530924028118527	0.82093182410743781
Mel74	0.00000000000000000	0.00000000000000000	0.00241099902696630	0.50691608956969636	0.00000000000000000	0.04606459114918937	0.40769911206280823	0.03690920819133971	0.00000000000000000	0.89627041451615785	0.62290087521630655
Mel75	0.00000000000000000	0.00007751731765128	0.00000000000000000	0.77141982951707566	0.00196088728333893	0.00154915147850339	0.22484333228158551	0.00014928212184545	0.00000000000000000	0.81856117576957566	0.66234919458154229
Mel78	0.03582874608233265	0.00184862678926159	0.15415452342504268	0.00000000000000000	0.00000000000000000	0.15859540592621335	0.23960238600638156	0.40997031177076815	0.00000000000000000	0.57465961428678758	0.84654396973653356
Mel79	0.00023906562051203	0.00000000000000000	0.00000000000000000	0.40638191448989758	0.00000000000000000	0.00151354974841190	0.46096708278044884	0.13089838736072956	0.00000000000000000	0.82045060765959121	0.68173436027374668
Mel80	0.00000000000000000	0.00953129798913353	0.00746038567928860	0.14442381920487743	0.00606184454312812	0.00000000000000000	0.70122846267786598	0.13129418990570640	0.00000000000000000	0.90173858757575343	0.65290184795179296
Mel81	0.01163639514481098	0.00000000000000000	0.00509825106729916	0.29575480528941517	0.00847580941646858	0.00252488233072137	0.66418676239668173	0.01232309435460299	0.00000000000000000	0.81799826417239507	0.70767968639705792
Mel82	0.00000000000000000	0.00000000000000000	0.03113859976781441	0.06748574584289428	0.05277099483430834	0.02581772679508850	0.79237051228297728	0.03041642047691718	0.00000000000000000	0.82286860118090344	0.71698658424630834
Mel84	0.00000000000000000	0.00000000000000000	0.00047069076261263	0.15345904659204021	0.03020959776017174	0.05855416171477004	0.53225916336183732	0.22504733980856806	0.00000000000000000	0.83492233052794063	0.63243950591848841
Mel88	0.06532061525103654	0.00000000000000000	0.00000000000000000	0.20617584618997303	0.02155756907322782	0.11825097558542176	0.52954642142521446	0.05914857247512629	0.00000000000000000	0.85529909574920437	0.64231488368713086
Mel89	0.00000000000000000	0.00000000000000000	0.00076010629394092	0.28207501409913482	0.00000000000000000	0.03223598421634907	0.41164194344670524	0.27328695194387004	0.00000000000000000	0.84680950265099431	0.61281765155684298
Mel94	0.00000000000000000	0.01224132689937464	0.00697460655191457	0.00530354977578523	0.00000000000000000	0.01406006309321176	0.58681129970147605	0.37460915397823769	0.00000000000000000	0.81340903167641865	0.62547585829273367
