Samples	CBSX__LM22__B_cells_naive	CBSX__LM22__B_cells_memory	CBSX__LM22__Plasma_cells	CBSX__LM22__T_cells_CD8	CBSX__LM22__T_cells_CD4_naive	CBSX__LM22__T_cells_CD4_memory_resting	CBSX__LM22__T_cells_CD4_memory_activated	CBSX__LM22__T_cells_follicular_helper	CBSX__LM22__T_cells_regulatory_(Tregs)	CBSX__LM22__T_cells_gamma_delta	CBSX__LM22__NK_cells_resting	CBSX__LM22__NK_cells_activated	CBSX__LM22__Monocytes	CBSX__LM22__Macrophages_M0	CBSX__LM22__Macrophages_M1	CBSX__LM22__Macrophages_M2	CBSX__LM22__Dendritic_cells_resting	CBSX__LM22__Dendritic_cells_activated	CBSX__LM22__Mast_cells_resting	CBSX__LM22__Mast_cells_activated	CBSX__LM22__Eosinophils	CBSX__LM22__Neutrophils
453W	0.03534154618091231	0.00324255511443241	0.00527989177429842	0.20268889693915815	0	0.09255614527703124	0.05703125482542995	0	0.01758165613924248	0	0.19087141954392436	0	0.3636890299224772	0	0	0.01054076828757236	0	0.00223787448080351	0.00388511551629189	0	0	0.01505384599842563
684C	0.12171191187843178	0	0.02693355626673422	0.1484484792082509	0.0887502129626053	0.0493499790047571	0.04389778175490041	0	0.02204239088311254	0	0.12463575462101845	0	0.35307990820981816	0	0	0.01029049558951677	0	5.7746570762617e-4	0.00883648236219346	0	0	0.00144558155103488
CR3L	0.10989856114955474	0.02072489739751011	0.02848378289971945	0.13985039364410418	0.05680705845841461	0.01632341808680757	0.06273912516146196	0	0.01879600617847542	0	0.13845294844755188	0	0.3562718807513218	0	0	0.02197217042851336	0	0.01372684658276558	0	0	0	0.01595291081379929
FLWA	0.04414461799451901	0.02833208856752207	0.0177082698514035	0.151847002654544	0.03501950279396905	0.04267308416274779	0.0602450221524394	0	0.00395723463002071	0	0.232952052303794	0	0.37117799528264994	0	0	0	0	0.01194312960639059	0	0	0	0
FY2H	0.08761656711707273	0	0.00723479659761008	0.11815204810940384	0	0.04834492279407784	0.07278676736358414	0	0	0.02770373439455951	0.16018946823229102	0	0.45441795716652783	0	2.51964656505e-4	0.00754618139805145	0	0	0.01575559217031661	0	0	0
CYFZ	0.06176475479176463	0	0	0.19764116265376808	0	0	0.09202827971633068	0	0	0	0.22051970525897124	0	0.29121005652198517	0	0	0	0	0.00395111071970856	0	0.1286975704911002	0.00418735984637124	0
925L	0.17009751911578155	0	0.01197020182000037	0.24617258769216585	0.00867081097001894	0	0.04283091405958116	0	0	0	0.1738507949686273	0	0.31183193020238187	0	0	0.00442925100193615	0	0.00440401437917656	0	0.02574197579033035	0	0
9JD4	0.02760135393538143	0.03827261139848791	0.01031440693849551	0.25159882176157417	0.11220431980480752	0	0.04615550290449583	0	0.00771476579920549	0	0.2174235768159399	0	0.24356804024499537	0	0	0.03505160856617989	0	0.00908805135810785	0	0.00100694047232923	0	0
G4YW	0.02917359009195645	0.03960841035287278	0.01200089789795342	0.17360358298435036	0.10891767653326016	0	0.00434038217401306	0	0.0197598080161906	0	0.18333162387476185	0	0.3725750080786572	0	0	0.01478117529871075	0	0.00954405610128346	0.0323637885959898	0	0	0
4DUY	0.02769734272903377	0.04239156074962348	0.03038371133171536	0.1397806731961206	0.14028283688160773	0	0.01925027270869673	0	0.01041006083790556	0	0.22268138517302233	0	0.3020922753577	0	0	0.02811867462665594	0	0.00741112322949965	0	0.01600906090617885	0	0.01349102227223978
CZJE	0.10559213297839393	0.01988017627317692	0.01626190729983892	0.11459070573476808	0.082455546410798	0	0.0636222636007241	0	0	0	0.17957627859449096	0	0.3792174870231904	0	0	0.01952148807603061	0	0.01292119549209175	0	0	0.00106077496893799	0.00530004354755841
36TS	0.04634506706008431	0.00608798257592031	0.01108808449823475	0.17775025467674893	0	0.01081800625322014	0.08379845067303343	0.00477310834659401	0	0.00216541444882357	0.17286623897023157	0	0.4326108461784453	0	0	0.03056465097482528	0	0.00628526984853282	0	0	0.01484662549530573	0
