Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
453W	0.03534154618091231	0.00324255511443241	0.00527989177429842	0.20268889693915815	0.00000000000000000	0.09255614527703124	0.05703125482542995	0.00000000000000000	0.01758165613924248	0.00000000000000000	0.19087141954392436	0.00000000000000000	0.36368902992247720	0.00000000000000000	0.00000000000000000	0.01054076828757236	0.00000000000000000	0.00223787448080351	0.00388511551629189	0.00000000000000000	0.00000000000000000	0.01505384599842563	0.00000000000000000	0.71256491965736801	0.72580726946551133
684C	0.12171191187843178	0.00000000000000000	0.02693355626673422	0.14844847920825091	0.08875021296260530	0.04934997900475710	0.04389778175490041	0.00000000000000000	0.02204239088311254	0.00000000000000000	0.12463575462101845	0.00000000000000000	0.35307990820981816	0.00000000000000000	0.00000000000000000	0.01029049558951677	0.00000000000000000	0.00057746570762617	0.00883648236219346	0.00000000000000000	0.00000000000000000	0.00144558155103488	0.00000000000000000	0.46662205954007946	0.88365116690310164
CR3L	0.10989856114955474	0.02072489739751011	0.02848378289971945	0.13985039364410418	0.05680705845841461	0.01632341808680757	0.06273912516146196	0.00000000000000000	0.01879600617847542	0.00000000000000000	0.13845294844755188	0.00000000000000000	0.35627188075132182	0.00000000000000000	0.00000000000000000	0.02197217042851336	0.00000000000000000	0.01372684658276558	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01595291081379929	0.00000000000000000	0.57574910676637803	0.82306551929292127
FLWA	0.04414461799451901	0.02833208856752207	0.01770826985140350	0.15184700265454401	0.03501950279396905	0.04267308416274779	0.06024502215243940	0.00000000000000000	0.00395723463002071	0.00000000000000000	0.23295205230379401	0.00000000000000000	0.37117799528264994	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01194312960639059	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.67460219399714727	0.75350447072687854
FY2H	0.08761656711707273	0.00000000000000000	0.00723479659761008	0.11815204810940384	0.00000000000000000	0.04834492279407784	0.07278676736358414	0.00000000000000000	0.00000000000000000	0.02770373439455951	0.16018946823229102	0.00000000000000000	0.45441795716652783	0.00000000000000000	0.00025196465650500	0.00754618139805145	0.00000000000000000	0.00000000000000000	0.01575559217031661	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.69573293888873122	0.74077120655013151
CYFZ	0.06176475479176463	0.00000000000000000	0.00000000000000000	0.19764116265376810	0.00000000000000000	0.00000000000000000	0.09202827971633068	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.22051970525897124	0.00000000000000000	0.29121005652198517	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00395111071970856	0.00000000000000000	0.12869757049110020	0.00418735984637124	0.00000000000000000	0.00000000000000000	0.50995034730353062	0.85931555705767149
925L	0.17009751911578155	0.00000000000000000	0.01197020182000037	0.24617258769216585	0.00867081097001894	0.00000000000000000	0.04283091405958116	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.17385079496862729	0.00000000000000000	0.31183193020238187	0.00000000000000000	0.00000000000000000	0.00442925100193615	0.00000000000000000	0.00440401437917656	0.00000000000000000	0.02574197579033035	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.71069326396939392	0.73137393098143377
9JD4	0.02760135393538143	0.03827261139848791	0.01031440693849551	0.25159882176157417	0.11220431980480751	0.00000000000000000	0.04615550290449583	0.00000000000000000	0.00771476579920549	0.00000000000000000	0.21742357681593993	0.00000000000000000	0.24356804024499537	0.00000000000000000	0.00000000000000000	0.03505160856617989	0.00000000000000000	0.00908805135810785	0.00000000000000000	0.00100694047232923	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.58273011180220446	0.81349863947812151
G4YW	0.02917359009195645	0.03960841035287278	0.01200089789795342	0.17360358298435036	0.10891767653326016	0.00000000000000000	0.00434038217401306	0.00000000000000000	0.01975980801619060	0.00000000000000000	0.18333162387476185	0.00000000000000000	0.37257500807865718	0.00000000000000000	0.00000000000000000	0.01478117529871075	0.00000000000000000	0.00954405610128346	0.03236378859598980	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.52541683179471110	0.85038759937973918
4DUY	0.02769734272903377	0.04239156074962348	0.03038371133171536	0.13978067319612061	0.14028283688160773	0.00000000000000000	0.01925027270869673	0.00000000000000000	0.01041006083790556	0.00000000000000000	0.22268138517302233	0.00000000000000000	0.30209227535770000	0.00000000000000000	0.00000000000000000	0.02811867462665594	0.00000000000000000	0.00741112322949965	0.00000000000000000	0.01600906090617885	0.00000000000000000	0.01349102227223978	0.00000000000000000	0.56474136847203416	0.82707939585856183
