Samples	CBSX__sigmatrix_HNSCC_Fig2cd__B_cells	CBSX__sigmatrix_HNSCC_Fig2cd__T_cells_CD8	CBSX__sigmatrix_HNSCC_Fig2cd__T_cells_CD4	CBSX__sigmatrix_HNSCC_Fig2cd__Macrophages	CBSX__sigmatrix_HNSCC_Fig2cd__Dendritic_cells	CBSX__sigmatrix_HNSCC_Fig2cd__Mast_cells	CBSX__sigmatrix_HNSCC_Fig2cd__Myocytes	CBSX__sigmatrix_HNSCC_Fig2cd__CAFs	CBSX__sigmatrix_HNSCC_Fig2cd__Endothelial_cells	CBSX__sigmatrix_HNSCC_Fig2cd__Malignant_cells
SimData1039	0.06615977246263827	0.03882893500610789	0.4561684012646178	0.3147346457230805	0.1241082455435554	0	0	0	0	0
SimData104	0.03900664875243889	0.06006462042457233	0.5323888259223686	0.2341119865242902	0.13442791837633006	0	0	0	0	0
SimData1040	0.07785308314142843	0.05388341663428365	0.4373373252122866	0.31458973094318937	0.11633644406881204	0	0	0	0	0
SimData1041	0.12275426467079582	0.02901951269212135	0.43708196523166626	0.3005868844170896	0.11055737298832705	0	0	0	0	0
SimData1042	0.17246305081224805	0.00442604463134868	0.4114916108938126	0.27307187411039635	0.13854741955219432	0	0	0	0	0
SimData1043	0.27497071393434414	0.00453945420273484	0.39710780243085086	0.24936986990313215	0.07401215952893804	0	0	0	0	0
SimData1044	0.3078553868821411	0	0.36223593522621833	0.20211383809832692	0.1277948397933138	0	0	0	0	0
SimData1045	0.3165173017255235	0.00223466182856261	0.3771844382223409	0.2172219661630364	0.08684163206053673	0	0	0	0	0
SimData1046	0.34306401445668655	0.00608219213978088	0.377354271283566	0.193061503063251	0.08043801905671555	0	0	0	0	0
SimData1047	0.32811229244613915	0.00527775102119742	0.3935443424725926	0.1877768757529681	0.08528873830710258	0	0	0	0	0
SimData1048	0.34031563967380485	0.01294117004906267	0.36678539452793535	0.20409725080310728	0.0758605449460899	0	0	0	0	0
SimData1049	0.3400664345748487	0.01836032028501739	0.36839293261483474	0.18988707881025577	0.08329323371504359	0	0	0	0	0
SimData105	0.07759209986009216	0.04023076928850968	0.5251272393110558	0.22870491136528123	0.1283449801750612	0	0	0	0	0
SimData1050	0.34080046611003095	0.01626185200658741	0.3681461303966768	0.19640062886859153	0.07839092261811328	0	0	0	0	0
SimData1051	0.41673795407888553	0.0033472581701762	0.3184213492717833	0.1394677462515204	0.12202569222763472	0	0	0	0	0
SimData1052	0.5046868646155395	0.01021722212631076	0.27523343223603536	0.11665375582037912	0.09320872520173544	0	0	0	0	0
SimData1053	0.6996359458594024	0	0.18517992913782025	0.04377010374583319	0.06687244061453962	0	0	0	0	0.00454158064240468
SimData1054	0.9920228783422069	0	0	0	0	0	0	0	0	0.00797712165779301
SimData1055	0.05414936465706675	0.07120177968333308	0.5153572126115977	0.2509581312206897	0.10833351182731275	0	0	0	0	0
SimData1056	0.03959817029740168	0.07132141255977732	0.5704653789201882	0.22361709906296512	0.09499793915966766	0	0	0	0	0
SimData1057	0.09270935936592845	0.0983071657462014	0.49432619094316066	0.22577257895345576	0.08888470499125375	0	0	0	0	0
SimData1058	0.1600662267007842	0.0897277160543041	0.44239743342533666	0.2185367131737208	0.08927191064585427	0	0	0	0	0
SimData1059	0.18979100956716097	0.08124272350097855	0.45280063763292067	0.19259276172721457	0.083572867571725315	0	0	0	0	0
SimData106	0.12247162579139528	0.05184264012617314	0.46304467702636337	0.21753140555135797	0.14510965150471025	0	0	0	0	0
SimData1060	0.288677339325404	0.05216156564132991	0.45089780580460154	0.14851520674971697	0.05974808247894778	0	0	0	0	0
SimData1061	0.3002067093618213	0.04560733602861852	0.428051748523192	0.15254565257885222	0.07358855350751592	0	0	0	0	0
SimData1062	0.3214744045627596	0.03703448099636135	0.42549930402415265	0.13901779187617708	0.07697401854054935	0	0	0	0	0
SimData1063	0.3201497572224657	0.04875982701639928	0.42143713023859647	0.12323270167615676	0.08642058384638178	0	0	0	0	0
SimData1064	0.3108556550928658	0.03361157062708344	0.456666189935708	0.13050776766727043	0.06835881667707237	0	0	0	0	0
SimData1065	0.30926246358672166	0.03370338576946105	0.44455945530657687	0.12599279630084034	0.0864818990364001	0	0	0	0	0
SimData1066	0.3319397326673368	0.03835952436849361	0.43212590030771414	0.1182244802769693	0.07935036237948609	0	0	0	0	0
SimData1067	0.32445478537944117	0.04045622929345193	0.4331204859400613	0.1254547892016388	0.07651371018540676	0	0	0	0	0
SimData1068	0.3760134603450031	0.04452497529942329	0.38946780214275006	0.115942495562967	0.07405126664985666	0	0	0	0	0
SimData1069	0.5142210526061392	0.01423409940879193	0.33604265611717626	0.06821078800841522	0.06729140385947742	0	0	0	0	0
SimData107	0.15805988609206975	0.02793289101201546	0.48074730941323096	0.23255234596293337	0.10033538957541692	7.98225286211e-6	6.984161834123e-5	1.9634245068312e-4	7.025211198077e-5	2.775951046657e-5
SimData1070	0.7328920226256639	0	0.20395005427337692	0.024645514326676	0.01596940691945575	0	0	0	0	0.02254300185482744
SimData1071	0.9870350066361718	0	0	0	0	0	0	0	0	0.01296499336382822
SimData1072	0.03677154787755061	0.13497268548280772	0.27310672260527985	0.370418747125313	0.18473029690904888	0	0	0	0	0
SimData1073	0.05337134459578432	0.12918212076580446	0.24627710617133117	0.4082113602074113	0.16295806825966871	0	0	0	0	0
SimData1074	0.0729084288454538	0.1252674831875514	0.22743597275776128	0.3877700548553554	0.1866180603538782	0	0	0	0	0
SimData1075	0.12647987996566987	0.09468526139252335	0.24279692031007968	0.3786270570729345	0.1574108812587926	0	0	0	0	0
SimData1076	0.16915032304742644	0.11419734886509296	0.18077465019813635	0.3694574943324012	0.16642018355694307	0	0	0	0	0
SimData1077	0.2538222276785879	0.08271766103825341	0.1864540156426534	0.2918242924898947	0.18518180315061064	0	0	0	0	0
SimData1078	0.29696050319933115	0.06068674888801564	0.1701150761003335	0.2774744593034674	0.19476321250885212	0	0	0	0	0
SimData1079	0.3006387580545589	0.04562218882703086	0.1833371965196784	0.2664266387932367	0.20397521780549513	0	0	0	0	0
SimData108	0.24618641618343276	0.01306611412045452	0.4372045706048167	0.17426163301612943	0.1292812660751666	0	0	0	0	0
SimData1080	0.2946666101945605	0.0494827974260123	0.18564749528120203	0.2592164604349206	0.21098663666330467	0	0	0	0	0
SimData1081	0.2823412681036594	0.04069091850509748	0.2039464272835121	0.28204456162489766	0.19097682448283324	0	0	0	0	0
SimData1082	0.265968914844538	0.04450119392207747	0.20117575343111135	0.28323588684151585	0.20511825096075728	0	0	0	0	0
SimData1083	0.27049325222061593	0.04083463001552077	0.1938189469286986	0.2880436085664225	0.20680956226874211	0	0	0	0	0
SimData1084	0.270572772330416	0.04682379219098139	0.1907881067934555	0.28859165821508254	0.20322367047006448	0	0	0	0	0
SimData1085	0.4266580743627083	0.04386308467902223	0.13672802796305863	0.20627800417509629	0.18647280882011447	0	0	0	0	0
SimData1086	0.4687737180640272	0.00327403896062147	0.15954335155081983	0.14546843565194617	0.21223701398814176	0	0	0	0	0.01070344178444357
SimData1087	0.6724872388879783	0.03522194926193409	0.01098880181821505	0.10440845782529976	0.1768935522065727	0	0	0	0	0
SimData1088	0.9841752555291337	0.00503512949479305	0	0.00114590154919513	2.9254414442005e-4	5.091728931707e-5	6.4684052552986e-4	0.00216450736797245	0.00108425995026513	0.00540464414937363
SimData1089	0.03152347681575195	0.12866534435513388	0.5438537231598157	0.2290027691308346	0.06694908181155372	5.60472691015e-6	0	0	0	0
SimData109	0.2862895872173663	1.1053569321956e-4	0.38396481535716515	0.17438690393993447	0.15508839212586936	1.445699295417e-5	7.554981624663e-5	2.75371733976e-5	4.222168384688e-5	0
SimData1090	0.03951074601050767	0.08617298877611983	0.5591313444655133	0.2382396925542862	0.07688631050741264	5.418717793916e-5	0	0	0	4.73050822121e-6
SimData1091	0.10062372592849483	0.11899126053104046	0.4948526519678832	0.2349314811117272	0.05060088046085426	0	0	0	0	0
SimData1092	0.16210238362775048	0.11546019047480506	0.44541821190172726	0.24698083666363807	0.03003837733207916	0	0	0	0	0
SimData1093	0.17421783910275115	0.1171423381305634	0.44912980494040666	0.22589142614755817	0.03361859167872069	0	0	0	0	0
SimData1094	0.24866035354099972	0.076663744339044	0.43956296290529817	0.2049227236384222	0.03019021557623577	0	0	0	0	0
SimData1095	0.26194411138945667	0.09075438861913332	0.41984310277407266	0.1931227893854056	0.03433560783193173	0	0	0	0	0
SimData1096	0.31072530216598976	0.08777234999430344	0.4125881960588937	0.1634822742859015	0.02543187749491156	0	0	0	0	0
SimData1097	0.2876338931178037	0.08973945672924229	0.42173240398651074	0.1747465557932356	0.02614769037320749	0	0	0	0	0
SimData1098	0.2675018418351983	0.08336526406164335	0.45874902566219833	0.16892775494988826	0.02145611349107182	0	0	0	0	0
SimData1099	0.2888321397051436	0.09428684836312652	0.42329478374772544	0.17384594608701373	0.01974028209699078	0	0	0	0	0
SimData11	0.2280551379163739	0.02144684308431533	0.38822990250601136	0.2621376021745262	0.10013051431877318	0	0	0	0	0
SimData110	0.3008685526640827	0	0.3693347807545348	0.18916754900740201	0.1398944215138913	0	0	7.2121361248877e-4	0	1.348244760035e-5
SimData1100	0.27304455571434555	0.08136522545275773	0.4460598799685154	0.17626774323137462	0.02326259563300658	0	0	0	0	0
SimData1101	0.28124394392973084	0.0885455450183843	0.4288598583363892	0.1729694120058662	0.02838124070962952	0	0	0	0	0
SimData1102	0.33392839395741863	0.0296545943319044	0.4196754206731996	0.15539601590396596	0.06134557513351139	0	0	0	0	0
SimData1103	0.4665176523680469	0.04893652243863509	0.3267605225697723	0.1150004045873736	0.02897440215584916	0	0	0	0	0.01381049588032299
SimData1104	0.6253292255862766	0.00895833346046552	0.1948329234822932	0.05344015661481417	0.09828885857798156	5.548437578287e-5	6.443986713993e-5	0.01150723591103114	4.3832858830545e-4	0.00708501353590957
SimData1105	0.9733823331682656	0	0	0	0.00361738084586068	2.34079513807e-6	0.0019183338222968	0.00307229370073343	0.00183947054263438	0.01616784712507103
SimData1106	0.03596570408281843	0.06394614378344682	0.3377252745776632	0.40238507669190027	0.1599778008641713	0	0	0	0	0
SimData1107	0.05472366481678086	0.04447361545796734	0.34305468281788437	0.41689883981493	0.14084919709243737	0	0	0	0	0
SimData1108	0.09433108013612145	0.03442108872596998	0.35011810420436895	0.40667588844198355	0.11445383849155612	0	0	0	0	0
SimData1109	0.14031588260038338	0.0316922374109496	0.3385582255556544	0.38311646335942146	0.10631719107359117	0	0	0	0	0
SimData111	0.30086518771928916	6.9550172531051e-4	0.3898977448444574	0.1611758889927775	0.1463729091172594	0	0	9.9276760090616e-4	0	0
SimData1110	0.19197316784226764	0.0181094264609776	0.3098642800063153	0.3665599546886077	0.11349317100183182	0	0	0	0	0
SimData1111	0.23317743642374528	0.0383858671465157	0.2772221112937405	0.32897290317901007	0.12224168195698838	0	0	0	0	0
SimData1112	0.25461750745678846	0	0.33340963273039365	0.31645398957990734	0.0955188702329106	0	0	0	0	0
SimData1113	0.2931994935409697	0	0.2958297473833941	0.2921625303075297	0.11880822876810657	0	0	0	0	0
SimData1114	0.31055874082847224	0	0.3043164958562621	0.2834442641132686	0.10168049920199708	0	0	0	0	0
SimData1115	0.2820018972188085	0.00627691709228732	0.2962901739449686	0.30524039665347424	0.1101906150904614	0	0	0	0	0
SimData1116	0.2952385146769925	0	0.29551112836459636	0.29876446003855	0.11048589691986101	0	0	0	0	0
SimData1117	0.28356652596553167	0	0.31142567958419715	0.2950721398080851	0.10993565464218606	0	0	0	0	0
SimData1118	0.2822485752172411	0	0.3038323381635428	0.2994948886817181	0.11442419793749806	0	0	0	0	0
SimData1119	0.3975029591663173	0.00261735606190453	0.27052200504801555	0.23347011612950844	0.09588756359425434	0	0	0	0	0
SimData112	0.30209949451810697	0	0.3939999436918084	0.16395910440804198	0.13977798942415062	0	0	1.6346795789192e-4	0	0
SimData1120	0.5029078136648895	0	0.16647484581504288	0.24273690363618003	0.05474967952269127	0	0	0	0	0.03313075736119639
SimData1121	0.5559453458407496	0	0.19482476034120969	0.11434328814145736	0.12233646161315184	6.449916789302e-5	3.0164540948408e-4	0.0097078319394354	3.4847563032849e-4	0.00212769191629068
SimData1122	0.9544403187176088	0	0	0	0	0	0	0	0	0.04555968128239123
SimData1123	0.03142256166750271	0.0768065413208767	0.531785379910332	0.2745275145608466	0.08545800254044186	0	0	0	0	0
SimData1124	0.03723296429892366	0.06242287041780017	0.5274420185997668	0.2717997997979346	0.10110234688557485	0	0	0	0	0
SimData1125	0.07320940726526877	0.05667088115431496	0.5064045167830908	0.25554207218544656	0.10817312261187877	0	0	0	0	0
SimData1126	0.1252693850645812	0.06165210708273764	0.46857715264297894	0.25263986786240406	0.09186148734729828	0	0	0	0	0
SimData1127	0.18060706579902713	0.04520044746713679	0.4763630560172384	0.22789999293291408	0.0699294377836836	0	0	0	0	0
SimData1128	0.2616540421776563	0.02421339751106296	0.4611136592839341	0.18836069389695387	0.06465820713039275	0	0	0	0	0
SimData1129	0.37528369333024014	0.03975959695334211	0.38668422631092847	0.13867940713939703	0.0595930762660923	0	0	0	0	0
SimData113	0.30956940882031214	0	0.38971311539571346	0.1550889504317376	0.14498947327801767	0	0	6.3905207421917e-4	0	0
SimData1130	0.3435769985403236	0.02351610360982436	0.41667597869704254	0.1621694655808263	0.05406145357198316	0	0	0	0	0
SimData1131	0.35895838223330123	0.05048512478629102	0.3892751569794016	0.14838587062299732	0.05289546537800878	0	0	0	0	0
SimData1132	0.3469174906205247	0.03964927083253438	0.4047885621712188	0.14629432812657517	0.06235034824914701	0	0	0	0	0
SimData1133	0.35608164363142875	0.04382036316887539	0.3870030726714227	0.15259356880137143	0.06050135172690167	0	0	0	0	0
SimData1134	0.3310269646299391	0.03922591056545967	0.4151827297863741	0.15228222573906058	0.06228216927916668	0	0	0	0	0
SimData1135	0.3232762048527114	0.03856095685465313	0.4111537124168173	0.17127193629152865	0.05573718958428961	0	0	0	0	0
SimData1136	0.4279871895209803	0.01622997917117257	0.39850855967958654	0.09608742088888532	0.06118685073937541	0	0	0	0	0
SimData1137	0.47666339754912646	0.00144907478741526	0.3184818114015456	0.08505072409000455	0.11835499217190808	0	0	0	0	0
SimData1138	0.7219328276245854	0	0.20259793007790927	0.020954261843206812	0.05451498045429856	0	0	0	0	0
SimData1139	0.975984048251674	0.00223875400457135	0	0	0.00178429250227223	2.999583109961e-5	9.9406146196313e-4	0.00367493925028551	0.00148936691323956	0.01380454178489486
SimData114	0.31430519748602875	0	0.3804491583440093	0.1594729241597535	0.1454952944178995	0	0	2.7742559230889e-4	0	0
SimData1140	0.030070713059573	0.08778221032515246	0.6535947689119684	0.18547219501892556	0.04308011268438051	0	0	0	0	0
SimData1141	0.06518692238084693	0.08549445194646191	0.6251818257673468	0.17659519311888097	0.04754160678646343	0	0	0	0	0
SimData1142	0.044722970092160703	0.06385413572813287	0.6687061491842357	0.16855512826803673	0.05404337217139629	6.14314155866e-6	2.040379262409e-5	3.679399841832e-5	3.908639175725e-5	1.581723167947e-5
SimData1143	0.11080367897126184	0.04379258355869219	0.6280163418881113	0.1605414959345132	0.05666888026013649	5.6414777303e-7	0	5.860480864168e-5	9.541538842737e-5	2.243504244296e-5
SimData1144	0.14838831230737362	0.05405735204771542	0.5830342033480133	0.1571265349385129	0.05728295078112743	2.24480068456e-6	1.230987097928e-5	3.806205857354e-5	5.145501152199e-5	6.57483549797e-6
SimData1145	0.22079498562815783	0.05843379153972245	0.5584650532991853	0.13679018489265363	0.02551598464028081	0	0	0	0	0
SimData1146	0.2703983097216882	0.01467274576370527	0.544790196851724	0.13565031280839918	0.03448843485448334	0	0	0	0	0
SimData1147	0.26257517921635454	0.06631794565555289	0.5048307669175345	0.14600834798988413	0.02026776022067396	0	0	0	0	0
SimData1148	0.3005423886145571	0.0757253681686908	0.4693672463955014	0.13126989519943474	0.02309510162181579	0	0	0	0	0
SimData1149	0.2792767245478084	0.06981027472142814	0.4979910489813349	0.12937637229862636	0.02354557945080244	0	0	0	0	0
SimData115	0.26938598025569077	0.00180602450654927	0.39951200103865325	0.16532312944325414	0.16397286475585257	0	0	0	0	0
SimData1150	0.28701091524438016	0.0763208621446289	0.4882434263906554	0.12484622103122212	0.0235785751891134	0	0	0	0	0
SimData1151	0.28327271144684796	0.07044018012675793	0.494043930641431	0.12580454917769562	0.02643862860726745	0	0	0	0	0
SimData1152	0.2887646603206034	0.075079541233969	0.4846613210378082	0.1276210642683935	0.02387341313922603	0	0	0	0	0
SimData1153	0.30102800073325403	0	0.5620444980704109	0.09075422416473132	0.04524018211282399	1.840062180572e-5	1.1134555101649e-4	2.0933454677019e-4	3.89525034308e-6	5.9011894884412e-4
SimData1154	0.4502998282176812	0.00501579028883896	0.43633193323298936	0.07276424181644736	0.03558820644404311	0	0	0	0	0
SimData1155	0.7217953292748336	0	0.24335050680988216	0.0348541639152842	0	0	0	0	0	0
SimData1156	0.9826916923639589	0.00304276613464343	0	0	0.00109250693633824	1.9439020905159e-4	2.6817521018721e-4	0.00133017328776982	8.475788731571e-5	0.0112955379707352
SimData1157	0.0297795734021684	0.12072981873820544	0.5237413701634743	0.25638134604221896	0.06936789165393287	0	0	0	0	0
SimData1158	0.05643329555405367	0.10452618284869956	0.5422905006205386	0.2365519089856974	0.06015935890161706	3.73597459821e-6	9.25776554861e-6	0	2.575934924686e-5	0
SimData1159	0.07516076599487899	0.09907208102797814	0.502552504933862	0.24402041526077128	0.07916822018201501	6.31846689899e-6	0	0	0	1.969413359554e-5
SimData116	0.3932913855718466	0.01399094965227635	0.28523623003784004	0.13672638424116157	0.1675748753016355	0	0	0	0	0.00318017519523986
SimData1160	0.11267041164201493	0.10086047917136248	0.5048064936046507	0.2088054099917232	0.07275995731457965	6.87459784238e-6	2.079826402269e-5	0	4.723814736991e-5	2.233726643426e-5
SimData1161	0.19474050966394257	0.09320265288348764	0.4351926091073998	0.21892647855229955	0.05793774979287031	0	0	0	0	0
SimData1162	0.2060935847704192	0.03541206884650352	0.4998629825624938	0.1908911075306132	0.06745815958581004	1.26196288727e-6	0	2.4927340468697e-4	3.003874606133e-5	1.52259052483e-6
SimData1163	0.21743017774655796	0.04718734876820343	0.47705387818053285	0.17201349260851148	0.08619978549529787	1.96123588364e-6	6.468214311163e-5	3.6067072613e-6	0	4.506711463989e-5
SimData1164	0.3042934830793105	0.08909361189026581	0.3703398437765043	0.1773447686181505	0.05892829263576888	0	0	0	0	0
SimData1165	0.2775353404541399	0.10001280011176786	0.3753816998315754	0.18663193938805153	0.06043822021446534	0	0	0	0	0
SimData1166	0.23579891440309303	0.04564190318421479	0.4706586745660675	0.16939100870596163	0.0774025768709685	0	0	0.00110692226969456	0	0
SimData1167	0.2783707936138897	0.09119786334174758	0.3859223719748639	0.1822487195429108	0.06226025152658804	0	0	0	0	0
SimData1168	0.2810746404647277	0.08982372521286577	0.38417837741841143	0.18385207460553293	0.06107118229846229	0	0	0	0	0
SimData1169	0.26849374869082404	0.08804384000037324	0.3956281536983691	0.18222466021435568	0.06560959739607787	0	0	0	0	0
SimData117	0.5087093105562929	0	0.2565229726805631	0.09195810181158028	0.14280961495156372	0	0	0	0	0
SimData1170	0.34287963075508504	0.04065326246768006	0.3940307459712168	0.13946219785615693	0.07815327826557569	0	2.799119345871e-5	0.00293082612664698	6.267694270703e-5	0.00179939042147268
SimData1171	0.4489613810696866	0.01230227970650176	0.36869132737572274	0.10601052166980128	0.06383826343665538	0	0	0	0	1.9622674163232e-4
SimData1172	0.6761978375646508	0.06347248023584827	0.14918523755630195	0.08340201519474173	0.02565859731426045	0	0	0	0	0.00208383213419679
SimData1173	0.9865297005593674	0.00124343141386736	0	0	1.4206593421362e-4	0	6.305298673848e-4	5.2718314754907e-4	0.00081953048715763005	0.0101075585904602
SimData1174	0.03213130334918607	0.06372980507046895	0.4962963774549736	0.3185339517996039	0.08930856232576735	0	0	0	0	0
SimData1175	0.05761056087844967	0.04267791286935436	0.4944005974582554	0.2993476765414838	0.10596325225245684	0	0	0	0	0
SimData1176	0.08649092480647326	0.05769700238182092	0.501521768857636	0.28341215056927027	0.07087815338479946	0	0	0	0	0
SimData1177	0.1510510598095591	0.06850951650024857	0.43479022607908824	0.27391746502878467	0.07173173258231938	0	0	0	0	0
SimData1178	0.18262643213248825	0.0254488356932797	0.4402439987166103	0.25269627959511504	0.09898445386250676	0	0	0	0	0
SimData1179	0.295463851119823	0.04585368530723606	0.39501287374131744	0.20435396078298745	0.05931562904863616	0	0	0	0	0
SimData118	0.6433293740657519	0	0.1738678850353794	0.04568605994551358	0.13711668095335525	0	0	0	0	0
SimData1180	0.3017981757517679	2.311384010272e-5	0.382629704177274	0.1937374700895113	0.12165768435932184	1.106946127935e-5	4.674675103558e-5	2.605742041216e-5	6.997814929521e-5	0
SimData1181	0.3362218662913899	0.02721645900379201	0.38362665761115566	0.16740448270580233	0.08553053438786001	0	0	0	0	0
SimData1182	0.36063116665191247	0.00712117979769048	0.38802927345115945	0.17704536771003518	0.0671730123892024	0	0	0	0	0
SimData1183	0.33970553818852733	0.01304371620536602	0.39886293847013826	0.18009120769960124	0.06829659943636707	0	0	0	0	0
SimData1184	0.3541923065396318	0.00806011753406972	0.3884732469680904	0.1741257173427876	0.07514861161542044	0	0	0	0	0
SimData1185	0.35372527991326946	0.0079190201914311	0.39434516952651566	0.17640449094938007	0.06760603941940387	0	0	0	0	0
