Samples	CBSX__sigmatrix_HNSCC_Fig2cd__B_cells	CBSX__sigmatrix_HNSCC_Fig2cd__T_cells_CD8	CBSX__sigmatrix_HNSCC_Fig2cd__T_cells_CD4	CBSX__sigmatrix_HNSCC_Fig2cd__Macrophages	CBSX__sigmatrix_HNSCC_Fig2cd__Dendritic_cells	CBSX__sigmatrix_HNSCC_Fig2cd__Mast_cells	CBSX__sigmatrix_HNSCC_Fig2cd__Myocytes	CBSX__sigmatrix_HNSCC_Fig2cd__CAFs	CBSX__sigmatrix_HNSCC_Fig2cd__Endothelial_cells	CBSX__sigmatrix_HNSCC_Fig2cd__Malignant_cells
TCGA-FF-8041-01A	4.2935669731143e-4	0.08640316198992118	0.43250647890198207	0.0892619474857534	0.21279551083851408	0	0	0.15234604955663242	0.02498270071013695	0.00127479381974857
TCGA-FF-8046-01A	0.05158881820182992	0.07215856400499339	0.2684258994718686	0.22601669367669103	0.11965524682258932	0	0	0.13967121811209218	0.12248355970993564	0
TCGA-GS-A9TX-01A	0.01829152567856268	0.08253946720399129	0.8186240630041612	0.01087522620791502	0	0	0	0.05582220235876174	0.01384751554660794	0
TCGA-FA-A6HN-01A	0	0.01079775812998056	0.7346336237113745	0.08750145705958744	0.08730942221723073	6.194184356595e-5	0	0.05500713600370681	0.02468866103455404	0
TCGA-GR-A4D5-01A	0.03325193139037574	0.1194328863041626	0.3324054390133675	0.16385177340397142	0.1354358278290588	7.7998221595332e-4	0	0.15181292135492977	0.06302923848818086	0
TCGA-FF-8061-01A	0.04491519022360527	0	0.3087239839931814	0.2606006873696339	0.10829054105523156	0	0	0.26121927732172806	0.01625032003661994	0
TCGA-G8-6909-01A	0.00998948687156793	0.2861128539986636	0.2591151414084893	0.21102786893020117	0.18279017653506024	0	0	0.03354433063148292	0.01742014162453505	0
TCGA-FA-A6HO-01A	0.03699625442860039	0.15009726796542275	0.4020416263518746	0.22275254439827633	0.1501416998936257	0	0	0.02730033191461772	0.01067027504758255	0
TCGA-GS-A9TV-01A	0	0.22832569131167788	0.296798819378944	0.312770804188259	0.12332893013197006	0	0	0.02010214117878545	0.01867361381036374	0
TCGA-GS-A9TW-01A	0.01649629599715685	0.2580655767504204	0.0761612675924261	0.17265445209629476	0.3576460913590265	0	0	0.10761544457913332	0.01136087162554199	0
TCGA-FF-8062-01A	0.03537722233674524	0.1141067073191786	0.4061684122289801	0.1835748055211928	0.09143526786741409	0	0	0.12405629046924714	0.04524091402733486	4.038022990712e-5
TCGA-FA-A4BB-01A	0.00614540937216814	0.09918473697583208	0.44396483406581727	0.20183795178069552	0.13581546784266385	0	0	0.09508373281993876	0.0179678671428844	0
TCGA-GR-7351-01A	0.03785033599333505	0.13767244347240942	0.20510779554405623	0.27315110668184206	0.14858112620829178	0	0	0.15320991967827377	0.03289893949083336	0.01152833293095837
TCGA-FF-A7CQ-01A	0.00238899304100222	0.3267726648202556	0.2435128531108345	0.18140107909719605	0.18539578316838592	0	0	0.0292668419827248	0.03126178477960086	0
TCGA-G8-6907-01A	7.7713866549694e-4	0	0.6707363718386486	0.08096838899687718	0.08338613582331553	0	0	0.1249290562852035	0.03920290839045811	0
TCGA-GS-A9TZ-01A	0.00450949982028506	0.03542182888982441	0.40974838472517294	0.20314628639233523	0.31863907183746704	0	0	0.0113567371777903	0.01717819115712501	0
TCGA-RQ-A68N-01A	0.00897085008498577	0.28459277857155596	0.07067413400135526	0.3530059052685828	0.12061114287931998	0	0	0.11737185803927828	0.04477333115492206	0
TCGA-FA-A86F-01A	0.00528970664657379	0.2235445137670299	0.4337805451924544	0.10430600792712266	0.16734775687600792	0	0	0.0365655496986756	0.02916591989213571	0
TCGA-FA-A7DS-01A	0	0.3885393076229292	0.15292329655052236	0.14939148925660783	0.1195909738464604	0	0	0.04611209363151597	0.1398791094787697	0.00356372961319461
TCGA-GR-A4D9-01B	6.4018150976682e-4	0.28863495820804885	0.1882302455022924	0.3017432273501398	0.06322409961199561	0	0	0.09170104428540936	0.06582624353234706	0
TCGA-FF-A7CX-01A	0.12161645462215928	0	0.5878852539068261	0.02877545884842472	0.08938505117873115	0	0.06280208094046973	0.05737002213559363	0.05216567836779556	0
TCGA-FA-A7Q1-01A	0.02243651523891527	0	0.7431941590124813	0.03915642191879826	0.00761700336609283	0	0	0.16892380746493904	0.01867209299877343	0
TCGA-GS-A9U4-01A	0	0.1913659584217507	0.13691033890685328	0.35955129963420535	0.22159054738740613	0	0	0.06387787632992081	0.02670397931986368	0
TCGA-G8-6325-01A	0.00148747318279074	0.23365159842774863	0.05479493093450035	0.3883547733594647	0.20410050360068585	0	0	0.06638328780535172	0.05122051601021883	6.9166792393e-6
TCGA-FF-8047-01A	0.0887660423695598	0.05687615254803293	0.5917293781526567	0.0860847339439682	0.1252172259642063	0	0	0.030029104143113	0.02129736287846297	0
TCGA-FF-A7CW-01A	0.0012879715380565	0.218010575071117	0.5339256683814446	0.08013479568102262	0.1044004312470181	0	0	0.01715929837975364	0.04508125970158752	0
TCGA-FM-8000-01A	3.8795954049391e-4	0.02398313193585012	0.5930958594094278	0.12581784010409472	0.11301047300308208	0.0031361563130092	0	0.12382021439489482	0.01674836529914734	0
TCGA-G8-6906-01A	0.10590875945644852	0.05545680094036323	0.36696080273414294	0.15491291027412346	0.12345125679207695	0	0	0.14924650683682236	0.04406296296602233	0
TCGA-FA-A82F-01A	0.10042284500288842	0.06668446190571697	0.2767349466124236	0.2427591987710589	0.01819362912363278	0	0	0.23801614215267788	0.05718877643160136	0
TCGA-RQ-AAAT-01A	0	0	0.48341580961536534	0.204960835757781	0.09636105538011404	0	0	0.17873182294625445	0.03653047630048521	0
TCGA-GS-A9TY-01A	0.00928878347775385	0	0.5422964331898886	0.10835361835733684	0.16296483231634196	0	0	0.11608283372568744	0.06101349893299141	0
TCGA-FA-8693-01A	0.01352209128360875	0.13912038999862988	0.2921888565552375	0.2948286419603473	0.14359656792360634	0.00428204179976261	0	0.0934409905780422	0.01902041990076533	0
TCGA-FF-8042-01A	0.0011853819184775	0.2029853820766989	0.17005626201784912	0.27515905690033426	0.1703022880677923	0	0	0.14098225114467552	0.03932937787417223	0
TCGA-VB-A8QN-01A	0.00346867885410083	0.02188843580141926	0.4341168457720967	0.12187765494624056	0.20863677215811	0.00116092480380705	0	0.12043712915356596	0.08841355851065966	0
TCGA-FA-A4XK-01A	0	0	0.45620756029602033	0.06843090600732435	0.24401237269822595	0	0	0.17902208996789232	0.05232707103053702	0
TCGA-IC-A6RE-11A	0	0	0.01382298743535519	0	0.02901647878447414	8.1599534581821e-4	0	0.07106187889858194	0.03216504171856663	0.8531176178172039
TCGA-L5-A8NK-01A	0	0	0.00693558314956465	3.6703752338922e-4	0.00217552202416182	9.9365097562801e-4	0	0.08765839640638054	0.03144750746006095	0.8704223024608148
TCGA-LN-A9FQ-01A	0	2.1982306321461e-4	0	0.00119663127333898	0	7.3483065448639e-4	0	0.20834243132195077	0.025008908450136	0.7644973752368733
TCGA-VR-AA4D-01A	0	0	0.029045837093397	0.04923416514891743	0.06741317874484881	0	0	0.2311516836298199	0.3526715276007616	0.2704836077822552
TCGA-L5-A4OT-01A	0	0	0.01898659733648174	0.1776890412025941	0.08278477530905079	9.138429854506e-4	0	0.46799976314171265	0.24668217180687255	0.00494380821783768
TCGA-IG-A6QS-01A	0	0.01313428468078642	0	0.00369646906525922	0	7.3920561943285e-4	0	0.00469613370914136	0	0.9777339069253802
TCGA-LN-A4A5-01A	0	0.00343777426333129	0.00337791989943658	0	2.6786060191738e-4	0	0	0.5985975693935527	0.08712325801566098	0.3071956178261011
TCGA-VR-A8ET-01A	0	0.0058114439662419	0	0	0.01347223359702492	2.6775191157813e-4	0	0.00632010155491391	0.0036862506565089	0.9704422183137321
TCGA-IG-A51D-01A	3.4525305301923e-4	0.01339389901025184	0	0.01587411351727691	0	9.194486042023e-5	0	0.1097001215746124	0.02353326777887109	0.8370614002055485
TCGA-L5-A8NU-01A	0.09900086027075668	5.1703050186013e-4	0.10268383422549696	0.08658165807160959	6.4189576213795e-4	0.00631511137327563	0	0.5114043745916512	0.18468072113771164	0.00817451406550024
TCGA-L5-A8NT-01A	0.00188973363272416	0	0.01822504856777245	0.0979278012825638	0.00694901856030351	0.00313843229187621	0	0.5922398870823868	0.15791689738289016	0.12171318119948292
TCGA-L5-A4OO-11A	0.00242046961664654	0	0	0.00449942752873706	0	0.00554098663858257	0	0.8365000663811489	0.15103904983488484	0
TCGA-L5-A43E-01A	0	0	0.02714905323730603	0.09315103052863792	0.07478491222068424	0	0	0.12865843162054832	0.34735504452008026	0.3289015278727432
TCGA-JY-A938-01A	0.04046697846156958	0	0.04484495955074549	0.07073469977212882	0.08804860863228434	0	0	0.33419850111261945	0.2164771480127279	0.2052291044579244
TCGA-L5-A8NL-01A	0	0	0.00657775777092017	0.13499812205637682	0	0.0027156978102307	0	0.6336835211885677	0.22202490117390447	0
TCGA-R6-A6KZ-01A	0	0	0.03970875776467378	0.06193565135584695	0	0.01102795472620841	0	0.5696678853662919	0.3077699484722708	0.00988980231470814
TCGA-JY-A939-01A	0.1128098106797602	0.03295884796411781	0.02866467261213456	0.1241033530254574	0.06390576464349693	0	0	0.35997769481843395	0.27757985625659914	0
TCGA-JY-A6FG-01A	0	0.00942652414033959	0	0	0	4.0442868278174e-4	0	0	0	0.9901690471768787
TCGA-XP-A8T6-01A	0.00388147362373448	0	0	1.1611584564419e-4	0	0.00143225314476989	0	0.13837262172350587	0.03476360833653679	0.8214339273258088
TCGA-L5-A4OH-01A	0	0	0	0.04482182331728438	0.09656177947014592	0	0	0.3361070539416108	0.4329484244259853	0.08956091884497364
TCGA-L5-A88V-01A	0	0	0	0.02573500132290486	0.01604681877778715	0	0	0.1712716513506548	0.21676815386983816	0.570178374678815
TCGA-L5-A8NM-01A	0.00592137597651985	0.00406666639557306	0	0.2884725713942731	0.02253392675274172	0	0	0.1535638029640496	0.12163318362125423	0.4038084728955883
TCGA-IG-A4P3-01A	0.01028836346254216	0.0256391032657028	0.04513468238165311	0.00605858523780034	0.07518793172888007	6.0231645730577e-4	0	0.11278007119981662	0.01942597158120345	0.7048829746850956
TCGA-LN-A49W-01A	0.01389205856754862	0.00974202567941192	0.02925740739212863	0.0910765091515108	0.00111330726600482	0	0	0.2589046443430121	0.02108613704756567	0.5749279105528174
TCGA-IG-A7DP-01A	0.07648928972009178	0.15571993432508535	0.08998459922559585	0.13527054545875766	0.00371136315187272	0.00153740337880695	0	0.39431210012923823	0.14297476461055142	0
TCGA-R6-A8WC-01A	0	0	0	0.00826779955820878	0.11390799426081728	0	0	0.16878017376921034	0.5331450028144352	0.17589902959732837
TCGA-Q9-A6FW-01A	0	0	0.0295131590667211	0.039275117618615	0.04346356161440125	0.00507463118831161	0	0.11200892890531942	0.11568125392036316	0.6549833476862684
TCGA-LN-A4A9-01A	0	0.01102487932332817	0	0.03855782225383676	0.00550116967829287	0.00110539720470038	0	0.03573343128887806	0.00806305953919091	0.9000142407117728
TCGA-LN-A49S-01A	4.413921373398e-4	0	0	0.01593053383447723	0.0215086361144261	0	0	0.02523679749837981	0.00531375871748866	0.9315688816978883
TCGA-R6-A6Y0-01B	0	0	0	0.02840876737426026	0.01503250594870472	0.00172576582959167	0	0.00695773375066947	0.07171891218581815	0.8761563149109557
TCGA-L5-A4OG-11A	0.01036831739004798	0	0	0.17398429062857823	0.03391777708344072	0.0049399750766385	0	0.548143837732989	0.2279386184538454	7.071836344601e-4
TCGA-LN-A7HV-01A	0	0.00427529717213601	0	0.00286452509019103	0.00847046072154919	0	0	0.02345537528919539	0.01050587906047246	0.950428462666456
TCGA-2H-A9GL-01A	0.01165809156918994	0	0.07107595055501202	0.07897073523951043	0.08050425512326649	0	0	0.3919904695127227	0.36017501206630015	0.00562548593399816
TCGA-M9-A5M8-01A	0.03247939931954361	0	0	0.01360675324772956	0.05752626406040941	0	0	0.11962441782428256	0.1914244605566159	0.585338704991419
TCGA-L5-A4OJ-01A	0.03034949437234027	0	0.03715246376054489	0.0597930106547328	0.07277019404891495	0	0	0.14483671024000058	0.5026021507133225	0.15249597621014396
TCGA-LN-A7HX-01A	0	0	0.00144136446304354	0.00865091307911252	0	0	0	0.01010185522463227	0.00278364765829135	0.9770222195749203
TCGA-IG-A5S3-01A	0	0.01380112345985009	0	0	0	0	0	0.4214341650591336	0.06657308608021889	0.4981916254007974
TCGA-JY-A93D-01A	0.03867346709648158	0	0.04753397536258826	0.15084836946856675	0	0.00342538824779063	0	0.566995717392514	0.19252308243205885	0
TCGA-L5-A4ON-01A	0	0	0.0197111246747086	0.0913476018488348	0.05895133165791151	0	0	0.16995386313404445	0.38616111131607006	0.27387496736843064
TCGA-L5-A4OW-01A	0	0	0.01154040770677851	0.13996535603343388	0.0767698986485778	0	0	0.2039996025782649	0.2639293254912475	0.3037954095416975
TCGA-V5-A7RE-11A	0	0	0.06044574015884332	0.2612147788348226	0.21942362160669235	0	0	0.05241655431825063	0.20906631465940467	0.19743299042198653
TCGA-IC-A6RF-11A	0	0	0	0	0.0032294319876519	2.6326914541077e-4	0	0.0541180115112295	0.00382292367954104	0.9385663636761669
TCGA-IG-A8O2-01A	0	0.02935775154879331	0	0.00443414934759731	0.01323354821528282	0	0	0.35187699481385865	0.0738673527546334	0.5272302033198345
TCGA-L5-A88S-01A	0	0.00228150525510282	4.4925444452809e-4	0.00686051226133676	0	0.0014113589562352	0	0.4165148925528715	0.08008205323107681	0.492400423298849
TCGA-R6-A8W8-01B	0	0	0	0.03559911148755415	0.04998320009283597	0	0	0.0773229405476609	0.3285969583551062	0.5084977895168428
TCGA-R6-A6DQ-01B	0.01337333816094655	0	0	0.14518881816449727	0.1423812791346003	0.00589422834034534	0	0.27510533029045625	0.385148343535523	0.03290866237363114
TCGA-IG-A3YC-01A	0.00284925318866187	0.02900091454772064	0.0090388114292772	0.06201605877778785	0	5.4951185911591e-4	0	0.1262527905696561	0.00787912010432633	0.762413539523454
TCGA-LN-A49X-01A	0	0	0.00739676880113405	0.01113574362995378	0	0	0	0.2760579079770085	0.02910517581378877	0.6763044037781148
TCGA-L5-A8NI-01A	0	0	0	0.1132760051354084	0.03671910761273148	0	0	0.6015058161396253	0.2454015377140948	0.00309753339813998
TCGA-LN-A5U7-01A	0	4.299408428776e-5	0	0.00233773226697255	0	4.5382624459223e-4	0	0.00665303785327574	0.00108947742011465	0.9894229321307572
TCGA-L5-A43C-11A	0.08338771971215828	0	0	0.04862616198346997	0.1006979903500744	0.01151563366686939	0	0.4214921391445136	0.3342803551429143	0
TCGA-R6-A8WG-01A	0.01635328431665628	0	0.01301383600761659	0.1803935487554879	0	4.6739712565697e-4	0	0.49843617398680706	0.261150359625439	0.03018540018233621
TCGA-L5-A4OR-11A	0.0529330316429389	0.01123230067803902	0	0.06026323458328102	0.08044078605691399	0	0	0.19425048297821115	0.5353795814228413	0.06550058263777474
TCGA-Z6-A9VB-01A	0.00840144554757793	0	0	0.00491500973615383	0.00776844021334928	0	0	0.01424552439465242	0.01104337779345891	0.9536262023148077
TCGA-LN-A49O-01A	0	0.0114212939178196	0	0.01025331941770232	0	0	0	0.00103521864108609	0.00246742409084761	0.9748227439325445
TCGA-2H-A9GO-01A	0	0	0.00167880078704772	0.10329983518819616	0.05458191986472781	0	0	0.1814524167921534	0.6567191751225683	0.00226785224530657
TCGA-L5-A88T-01A	0	0	0	0.01727312361272618	0.00833989126009139	0.00369611968005801	0	0.2999285426395258	0.04412944900736359	0.626632873800235
TCGA-L5-A4OJ-11A	0.00244137571419985	0	0	0	0.05881709137387086	0.00198569736434165	0	0.4051673323981672	0.4135672664521347	0.11802123669728586
TCGA-L5-A8NG-01A	0.02903512632695992	0	0.02236217980711443	0.05500124262582954	0	0.00323429151717819	0	0.5230024301765844	0.2560994022330096	0.11126532731332392
TCGA-L5-A8NV-01A	0.01116105347814864	0	0	0.1820064178165264	0.02500817905505195	0.01197982784276642	0	0.36825770030295585	0.20500898199363743	0.19657783951091337
TCGA-IC-A6RF-01A	0.00219820617384919	0	0	0.00465864919152238	0.02219780236391016	0	0	0.04483397020666432	0.01783510694596448	0.9082762651180895
TCGA-L5-A8NF-01A	0	0	0	0.08763604051188122	0.05729094065349267	0	0	0.3168921698048482	0.5061219892390433	0.03205885979073465
TCGA-LN-A49Y-01A	0	0	0	0.00400741521140017	0	0	0	0.08576417473554701	0.04105032293407328	0.8691780871189795
TCGA-V5-AASV-01A	4.0860303229823e-4	0.01053637083332977	0	0.00693746600940185	0	0	0	0.00395430072746612	0.00184986302035511	0.9763133963771488
TCGA-L5-A4OO-01A	0.06894617493462357	0.01499892522903161	0.04915443629594841	0.08219877943966028	0.01923713016647799	0.01129839837596718	0	0.45820015401303144	0.12005220337556982	0.17591379816968955
TCGA-IG-A50L-01A	0	0.00137272540352352	0	0.00546492098309023	0	9.3172098870945e-4	0	0.05781484170646288	3.700014803505e-5	0.9343787907701789
TCGA-VR-A8EU-01A	0	0.00469259319704998	0	0.01697156919830502	0	0	0	0.01433418959369676	0.00491307346411051	0.9590885745468377
TCGA-S8-A6BW-01A	0	0	0	0.00728736318325713	0	0.00128806011478139	0	0.22843372325462208	0.02162571080157096	0.7413651426457684
TCGA-JY-A6FA-01A	0	0	0	0	0.00938015851599531	0	0	0.01161890057936687	0.01886508263261492	0.9601358582720231
TCGA-Z6-A8JE-01A	0.00119492617093737	0	0	0.0098022929688283	0.00187825144861571	6.1207089913695e-4	0	0.11192927005153631	0.01010549266640705	0.8644776957945383
TCGA-V5-AASX-01A	0	0	0	0.09217353679329152	0.12927081958880934	0	0	0.18020186746334635	0.36158178111440453	0.23677199504014831
TCGA-V5-AASX-11A	0	0	0	0.00577629037125157	0.05944266777892521	0	0	0.237100144337376	0.5627785646786904	0.1349023328337569
TCGA-LN-A49P-01A	0	0.02684029597859941	0.00555079699253609	0.10148795307813852	0.03070813740711565	0	0	0.2735217573614271	0.01849201928515266	0.5433990398970305
TCGA-L5-A4OE-01A	4.8111486094915e-4	0.02958983559482731	0	0.02040095948840955	0.02586125974685258	0	0	0.02650291437904932	0.01830344301883166	0.8788604729110803
TCGA-L5-A891-01A	0	0	0	0.08922287733947629	0.10572773903240625	0	0	0.3294437036245985	0.30115277798522294	0.17445290201829605
TCGA-L5-A43C-01A	0.00980078328980184	0	0.05498248041821974	0.26296108201688884	0.02534056791614561	6.507915926258e-5	0	0.4355090491472744	0.21134095805240688	0
TCGA-IG-A3QL-01A	0	0	0	0	6.4996731059283e-4	0	0	0.08116121787614028	0.01153439608286064	0.9066544187304062
TCGA-2H-A9GI-01A	0.03337585410273379	0	0.05602127106701793	0.02819495797814914	0.00739915643688545	0	0	0.05046691172029474	0.2856104132257432	0.5389314354691758
TCGA-JY-A6FD-01A	0	0.00829333216542234	0	0.00333203104376076	0	1.8392003153618e-4	0	0.00597789878337472	0.00140190619738986	0.9808109117785162
TCGA-2H-A9GN-01A	0	0	0	0.11574741606647831	0.12507101250957234	0	0	0.3849357636815039	0.2922048621517448	0.08204094559070066
TCGA-R6-A6L4-01A	0	0	0	0	0.01990509067377487	0	0	0.01953491198172994	0.04627188655602359	0.9142881107884717
TCGA-L5-A88Y-01A	0	0	0.01512863317660849	0.2035975865421339	0.02222488040972729	0.00275711888368398	0	0.09087596851182488	0.15125495432154137	0.5141608581544801
TCGA-2H-A9GR-01A	0.01933272443035577	0	0.04952747897767871	0.07992108500814307	0.0179289108140543	0	0	0.45604949319783394	0.3746547126410664	0.00258559493086782
TCGA-IG-A625-01A	0	0.00498189411985629	0	5.7704110599882e-4	0.01351132352818006	0	0	0.27838239948037174	0.129051536836452	0.5734958049291411
TCGA-S8-A6BV-01A	0	0	0.02181324438804824	0.17120037669599045	0.01651172778844887	0	0	0.19415089674401845	0.37529761943421786	0.22102613494927623
TCGA-IG-A5B8-01A	0	0	0.01603495281535543	0.00301147957857264	0	0	0	0.00260788816157611	0	0.9783456794444957
TCGA-R6-A6DN-01B	0	0	0.00331577890392882	0.25540753545751377	0.07334115198003822	0	0	0.16842304002857095	0.3330337602680163	0.16647873336193203
TCGA-RE-A7BO-01A	0	0	0	0.2156634292024104	0.07340431963836366	0	0	0.15362215963176254	0.4102849435848576	0.1470251479426057
TCGA-V5-A7RC-06A	0	0	0.00130945798511829	0.02142663422880218	0.0044358005497751	0	0	0.04921722916082045	0.08216467452467391	0.8414462035508101
TCGA-2H-A9GG-01A	0.0115344140223881	0	0.0362241717521462	0.0595102262354503	0.07577802788447015	0	0	0.6435214734516693	0.17343168665387593	0
TCGA-LN-A7HW-01A	0	0	0.00347050566422852	0	0	0	0	0.16920328805951168	0.01079078066495559	0.8165354256113042
TCGA-IG-A97I-01A	0	1.7343374446333e-4	0	0.00719949178453609	0.00500342170071503	0	0	0.06559881912126177	0.00241891115386177	0.9196059224951619
TCGA-R6-A8W5-01B	0.04181675742295706	0	0.03990401013184126	0.23716624226581876	0.08102051105942944	0	0	0.31901412047343003	0.20263091358073057	0.07844744506579275
TCGA-KH-A6WC-01A	0.00256100903103275	0	0	0.00206650216824301	0.01386470201225506	0.00153356139643049	0	0.04503143174149107	0.02943473593279489	0.9055080577177528
TCGA-JY-A6FE-01A	0.01268745976021436	0	0	0.22774400670357553	0.01692775351934458	0	0	0.2611711249424091	0.09106139846642047	0.39040825660803585
TCGA-VR-AA7I-01A	0	0.02844154267763947	0	9.7062061266495e-4	0	4.24986231779e-4	0	0.08908091461213744	0.00913176155423739	0.8719501743115418
TCGA-VR-AA4G-01A	0	0.00627998868791253	0.00369465008684821	0.0033805344943593	0	0	0	0.03348033589437134	0.02203296290398725	0.9311315279325214
TCGA-VR-A8EZ-01A	5.9447468854809e-4	0.00691687998789107	0	0.00973104020058001	0	3.0227630292124e-4	0	0.132547436419988	0.03911971269532117	0.8107881797047504
TCGA-JY-A93F-01A	0	0.00762892067428578	0	0	0.00527033829725448	0	0	0	0	0.9871007410284597
TCGA-L5-A8NW-01A	0	0.0033875461325176	0.00785597990877002	0.0210938979975727	0	9.4380829565787e-4	0	0.0324142209082736	0.03161929597377328	0.9026852507834351
TCGA-LN-A8I0-01A	0	0.00612935375053333	0	0.00224169884184342	0	0.00114676313127069	0	0.0336017358613571	0.00275668495207119	0.9541237634629242
TCGA-VR-A8EQ-01A	0	0	0	0.340715435436176	0.08703542908877619	0	0	0.08716213602170506	0.394095325520502	0.0909916739328407
TCGA-L5-A4OS-01A	9.044018965513e-5	0.01773491560492742	0.04741443169034552	0.1970678884136721	0.02596599357164093	0	0	0.2492021346785494	0.2486767517597174	0.213847444091492
TCGA-L5-A4OP-01A	0	0	0	0.1456128627336635	0.03602724852123074	0	0	0.21235156261301055	0.5185054526957934	0.08750287343630164
TCGA-2H-A9GQ-01A	0	0	0	0	0.07947976409456713	0	0	0.6863430455074477	0.2273452765941597	0.00683191380382552
TCGA-L5-A88W-01A	0	0.00345241649553306	0	0	0	5.1150767527037e-4	0	0	0	0.9960360758291965
TCGA-LN-A4A1-01A	0	0	0	0.00379978847426519	0	0	0	0.01666917222679127	0	0.9795310392989435
TCGA-L5-A4OM-01A	0	0	0	0	0.01015697860211849	0	0	0.01599370738410325	0.01700009769990385	0.9568492163138744
TCGA-XP-A8T8-01A	0	0.00816975415607468	0	6.7616887348078e-4	0.00588640323245936	0	0	0	0.01295486015317767	0.9723128135848075
TCGA-R6-A6XQ-01B	0	0	0	0	0.01126093523147736	0	0	1.0353147298759e-4	0.00782443072276783	0.9808111025727672
TCGA-LN-A5U6-01A	0	4.1941491571974e-4	0	0.00245682536644106	0	0	0	0.04835228175417911	0.00370098523394452	0.94507049272971555
TCGA-L5-A893-01A	0	0	0.06622272481196899	0.0592511708157949	0.0166031685580584	0	0	0.1538071240732211	0.13951018920033112	0.5646056225406254
TCGA-L5-A8NJ-01A	0.01413536588412289	0	0	0.00154663225642997	0.07548867294252533	0	0	0.04430603291484543	0.29416737414371574	0.5703559218583605
TCGA-LN-A9FO-01A	7.2784995933689e-4	0.04035410261930655	0	0.00794191555640776	0.01820905247456141	0	0	0.04619557646259843	0.00482420284525304	0.8817473000825359
TCGA-L5-A4OI-01A	0	0	0	0.1462089870400885	0.1378430853369133	0	0	0.2828990168050782	0.3343863366805308	0.09866257413738916
TCGA-LN-A5U5-01A	0	0	0.01190334600812066	0.01855857625663796	0.02003119161723162	4.9585273557307e-4	0	0.04389098900407364	0.02444772633405326	0.8806723180443098
TCGA-L5-A8NN-01A	0	0	0	0.24560423492816577	0.01603204726653294	0	0	0.2866015245192843	0.4002507990271899	0.051511394258827
TCGA-Z6-AAPN-01A	0	0.01087869654436213	0	0.02624704450166241	0.00262387678020424	0	0	0.00628761790999862	0.00696337026340897	0.9469993940003635
TCGA-VR-A8ER-01A	0.01789558978649777	0	0	0.02388175362729057	0.02563113582131854	0	0	0.05709354831193898	0.01629271754186703	0.859205254911087
TCGA-VR-A8EX-01A	7.3112058630489e-4	0.00232777101991867	0.00104632525250468	0.00128189333441478	0.00776305455410255	0	0	0	0	0.9868498352527544
TCGA-IG-A97H-01A	0	0	0	0.0701934469261412	9.7379391693748e-4	0	0	0.02188772429688618	0	0.9069450348600351
TCGA-VR-A8EP-01A	0	0	0	0.00136541456989714	0.03529874046645566	0	0	0.01501444253095946	0.04056611204630411	0.9077552903863837
TCGA-L5-A4OF-11A	0	0	0	0.00658491452331071	0.06111060910817671	0.00100901102662591	0	0.39801975135253914	0.43425431614733007	0.09902139784201736
TCGA-LN-A9FP-01A	0	0	0	0.00741066380791523	0	0.00443757167394695	0	0.7362677239111869	0.1642328337318786	0.08765120687507241
TCGA-L7-A6VZ-01A	0	0	0.00573393888024943	0.08300069036628654	0.04371552736688109	0	0	0.08672389338952374	0.5463401536851186	0.23448579631194047
TCGA-L5-A8NH-01A	0	0	0.04251488460964228	0.17453003448855814	0.02188993096771571	0	0	0.11950168917197466	0.4796966968441625	0.16186676391794663
TCGA-V5-A7RC-01B	0	0	0	0	0.00774847839188149	0	0	0.02595988774370551	0.01449335004188181	0.9517982838225314
TCGA-LN-A49M-01A	0	0.00480471454357718	0	0	0	0	0	0	0.00588486113728566	0.9893104243191371
TCGA-LN-A9FR-01A	0	0	0.00682757033990909	0.01489411937683158	0	0	0	0.15757695531611426	0.02265296503685022	0.7980483899302947
TCGA-V5-A7RE-01A	0	0	0	0.0717277627595645	0.05577313901335402	0	0	0.17130158134628573	0.4317621592048569	0.2694353576759389
TCGA-VR-A8EY-01A	0	0	0	6.5743397326647e-4	0	0	0	0.00518302951715914	0.00137215098458722	0.9927873855249872
TCGA-LN-A4A8-01A	0.00703020311782385	0	0.00723565840382465	0	0.03429137322784547	0	0	0.2786048942313054	0.05130589391172535	0.6215319771074753
TCGA-L5-A8NQ-01A	3.5116260807562e-4	0.00701689833170422	0	0.00859431980700039	0	0.00115203282084468	0	0.08512158531384512	0.01805409599507911	0.8797099051234509
TCGA-VR-A8Q7-01A	0	0	0	0.05758496504121773	0.01726523302885383	0	0	0.15903555134723668	0.06905873918662822	0.6970555113960635
TCGA-LN-A4A4-01A	0	0	0	0	0	0	0	0.24296630728333468	0.02283381856808898	0.7341998741485763
TCGA-IG-A4QS-01A	0	0	0.04932871617657555	0.12312319235353145	0.06121291099351035	0	0	0.12717234421139495	0.07984983129962722	0.5593130049653604
TCGA-VR-A8EW-01A	5.460422447552e-4	0	0.00119901976529173	0.0024878508372512	0	0	0	0.00146596931739905	0.00633530456835575	0.987965813266947
TCGA-2H-A9GH-01A	0	0	0.01867643088806285	0.17520016657584683	0.01220193001455215	0	0	0.379474824816142	0.24692030062809767	0.1675263470772986
TCGA-2H-A9GJ-01A	0	0	0	0.01339705522191958	0.06169550363341026	0	0	0.22355524094118484	0.5100665125199005	0.19128568768358464
