Samples	CBSX__sigmatrix_HNSCC_Fig2cd__B_cells	CBSX__sigmatrix_HNSCC_Fig2cd__T_cells_CD8	CBSX__sigmatrix_HNSCC_Fig2cd__T_cells_CD4	CBSX__sigmatrix_HNSCC_Fig2cd__Macrophages	CBSX__sigmatrix_HNSCC_Fig2cd__Dendritic_cells	CBSX__sigmatrix_HNSCC_Fig2cd__Mast_cells	CBSX__sigmatrix_HNSCC_Fig2cd__Myocytes	CBSX__sigmatrix_HNSCC_Fig2cd__CAFs	CBSX__sigmatrix_HNSCC_Fig2cd__Endothelial_cells	CBSX__sigmatrix_HNSCC_Fig2cd__Malignant_cells
TCGA-OR-A5J2-01A	0	0.00237625017289927	0	0.00725482494522297	0.03188632984489004	0	0	0.32141029671255794	0.6370722983244298	0
TCGA-OR-A5LE-01A	4.3649127073749e-4	0.00549397198141977	0	0	0.05702923656140558	1.2895892870773e-4	0	0.17546007105195988	0.7608261812526173	6.2508895315231e-4
TCGA-PK-A5HB-01A	0	0	0	0	0.071910295720406	0	0	0.24266494966728697	0.6854247546123071	0
TCGA-OR-A5LB-01A	0	0.0071785108090963	0	0	0.07797472522966097	0	0	0.2009537173239435	0.7138930466372992	0
TCGA-OR-A5JC-01A	0	0	0	0.06582325389949312	0.06152815071528722	0	0	0.42248335105536006	0.4501652443298596	0
TCGA-OR-A5KY-01A	0	0	0	0.06124091700453996	0.10231845521919	0	0	0.2776920392881544	0.5587485884881156	0
TCGA-OR-A5K5-01A	0	0	0	0.00689524633888787	0.16170174123562073	0	0	0.21282597957755123	0.6185770328479402	0
TCGA-OR-A5JS-01A	0	0	0	0	0.10348413533900684	0	0	0.29772077363346605	0.5987950910275271	0
TCGA-OR-A5LJ-01A	0	0.00502508724186966	0	0.02265934238685862	0.24628577684440023	0	0	0.23067607556865227	0.49535371795821925	0
TCGA-OR-A5JD-01A	0	3.7305380064343e-4	0	0.25656249647762297	0.09834685394916497	0	0	0.23714954278878347	0.4075680529837852	0
TCGA-OR-A5JX-01A	2.951356770133e-5	0.00214248131750022	0	0.00295232536244195	0.05075448087173581	2.364060234604e-4	6.568847847159e-5	0.4427352232725032	0.5010838811061855	0
TCGA-OR-A5JF-01A	0	0.00341860154286304	0	0	0.05750285072143096	0	0	0.39277036620856576	0.5463081815271403	0
TCGA-OR-A5JA-01A	0	0	0.00988476644834153	0.05709109667254329	0.06661961512193004	0	0	0.4969269940902992	0.369477527666886	0
TCGA-OR-A5JR-01A	0	0	0	0.09231793717026304	0.23004926094826483	0	0	0.2504810850788858	0.4271517168025864	0
TCGA-OR-A5KV-01A	0	0	0	0	0.20726156088261033	0	0	0.196993055829886	0.5957453832875036	0
TCGA-OR-A5J1-01A	0	0	0.00689912788183394	0.11943363045675856	0.10311301603636432	1.547971972222e-5	0	0.32503931876909264	0.4454994271362283	0
TCGA-P6-A5OG-01A	8.57760469447e-6	0.01160458813518987	0.00163871919622235	0.16740664364507468	0.00586089850194904	9.335212137621e-5	0	0.37229970692274594	0.44107907495562254	8.4389171249e-6
TCGA-OR-A5K3-01A	0	0	0.01788915788280681	0.19425681559767777	0.1349239254337731	0	0	0.19573711766785673	0.4571929834178858	0
TCGA-OR-A5JO-01A	0	0.00719035513166668	0.01196965595291485	0.19670423782862825	0	0.01798753303886852	0	0.4420357640646167	0.3241124539833049	0
TCGA-OR-A5J8-01A	0	0.00509695514330994	0.00298121952122137	0.3055689668870279	0	0	0	0.5504537572143114	0.13589910123412938	0
TCGA-OR-A5LS-01A	0	0	0	0	0.04602276033133453	0	0	0.16021057487209603	0.7937666647965694	0
TCGA-OR-A5K8-01A	0	0	0	0.01976298306791574	0.04826721856901413	0	0	0.3997328593321085	0.5322369390309617	0
TCGA-OR-A5JT-01A	0	0	0	0.03033916055074011	0.07889208686747093	0	0	0.36653889269556095	0.524229859886228	0
TCGA-OR-A5J6-01A	3.014687144216e-4	0	0.03329551179886204	0.2070353781827645	0.00361603587244666	1.0095260611232e-4	0	0.1184773273456461	0.6370866441420089	8.668133773796e-5
TCGA-PA-A5YG-01A	0	0	0	0.22060870339954777	0.00258181231326118	0.02793223184329408	0	0.2696741256593286	0.4792031267845685	0
TCGA-OR-A5KX-01A	0	0	0	0.02756463795584754	0.15789842671136042	0	0	0.10203476673538332	0.7125021685974087	0
TCGA-OR-A5KW-01A	0	0	0	0.02870882104062894	0.06972912006612297	0	0	0.36572632669301736	0.5358357322002307	0
TCGA-OR-A5LC-01A	0	0	0	0.02007777173121923	0.01427000283687236	0	0	0.46249630885541393	0.5031559165764946	0
TCGA-OR-A5K6-01A	0	0	0	0.09913426984309907	0.11510296487901132	0	0	0.22024053648276615	0.5655222287951235	0
TCGA-OR-A5K1-01A	8.116389204753e-5	0	0.00123155506230945	0.02016833849356118	0.01356390405439253	1.4029560661174e-4	1.4315371124401e-4	0.27186632870918215	0.6928052604706515	0
TCGA-OR-A5J3-01A	2.294656870518e-5	0.00346318914682491	0	0.0042075464223049	0.03429466740536	0	0	0.2864095301443474	0.6715479815228108	5.41387896468e-5
TCGA-OR-A5KU-01A	0	0	0	0	0.0700874137742762	0	0	0.45133972972771214	0.4785728564980117	0
TCGA-OR-A5LO-01A	0	0	0	0	0.11941335517530162	0	0	0.4152998109264904	0.4652868338982081	0
TCGA-OR-A5JE-01A	0	0.00232602055349068	0	0.06599439989505869	0.05447603298709287	3.6824409630301e-4	3.4658609457615e-4	0.2873149614743777	0.589173754899101	0
TCGA-OR-A5JZ-01A	0	0	0	0.06229635714664864	0.0840302697821275	0	0	0.38667701311705327	0.46699635995417055	0
TCGA-OR-A5LK-01A	0.01286229255035923	0.00742348605986028	0.04511909174829144	0.36344580945038113	0.01061776132842474	0.03053931134174542	0	0.12412990178569072	0.40586234573524704	0
TCGA-ZF-A9R7-01A	0.00879501459573337	0.05690320461578501	0.0963077334240475	0.09851065676379654	0.04136120197743954	0.0027248307429065	0	0.03439148679326418	0.04953080729967987	0.6114750637873474
TCGA-FD-A3SO-01A	0	0	0	0.05710871253921347	0.01128703365478712	0	0	0.16084595414883432	0.01651350188339864	0.7542447977737665
TCGA-E7-A97P-01A	0	0.06060561874106103	0	0.02589193798064466	0.00313311332466858	0	0	0.11190412944658042	0.01850572805751606	0.7799594724495292
TCGA-GU-A767-01A	0	0	0	0.00453199431325583	7.3777839531184e-4	0.00232035306634049	0	0.3379804961028953	0.208575352176795	0.4458540259454016
TCGA-4Z-AA81-01A	4.786051344887e-5	0.00708476019920384	0	0.07087391103592822	0.1444315836306598	5.64750785107e-6	1.2793846656014e-4	0.04314022939782834	0.04894648725088531	0.6853415819976345
TCGA-K4-A3WV-11A	0	0.00495024285711542	0.0022079044458206	0.00958778280834808	0.04067763905124386	0.0021535018953209	0	0.573478180172644	0.20884741022617576	0.15809733854333144
TCGA-E7-A85H-01A	0	0	0.1012062282562562	0.07106491585567311	0.03116480817040978	0	0	0.49141253862610024	0.22627808151818363	0.07887342757337712
TCGA-G2-AA3C-01A	0	0	0.09760358557014198	0.4020191903756922	0	2.403766351369e-4	1.5858171922081e-4	0.3146963934849499	0.17755955661306136	0.00772231560179682
TCGA-E7-A8O8-01A	0	0.0024135458170103	0	0.0053923059932451	0.02130395034332584	0	0	0.07463099508981927	0.22162569072755492	0.6746335120290445
TCGA-XF-A9SM-01A	0	0.04513356464342401	0.00662792997798829	0.11533776710446383	1.4923774076916e-4	2.0643345308901e-4	4.766580791045e-4	0.11352602663329334	0.01903100262622526	0.6995113797416426
TCGA-DK-A3IN-01A	0.00268221281806912	0	0.00516334923770899	0.14900820695000508	0	0	0	0.2313373745734593	0.04827626560676405	0.5635325908139934
TCGA-BT-A2LA-11A	1.427263734416e-5	0.00602644964590384	0.03911095353690314	0.03542422719869678	0	8.8699069877862e-4	0	0.3795049161353391	0.07781885344546693	0.46121333670156733
TCGA-2F-A9KR-01A	0	0	0	0	0.00739179752943402	0	0	0.10459484338744472	0.02724478223812739	0.860768576844994
TCGA-E5-A4U1-01A	0	0	0.03418999940212096	0	0.03871533341637227	0	0	0.01078270982465524	0.3069509429396011	0.6093610144172503
TCGA-E7-A3Y1-01A	0	0.00297319111471653	0.00834254561471504	0	8.316248131402e-5	0	0	0.08753512181551233	0.17296185454598306	0.7281041244277591
TCGA-FD-A6TC-01A	0	0	0.05098869488050007	0.04853923949790114	0.01105878791509795	0.00224267665702045	0	0.5131290102508431	0.04805778489019022	0.325983805908447
TCGA-FD-A5BV-01A	0	0	0.02124036491555375	0	0.02923586034806037	0.00127693152049741	0	0.24994050023533151	0.23583243332160136	0.4624739096589556
TCGA-DK-A2I4-01A	0.00228737478016842	0.09296321217075423	0.01815205304454576	0.34534665745123666	0	0	0	0.36548622895770233	0.1113163993417102	0.06444807425388231
TCGA-UY-A78M-01A	0	0	0.0027622605316808	0.00180069653921763	0	0	0	0.15624572446177487	0.01203139990949652	0.8271599185578301
TCGA-4Z-AA7R-01A	0.01442058575428982	0	0.02844801050780918	0.0293537024209761	0.0399292871286214	0	0	0.40593883611000126	0.4262195856413895	0.05568999243691281
TCGA-HQ-A5NE-01A	0	0	0	0.02053453652274495	0.02586033348949901	0	0	0.10045522780565472	0.05181854743350745	0.801331354748594
TCGA-XF-AAMT-01A	0.01327586261519572	0	0.01270700835212036	0.03402054106517778	0	0.00144496124295272	1.8676378523389e-4	0.21018180888680787	0.01431772266278333	0.7138653313897283
TCGA-XF-A9SU-01A	0.00542134089468661	0	0.03776868180079371	0.02272123656436224	0	0.00307846647207896	0	0.5244269856331468	0.04621663868711923	0.3603666499478124
TCGA-CF-A47S-01A	0	0	0.01578410382866293	0.00384575866978441	0.04818428630942045	0	0	0.03354991090600746	0.08754943263653175	0.811086507649593
TCGA-FD-A6TK-01A	0	0.02183870992341614	0	0.07597085150600451	0	9.1023541855525e-4	0	0.4983540182953336	0.09831876885718496	0.3046074159995056
TCGA-E7-A5KF-01A	0	0	0	0	0.03322599480667542	0	0	0	0.06719202175631143	0.8995819834370131
TCGA-UY-A78L-01A	0	0	0.00556670453736199	0.01937656577213641	0.00599705230348766	0	0	0.0991157953197023	0.03019744024677058	0.8397464418205409
TCGA-S5-A6DX-01A	0.00126269109638073	0.01530636342385193	0.03275327431307915	0.0522534434745181	0.00266220558404033	0	0.00140811256693756	0.33573408754797063	0.08632904401516023	0.4722907779780613
TCGA-XF-A8HI-01A	0	0	0.00935986936691945	0.00346450705624545	0.01632614052720158	0	0	0.0288821028354215	0.13141016605767267	0.8105572141565393
TCGA-XF-A9T5-01A	0.02248617677978564	0.05951768924465629	0.01261083167192297	0.10138145113166593	0.03014427481406664	0	0	0.1543506446282603	0.08759437806036731	0.531914553669275
TCGA-XF-A9SX-01A	3.581071816149e-5	0.00277638932363735	0.04445727435522635	0.1720270614951302	0	0	6.64032360632e-5	0.47200561695130766	0.07945243163225543	0.22917901228821824
TCGA-G2-A2EK-01A	0	0	0.03100027836441491	0	0	3.2716474155681e-4	0	0.48414529753328794	0.06934691220651641	0.41518034715422386
TCGA-ZF-A9RE-01A	3.819283852119e-5	0	0	0	0.01736778180036153	0	0	0.00160898756490678	0.00940389175299495	0.9715811460432155
TCGA-E7-A7DV-01A	0	0	0.01183932647760235	0.4716436959962989	0	0	0	0.33364755572250726	0.108078519445628	0.07479090235796362
TCGA-HQ-A2OF-01A	0	0	0	0	0.09786612358713132	0	0	0.2055088526456444	0.49785090822096933	0.198774115546255
TCGA-XF-AAN1-01A	0	0.00178534748039059	0.00107512671901376	0	0.02030621294504717	0	0	0.08176792881534391	0.21494668918603332	0.6801186948541713
TCGA-DK-AA6P-01A	0	0	0.02063830173754297	0	0.00930220160330201	0	0	0.3684418328169102	0.39658139968118383	0.20503626416106105
TCGA-CF-A47Y-01A	0	0	0	0	0.0397172621478008	0	0	0.1666618660094581	0.21850375103814496	0.5751171208045961
TCGA-CF-A3MI-01A	1.3777963857016e-4	0	0.01559656586342472	0.00621176618587283	0.02505239959468231	0	4.5278379711864e-4	0.1091180461499015	0.26115651373273957	0.5822741450376904
TCGA-G2-A2EL-01A	0	0	0	0	0.07097084416335325	0	0	0.13534962388177613	0.2410931783826816	0.552586353572189
TCGA-XF-AAMZ-01A	0	0	0.04399404783785002	0.01495171210547766	0.02716824678192836	0	0	0.18384121775394313	0.12130847994352197	0.6087362955772789
TCGA-DK-AA6L-01A	0	0	0.07165712984573527	0.04530686490975593	0	9.6401404129106e-4	0	0.09434751791283008	0.02093503062920491	0.7667894426611828
TCGA-XF-A9T4-01A	0	0.00209489329105722	0	0.00932874609079475	0	0	0	0.02375121696145436	0.03563408558327207	0.9291910580734214
TCGA-K4-A6MB-01A	0	0	0.0100810419601105	0.00651666451133903	0.01382599662172761	0	0	0.34527931272333007	0.05329867851072195	0.5709983056727709
TCGA-UY-A8OB-01A	0	0.00634977166174414	0	0.00683277143953572	0.00191191136184662	0	0	0.02292952204815192	0.00148166155948246	0.9604943619292392
TCGA-DK-A1A5-01A	0	0	0.01066775832190311	0.00543126596731442	0.00673238239033143	0	0	0.3942733779839707	0.04494778377360732	0.5379474315628731
TCGA-2F-A9KQ-01A	0	0	0.00532267712568987	0	0.01775898170105754	0	0	0.14490540959610654	0.3205184664373876	0.5114944651397585
TCGA-SY-A9G0-01A	9.0491485786658e-4	0	0.01027814486580096	0.00374502389681015	0	0.00442214396323182	0	0.8330879093477966	0.1468124997309435	7.4936333755033e-4
TCGA-GV-A40G-01A	0	0	0	0	0.05404330643713287	0	0	0.06405426850661027	0.4588755969817859	0.42302682807447106
TCGA-FD-A5BX-01A	0	1.8639470680362e-4	0.01526683516948821	0.11287942110047658	0	0.0025398080224775	6.202312842315e-5	0.6178373795994783	0.22600758344891475	0.0252205548239378
TCGA-BL-A13J-01A	0	0	0.01168522816369143	0.00340091124658729	0	3.5570449121619e-4	0	0.22159684699482188	0.02148739091526717	0.741473918188416
TCGA-BT-A20N-11A	0	0	0.00798004248326403	0.03747385646837551	0	0.0053818471446736	0	0.8732347266317514	0.07592952727193555	0
TCGA-ZF-AA54-01A	0	0.00220122495611265	0.00519295539313072	0.38736344938446826	0	0	0	0.39394836893045654	0.21125528626028367	3.871507554821e-5
TCGA-GU-A766-01A	0	0.05591181143712601	0	0.08781186764608045	0.0649779031700693	0	0	0.09384297349184652	0.05957403919464069	0.6378814050602369
TCGA-LT-A8JT-01A	0	0	0.01505969915436172	0.00332066207250975	0.06009227955228796	0	0	0.11229486923446846	0.06641791124376076	0.7428145787426114
TCGA-FJ-A3Z9-01A	0	0	0	0	0.06808762880662901	0	0	0.01978325048028456	0.06246032675721742	0.8496687939558689
TCGA-DK-A1AC-01A	0.03868727122714742	0.08160576467514308	0.01966626012962698	0.3026895953309425	0.0164030185793444	0	0	0.4263738526574166	0.11457423740037892	0
TCGA-GC-A6I3-11A	0.01488395255033263	0.00876791094364606	0.14705737041638034	0.05597743225869676	0.00404610067803106	0.00679779832380308	0	0.27742739077365025	0.15220701767584122	0.33283502637961865
TCGA-C4-A0F1-01A	0	0.00622379194269652	0	0	0	0	0	0.00302875092333327	0	0.99074745713397006
TCGA-G2-A2ES-01A	0	0.00416138945443133	0	0.02300280083673518	0.01037352326946432	0	0	0.05571386538228942	0.01483858330044372	0.891909837756636
TCGA-XF-AAN4-01A	0	0.00490367156057637	0.00395831605698843	0.06506680077787708	0	0.00409126005089701	0	0.8316932516452642	0.08097931691446138	0.00930738299393554
TCGA-4Z-AA83-01A	0	0	0.01681637949471703	0.03616478471409443	0.02928323310665152	0	0	0.17910356210915782	0.10659777667484908	0.6320342639005301
TCGA-4Z-AA7N-01A	0.00372579320087407	0	0.3241666214725719	0.04516909836913319	0.01432701937324839	0.00135376690639557	0	0.3855724061909748	0.0980556099287286	0.12762968455807333
TCGA-HQ-A2OE-01A	0.0100192768806922	0	0.08016755429575372	0	0.08223284047923489	0	0	0.07258603887172511	0.16116923069535563	0.5938250587772385
TCGA-UY-A8OC-01A	5.157693654042e-5	0	0.01858918182326457	0.01402756422336604	0	3.3984137352197e-4	2.435083677016e-5	0.28249896471552066	0.03803469225960435	0.6464338278314118
TCGA-GV-A3JV-01A	0	0	0.06027067801928063	0.04443216830355441	0.02936099663646776	0	0	0.4634059192832905	0.25652349283324105	0.14600674492416554
TCGA-XF-A9T8-01A	0.0016462710000984	0.04268338765313406	0	0.10997228598185207	0.01346534641917532	6.0901740334073e-4	0	0.07705016706070579	0.04351630808913299	0.7110572163925606
TCGA-KQ-A41S-01A	0	0	0.00762507847347561	0.07128318114940542	0.02163656370610744	0.00265508546519725	0	0.5731214116434044	0.19817690941093064	0.12550177015147937
TCGA-CU-A3YL-01A	0	0.00486744883021236	0	0	0.01615948134864925	0	0	0.18240059980950407	0.29191118810781713	0.5046612819038171
TCGA-E7-A7XN-01A	0	0.06591112367600041	0	0.03424342748662449	0.01372181933814992	0	0	0	0.00250552296943195	0.8836181065297933
TCGA-DK-A2HX-01A	0	0	0	0.04687231900085763	0.01277680131931717	0.00102500301879089	0	0.8214959761166509	0.08977716782271777	0.02805273272166567
TCGA-CF-A8HY-01A	2.753564307593e-5	9.1030267396849e-4	0.00129653667664818	0	0.00597276215463387	2.2785894147264e-4	1.690706988809e-4	0.02029259803823555	0.0909655082249678	0.8801378269481166
TCGA-4Z-AA7W-01A	0.00668308255252887	0.10530841814198733	0	0.05480787629615878	0.04344758849673307	1.1814582974016e-4	0	0.04201478048249612	0.00750139959549415	0.7401187086048614
TCGA-FD-A43U-01A	0.12014072573256918	0.0071443159636632	0.04501553405689197	0.13838276352426096	0	0.00130680629931485	0	0.3176449064115207	0.08973818782481774	0.28062676018696137
TCGA-BL-A0C8-01A	0	0	0.04093659131163196	0.0664956682788878	0.05397758486246381	0	0	0.40473589986150665	0.2768448917880695	0.15700936389744008
TCGA-BT-A0S7-01A	5.916149269584e-5	8.8913333032496e-4	0.0157837204911439	0.00913954052551925	0	4.4607300511462e-4	1.7555597899699e-4	0.19289688720354067	0.16738759396017888	0.6132223340124849
TCGA-ZF-A9R3-01A	0.00310116355291229	0	0.04715993850259545	0.02944725665060908	0.08148328046234582	0	0	0.1983413906420017	0.19447140830718665	0.44599556188234907
TCGA-4Z-AA89-01A	0	0	0.00451887278447274	0	0.02015159246953478	0	0	0	0.03793781933943981	0.9373917154065525
TCGA-GU-A42P-01A	0	0	0	0	0.0865198961178382	0	0	0.2194257109883153	0.6584498434632087	0.0356045494306378
TCGA-FD-A3NA-01A	0	0.01016968853944056	0	0.04652775756851506	0	0	0	0.1668994335400505	0.0738305392484705	0.7025725811035234
TCGA-E7-A5KE-01A	0	0	0.03433268678796036	0.01544063907285274	0.06125272936878242	6.0854274674439e-4	0	0.17094741326795773	0.3966523271502264	0.3207656616054759
TCGA-ZF-AA4V-01A	0	0	0.01368590366701489	0.07697729740438694	0.03976308416191762	0	0	0.2083075733772614	0.0747530030743955	0.5865131383150237
TCGA-ZF-AA53-01A	0.00212026311734783	0.00645264814790706	0.00240253587195195	0.05244193612289347	0	7.834231357837e-5	0	0.08210508468750789	0.00421144062306216	0.8501877491157513
TCGA-ZF-A9RM-01A	0	0	0	0	0.2074831126348163	0	0	0	0.16770600953331513	0.6248108778318685
TCGA-BL-A13I-01A	0	0	0.03173289613419137	0.463076536888865	0	0.00943421429557153	0	0.19370522711980895	0.30205112556156316	0
TCGA-CU-A72E-01A	5.336417717788e-5	0	0.00565198692743565	0.00263334432159042	0	1.5360951746154e-4	0	0.1635101211844016	0.02662784846202978	0.8013697254099033
TCGA-CF-A47W-01A	0	0	0	0	0.02674839385180241	0	0	0.07760831484184909	0.20109075848412009	0.6945525328222284
TCGA-GC-A3I6-01A	0	0	0.0068671841782618	0.0249992832704382	0.01667927316646073	5.624840820817e-5	0	0.09817522044891112	0.02095485594145313	0.8322679345862669
TCGA-FD-A6TA-01A	0.02667448117385843	0	0.05502104683631506	0.09166158782396933	0.00120264256782793	0	0	0.42305876135894505	0.04278405744595468	0.3595974227931295
TCGA-CF-A47X-01A	0	0	0.03228221159394914	0	0.03466490624177662	0	0	0.19886997625401684	0.519425284303822	0.21475762160643527
TCGA-ZF-AA51-01A	0.04005794385630478	0	0.10993015133576206	0.09197235355694752	0.09295877097932634	0	0	0.33561243233060156	0.1551270453677819	0.1743413025732759
TCGA-FD-A62O-01A	0	0	0.00269037315012607	0	0.02539200283375533	0.00159079902315917	0	0.3346950811583372	0.08801686093506457	0.5476148828995576
TCGA-BL-A3JM-01A	0	1.5257122650364e-4	0	0.07856327366584027	0.08926923133524955	0	0	0.4591036447805481	0.3364551878873112	0.03645609110454716
