Mixture	B cells	T cells CD8	T cells CD4	Macrophages	Dendritic cells	Mast cells	Myocytes	CAFs	Endothelial cells	Malignant cells	P-value	Correlation	RMSE
TCGA-OR-A5JJ-01A	0.00508870209310733	0.00107985371795753	0.00000000000000000	0.00787473179459215	0.04588432813297382	0.00000000000000000	0.00000000000000000	0.38025744240226028	0.55981494185910885	0.00000000000000000	0.00000000000000000	0.22384644062981596	0.97980516548509966
TCGA-OR-A5LT-01A	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03497775541740460	0.11488757115304891	0.00000000000000000	0.00000000000000000	0.40323645465072844	0.44689821877881797	0.00000000000000000	0.00000000000000000	0.18592529947703065	0.99000673601719813
TCGA-OR-A5LH-01A	0.00000000000000000	0.00000000000000000	0.00105682080951238	0.12097576497974534	0.03080741661081737	0.00000000000000000	0.00181443155099269	0.23173299109165335	0.59056331372008308	0.02304926123719577	0.00000000000000000	0.08306180981719116	1.02346076368999350
TCGA-OR-A5K0-01A	0.00000000000000000	0.00327295211083041	0.00000000000000000	0.05030539450631998	0.13140679949554121	0.00000000000000000	0.00000000000000000	0.22148115261536519	0.59353370127194316	0.00000000000000000	0.00000000000000000	0.23439369098545235	0.97536443602297207
TCGA-OR-A5K9-01A	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.08126181946923169	0.00000000000000000	0.00000000000000000	0.29556184318688239	0.62317633734388611	0.00000000000000000	0.00000000000000000	0.12029061831682511	1.01410265071480166
TCGA-OR-A5LD-01A	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.06592633892705090	0.00000000000000000	0.00000000000000000	0.30148325815539812	0.63259040291755098	0.00000000000000000	0.00000000000000000	0.03316943265053499	1.04279152552280574
TCGA-OR-A5JK-01A	0.02568986925901415	0.01690212402484506	0.03697651345012457	0.10007152153767858	0.08123381944610844	0.00000000000000000	0.00000000000000000	0.41934021149256467	0.31978594078966444	0.00000000000000000	0.00000000000000000	0.21291243520617681	0.97984993513442431
TCGA-OR-A5K4-01A	0.00000000000000000	0.01393569772720884	0.00000000000000000	0.00700363572680204	0.09084288680886626	0.00000000000000000	0.00000000000000000	0.29629170797618098	0.59192607176094192	0.00000000000000000	0.00000000000000000	0.10819210486744624	1.01613750954899151
TCGA-P6-A5OF-01A	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02345974153970845	0.06446607341093881	0.00000000000000000	0.00000000000000000	0.46107272406350802	0.44905816345457539	0.00194329753126938	0.00000000000000000	0.24982255348297205	0.97056675176386897
TCGA-OR-A5JV-01A	0.00000000000000000	0.00000000000000000	0.06245494134636807	0.36578954940012165	0.21694937718462318	0.00000000000000000	0.00000000000000000	0.21442682329691964	0.14037930877196750	0.00000000000000000	0.00000000000000000	0.15814922941961726	1.00373976928895536
TCGA-OR-A5J5-01A	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.04848458236680613	0.08953906435987907	0.00000000000000000	0.00000000000000000	0.21058606098374433	0.65139029228957046	0.00000000000000000	0.00000000000000000	0.14977355722835065	1.00425877632159355
TCGA-PK-A5H8-01A	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.23256121060990256	0.15195087068984472	0.00000000000000000	0.00000000000000000	0.17292429355439939	0.44256362514585335	0.00000000000000000	0.00000000000000000	0.02733634986736927	1.03935067045721929
