Gene	cancer	CD4	CD8	Mono	M0	M1	M2	B	Neu	NK
CYBB	10.8730847404759	0.535858505577793	0	3841.80003831351	2723.4613654918	3896.72285432182	120.509128440774	365.705071932202	100.383755139432	2.40017026386565
CYFIP1	62.8484102664483	2.88829234278859	5.7052607225457	39.5800712757924	142.606593901389	93.0454193851378	133.58244140097	2.41012472739768	0	1.44821128323817
CYGB	13.7246743236095	0	0	0	6.67791497828267	1.81920282772965	7.44582493399683	0.22673294826521	0.499994858004302	0
CYP19A1	0.318763778595138	0	0	0	14.8634911199283	27.9206153732233	0.349023043781102	0	0	0
CYP1B1	8.95794358695593	0	0	15.3097071315835	4.07807719519969	36.6485135372212	2.68170522260416	0	0.141968969410958	0
CYP27A1	23.3434656264111	0	0.196733128363645	14.4160993983786	79.1135613496117	54.5060394429678	66.5421122847946	0	20.4933413526079	0
CYP27B1	2.55558354944764	0.668257494428006	0.590199385090934	0	3.69649849188389	30.831516936175	9.53996319668344	0	0	0.455706678016801
CYP2U1	3.07181203644909	7.59326411161664	4.10710339961377	1.06788167871	0	0.293145368025584	0.147528136566206	29.7822555599856	0	2.40017026386565
CYP4F3	0.766716619237379	0	0	2.193754256275	0	0.309016279418285	0	0	278.396591487273	0
DAB2	24.9342125067647	0	0	1.88036079109286	170.376502048417	120.824740484632	155.119445119181	0	0	21.560986750197
DAPK1	12.1182752467439	1.43564080209299	0	245.6127861033	65.8393918071943	85.8782479922851	59.7823419323415	0.860758831213457	61.2829432861321	2.85587694188246
DCAF4	14.9887115938154	27.1236535176385	15.3451840123643	2.19831692145814	7.35772015584644	6.44919809656284	3.54067527758894	43.0241261096708	0	8.98279187907028
DCHS1	4.10973281728394	26.6636057890053	11.607254573455	3.13393465182143	0.57293207110742	0.162898710884762	0.629287809814121	2.41012472739768	0.070747165054976	1.86337233666109
DCSTAMP	0.637893100732009	0	0	0.78511318623505	2315.5380349753	1312.57778873529	2790.93728755948	0	0	0
DENND5B	3.50809112210724	0	0	1.25357386072857	9.98628667449629	10.568765356999	10.0686049570259	26.6418627063731	0	0
DERL3	14.7163148991485	1.0171250025018	0	0.940180395546428	1.42402775476984	1.58519131720381	0	22.1739726872919	0.130924668564202	0
DGAT2	10.8438926826726	0	0	10.4212890125997	0	0.150706390995876	0.581705072968503	0	157.743901827722	0
DGKG	1.20187240713563	0	0	12.5357386072857	8.92320033437485	2.89370179859561	16.3614830551671	0.661909632456474	11.6330349920733	0
DHRS11	15.2364015209328	2.85078938204369	2.46426203976826	0.970784562195578	23.7487806105578	20.3971174460752	108.918931160901	1.09522907263669	0	0.911413356033602
DHRS3	91.9139997062196	64.6863808156238	36.1425099166012	1.56696732591071	24.2075246411481	3.52595578598738	17.2184701598677	0	0	41.9769912042812
DHRS9	1.79357091597053	0	0	3.92058134380166	291.539930003527	58.6204321878987	931.975246334713	0.330954816228237	69.6496733296954	0
DIRAS1	1.03335795213939	0	0	0	38.1403034657832	17.4826358870288	22.1240680864843	13.3319645849693	0.214146155572089	0
DIXDC1	6.33420029638123	0.250806006904188	0	0	19.1752804213115	3.9763953971177	5.19580386879556	0.827387040570593	0.070747165054976	0.496252302610684
DKK3	50.8396842145993	0.169185540821263	9.1195319856185	0	0	0	0	0	0	0
DLEU7	0.384870525300452	0	0	18.153213118722	8.39665875094484	8.0888552969038	0.8380328820638	0	3.88405649068604	0
DLG3	26.6121186702838	17.9082420816942	59.1422889544383	0.280041524557261	0.38087848047349	0.162898710884762	11.9497790618627	7.70892024101712	0	34.807321229794
DNASE1L3	1.99601366345465	0	0	0.161797427032596	2.00018852667163	0	61.3555614568768	0.330954816228237	0	0
DNASE2B	0.210510170979468	0	0	0	350.432681612765	139.680426685848	222.15726259292	0	0	0
DNPH1	92.3668934225319	10.2099594136886	14.7855722386096	4.38750851255	26.0235402514226	21.1829614284241	24.3029535798502	18.6188942348237	0	1.90391796125497
DOCK3	0.315717928278515	3.64981573992666	3.41982449460694	0.080898713516298	107.306954521799	26.666250762339	95.3371031868393	0	0	1.90391796125497
DOCK4	6.84968862204072	0.29878074802775	0	8.46162355991785	22.1634915208248	54.2284576451565	1.5732195245353	0.22673294826521	55.63294916202	0
DOCK5	7.03788455113373	0.374295058393682	1.13994149820231	45.383032796805	16.8662081245519	17.0057207932609	11.6740547868061	0	428.935440484479	5.25604720574811
DOK2	5.88234946113465	20.3377515889821	68.9993371135113	46.3822328469571	9.32667972040894	8.2832653437419	67.2728302741899	6.66598229248464	0	116.451929431163
DPH5	29.9305774546438	115.390390737208	118.433343274914	14.1027059331964	22.8301079228488	25.0876177770308	19.6616314663354	51.628951331605	0.071221804355983	59.5582547261086
DPP4	7.90661325750512	18.824206279421	58.8232053807298	0.672341226619334	3.03411304061043	1.98343410269199	0	0	0	0
DPYSL2	25.1775923900796	1.27256466770101	4.91832820909112	13.4468245323867	9.66835773051505	14.4349467082756	0.817183835076425	1.33319645849693	0	2.81533131728857
DSC2	14.8504257566533	0	0	44.8152655210464	30.8044821731056	28.7821983976978	16.090231335625	0	93.3378546845572	0
DSEL	1.08246371348638	5.34632224416736	9.63992328981859	0.280041524557261	0.569703370313049	0.518471862464523	0.147528136566206	1.72151766242691	0	0
DSP	75.2344665819535	0	0	0	2.47732447347487	0.874045014044284	1.63436767015285	18.5923907542107	0	0
DST	78.5021068576644	13.7374902897069	1.96733128363645	43.3797581182684	50.9685962583471	29.3193760811255	22.2211337873968	1.65477408114119	0	11.0083467141069
DTNA	7.33640823810817	0	0	3.5596055957	17.99659816526	13.2742157008129	26.3142324968033	0	0.202146472920184	0
DTX1	2.98787674796964	6.56801664701423	2.46426203976826	0	0	0.870258459152046	0	38.3330175422841	0	2.40017026386565
DTX3	28.9303380853908	34.2794524604235	41.3139569563654	0.35596055957	0.188824889839559	0	0	3.99958937549078	0.070747165054976	66.6062878268142
DUSP13	0.159618536967722	0	0	0	2.97420642130764	0.921404153775875	15.6432334143201	0	0	0
DYSF	10.3636701218386	0	0	4.98344783398	0.719763592624191	0	1.39609217512441	0	38.9219080940793	0
E2F5	10.0075838821233	2.67302997771202	1.13994149820231	0	1.60735539092655	0.981765160994076	0.233481095736122	141.708092665756	0	6.08636931259394
EBF1	2.11682022873062	0.288272696656529	0	0.35596055957	0	0	0	62.5504602671368	0	0
EBF4	11.7071829537573	4.76615905961178	9.03562747915029	0.336170613309667	0	0	0	0.688607064970765	0	16.5579180994963
EBI3	2.78767681853274	0	0	0.633281140412678	0	133.946130500851	0	1.58713063785647	0	0
ECHDC2	90.9174419832052	165.262047163136	64.8922337138975	5.69536895311999	33.4412589744075	16.2771759550617	32.6037181811315	19.2723006025428	0.142443608711965	40.3471878076993
EDA	1.5034866653072	8.63810421329008	3.41982449460694	0.161797427032596	0.764985661741351	0.196353032198815	0.295056273132412	0	0	0
EDARADD	2.23371808367283	1.2702478385535	33.6782478768329	0	0	0	0	0	0	8.68926769942902
EDN1	7.16280547479751	3.57228803494042	0.821420679922754	4.27152671484	0.551935386946026	16.2793222389288	0	3.99958937549078	2.92845034031563	0.951958980627485
EEPD1	12.272851125954	10.704048261144	16.7223159109098	20.0988975676173	94.7151003508509	34.7412027254985	76.9320210450521	0	66.817855307286	0
EFHC2	0.961235492152595	19.5502010649551	5.90199385090934	0.78511318623505	0	1.25284626002438	4.90310301045855	2.04059653438689	26.4865958664932	37.9664271588018
EGFL7	36.4098490840769	0.507712407636555	0	3.20364503613	128.307361569611	67.5727344277459	655.676926926717	0	0	0
EGR3	2.43480167446381	0.085918831448904	0.821420679922754	37.37585875485	0.167828205678165	0.618032558836569	0	2.19045814527337	24.3290646193368	0
EIF1AX	69.5979317332647	0	0	3.20364503613	41.8359577121501	107.875331089056	55.4517602373289	0	0	0.455706678016801
ELOVL3	0.313976768543668	0	0	5.06624912330142	0.569703370313049	1.40172490907557	1.16740547868061	0	0.285848702432213	0
ELOVL4	1.01345968956131	2.03264130975013	17.2498342783778	0	0	0	0	0	0	0.496252302610684
EMILIN1	30.2805104641689	0.25476907934113	0.196733128363645	0.94213582348206	71.8036653212388	108.464714075818	2.68170522260416	0.330954816228237	0	1.40766565864429
EMP1	83.1102932584299	1.25443536569445	1.13994149820231	3.39774596768452	350.714712184551	81.6890443670906	201.153614232508	0	0	0.455706678016801
ENDOD1	23.3492987969737	39.4488898766758	70.2337268258212	13.6155445188726	20.0354181338638	34.7816941422498	66.2045976830402	45.3408098232685	0.070747165054976	90.5982856579866
ENDOG	17.4280925015454	24.1274906351013	38.7580109388786	22.1648399144437	45.5596358219016	65.689970246682	46.9297002429604	7.1155285489071	0	58.7781830513408
ENG	68.7596738431059	0.938980003099136	2.46426203976826	8.12120421216058	9.86041132114898	17.4623781485693	10.1794414230682	1.72151766242691	0	1.8228267120672
ENPP5	8.11744941158917	0.958913455154149	9.03562747915029	0	0	0	0	0	0	28.5993150434184
ENTHD1	0.045412763066838	0.676742163285051	0.983665641818223	0	13.1331744816716	5.19106489333351	0.933924382944486	0	0	0
ENTPD1	16.5415031236438	0.534517333861643	1.13994149820231	83.6507314989499	82.2138798087872	97.3854193362996	90.1237029541429	22.9000277747862	141.366186808176	0.496252302610684
EOMES	0.612479786836335	2.29631321173306	135.534412187254	0.323594854065193	0	0	0	0	0	207.851422773543
EPB41L1	43.7239131982029	0	0	0	27.6606980571076	13.1719622764278	27.572820458707	0	0	0.455706678016801
EPB41L3	10.8447405016031	0	0	14.2821177524203	3.33583770663192	9.12928352664264	0.8380328820638	0	0	0
EPHA1	16.4883589498423	58.8384062785915	15.9591809748324	0.35596055957	1.52351392189396	0.355573151579761	0.349023043781102	0	0.212241495164926	0
EPHA4	5.94488708829495	36.6386710658851	49.0174844226994	0.840124573671784	0	0.192674440695	0	7.05822241595034	2.27245278917734	28.4371325450429
EPHX2	24.6073803976987	108.263156272619	17.2498342783778	0.633281140412678	0.359881796312096	0	0	1.33319645849693	0	0.455706678016801
EPPK1	5.99154831340198	20.272329212583	1.13994149820231	0	0	0	0	0.22673294826521	0.2911162357194	0
ESM1	6.55384144940577	2.09667592570741	7.97959048741619	0	0	0	0	0	0	2.85587694188246
ETNK2	13.7790226950981	3.18773930360415	7.39278611930478	0	3.60730503678143	0.485819808720584	17.0958707941015	1.33319645849693	0	0
ETS1	29.579889974143	904.270075180846	681.779164335886	6.31009965427126	0.545477985357284	3.10694393653409	2.34649206977864	180.932892715637	6.88608491817445	555.691066131404
ETS2	66.8897720559355	0	0	28.4976513185705	0	1.17006670600357	1.03269695596344	0	11.0744476056182	0
EVA1C	24.416415692483	21.6993139503042	34.1982449460694	2.49172391699	1.16272891327584	0.586290736051168	0.442584409698618	0.344303532485383	0	26.2396904041467
F2R	19.710106208769	6.99316026462399	166.632959724007	2.50714772145714	0.38087848047349	0.338792009228523	0.116341014593701	0	0.35142860507967	308.305094436697
F2RL1	12.4764726566927	7.09951806066901	5.69970749101156	28.2054118663928	0.43720892815608	0.146117568533523	19.8225660091448	0	187.740918629948	0
F3	28.8751575323833	0	0	17.08610685936	12.2730367691194	25.3462906293953	16.4604172493966	0	0.152445856567352	0
F5	2.36406708959251	13.3493870400697	0.196733128363645	57.9777910586964	0	0	0	0	65.9747015161368	0
FAAH2	11.9953586985402	68.8025272776195	21.6588884658439	0.672341226619334	0.384107181267861	0	0.232682029187401	1.72151766242691	0	0
FABP3	13.5594455604609	0	0	0	14.9454577504177	8.37085692702951	30.0023208020916	0	0	0
FABP4	5.91824537832477	0	0	0	3275.92594446761	2194.43774930869	104575.776860672	0	0	0
FABP5	101.289419695396	2.602341660579	13.1427308787641	2.84976513185705	168.989850884852	68.1910417200339	220.565377339849	2.66639291699386	0	5.63066263457714
FADS3	24.1683779167438	0.173304398430971	1.64284135984551	0.626786930364285	0.377649779679119	0	0.629287809814121	11.9987681264723	0.213665413067948	0.951958980627485
FAM124B	0.734358821502623	1.48268153651846	0	9.52141183494689	2.00736719534952	0.576974740095983	0.147528136566206	0.172151766242691	0.289205472109103	4.30408822512062
FAM153B	0.470660307112117	6.46234383946451	0	0	0	0	0	1.33319645849693	0	0
FAM169A	1.83271649032014	8.53107428729301	7.39278611930478	0	0	0	0	22.0084952791778	0	10.8867098403253
FAM20A	12.3516425233413	0	0	0.711921119139999	40.3016545258899	100.961947774935	52.2249603444369	0	0	0
FAM20C	36.4473526047333	0.081174458034672	1.7705981552728	52.6025834777484	633.395772560995	312.207129066575	303.94601214022	0.330954816228237	2.7162088451507	0
FAM3C	59.680421538607	18.8839322119543	19.6733128363645	7.92807392459722	7.55751772255401	5.64128602865769	5.015956643251	187.734881163593	0	20.7403694508353
FAM49A	6.07906514215528	0.182111878611506	9.1195319856185	97.0399898186522	6.71341876235258	3.4409239164958	0	41.0386636360029	92.1620517699118	28.2344044220735
FARP1	63.3420706622741	0.096091589891088	0	0	7.69953657987317	7.79253155486207	20.0106545101165	0	0	0
FASLG	0.491588341029003	0.603359412421543	26.9524385858193	0	0	0	0	0	0	176.680050160399
FAT4	1.02569591844505	0	0	0	0	0	0	0	0	15.8086872418382
FBLN5	23.9211943072922	21.7965184039615	18.239063971237	0	0.596254243757159	0.100470927330584	0.116341014593701	0.172151766242691	0.071221804355983	2.81533131728857
FBLN7	4.41877742997331	37.7704833436725	3.14773005381831	0.080898713516298	0	0	0	0	0	0
FBXL16	6.36692993860657	21.6715324004209	21.05044473491	1.06788167871	1.49495442062495	0.242909904360292	0.700443287208365	1.09522907263669	0	0
FBXO15	0.946514005183135	4.97655303227969	1.64284135984551	0	12.1869872741386	5.8209658818937	38.5243807964601	5.62623187588003	0	1.44821128323817
FBXO2	10.1116557351709	15.316918568468	16.4284135984551	0	0.167828205678165	0.681370573349285	0.349023043781102	4.96432224342356	0	28.0625171162139
FCER2	0.155794845079893	0	0	0.15702263724701	0.167828205678165	0	1.05066493081255	98.4708102908194	0.313470710186006	0
FCGR1A	13.3612505573763	0	0	147.237865145948	426.786758356457	565.632253219646	20.6156088987695	0	236.974905357805	0
FCGR1B	3.27574737753449	0	0	9.41277717267067	17.2476382979028	22.8770301022083	2.83179514416354	0	92.7399035807503	0
FCGR2B	9.27269148795443	0	1.57386502690916	8.89901398924999	1.52028522109959	0.325797421769523	1.16341014593701	18.5921017577472	12.2225274107167	2.31907901467789
FCRL1	0.125762584982178	0.086652199215486	0	0.626786930364285	0	0	0	385.396883497782	1.78960930520757	2.35962463927177
FCRL2	0.174561845390637	0.085583538519867	0	0.316640570206339	0	0	0	195.443801404611	0.293978159752259	0.911413356033602
FCRL3	0.365472529838659	0.387389688748011	13.9641515586868	0	0	0	0	33.3299114624232	0	19.0797252371436
FCRL5	0.749450168703942	0.083602002301396	0	0.161797427032596	0	0	0	237.625558051874	0	0
FDX1	11.7536112186054	42.3828685662908	67.2565483939364	33.2472598716656	1375.85576210043	833.087801354581	747.491018764526	27.6347271550578	0.318384373627789	48.6715448857834
FFAR1	0	0	0	0	0.188824889839559	0	0.700443287208365	103.843690305466	0.142449711915099	0
FGD2	4.39324481969907	0	1.18039877018187	34.9617437842054	5.359281118187	4.84357361658513	28.9155147669764	60.5376971868109	0	0
FGD4	4.9207286684988	0	0	5.60083049114523	3.66937161896363	1.7901214021011	1.16740547868061	0.992864448684711	10.6488688943272	0
FGF9	0.15943129820536	5.27567675294661	5.74994475945928	0.35596055957	0	0	0	0.688607064970765	0	0.455706678016801
FGFBP2	0.502727811210009	3.44509340297239	485.615078234185	4.16109988704577	0	0	0	0.906931793060838	0.479039581482196	4830.8023272642
FGFRL1	21.1825925331931	13.8587726252883	11.4998895189186	7.84116268760332	19.5716542836607	17.6544459286407	42.1154472829196	9.85706165373019	0	8.60817645024125
FHIT	8.2812601254468	348.848692365842	9.03562747915029	3.08045677012987	12.1469113965381	10.435780785393	13.9609217512441	19.7141233074604	0.142924351216106	16.9827839604033
FILIP1L	16.6736607282416	0.367044171863643	0	2.66965754603784	9.59568157564776	35.479572988953	2.17888549336588	0.680198844795629	0	0
FKBP9	76.0076641691242	0	0	4.034047359716	36.0467343006769	22.2254352586693	7.87750909139972	0	4.59338139229015	0
FLRT2	2.22784110004711	0	0	0	102.569259987588	46.5875951787286	27.4402334013143	0	0	0
FN1	788.201807112194	0	0	1.25357386072857	101.080196800033	130.858267843991	308.545268015285	0	0	0.455706678016801
FOSB	8.99735137291379	22.3351526999935	116.641736549031	105.29561323353	0	0	0	128.425217617048	9.34585356794945	47.83949638428
FOSL2	68.097169129229	8.87798340094272	13.9641515586868	34.52817427829	7.78337804890576	14.8544752670565	4.78636246259049	0	84.875853436533	35.8906218916873
FPR1	4.91618038708618	0	0	1258.32057807995	20.922486819687	281.065823671585	5.72028684553498	1.09522907263669	4536.9796475267	0
FPR3	7.83922327994084	0	0	15.4022838506494	108.391848377772	310.639621376995	24.1946143968578	0	0	0
FRMD4A	15.077779794021	0.427160602249249	0.590199385090934	0	27.0770077769272	22.9493561417997	19.8225660091448	0.172151766242691	0	0.455706678016801
FSCN1	48.0192078020769	0.169185540821263	0	3.08045677012987	53.638133051612	72.2857445599815	21.6394287144283	0	0.80306396008489	0
FXYD2	1.43670696421621	29.351948180392	79.0867176021852	1.17766977935258	0.527710001990261	3.14868877942875	0.16760657641276	0	0	0
FXYD7	0.390448884580215	6.90866316887536	6.83964898921387	0.235533955870515	0	0	0	2.66639291699386	0	0.455706678016801
FYN	30.4489043697066	286.144646951561	342.532423527788	99.4147412178278	16.2809483881605	7.78601370127908	25.2273113528212	60.2375989950178	0	174.948019505004
FZD1	16.2789099305599	0.179693592192484	0	27.05300252732	15.7801111912536	12.6140959738623	6.36904990368488	0.906931793060838	0.298284208031163	0
FZD2	4.45432130976154	0	0	10.0285908858286	1.07964538893629	3.34883564654742	1.16341014593701	0.453465896530419	0	0.951958980627485
GABRA4	0	0	0	0	0.167828205678165	0	5.19580386879556	0	0	0
GADD45GIP1	118.880805531637	55.4055882870921	81.3206473123526	34.0739122826012	75.9612000330919	122.508781797387	79.517665609185	38.3907586824755	0	80.7137852303668
GAL	1.16957863316133	0	0	0	211.353002554859	341.852400860304	19.1071497110546	0	0	0
GALNT12	9.05341125348586	47.6834489826671	32.8568271969101	0.808987135162982	481.279589616026	67.2165616364933	1155.81495094239	8.61585203407796	0	29.0144760968414
GAPT	1.29182593286555	0	0	53.3940839354999	1.03346317191324	0.631027146295569	0	61.3270370908587	64.762595578013	0
GAS1	4.58659749725714	0.349315883214298	0.786932513454579	0.35596055957	1.25206763599128	1.13061342240321	0.590112546264824	0	0	11.3018708937482
GAS6	74.6004489990431	1.56446753745998	3.93466256727289	10.6415779331759	1.22324820965869	2.12800318037109	53.5527135735327	0	0	0
GBP4	12.7635152960407	136.608453470063	188.105335702311	60.7690108289257	3.95869975943305	37.5558954802371	0.314643904907061	52.4563383721756	51.7618356256254	325.185651138287
GCA	26.340913917346	5.51440346924746	2.27988299640462	67.9884668778699	15.9790835255018	13.8953930352778	14.0151729737896	8.77030263004828	523.799009566148	0
GCNT4	0.545901951037282	79.6728360889895	26.7557054574557	0.336170613309667	2.30289359859497	6.93485165720217	0.885168819397235	0	0	1.44821128323817
GDF7	0.08426366219992	0.338371081642526	0	0	0	0	0.116740547868061	28.6275916037425	0	0
GEM	15.9587914628297	1.66297741377009	0.590199385090934	4.55365648016329	80.1457899427882	94.1619812937465	57.265190693085	10.8455612732896	0	0.455706678016801
GFI1	1.14369097892196	3.57228803494042	18.0712549583006	0	0.576160771901791	0.401883709322336	0.349023043781102	0	0	14.2793847094123
GGACT	5.63827519323641	12.1505567582976	23.8211997177599	9.65689219069112	43.728004866628	24.4685288672385	19.0311296170406	4.13693520285296	0	77.1994734874982
GH1	0	0.083602002301396	0	0.316640570206339	0	0	0	9.26673485439064	0	0.455706678016801
GIMAP5	15.6090574156418	607.494239706441	841.1347762409	12.8491320724679	6.56935538585549	3.22859455854516	1.0470691313433	0.516455298728074	0.243198184432037	422.953606770761
GIMAP7	11.0801471560786	1026.03189728334	1103.16797313626	126.339587512329	12.1857808156875	9.25892200290737	1.28414602654867	0	0.142443608711965	1099.1608696002
GIMAP8	3.94664701334139	131.063129540288	143.632628773491	88.0260785173622	11.3968400462204	29.2277983301581	0.314643904907061	0.165477408114119	14.3824530319215	119.491124881046
GJA5	5.65858595784051	0	0	0	8.90014336797933	2.54856352067881	1.84367234054036	0	0	0
GLB1L2	13.4231052371445	1.69080363553405	11.3994149820231	0	0.527710001990261	0.991050769307204	0.349023043781102	0.165477408114119	0	3.84838154710382
GLP1R	0.043849414775582	0	0	0	0	0	0	0	0	11.8289640134687
GMPR	8.88033446308258	1.56069582880271	0.786932513454579	9.81585767639651	75.0256576876537	60.5139296527523	7.37468936216144	0.22673294826521	0	3.27103799530537
GNAQ	22.032407608043	0	0	0	1.23197416413591	1.83731653415847	41.1603501019714	0	0	0
GNB4	6.15657180014793	0	0	11.8921108868958	8.57460886184508	11.7619541257993	9.38596827911456	14.2841757407082	9.22320777450346	0.455706678016801
GNG12	43.8575500672838	0	0	0	17.8274054052503	17.4210787464081	2.95056273132412	0	0	0
GNLY	9.12130795978471	0.937393939067464	18.239063971237	0.672341226619334	0	0	0	0	0	396.403781800858
GOLGA8A	23.298942053078	162.611793993755	88.7134334316574	3.5596055957	9.20999043097666	6.42713001100665	3.25754840862361	62.5504602671368	0	26.0369622811773
GOLT1A	9.12127394909127	1.55107788254214	0.786932513454579	0	0	0	6.65421122847947	0	0	0
GPA33	0.147357901329158	59.6134181004482	18.8863803229099	1.26656228082536	1.71355888470299	0.343380831690876	15.8223779847433	3.09873179236844	0	11.9197600701405
GPAT2	1.30433627647381	1.92365707450757	0.821420679922754	0.35596055957	65.3289092341111	24.8025290272957	24.0470862602916	0.516455298728074	0	2.35962463927177
GPATCH4	36.2179324835933	34.9259157303892	20.6569784781827	2.017023679858	2.11892188894495	5.49516846012417	4.78636246259049	23.9975362529447	0	9.47904418168097
GPBAR1	0.749691286250334	0	0	84.7186131776599	1.14586414221484	0.887703518042919	3.46108295397767	0	0	0.496252302610684
GPC4	18.8693381950494	0	0	0.633281140412678	825.840305210533	268.079458198591	341.822692423899	2.15120630548354	0.261849337128403	0
GPD1	1.59417990271169	0.461579168104235	0	0	3.24231013521622	1.08682491078701	55.4946639611952	0.496432224342356	0	0
GPER1	2.02112072576757	0	0	1.68024914734357	34.7211851025747	7.87152455399064	22.1807040949315	0	0	0
GPNMB	102.610662370877	0	0	1.42384223828	2077.70470114628	793.22961402225	628.322333635471	0	0	0
GPR15	0.132720686195817	20.1319956021017	50.1574259209017	0	0	0	0	0	0	11.9603056947344
GPR162	2.676065749409	0	0	14.7915069856253	2.5676233440962	1.44930725561162	1.28414602654867	0	9.53329280363486	0
GPR171	1.53315367028137	199.810214597365	362.501396428335	0.672341226619334	0	0	0	3.62772717224335	0.711187355119894	49.4921621851451
GPR174	0.409571044833609	213.920493443249	369.639305965239	3.44732811700357	0.19205359063393	1.1370603744523	0	141.284550370133	0	160.050745619199
GPR18	0.484529687512795	40.9653585898271	43.8714876250928	5.38288969350776	0.713306191035449	1.08037795873792	0	91.1780518708793	0.456863597499985	65.9073074012341
GPR27	2.41276378134831	0.187263410517235	6.83964898921387	21.8510898651284	4.46218437646755	2.80989677020023	3.09809086789032	0	126.891175650239	0.496252302610684
GPR84	1.25326511371568	0	0	46.2748727441	13.7481844147269	177.117760097599	0.116740547868061	0	2.50407943116281	0
GPR85	0.84721769349985	0	0	0.080898713516298	2.854828985541	5.92564065761499	0.943931714721181	0	0	0
GPRASP1	1.77619912229892	67.2266624151183	19.3790054694393	0	0.761756960946979	0.146117568533523	1.0470691313433	18.8188347060124	0.141494330109951	6.50153036601686
GRAMD1C	5.03416713330618	1.18132164038452	1.13994149820231	0.711921119139999	0.19205359063393	0	0.147528136566206	15.9983575019631	60.0680898855504	0
GRAP2	1.68853388058658	123.436061188017	195.498121821615	18.7627821453365	0	0	0	13.3319645849693	0	78.243954919455
GRASP	8.06920522352186	81.7958399904145	21.3569376779916	85.7864948563699	0.785079133596718	2.12705528174288	0	916.08293131976	0.326060906195857	24.8417295529865
GRB10	26.8728441622009	7.94148861933422	0	8.7750170251	14.2780999665643	0.803767418644671	0.465364058374802	0	17.3405510022675	0
GREM1	8.81816076237312	0	0	0	9.67133641207538	31.3858988900977	0	0	0	0
GRIK4	0.14434948253625	0	0	0	0	0	0	0	0	12.6689909277986
GSPT2	4.79881642440171	28.5991782053928	31.4773005381831	5.37872981295467	24.1906265612582	18.0449035411371	19.8458931375703	35.7431201526496	0	44.7826177140857
GTF2H3	19.2689112787958	3.27884958262341	1.96733128363645	1.88427164696412	38.4848700317943	55.8528078506133	10.0396871166532	1.33319645849693	0	1.40766565864429
GTF2IRD1	35.3943760592034	1.26988232426871	0.821420679922754	0	24.2968633638636	8.6668786189888	22.8028388603653	0	0	0
GTSCR1	0	28.2605535776409	1.57386502690916	0	0	0	0	0	0	0
GUCA1A	0.0481349181387	0	0	0	0	0	112.501761112108	0	0	0
GUCY2F	0	0	0	0	6.65730165630014	0.146117568533523	0.629287809814121	0	0.070747165054976	0
GZMA	7.60552151564715	58.2553223084769	3172.45718949704	7.2810796384888	0	0.100470927330584	0	0	0.243678926936179	6696.06780424486
GZMB	5.68078944165229	0.712697345510923	173.271107726751	2.13576335742	0	0.192674440695	0	0	0	4235.68626432281
GZMH	2.96556257665265	2.08844136228143	335.14280047148	1.40020762278631	0	0	0	0	0	644.194136907308
GZMK	2.83211450117262	57.3179480266731	2118.42232621973	1.96029067190083	0	0	0	0	0	80.2695097544916
H6PD	20.1164297162693	0.339614963995104	0.821420679922754	0.485392281097789	8.90345083487126	19.8227692990359	88.7681941349935	1.09522907263669	0.818953793063818	0
HABP4	9.4457836095226	87.9069339040239	70.6421784733568	4.43296798288874	25.406211250791	19.1254470392312	9.58932887680338	23.5847919752487	0.142449711915099	18.8364514895803
HAPLN3	12.8789731951446	73.9599568614541	22.7988299640462	0.672341226619334	0	0.823701586990569	0	2.19045814527337	0	0.951958980627485
HBEGF	12.3489161741444	2.04855151999458	1.13994149820231	134.132403097957	13.9367390273365	141.172422528469	3.15199479243764	2.66639291699386	4.03635292970553	0
HCAR3	0.975781121431435	0	0	153.249404474068	6.25192751364088	27.8783776538433	14.7882635306318	0.344303532485383	482.364263466211	0
HDX	1.51514945159272	2.57318537656205	2.55753066872738	19.4303948412928	6.94423702051493	9.5442549295643	2.20250733434942	8.38911908581275	0	15.2313436900398
HEG1	15.3732765287648	25.4856093338692	41.9041563414563	11.0824199572219	8.16102782858488	10.8911932201819	2.44316130646771	7.99917875098157	0	84.0253688502661
HEPACAM	0	0	0	0	0.188824889839559	0	5.93339174427873	0	0	0
HGF	2.43710585751168	0	0	14.1027059331964	4.46218437646755	0.677584018457046	0	0	1.06678103267984	0
HHEX	4.27894047769717	0.365038074206007	1.13994149820231	29.5830139712507	15.5390819096052	8.01476488415306	12.6811705907134	196.124000249406	31.6922283169506	7.29130684826882
HINT2	70.6590121840496	78.5677387046697	113.994149820231	63.0114734710614	124.557055359823	69.2096976910879	156.198853047465	28.3416185331512	0	166.76470891567
HIP1R	32.4900901751721	37.9453860194289	32.8568271969101	0.336170613309667	0	0.313605101880637	0.50281972923828	232.188563398978	0.39728271055184	40.5693255456369
HIST1H3G	0.432692577196681	2.05221364580428	17.2498342783778	0.35596055957	66.7494595014403	26.9604754645192	5.015956643251	0.860758831213457	1.02713259704414	35.7495754029374
HK2	23.8188562357803	11.0902563614285	3.41982449460694	67.0662015489785	220.305903271082	220.587776005087	109.18143500275	19.4531495854241	52.9769699455845	0
HKDC1	1.59657566883811	34.1047596770804	13.6792979784277	0	0	0	0.116740547868061	0	0	0
HLA-DOA	9.47145538928308	9.66022819846006	45.9995580756742	61.519222235669	3.40501488347484	3.35050319737879	0.583702739340304	640.520578849217	0	5.37768407952976
