Mixture	B	CD4	CD8CD226negNoAct	CD8CD226negPostAct	CD8CD226plusNoAct	CD8CD226plusPostAct	M1	M2	Mono	Neu	NK	P-value	Correlation	RMSE
TCGA-OR-A5JJ-01A	0.28891576215979675	0.28877424528496154	0.01092198922626938	0.00000000000000000	0.02884536828920563	0.06464079623208892	0.14864904792903522	0.06856580916998885	0.10068698170865385	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.42828638425688659	0.95715635492354156
TCGA-OR-A5LT-01A	0.23833210902640103	0.24455489895301924	0.03167440479051087	0.00000000000000000	0.00000000000000000	0.08042271859959499	0.16900122624687530	0.16335710029796716	0.07265754208563130	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.40617955382335164	0.96273010356838351
TCGA-OR-A5LH-01A	0.37531329154611059	0.06831509457304891	0.05696146988912374	0.00000000000000000	0.00563658769342521	0.06769467787442285	0.20330058154576283	0.13661000091227146	0.08392328230058439	0.00224501366525014	0.00000000000000000	0.00000000000000000	0.18606222556055146	0.98754250792790144
TCGA-OR-A5K0-01A	0.29816348383207114	0.31405432139865824	0.05241064339469179	0.00000000000000000	0.00000000000000000	0.07795787661805749	0.08197351056324906	0.12028694813567185	0.05515321605760062	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.51360335735829910	0.93003552151344226
TCGA-OR-A5K9-01A	0.14015040453337282	0.26116451436063909	0.01499295321942402	0.00000000000000000	0.03033946916673099	0.10112107166342252	0.14783666232738232	0.23273677456469513	0.07165815016433301	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.45485839907143327	0.94157063127036411
TCGA-OR-A5LD-01A	0.31507463643108080	0.31416985475847137	0.00257145285911699	0.00000000000000000	0.02743166286563993	0.06022451636521323	0.14475530331985703	0.01629690330743528	0.11947567009318549	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.41211024043962474	0.96697013251698416
TCGA-OR-A5JK-01A	0.27607740668694247	0.18105405084599746	0.01918386039091977	0.00000000000000000	0.00933916114459210	0.08003118790758616	0.18815252993108858	0.13460933401530414	0.09708148427053380	0.01447098480703548	0.00000000000000000	0.00000000000000000	0.33798791759785096	0.97370345506828215
TCGA-OR-A5K4-01A	0.24683889952560481	0.28948267496907620	0.00000000000000000	0.00000000000000000	0.06654965749984532	0.05122472720039525	0.20787324559146675	0.03743510744925869	0.10059568776435297	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.23633529193817718	0.97829566379225663
TCGA-P6-A5OF-01A	0.20502163219314815	0.14888120612860378	0.00854354947692116	0.00000000000000000	0.05169128326378292	0.10755344131918532	0.18325818491927276	0.19640329962606023	0.09467548650589723	0.00397191656712844	0.00000000000000000	0.00000000000000000	0.56188946297568876	0.90774651243551041
TCGA-OR-A5JV-01A	0.28886086254639226	0.21601762474553821	0.02212479315949461	0.00000000000000000	0.00000000000000000	0.04486052204734642	0.19547199779117583	0.13029068161920659	0.10237351809084599	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.24895510605720977	0.99122657409628867
TCGA-OR-A5J5-01A	0.29287741494641834	0.29761056137595099	0.01516378928127421	0.00000000000000000	0.02260998635858380	0.04116225688371277	0.18334094001054613	0.03910731831881435	0.10530855341772430	0.00281917940697506	0.00000000000000000	0.00000000000000000	0.43533939235137381	0.96288787265332254
TCGA-PK-A5H8-01A	0.26557643886661342	0.30253391759549897	0.03434897843157626	0.00000000000000000	0.00720494959386815	0.06955600866861814	0.15187405685940267	0.05943041915039923	0.10947523083402301	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.60408332328181646	0.92845977372062760
TCGA-OR-A5JG-01A	0.29551410106447995	0.28706370911394158	0.00586166748293621	0.00000000000000000	0.02302351515930581	0.05775281038668923	0.13625427015067654	0.07559801354139660	0.11893191310057402	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.44726604711442408	0.96462106053230678
TCGA-OR-A5LA-01A	0.29649292340933092	0.19686479213136324	0.01555572031878833	0.00000000000000000	0.00000000000000000	0.01731544107770614	0.24425064359083815	0.12382111922557529	0.10569936024639801	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.11710990454935233	1.00556170501805342
