Genes	B	cancer	CD4	CD8	M0	M1	M2	Mono	Neu	NK
ACLY	7.230374182193034	74.40887398167915	5.275676752946607	5.699707491011562	4.451943318855111	6.000645735129696	6.770951776347526	4.37021797302567	4.905335868062103	5.630662634577145
ARHGDIA	221.23627267261082	425.0129678066267	108.90778542635059	188.0768707156443	22.885750412271197	28.693083271474393	22.339717248401296	190.62548161787018	227.12344454913625	146.93575282086783
ARSG	8.607588312134563	4.501808071695918	37.141180050813375	24.642620397682606	7.389689516875846	4.725798221801183	3.3521315282552	21.514919251818682	55.843560455456476	40.1444596847299
ATG4D	119.2615307875002	34.10988323657399	71.27309730675151	109.1868862418228	32.018857364400915	50.13334220595449	27.152265378867124	54.778818645696624	58.1505513534991	131.59247706453053
BCL2L2	0	30.00929049177259	0	0	1.712338811733518	2.604607676497298	1.050664930812547	0.47106791174103013	0	0.45570667801680104
BRAT1	2.494062430917305	36.409468984829935	2.843704102397555	1.6428413598455072	3.4271177694059727	2.809896770200231	3.688203414155147	4.044935675814909	2.3785138137028263	0.9114133560336021
C12orf57	642.5487757071222	283.8130034306503	1353.9233449835501	2902.900682847011	75.7015526173555	64.36260659355246	68.45305536671954	377.95251900966406	1.7727481396912514	598.0620823794823
C7orf50	29.782255559985597	91.03062534425759	7.969001791816428	13.679297978427748	27.0391434128234	16.174369799700486	31.464390490706048	14.11916575900601	0.4847634295479146	13.985860529771006
CAPG	15.333207016913622	295.74089780546734	0.838639312350753	0.590199385090934	180.10967605955608	153.57593141330642	87.3721019598691	17.731871931554974	1.245467910817616	0.45570667801680104
CBX2	0	4.113365832808577	0	0.8214206799227536	1.5235139218939588	1.0154354090849755	0.9439317147211814	0.6723412266193338	0	0
CD4	0.330954816228237	22.41393433202944	11.026597270857613	0	3.1525100704752163	1.0163760276855691	0	5.042559199645004	0.6754103028633873	0
CD82	84.33263859302492	64.51271667493113	18.903966277756922	23.821199717759853	102.2110089483273	258.39121232598563	220.40703602991164	29.447131719932532	101.04301861638297	0.45570667801680104
CDKN2D	151.14161202386285	13.278589406454058	188.71830502631093	246.42620397682606	15.97840185845461	8.665143012845698	4.085919175382127	253.7998789734097	794.0254590765223	409.65529546442804
CLK4	143.52195625187764	14.676848268280052	131.52123695995311	60.78513031428376	39.34985662625452	24.279779332466184	37.006753674175265	39.765896487131116	70.08300421323639	53.10697479216976
COPZ1	6.78457373267886	203.22271030602667	6.357980342107258	4.928524079536522	1.2587841763927328	0.3853488813899997	1.0326969559634411	3.5330093380577257	1.7015263353352688	2.4407158884595375
CYTH1	68.17669214301682	41.06488024881261	47.67729605249113	51.29736741910406	13.425536549450971	10.568765356999013	14.900341793186795	46.27487274409996	39.79602898015438	29.632365273233688
DCUN1D2	17.559480156754514	10.396466211041467	12.428627610074923	6.839648989213874	9.310536216437086	7.466734133092549	14.162701110355766	6.148302227238662	9.357866063823362	9.023337503664166
DNMBP	6.541767117222269	10.25212319235085	0.8449078438669885	1.1399414982023124	0.7197635926241914	0.24658849586410708	0.23268202918740105	2.831454973070436	1.9374163901861323	1.4076656586442862
ERI1	7.028721396221496	7.152620850358472	18.15931046328088	29.638478953260122	54.07913321849546	47.559210728400416	131.59509781705566	19.497895571960687	21.782518933766035	35.26302790781083
FASN	2.494062430917305	154.35617075975546	13.52739465299855	17.31251529600073	13.717218522684849	30.075265957681047	8.045115667812482	4.116327412682405	0	20.406299646600104
FOXK2	44.90439197810419	31.9830791431648	42.62906414238863	32.856827196910146	32.05634942543345	32.369759344259705	47.265054548398325	42.429836407649404	13.386758227195436	36.923672121502506
GCGR	0	0.08115816380380425	0	0	0	0	0	0	0	0
GLS2	0	4.6301119771135575	0.6004259413552178	0	0	0	0	0	0	0
HELZ2	76.18227061711042	20.68387251077927	59.210613079284734	141.35274577708677	36.3238360425659	19.701930773651874	24.74899614802888	71.26817002164938	146.74326629046055	102.66879702436104
HIST1H2AL	269.4175141698119	0.22521835588938646	35.96528714026427	133.0701501474861	303.0551565795289	173.99951257485492	46.17630674522244	80.7433454026164	20.951891812706357	353.1573721978288
HLA-E	3920.3252756315815	443.26944109524646	5041.626210551879	7582.534296366938	2942.6375257624923	2948.1877332181	1474.0828979300034	4234.068874635254	10211.02549809243	9962.007877792803
HSPB6	0	9.753477565800443	0	0	0	0	0	0	0	0
ICAM3	163.02098980268565	24.180655829897123	261.4667171616074	439.46006375867313	18.88168161390714	6.876393785706002	14.826049579243719	261.05675649672486	1109.740723931506	572.3186442779464
IGFLR1	55.60502049638929	17.38417388894065	63.36523341160305	71.46359915327956	37.733636763138236	39.33549684427899	8.114047511141324	57.66439759351426	43.86877897901974	56.347171970365324
IQCE	2.1904581452733747	11.751650951410568	2.181746544252052	3.147730053818315	2.872856893971602	1.777865757898807	0.9439317147211814	4.37021797302567	11.497113325782564	3.271037995305373
KLHL6	14.396534505928312	1.923668168629845	70.30310285150176	18.239063971236998	165.02918322544508	123.74237257794434	107.92285938312173	20.506407411889683	10.672903109056389	6.623167239798512
LBX2	0	1.0589507845873085	0	1.1399414982023124	7.477695081672962	5.427119099705461	7.709902514986961	1.5832028510316942	0	8.942246254476402
LIN37	41.329090213404754	15.649677299414483	23.52989344420562	41.89245467606043	25.608490148331796	28.354789330807098	17.511082180209115	19.631715352793012	53.989396197627855	46.574603609043095
LMBR1L	204.19912161282224	32.627996107623574	178.637081025426	134.7129915073316	22.45568684396404	19.060735340933892	25.669895762519822	53.487931190436925	107.99757268498303	70.91037605193479
MAFK	0	28.898174930150894	0	0.590199385090934	0	0	0	0.6280905489880402	0	0
MIP	0	0.0735938988877955	0	0	0.16782820567816525	0.16289871088476154	0.11634101459370053	0	0	0
MLF2	66.65982292484638	252.18492798409324	49.22376898289082	66.11660689573414	20.999915544591918	17.25684747144573	11.064610242465442	32.60854949103769	195.48520674059034	62.70765584763237
MTMR14	171.98234314610366	31.337151453873744	55.24673105553502	83.2157293687688	89.55164472239129	66.88422447415697	39.09058090348338	136.6395508194142	136.16572812370492	95.12451162104483
MYBPC3	0	0.06596728790784952	0	0	0	0	0	0	0	0
NCK2	53.118248004632044	45.35641296266463	72.83374864515064	213.5693767799159	29.940652411245438	59.34503708250266	7.376406828310294	15.682325375206636	33.886451604652535	73.47272881417598
OSR1	0	2.1047801675012825	0	0	0	0	0	0	0	0
P4HB	44.66639080824628	967.9712132425224	59.01635901615502	101.85616431042146	90.40825549623989	115.00965518209236	69.04316791298437	91.29353700566722	64.86169936805781	92.80543260636695
PPP1R27	0	0.1097567973250825	0	0	0	0	0	1.067881678709999	0.319687522075207	0
