Genes	B	cancer	CD4	CD8	M0	M1	M2	Mono	Neu	NK
FCGR3B	0	1.67088262355971	0	1.13994149820231	0.384107181267861	13.0791638747109	0.147528136566206	4.74960855309508	943.390521998082	33.9461583058384
FFAR2	0	0.746103778618938	0	0	0.764985661741351	6.65013995122401	0.442584409698618	91.5735785302245	871.505100207907	0
FOLR3	0	0.193030299145994	0	0	13.170274153813	2.32611335017357	4.40501466869885	56.476663036024	113.390019595893	0
FPR2	0	0.397007807488292	0	0	3.48254421853167	96.2798101320889	1.75110821802091	200.885211181753	1491.82880324209	0
FUT7	1.36039768959126	0.3125758123995	1.63570517813804	22.0341103767282	6.55054848848502	15.5418714182452	0.33521315282552	32.6139787312529	121.194360723394	62.1611531129437
GATA1	0	0.0811157857091332	0	0	0	0	0	0	0	0
GLT1D1	0	0.308549416188157	0	0	0	0	0	1.77980279785	15.9064945321219	0
GP9	0	0	0.330175573319502	0	0	0	0	14.3675713081014	0	0.911413356033602
GYPB	0	0	0	0	0	0	0	0	0	0
HBD	0	0.0724079142166958	0	0	0.719763592624191	0.618032558836569	0	0	0	0
HBM	0	0	0	0	0	0	0	0	0	0
HBQ1	0	0	0	0	0	0	0	0	0	12.132193000594
HRH2	0	0.482589893844285	4.46306374709765	0.821420679922754	4.18966328520839	10.7247083507878	9.29427260367097	54.0480142395514	165.166720033007	0
IL18RAP	0	0.594059174825235	2.04610061511667	91.9991161513484	0	0	0	1.94156912439116	498.040648843027	708.13411831841
MEFV	0	0.375217773273588	0	0	0	0	0.147528136566206	16.01822518065	68.3027630598721	0
