Samples	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__Malignant	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__Endothelial_cells	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__CAF	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__T_cells_CD8	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__NK_cells	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__Macrophages	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__T_cells_CD4	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__B_cells
TCGA-CN-6023-01A	0	0.00130946148685106	0.22583250533613392	0.31580172275365764	0	0.45705631042335726	0	0
TCGA-IQ-A61E-01A	0	0.0273421776336749	0.7732140738263954	0.0713936307422208	0	0.12805011779770908	0	0
TCGA-RS-A6TP-01A	0	0	0.6775542679523477	0.0762049829271968	0.03060978674871773	0.2156309623717375	0	0
TCGA-CQ-5324-01A	0	0.01606362639417697	0.7089456034824848	0.10188482755256116	0	0.16933435426647617	0	0.00377158830430095
TCGA-CV-7416-11A	0.29259590864917595	0.02821464123016562	0.4559752071828527	0	0	0.15357693524706015	0.06963730769074569	0
TCGA-CV-6960-11A	0.18835648433618332	0.04319356638638099	0.5299876276001053	0	0	0.2384623216773303	0	0
TCGA-CN-6022-01A	0.01727406696991639	0.00715285583796927	0.7974213323103218	0.00395537991546096	0	0.16754941230656883	0.00664695265976278	0
TCGA-HD-8635-11A	0.09271241761066798	0.07125650735237733	0.20027819366662225	0.13529905161879463	0.01111882953409801	0.2631450013054384	0.22618999891200145	0
TCGA-BB-A5HU-01A	0.00207791021847097	0.00114615650585372	0.8751304164031165	0.03974296604355082	0	0.07962480506385101	0	0.00227774576515718
TCGA-UF-A7JF-01A	0.09774780589562948	0.03356278188241358	0.5078468589810271	0.00385636569820832	0.00747099933435669	0.3255601042139479	0.00422630133088593	0.01972878266353107
TCGA-MT-A51X-01A	0	0.07626767362553688	0.829530480119965	0.02550206645239616	0	0.06448446189507377	0	0.00421531790702847
TCGA-CV-6954-01A	0	0.02515295511661353	0.6787300616807808	0.0483471047862629	0	0.2477698784163428	0	0
TCGA-CQ-A4CH-01A	0	0.0041456290332518	0.8921097975172042	0	0.0017277606233162	0.08081214600528962	0.02120466682093822	0
TCGA-H7-A6C5-11A	0.3009056300176887	0.15225622992416796	0.38191321812009776	0.0039397817902003	0	0.13579471165245727	0	0.02519042849538795
TCGA-T2-A6WZ-01A	0.03662692117829233	0.06042348376531547	0.6895920347123919	0.05292492493447732	0	0.10870664161912363	0	0.05172599379039925
TCGA-CV-7437-11A	0.11684123173447147	0.1749080751807486	0.2272942770581771	0	0.0140643923569598	0.2696907362315786	0.03455014397499806	0.16265114346306622
TCGA-CN-A49C-01A	0.03347840016662482	0.02843293786038685	0.4804788093415696	0.1251782751149761	0	0.2552420073444616	0	0.07718957017198105
TCGA-CV-A45V-01A	0	0.02436852631984938	0.6915664999367683	0.05645093000134933	0	0.22761404374203303	0	0
TCGA-CV-6956-01A	0.00242163150721072	0.00662873852900768	0.9682176490123482	0.00874287534036737	0	0.01398910561106603	0	0
TCGA-CQ-5333-01A	0	0.02569433876449134	0.23813778393309187	0.07038242774119928	0	0.6657854495612174	0	0
TCGA-CR-5249-01A	0	0.07470127928124871	0.2930440909074596	0.04738508267830856	0	0.19924574831418343	0.22040528805524068	0.16521851076355903
TCGA-CQ-7072-01A	0.02248333660117528	0.02490435776343159	0.8801163094638041	0	0	0.06219292037189974	0.01030307579968916	0
TCGA-CV-7248-01A	0.01286752655497497	0.0441414976874597	0.6736360851060861	0.04111007480967836	0	0.11760943299776894	0.01361796842940931	0.09701741441462254
TCGA-CR-5250-01A	0	0.049883925981034	0.5231275732015289	0.04503857173493767	0	0.09488239957801828	0.08799767983679428	0.19906984966768684
TCGA-CV-7413-01A	0	0.01380463460542071	0.7661690406365919	0.03013831925613199	0	0.18988800550185547	0	0
TCGA-CQ-5326-01A	0	0	0.8014296405560953	0.024474372223478	0	0.17409598722042657	0	0
TCGA-BA-A6D8-01A	0.1905310795313338	0.03082567115036617	0.7212518499945276	0	6.6193000832101e-4	0.05481288584556853	0.00191658346988281	0
TCGA-F7-A50J-01A	0	0.02753959674827864	0.7831981426557681	0.05717523256006208	0	0.10602701620110117	0.02529895854763461	7.6105328715535e-4
TCGA-CV-7415-01A	0	0.01676129594596322	0.715286562875842	0.09076465581236298	0	0.16666681241916675	0	0.01052067294666506
TCGA-BA-6868-01B	0.00395602883659718	0.01128633869389045	0.9550132526077675	0.0084644409849069	0	0.02127993887683801	0	0
TCGA-HD-A6I0-01A	0	0.01318226456349189	0.5902654569736553	0.11037182604851498	0.02166742963722715	0.26451302277711086	0	0
TCGA-CV-7416-01A	0	0.01169664211468896	0.8539607430506628	0.01303842722852579	0	0.12130418760612234	0	0
TCGA-BA-6871-01A	0	0.02544550471525756	0.701837317482441	0.09562509223868056	0	0.16408418458568477	0	0.01300790097793599
TCGA-TN-A7HL-01A	0.01184295873740493	0.02701614799792678	0.19375010943212273	0.3247815822418047	0.05259022504731752	0.3828581417380793	0	0.00716083480534394
TCGA-CQ-5331-01A	0	0.15153329463337734	0.37013499583360887	0.13344345709999902	0	0.3356434098214951	0	0.00924484261151972
TCGA-CV-A45T-01A	0	0.08867209544436323	0.5108548296124296	0.1159259700954868	0	0.15318159398042278	0.07824367520078598	0.05312183566651164
TCGA-CN-5369-01A	0	0.01680625754036762	0.6086955489153609	0.13887084019948628	0	0.19929490629771587	0	0.03633244704706929
TCGA-D6-6823-01A	0.00226049953213234	0.05159234253021779	0.8081142217241606	0.03018337833316091	0	0.10784955788032824	0	0
TCGA-BB-A5HY-01A	0.07049037550575213	0.03410722834088713	0.8219869867653277	0.02480499568453384	0	0.04861041370349927	0	0
TCGA-CR-6491-01A	0	0.00857244416759267	0.8483994790515501	0.0648394622297132	0	0.05766816065152034	0	0.02052045389962367
TCGA-UF-A71D-01A	0	0	0.7433496586555864	0.07360657441752158	0	0.14856540129913037	0	0.03447836562776162
TCGA-CV-A6JU-01A	0.04702055399785526	0.0240369492968684	0.7865742855907253	0.0107929855275538	0	0.13157522558699725	0	0
TCGA-F7-7848-01A	0	0.03337100842081501	0.5922498470012514	0.0991131239689608	0	0.18314084779474876	0	0.092125172814224
TCGA-CN-6019-01A	0	0.07596811826277072	0.6239640584806456	0.02176780652460207	0	0.2554014326064614	0.01327890970503333	0.00961967442048674
TCGA-CV-7177-11A	0.20697401130725288	0.07347941462192849	0.5230442104095073	0.05832439916699329	0	0.12910118950946284	0	0.0090767749848552
TCGA-CV-7238-01A	0.02233159747867901	0.06490178233936539	0.6492951337140482	0.08762596572746444	0	0.14649189060864312	0.0125932068233555	0.01676042330844441
TCGA-F7-A50G-01A	0.00828447492929624	0.0297105669893348	0.5808081522425439	0.10716590379710138	0	0.26918332018121627	0	0.00484758186050741
TCGA-CR-7374-01A	0.03400080262291462	0.06101342365771426	0.5200703618767912	0.05621312302370012	0	0.1621359752502554	0	0.1665663135686244
TCGA-QK-A8Z8-01A	0.17613543001869883	0	0.4871691277777224	0.14420193853311356	0	0.13605533714249554	0	0.05643816652796969
TCGA-CV-7437-01A	0.09238123152386668	0.03432380755769299	0.6224015775414882	0.0255343420158469	0	0.22079989029647812	0	0.00455915106462722
TCGA-CN-6017-01A	0	0.11349707935763093	0.43658462880899174	0.1437671167184446	0.00615948181886465	0.22633043536128705	0	0.07366125793478089
TCGA-BB-4223-01A	0.01936882381968711	0.06576863137600947	0.4524276481065181	0.13471733879237036	0	0.15464412583981912	0.08325950116606838	0.08981393089952748
TCGA-CR-6470-01A	0.00802540425328049	0.11480486298638318	0.3340906114942324	0.09020905782837273	0	0.13614735729781902	0.082373616527654	0.23434908961225817
TCGA-CR-6482-01A	0	0.11739266760693728	0.23588035514718964	0.04161995646451701	0	0.26175736549464834	0.09195803225641512	0.25139162303029255
TCGA-BA-A4IF-01A	0.02589924367397638	0.01838753083163054	0.8385878411472824	0.05015960625909787	0	0.06696577808801292	0	0
TCGA-CV-6945-01A	0.07102863133220322	0.00262232214738565	0.8672805964027915	0	0	0.0590684501176196	0	0
TCGA-D6-6824-01A	0	0.1129136330482852	0.5319945570447736	0.03391499810327487	0	0.28767976864046646	0.01186040725337195	0.02163663590982808
TCGA-UF-A7JS-01A	0.02736815143506126	0.04683433560874875	0.6275127823553293	0.0572825056866571	0.03900585765455069	0.2019963672596528	0	0
TCGA-CQ-6219-01A	5.7349271417458e-4	0.02428666825046553	0.5741199833017803	0.1231444108363888	0	0.27787544489719074	0	0
TCGA-MZ-A7D7-01A	0.42988359483547867	0.0027369132835135	0.5345562380250127	0.00313876032692729	0	0.02968449352906794	0	0
TCGA-CV-7428-01A	0.03753188312240479	0.00723545257825752	0.604994056963223	0.13616765911157042	0	0.2111458703141352	0	0.00292507791040906
TCGA-BA-A6DG-01A	0	0.01279855034046081	0.8689269373449496	0	0.00192953666812983	0.07708636578516652	0.03925860986129306	0
TCGA-CV-A6JM-01A	0.02448813405142436	0.06364644730586265	0.7614477144309387	0	0.01611752829850287	0.13430017591327126	0	0
TCGA-CR-6474-01A	0	0.07401008006245416	0.8104101985775043	0.00541609697942937	0	0.09136287372689142	0.01706540103891839	0.00173534961480251
TCGA-QK-A6II-01A	0.04192959070786698	0.0746428787920584	0.6540667321890009	0.04783823484945497	0	0.18152256346161855	0	0
TCGA-BA-6873-01A	0	0.03838829182945935	0.7651280713507284	0.08337891996134604	0	0.11252371134972426	0	5.8100550874206e-4
TCGA-CN-6021-01A	0.06154417216013148	0.1078787689658936	0.5217596044014018	0.05917412546024386	0	0.1471286337917562	0	0.10251469522057316
TCGA-CV-5978-01A	0	0	0.8366446824788346	0	0	0.1392929362590405	0.02406238126212487	0
TCGA-CN-A63T-01A	0	0.00546064110223933	0.6254427211607968	0.12119994967230716	0	0.2436492088260825	0	0.00424747923857407
TCGA-MT-A67F-01A	0	0.00459416945333651	0.34657226935026675	0.25980750698695776	6.2540211534938e-4	0.3514138926731953	0.02637451508800881	0.0106122443328855
TCGA-CN-6013-01A	0	0.00192788116827612	0.3452639202653186	0.1541684908922528	0	0.4872004329611065	0	0.01143927471304606
TCGA-CR-5247-01A	0.00124829263091453	0.01151052421185157	0.9742468649791219	0	0	0.01108320406953634	0.00191111410857573	0
TCGA-CN-4734-01A	0	0.01307981279016541	0.6049640329498814	0.19292036936363935	0	0.18886297683377415	0	1.7280806253968e-4
TCGA-CR-6481-01A	0	0.13224425948386606	0.16918157489111757	0.16032699492739236	0	0.37941578166348405	0.04995276282707208	0.108878626207068
TCGA-BA-5153-01A	0	0.04584782482897802	0.20553832189489432	0.26298027560613707	0.01133446883138453	0.25290994770944475	0.07362482050398945	0.14776434062517194
TCGA-CQ-5323-01A	0	0.02144627573779892	0.5862428174297228	0.15961643272653273	0	0.18441821278224688	0	0.04827626132369869
TCGA-IQ-A61H-01A	0	0.01478744562852466	0.78343709252525	0	0	0.1364948322671611	0.06528062957906436	0
TCGA-CV-6951-01A	0.02350336808578529	0.03221651930315569	0.8489823117509938	0.00689312929311272	0	0.08393321415664509	0.00447145741030748	0
TCGA-CN-4733-01A	0	0.11941818038021472	0.46506945968334146	0.10152335727621016	0	0.19065305660493456	0.03221084733142889	0.09112509872387033
TCGA-CV-7263-01A	0.00426289179866936	0.02787243900353809	0.7258878073556838	0.01709194830200273	0	0.20746367224619536	0.01045608984174421	0.00696515145216654
TCGA-CN-4722-01A	0	0.11391862956936057	0.7105803504872006	0.02362848851742264	0	0.11356417491297856	0	0.03830835651303782
TCGA-F7-A61W-01A	0.1509876515168305	0.14809997033168254	0.6633652375399349	0	0	0.03754714061155195	0	0
TCGA-CV-7440-01A	0	0.01038156842224135	0.878160208798858	0.01569787239253023	0	0.07091768028196156	0	0.02484267010440871
TCGA-F7-A620-01A	0	0.08320906922200116	0.4706672962767756	0.2268141300034889	0	0.21538182923640167	0	0.00392767526133245
TCGA-QK-A8Z9-01B	0	4.4210206995812e-4	0.8209035196207369	0.02253478278279905	0	0.14020672337907647	0.01268656848642554	0.00322630366100375
TCGA-HD-A6HZ-11A	0.2931133007446275	0.2384605444457275	0.34160789092659644	0.0057837179051917	0.00366246321057771	0.11737208276727926	0	0
TCGA-CV-5430-01A	0.1360002991928188	0.00509636654479373	0.4707825346387267	0.04248131550191847	0	0.2546934977090959	1.1447483755098e-4	0.09083151157509524
TCGA-CN-6992-01A	0.2615980022913008	0.02052510154716998	0.571756281195275	0	0	0.14612061496625417	0	0
TCGA-BB-A6UO-01A	0.00107570548232594	0.02814935934930983	0.8614881329404244	0.01893514128265924	0	0.09035166094528074	0	0
TCGA-BA-5556-01A	0	0.07406134041844757	0.42020452375963	0.247639501247276	0	0.24573449033156256	0	0.01236014424308376
TCGA-CN-4728-01A	0	0.01688509803180287	0.651163071698067	0.02564248838008326	0	0.26921913469545095	0.02505419046845026	0.01203601672614553
TCGA-CV-A6K2-01A	0.03162106364661965	5.4369225852151e-4	0.7254295278697472	0.0306670100554481	0.00760873198088108	0.20412997418878256	0	0
TCGA-HD-8224-01A	0.06273099244002439	0.0740375806930006	0.7245811138426845	0.00173139152321535	0	0.13691892150107518	0	0
TCGA-CR-7390-01A	0	0.08739787089332411	0.8512439294002311	7.3515504703091e-4	0	0.05531244818502824	0.00528812539849272	2.247107589306e-5
TCGA-UF-A7JH-01A	0	0.01563426683940277	0.7275806564269475	0.03542175976938472	0	0.2145585852255386	0	0.00680473173872629
TCGA-RS-A6TO-01A	0.06402420077090623	0	0.6178964692854123	0.07832200663667858	0	0.2397573233070029	0	0
TCGA-P3-A6SX-01A	0.08281566921458682	0	0.894475101051617	0.00619677722975019	0	0.01651245250404592	0	0
TCGA-CQ-6229-01A	0.00367354436045111	0.05074567131073477	0.6723010700987466	0.11755164920646774	0	0.15561266754310588	0	1.1539748049384e-4
TCGA-CV-7245-01A	0	0.00815499258668357	0.8826811253451683	0.04048083284975065	0	0.06868304921839753	0	0
TCGA-CN-5358-01A	0	0.05901776885941898	0.5814109329087518	0.04223513509613918	0	0.2368053622824354	0.06612536539362872	0.0144054354596257
TCGA-CR-7383-01A	0.03196520371185769	0.06776153982147094	0.6619542232008061	0.05509108147237396	0	0.18322795179349127	0	0
TCGA-UF-A7JJ-01A	0	0.04391375598107537	0.6563438827429753	0.07824472798919652	0	0.18392928592194335	0.01138777565290455	0.02618057171190479
TCGA-CV-7103-11A	0.26810252891099956	0.07994895137202583	0.44591361802183777	0.02973045005896524	0	0.15932263522656273	0.016981816409609	0
TCGA-CV-7242-01A	0.04548270650384553	0.03878346488749143	0.35579475367753055	0.17350703182411256	0	0.22947067172343347	0	0.15696137138358632
TCGA-CN-6011-01A	0	1.3368467036613e-4	0.7625232314311966	0.0645285488210656	0.00151918851113298	0.1712953465662387	0	0
TCGA-F7-A61V-01A	0.08427293687828119	0.05859580250372001	0.6464654366017061	0.07822317859167234	0	0.12040087825381272	0	0.01204176717080769
TCGA-BA-4077-01B	0.07147455562800008	0.06424783770987728	0.49123731433965545	0.09007978716059968	0	0.2763028883839239	0	0.00665761677794362
TCGA-CN-A6V6-01A	0	0.01401679503827276	0.42410177829328366	0.23346909595086743	0	0.25931901720107214	0	0.06909331351650398
TCGA-BA-A4II-01A	0	0.00222916246729349	0.7802290399795523	0.04064406776448556	0.00151096606864966	0.15443150528906374	0.02062700450939327	3.282539215619e-4
TCGA-CX-7219-01A	0	0.02004708776792718	0.7738627258845279	0.03990326624696344	0	0.1661869201005816	0	0
TCGA-UF-A71A-06A	0.2598561601506836	0.02499985162169386	0.6582857733854873	0	0	0.05685821484213528	0	0
TCGA-HD-8635-01A	0.013120215016017161	0.06009699364437506	0.7727187451593575	0.04353561269801972	0	0.09992558626031953	0.01060284722191106	0
TCGA-CN-6988-01A	0.03611204723948599	0.0145450057646174	0.8451361241750707	0.00505967866788345	0	0.09914714415294246	0	0
TCGA-CN-6997-01A	0	0.02548641060183662	0.8478691697077231	0	0	0.10680849563808432	0.01983592405235606	0
TCGA-CN-5374-01A	0.00474681642019762	0.17694243660502185	0.28138281749505367	0.1212450369852792	0	0.17860922404926002	0.1305042148323033	0.10656945361288428
TCGA-HD-7753-01A	0	0.01195715790400566	0.8665945977585117	0.05235031164746887	0	0.06710990389264142	0	0.00198802879737257
TCGA-CN-5360-01A	0.01841839190526768	0.04504714562262292	0.381033317244883	0.1174391184100136	0	0.3859049760854516	0	0.05215705073176123
TCGA-UP-A6WW-01A	0.09045797779824603	0.10052446409763768	0.4116246988337208	0.03960385338776657	0	0.27561148228621785	0.0136472812889133	0.06853024230749788
TCGA-F7-A50I-01A	0.04225657590334104	0.01751696403943766	0.8129916774872198	0.03588739346211575	0	0.08403357553728004	0	0.00731381357060545
TCGA-CR-7391-01A	0.03950882103634459	0.15324995257601298	0.4106579225807748	0.14118482243872207	0	0.21894707491949025	0	0.03645140644865529
TCGA-CN-4729-01A	0.00442357100698278	0.02937890120684437	0.8211285705400246	0.01392346307723595	0	0.09331231285991452	0.01733334190162862	0.02049983940736902
TCGA-CQ-5329-01A	0	0.0295098622160057	0.7183904361058168	0.04347249108556063	0	0.2049158399743045	0	0.00371137061831241
TCGA-CV-7411-01A	0	0.01377818899293138	0.8362395960202628	0.02096671814074304	0	0.0941654173500306	0.03439105382735827	4.5902566867405e-4
TCGA-CQ-6221-01A	0	0.02364802287896763	0.8218347674141451	0.01320005688226496	0	0.14131715282462243	0	0
TCGA-P3-A5Q6-01A	0.00151908721208007	0.01013822336654306	0.8696570779949213	0.00573067866176416	0	0.09564467850807422	0.01362960548468163	0.00368064877193552
TCGA-DQ-5630-01A	0.0017976438322294	0.01836718823725767	0.6397057256249326	0.10984500735776632	0.00420686748670343	0.22231019492905085	0	0.00376737253205967
TCGA-BA-A6DD-01A	0.01372993405833752	0.01552117751002362	0.6745083498629758	0.12500650706610067	0	0.13334202311207471	0	0.03789200839048763
TCGA-CR-5243-01A	4.631205156589e-5	0.02771542352052777	0.5818017383375975	0.1228686134160272	0	0.11109816613359937	0.03306307347516563	0.12340667306551656
TCGA-CV-6934-01A	0	0.0568234358143389	0.714675874215979	0.04895313978014169	0	0.17825951227393091	0	0.00128803791560933
TCGA-CV-7247-01A	0	0.01999098631247228	0.924529346118785	0.01895641565820438	0	0.03652325191053842	0	0
TCGA-CV-5431-01A	0	0.01684015584791634	0.5989151783063197	0.08459477583187279	0	0.16971624299089286	0.01379036041483935	0.11614328660815898
TCGA-QK-A6IG-01A	0	0.02941175059566221	0.7634078018017011	0.08509005253890367	0	0.1201524671420764	0	0.00193792792165655
TCGA-CV-7425-11A	0.06996322464313703	0.03452573979536442	0.4176771824661242	0.1501388041657522	0	0.28311374353820135	0.03769520351007592	0.00688610188134499
TCGA-CV-7101-11A	0.32773192496598264	0.05284880304975986	0.45021871863101376	0	0.00894954592250219	0.11490019641641722	0	0.04535081101432437
TCGA-CV-7255-11A	0.04117659343448033	0.03930729938650638	0.5657894981213738	0	0.02136105508441979	0.22694576920712525	0.10541978476609454	0
TCGA-CQ-7063-01A	0	0.05684268542876184	0.4598633183863503	0.137004025719815	0	0.3462899704650728	0	0
TCGA-TN-A7HI-01A	0.01712131580187099	0.03201158339786803	0.5329708892798943	0.1609879169798677	0.00444928242921859	0.22601459528917597	0.0103869147938089	0.01605750202829535
TCGA-D6-6826-01A	0	0.06351671119288278	0.6426587098721713	0.00857328927788959	0.00228521022551859	0.2563243163066911	0.02664176312484647	0
TCGA-CR-6492-01A	0	0.02787309300229717	0.6846829718387674	0.06755129806148064	0	0.17858256914082055	0	0.04131006795663422
TCGA-P3-A6T2-01A	0	3.5144055922639e-4	0.8693130521332288	0.03745736234099336	0	0.09287814496655156	0	0
TCGA-CV-6943-01A	0	0.0731544542780784	0.49362878425252593	0.1672500558343177	0	0.21413403082915283	0	0.05183267480592522
TCGA-CV-6940-01A	0.01551778755160286	0.00172361870244986	0.8795933937214554	0.01582919758317773	0	0.08733600244131424	0	0
TCGA-BA-6872-01A	0.00247967538636434	0.0561935270219459	0.8230956072293428	0.03205116153278779	0	0.08273086771045111	0	0.00344916111910803
TCGA-UF-A71E-01A	0.19387738903410215	0.02954249372601743	0.7018633214255918	0.01796362593874287	0	0.05618886865972042	0	5.6430121582531e-4
TCGA-CR-7401-01A	0.01408714181150543	0.08756016337918358	0.796168545956024	0.03200638056162245	0	0.07017776829166453	0	0
TCGA-DQ-7592-01A	0	0.00521902990223177	0.8017987676016387	0.05752000944110968	0	0.13546219305501986	0	0
TCGA-4P-AA8J-01A	0.01856272247761514	0.11661525188822448	0.6858692689871838	0.03895764612440993	0	0.1213046194351642	0	0.01869049108740244
TCGA-IQ-A6SG-01A	0.18924054631152337	5.602167421728e-4	0.7491614387509915	0	0	0.0610377981953123	0	0
TCGA-CN-4737-01A	0	0.07037918410896889	0.819037155387217	0	0	0.10262560011654556	0.00795806038726856	0
TCGA-CV-6943-11A	0.1491250426227464	0.11574591651860644	0.3379526318350439	0.05809576638086333	0	0.3390806426427399	0	0
TCGA-CN-A6V7-01A	0.26750556047872803	0	0.2277769202029173	0.17322679974374736	0	0.3314907195746074	0	0
TCGA-CN-A49A-01A	0.03546888038975303	0.01264243290251601	0.9195082614933058	0	0	0.03238042521442529	0	0
TCGA-F7-8489-01A	0	0.0604220354196823	0.5516530464507918	0.10840218563626634	0	0.1966885427140364	0.03016941838869372	0.05266477139052932
TCGA-CR-6487-01A	0	0.01849346768401763	0.1037398164697223	0.36623427426666966	0	0.3924996269794744	0	0.11903281460011604
TCGA-CV-7238-11A	0.2450005146354063	0.11092325561193538	0.5094301382717792	0.00160713231085204	0	0.0972908580257456	0	0.0357481011442814
TCGA-CN-A498-01A	0.03344319857528925	0.00914728841396459	0.636024730919181	0.11164884200547348	0	0.1490854831166009	0	0.06065045696949083
TCGA-HD-8634-01A	0	0.15061568535845116	0.663864744530045	0.01509188913395853	0	0.13885969106590712	0.03025065860188501	0.00131733130975313
TCGA-T3-A92M-01A	0	0.01167042848520094	0.6955568154660657	0.0933643269822868	0	0.16722337701437348	0	0.03218505205207312
TCGA-CN-A497-01A	0	0.020253961959102718	0.6628973325261038	0	0	0.14507613763271215	0.11562053947025772	0.05615202841182351
TCGA-CV-A6JD-01A	0.04823238700492676	0	0.6532038875150525	0.07850752477723215	0	0.22005620070278856	0	0
TCGA-QK-A8ZB-01A	0	0.02007871861379036	0.8185972481773525	0.032694583949181	0	0.06942274076158986	0	0.05920670849808635
TCGA-CN-4731-01A	8.808888431979e-5	0.01530020394749342	0.9002518390655079	0.00864179545340864	0	0.06225111422832512	0.01048908345156126	0.00297787496938407
TCGA-CV-6934-11A	0.22634169046293287	0.04812024888423885	0.39926453886267094	0.10870125157423928	0	0.18604057161807375	0	0.03153169859784421
TCGA-CV-7423-01A	0	0.04901293876275959	0.8996715728714512	0.01149282814089822	0	0.03982266022489109	0	0
TCGA-D6-8568-01A	0	0.05367671941855395	0.8432258011918362	0	0.00470163160752474	0.08742296023013203	0.00973744014820753	0.00123544740374538
TCGA-CN-5359-01A	0	0.00658040408325334	0.6573365763577101	0.05409383509860564	0	0.22264366912579928	0.05463244445193735	0.00471307088269414
TCGA-CV-A45Z-01A	0.12003150682157718	0.03931056955929736	0.5433933536056041	0.07692763528122673	0	0.2203369347322946	0	0
TCGA-BB-A5HZ-01A	5.9351998656212e-4	0.01128569044253987	0.8774679830061195	0.04601461505519731	0	0.0646381915095812	0	0
TCGA-CV-5444-01A	0	0.01182944676880822	0.6665195289152713	0.04618658699602724	0	0.27369100653179446	0	0.00177343078809877
TCGA-MT-A51W-01A	0	0.02672351577428804	0.6934786800395905	0.13671374818314982	0	0.1430840560029717	0	0
TCGA-CR-7395-01A	0	0.10477254660224562	0.5500941599934547	0.10404814073983289	3.3417034478019e-4	0.17990547576407503	0.02447496287908917	0.0363705436765224
TCGA-BB-8596-01A	0.01003012383747835	0.05747773534888389	0.7766083929088556	0	0	0.13585111661877608	0.02003263128600597	0
TCGA-IQ-7631-01A	0	0.08136956844751327	0.8902598141728695	0	0	0.02837061737961728	0	0
TCGA-QK-A6V9-01A	0.07422750364341572	0.0436378520277878	0.18479111187656863	0.299903091311958	0	0.27286670774995936	0.03991812520123312	0.08465560818907722
TCGA-CR-7367-01A	0	0.04355126942933338	0.772096412940024	0.03720523624041253	0	0.1123804704078796	0	0.03476661098235043
TCGA-HD-A6HZ-01A	0	0.03907822326126163	0.6573304775512053	0.02752585721040243	0	0.17863588350028417	0.05699905011635999	0.04043050836048647
TCGA-CN-5363-01A	0	0.00736924846403183	0.7143139007833031	0.0728429901130279	0	0.17783366954241023	0	0.02764019109722679
TCGA-CQ-A4C7-01A	0	0.00156440188347548	0.9161350671953613	0.01734474017576235	0	0.06495579074540092	0	0
TCGA-CN-5356-01A	0.0062827785497678	0.011432011747789	0.78725994285076	0.0509307865615965	0	0.08798689636307383	0	0.05610758392701277
TCGA-CV-A45Q-01A	0	0.00836138909876115	0.6997540366592968	0.08489709602989189	0.0046372107423035	0.20235026746974671	0	0
TCGA-UF-A7JT-01A	0	0.00182015072714041	0.3595419703851538	0.23333958765582605	0	0.40529829123187966	0	0
TCGA-CR-6484-01A	0	0.00995916128865313	0.3886730746073509	0.07388592882439145	0	0.4784232018580945	0	0.04905863342151016
TCGA-CN-4723-01A	0	0.05659872525923391	0.6909536274064018	0.06485644403549626	0	0.1394290584376331	0	0.04816214486123502
TCGA-CR-7382-01A	0	0.12521173701882957	0.6593797838754833	0.02384433431513089	0.00248279938771157	0.16110112208961738	0.02480200749271553	0.00317821582051157
TCGA-CV-7102-01A	0	0.02548953610975445	0.8334120306382784	0.01423520885243308	0	0.12686322439953412	0	0
TCGA-CR-7376-01A	0	0.05799909261457362	0.4839383110233877	0.08417404374641121	0	0.34394654806081304	0.02219260429038765	0.00774940026442683
TCGA-CN-5373-01A	0	0.07073308353555274	0.5615223780568166	0.11571695324046588	0	0.25176480892759495	0	2.6277623956977e-4
TCGA-F7-A61S-01A	0	0.05342731891381115	0.5622850597068483	0.16475850753096907	0	0.21894627590338367	0	5.8283794498785e-4
TCGA-P3-A6T4-01A	0.04107184291035993	0.01486989454062655	0.7894305925981193	0	0	0.1171603769425392	0.03746729300835486	0
TCGA-CN-5365-01A	0.03744091275077967	0.03176127289115622	0.4183284710670256	0.12675243270355852	0	0.38571691058748	0	0
TCGA-CN-A642-01A	0	0.0232559892645872	0.6004641154300449	0.12761172751436212	0	0.24866816779100576	0	0
TCGA-CV-7252-01A	0.03929550212672652	0.06199991265562072	0.7336220191275419	0.02234457565299676	0	0.13561287216194487	0	0.00712511827516901
TCGA-CN-4739-01A	0.01411707629894326	0.01403038766248389	0.49947946296600343	0.11286592035190016	0	0.17668875534295145	0	0.18281839737771777
TCGA-BA-A6DJ-01A	0	0.0080536987147029	0.6054805377869646	0.17964105721320364	0	0.20682470628512883	0	0
TCGA-HD-A634-01A	0.2263322527920204	0.00356555675294903	0.6252152973659287	0	0	0.14488689308910174	0	0
TCGA-CQ-7068-01A	0	0.01753805612751062	0.3233102712647938	0.2868232897562074	0.00484561759372144	0.36748276525776674	0	0
TCGA-CV-6942-01A	0	0.04571654143840655	0.5663429279720227	0.1511473705013364	0	0.18259042334932593	0	0.05420273673890836
TCGA-CV-6955-01A	0.10654193604122177	0	0.19315433245788213	0.12339879425123612	0.02638948184983681	0.5505154553998232	0	0
TCGA-F7-8298-01A	0	0.01739225863315371	0.8655326265433256	0.02684700125231385	0	0.09022811357120684	0	0
