Samples	CBSX__LM22__B_cells_naive	CBSX__LM22__B_cells_memory	CBSX__LM22__Plasma_cells	CBSX__LM22__T_cells_CD8	CBSX__LM22__T_cells_CD4_naive	CBSX__LM22__T_cells_CD4_memory_resting	CBSX__LM22__T_cells_CD4_memory_activated	CBSX__LM22__T_cells_follicular_helper	CBSX__LM22__T_cells_regulatory_(Tregs)	CBSX__LM22__T_cells_gamma_delta	CBSX__LM22__NK_cells_resting	CBSX__LM22__NK_cells_activated	CBSX__LM22__Monocytes	CBSX__LM22__Macrophages_M0	CBSX__LM22__Macrophages_M1	CBSX__LM22__Macrophages_M2	CBSX__LM22__Dendritic_cells_resting	CBSX__LM22__Dendritic_cells_activated	CBSX__LM22__Mast_cells_resting	CBSX__LM22__Mast_cells_activated	CBSX__LM22__Eosinophils	CBSX__LM22__Neutrophils
5085	0.02511649688458632	0.00363519568488399	0	0.01846440265874907	0.03731579277998869	0	0	0	0.02427156398463197	0	0.0548807634570128	0	0.15445464488254523	0.08125251574397278	0	0.03789500769263357	0	0	0.0359877228373609	0	0.09487417536242992	0.4318517180312047
5087	0.10394007045237712	0	0.00399780858506577	0.09151365458029916	0	0.0931753258221146	0	0.00130536992083415	0	0	0.06899172385661147	0	0.25362317576594495	0.03097343984402679	0	0	0	0	0.03671102643724065	0	0.13223029474342057	0.183538109992065
5088	0.02357433767704963	0	0.02654204801097764	0.01805014975464069	0.05831793275946175	0	0	0	0.00757204903808977	0	0.08111168099933933	0	0.161724066311518	0.06049403658255972	0	0.03293679154373916	0	0	0.05139890265789229	0	0.0754875257377201	0.40279047892701186
5091	0.06097986681859761	0	0.08207203280203869	0.03698294725929945	0	0.0796064645250938	0.00855250747869975	0.00177265711128245	0	0	0.08138283632148617	0	0.12750753449148594	0.00848274957754091	0	0.01769428060499891	0	0.00132469199826625	0.03045647903343004	0	0.09783059782742486	0.3653543541503552
5092	0.03009960437259716	0.00235115734297603	0	0.01708560116340516	0.04967342910314091	0	0	0.01179218061470134	0.02009548492395648	0	0.07167447227265683	0	0.3242908763353145	0.07778746606535537	0	0	0	0	0.03962444664804601	0	0.1322322603455552	0.22329302081229488
5093	0.00732308807321768	0.00669439507227705	0.00241056683487786	0.02404226423193707	0.05208184575160413	0	0	0	0.02698393585964142	0.00980291347744153	0.03391994287202064	0	0.10864047498434014	0.08132003999375645	0	0.05677172190012049	0	0	0.01724696460857051	0	0.1072296971740539	0.4655321491661411
5094	0.06995972869109195	0	0.00916472447308226	0.14792062087563912	0	0	0	0.0101631910601899	0	0	0.08821262072870978	0	0.11291502260749726	0.08084747071931798	0	0	0	0.00728090787425565	0.0330738377956225	0	0.08741281290279906	0.3530490622717945
5095	0.00692523730838631	7.8604209960759e-4	0.13500409715788417	0.06455541576740685	0	0.14629052021058536	0.00600823390881479	0	0	0	0.09506075211328366	0	0.16008024697081324	0.02319684424200915	0	0	0	0	0.01258739428053838	0	0.02849383721235546	0.3210113787283149
5097	0.08809494800293527	0	0.06191853322064822	0.03053321722462213	0.01052855204561582	0.02031653059028259	0	0	0.00827927404170757	0.00647478955280308	0.06037184536102994	0	0	0.084775753600656	0.00396575970923302	0.01499276438828121	0	0	0.02126380554381358	0	0.20092256061930017	0.38756166609907133
5098	0.04032015891582092	0	0.00583608123728961	0	0.05217502132941213	0	0	0.01335560875149583	0	0.01264212959327425	0.0693340639774902	0	0	0.03232134350097381	0	0.04551934121503368	0	0.01121045296744536	0	0.02004224416019502	0	0.6972435543515692
5103	0.02718474487243525	0	0.01256787640986702	0.08373614444515401	0	0.07686843391262332	0.02012268581131058	0.00154012125006791	0	0	0.09693738160067028	0	0.17982767029917163	0.00195057473037466	0	0.01143588377462449	0	0	0.02683866884253306	0	0.08940218586878784	0.37158762818237995
5104	0.03544644530842137	0	0.00690941705933691	0.07672796031792771	0	0.07576713530246725	0.01373814900719514	0	0	0	0.10814843176641888	0	0.02348088011079076	0.01505756917515281	0	0.01111010696642644	0	0	0.00485044057214017	0	0.039231767648607	0.5895316967651155
5105	0.02930002930077294	0	0.0028310051136107	0.00123033195383638	0.06323458315883908	0	0.01924173945324866	0	0.01240649865482066	0	0.11786469377053298	0	0.1160955456759008	0.05717591367397538	0	0.02873499258073881	0	0	0.0097895985445289	0	0.070946201439512	0.47114886667968287
5108	0.0266950396085185	0	0	0.01408470624803468	0.05141746211376545	0	0	0	0.01407925540771194	0	0.08620625778426463	0	0.3067412294035682	0.09147997835862824	0	0	0	0	0.02474401635277193	0	0.09642831142286762	0.28812374329986906
5115	0.00914813344181287	0	0	0	0.00105732060448893	0.07391287396487191	0.02814539298979848	0	0	0	0.11200173812672408	0	0.06769416830895196	0.00924149737278395	0	0.01466167393814377	0	0.00116813527096868	0	8.0750161080155e-4	0	0.6821615643706539
5117	0.0861712732373187	0	0.03564103289113598	0.01060289703132757	0	0.03907341093915846	0.0077617425623689	0.00822101970880234	0	0	0.05986787728344797	0	0.1890764003258067	0.00382170650596867	0	0.0095862283841777	0	0	0.04665090820171074	0	0.13509052616830233	0.3684349767604741
5120	0.0313793620037391	0	0	0.07984326664436783	0	0.13170460274513263	0.00594343275155153	0	0.00945644665134301	0	0.08778705456852466	0	0.13589778739694308	0.01184826374563544	0	0	0	0.00338017546900225	0.01557919696261847	0	0.00523980295657838	0.4819406081045636
5122	0.01823635102778635	0	0.0031634537803441	0.01045014684619398	0.0965398597974848	0	0	0	0.01739766910136372	0	0.07753081450437746	0	0	0.08265833614834323	0	0.01496382290914281	0	0	0.00891364145347815	0	0.02340526186399153	0.6467406425674938
5124	0.01987475305994481	0	0.0527546277052838	0.01231706049366277	0.05658779722516042	0	0.01705686761455391	0	0	0	0.08959752510974428	0	0.25310480463432294	0.04481984932057205	0	0.01518374811576134	0	0	0.03789177535173609	0	0.14023203982789453	0.2605791515413631
5133	0.03939755787309469	0	0	0.0705761234419719	0	0.09193881891924333	0.04731489742554058	0.00299578010791957	0	0	0.14397448394563978	0	0	0.02732397049716955	0	0.01512733874353011	0	0	2.6951890592807e-4	0	0	0.5610815101399623
5137	0.01405685125851254	0	0.00201969364229113	0.05911856409237138	0.02957566099552801	0	0	0.00629032288335086	0	0	0.12741124301952292	0	0.10350484621039902	0.08754643003002906	0	0.00851964998987864	0	0	0.04398155723417244	0	0.1032685690314604	0.4147066116124835
5138	0.08428460205081066	0	0.07805317068270803	0.06645909423054983	0	0.07900050557287126	0.00887102278219903	0.00293895923667394	0	0	0.1101505978614014	0	0.08704331320889713	0.02078418777660773	0	0.01537379118106524	0	3.282086557178e-5	0.01355553849994932	0	0.13137794566708325	0.30207445038361136
5140	0.03647690065295964	0.02568815652043622	0.04335305178160528	0.04419380158758143	0	0.09944477113735788	0.01231959728765091	0.01754827274333712	0	0	0.05835060990484398	0	0.08460388214020248	0.02230001069495636	0	0.00143306296204579	0	0.00120413434250738	0.01411374406683783	0	0.07126433892420063	0.4677056652534771
5143	0.02837423172297485	0	0.00240215855414239	0.02778441274849107	0.03016995885231051	0	3.2497115919019e-4	0	0.01475244417299772	0	0.07112086015525197	0	0.3583313467229898	0.03574148375685324	0	0.03893807234831331	0	0	0.05354389894401823	0	0.11922123958490664	0.21929492127755992
5149	0.03285825614351981	0	0.00232629795119994	0.02841144483428577	0.02280777815673591	0	0	0.00262570447490964	0.00493307131738079	0	0.14544071317565666	0	0.18275003022163017	0.07101700988216128	0	0.01813430811426679	0	0.01304855613352313	0	0.02586999181945865	0.17397077402228314	0.27580606375298816
5152	0.04424619740992542	0	0.0703905260459444	0.03914263460397905	0	0.00557584393182175	0.01457656330860911	0	0.02164577049460705	0	0.104147970491428	0	0.10936255232992163	0.07143526528430193	0	0.01159874626878917	0	0.00939615794699474	0.02236449452533032	0	0.25011300095670175	0.2260042764016457
5153	0.10606985348771526	0	0.09020034818199069	0.02803585604919394	0	0.01634039673739614	0	0	0.02224577726908704	0	0.05906858973270221	0	0.10387523394326877	0.09579753266076896	0.00223949520971425	0.0049574740944593	0	0	0.02626649754620942	0	0.20672361197667263	0.23817933311082148
5154	0.07593972546885784	0	0.00303501423861068	0.07661769984372399	0.01672533440032391	0	0	0.01084776526158804	0.01999018832395439	0	0.1357269939344421	0	0.03136731379942167	0.0698872109291118	0	0.02302243125210969	0	0.01310358344273956	0	0.05206317555348022	0.1725642158436399	0.2991093477079962
5155	0.01365862135342979	0	0.02589651784771978	0.0286516119510551	0.07072167170374039	0	0.02073548508189058	0.01304197190493181	0	0	0.1515742641640284	0	0.01640913447619938	0.07036891991876483	0	0.01439488613697187	0	0.01241582644498534	0	0.00915700994510089	0.08459999735136822	0.46837408171981354
5158	0.07359285336033727	0	0.02200811823351439	0.12023068252557302	0	0.02765607467258609	0	0.0136652983693979	0.01001606684969674	0	0.13779208527970072	0	0.1530564642514101	0.0892806095842045	0	0.01700937191535938	0	0.01067485248347356	0	0.077030988789482	0.1262934337086526	0.12169309997661192
