Mixture	B	CD4	CD8CD226negNoAct	CD8CD226negPostAct	CD8CD226plusNoAct	CD8CD226plusPostAct	M1	M2	Mono	Neu	NK	P-value	Correlation	RMSE
SimData1	0.19226728126163309	0.29917763404791592	0.00000000000000000	0.00000000000000000	0.02004862751943352	0.00857574540535825	0.10463574000594428	0.13095475575160112	0.13317232080390931	0.06546853838683715	0.04569935681736743	0.00000000000000000	0.56000003692324352	0.97847816807557808
SimData10	0.21905335095902956	0.33551051960747291	0.00000000000000000	0.00000000000000000	0.02808608131013723	0.03204923843327358	0.10381482993710540	0.07884031809028312	0.12774467328307967	0.05379541037496745	0.02110557800465109	0.00000000000000000	0.49900253230346958	0.96704434020831964
SimData100	0.26576680592910989	0.40054375808700476	0.00000000000000000	0.00000000000000000	0.02454154351277300	0.04437509922410985	0.07846141459879977	0.03012471042027135	0.10591250784489910	0.01687012538298835	0.03340403500004404	0.00000000000000000	0.44079650409590243	0.97162451128457383
SimData1000	0.24573177280802150	0.37375844301329314	0.00000000000000000	0.00000000000000000	0.02326167710974288	0.03883731434734336	0.09755381609782311	0.04929604925639740	0.11246131090097385	0.03305822181662999	0.02604139464977475	0.00000000000000000	0.47488852168141005	0.97139495667906384
SimData1001	0.26550377347807563	0.40014456993328967	0.00000000000000000	0.00000000000000000	0.02297161003360770	0.04547638613758267	0.08117445011704226	0.02580612846409432	0.11364411902930835	0.01937564020125068	0.02590332260574860	0.00000000000000000	0.42880670604054738	0.97376936809270898
SimData1002	0.27735230626226670	0.42099974817286689	0.00000000000000000	0.00000000000000000	0.01461929983852125	0.04645835733273122	0.07341048178357075	0.02229087562212435	0.10883490534944831	0.01492211302651922	0.02111191261195110	0.00000000000000000	0.42542611033368188	0.98024014675028581
SimData1003	0.21638798263922535	0.50213694413223298	0.00000000000000000	0.00000000000000000	0.02396601040577387	0.05450149738976856	0.08070693970634638	0.01653707666096547	0.08341453042771903	0.00000000000000000	0.02234901863796817	0.00000000000000000	0.37879261158998129	0.97518237012184816
SimData1004	0.23925000902649143	0.35275250890072812	0.00398866071482154	0.00000000000000000	0.02948319660055483	0.01153379940385053	0.07322946641196648	0.09927714264306323	0.09790326625503369	0.04920100182744278	0.04338094821604739	0.00000000000000000	0.74080139607893569	0.94382650808315016
SimData1005	0.23554197192435378	0.35634661135648282	0.00185667192900590	0.00000000000000000	0.02865822159514249	0.01399677228732034	0.05863879794859997	0.11369187057893015	0.09827304114708753	0.04727961799507112	0.04571642323800587	0.00000000000000000	0.73451597966527005	0.94788841378309352
SimData1006	0.23088538058205393	0.35080835267648713	0.00085306725421577	0.00000000000000000	0.02724545890716462	0.01847913826955908	0.07338811670540869	0.12119335890917546	0.09551282882613021	0.03819592338525406	0.04343837448455115	0.00000000000000000	0.72263669210845449	0.95086713314094695
SimData1007	0.23061942170299168	0.35294644025493843	0.00000000000000000	0.00000000000000000	0.02549577383602917	0.02300437613824000	0.06757054035692403	0.11802184532334087	0.09881049725592030	0.04238773465974383	0.04114337047187178	0.00000000000000000	0.68618876609807533	0.95598342643697243
SimData1008	0.22613465938084482	0.34873586461648937	0.00000000000000000	0.00000000000000000	0.03104077284597208	0.03054410969020938	0.07438609753147477	0.12453465208784599	0.09862734226804257	0.03626535888646171	0.02973114269265941	0.00000000000000000	0.62052563604112920	0.95197678236302796
SimData1009	0.24799221648015565	0.37821654331557059	0.00000000000000000	0.00000000000000000	0.03191681034137259	0.02602387695386877	0.07083448292068387	0.07474592116253874	0.10482806990408775	0.03257102713675125	0.03287105178497093	0.00000000000000000	0.56216272861549810	0.95797083836957075
SimData101	0.27322820421476252	0.42617609381674781	0.00000000000000000	0.00000000000000000	0.02082788788536004	0.04657382961642665	0.07124974129951712	0.02224285145786190	0.10463835888523787	0.01266452176194320	0.02239851106214287	0.00000000000000000	0.41243275437225696	0.97640090455226569
SimData1010	0.25167872188033408	0.38566833167989745	0.00000000000000000	0.00000000000000000	0.02520362083557060	0.03176223293815261	0.07261121097376542	0.08032703293653660	0.09944969660169393	0.03170863149002103	0.02159052066402851	0.00000000000000000	0.52327482840476103	0.96698813687615737
SimData1011	0.24865994181620901	0.38309805442513473	0.00000000000000000	0.00000000000000000	0.02900636344345479	0.03270053794373979	0.07437833383832966	0.08431764251601020	0.09539726464410654	0.02590262788583259	0.02653923348718257	0.00000000000000000	0.52589741049148842	0.96258617049152861
SimData1012	0.25037269325287809	0.38643010353849272	0.00000000000000000	0.00000000000000000	0.02943005993195614	0.03386443879065781	0.06748308161289823	0.07812921150655805	0.09813154086461430	0.02687558773821824	0.02928328276372636	0.00000000000000000	0.52673411288433702	0.96169391780943247
SimData1013	0.24884469424934555	0.38350933395790066	0.00000000000000000	0.00000000000000000	0.03079506236414156	0.03462430706975396	0.06470690716164511	0.08137939682758885	0.09626963870226357	0.02798379721501051	0.03188686245234994	0.00000000000000000	0.53250812748383669	0.95951405339877294
SimData1014	0.24040880880529611	0.37398836559635767	0.00000000000000000	0.00000000000000000	0.03098904891751761	0.03484738268771232	0.07930853206690841	0.08842769446184952	0.09900405046994055	0.02880093804691735	0.02422517894750024	0.00000000000000000	0.54577376767965857	0.95799654324216965
SimData1015	0.23994628952702693	0.37392669778006593	0.00000000000000000	0.00000000000000000	0.02986139982264511	0.03602856265418204	0.07768279569033217	0.08970911398645154	0.09860416778080494	0.02643523210604138	0.02780574065245001	0.00000000000000000	0.54779143898198990	0.95862411637605449
