Samples	CBSX__sigmatrix_HNSCC_Fig2cd__B_cells	CBSX__sigmatrix_HNSCC_Fig2cd__T_cells_CD8	CBSX__sigmatrix_HNSCC_Fig2cd__T_cells_CD4	CBSX__sigmatrix_HNSCC_Fig2cd__Macrophages	CBSX__sigmatrix_HNSCC_Fig2cd__Dendritic_cells	CBSX__sigmatrix_HNSCC_Fig2cd__Mast_cells	CBSX__sigmatrix_HNSCC_Fig2cd__Myocytes	CBSX__sigmatrix_HNSCC_Fig2cd__CAFs	CBSX__sigmatrix_HNSCC_Fig2cd__Endothelial_cells	CBSX__sigmatrix_HNSCC_Fig2cd__Malignant_cells
5085	0.05898289675467884	0	0.6149606026094337	0.18580033136385424	0.1377546268451957	3.7695214735262e-4	2.3678830632932e-4	0	0.00188780197315551	0
5087	0.1152200735635276	0	0.5893474741072725	0.14991296341420152	0.14271070499272406	0.00111533360271857	2.4486214378456e-4	8.9680960152003e-4	3.9906542517097e-4	1.5271314908026e-4
5088	0.18580092691683608	0	0.4420605134836875	0.16174504609294776	0.2094404960320239	2.2183743658373e-4	0	0	7.3118003792097e-4	0
5091	0.47126777929899494	0	0.21177626811658207	0.1454963983729681	0.1714595542114548	0	0	0	0	0
5092	0.151995058640111	0	0.4179894148998234	0.20976712197638855	0.21988822114910092	3.6018333457606e-4	0	0	0	0
5093	0.04010071973100319	0	0.5403432990065912	0.2475013872446239	0.17107819543288688	2.7056739678852e-4	1.622286208324e-4	0	4.3711606087387e-4	1.0648650639981e-4
5094	0.23241410088426837	0.0519712691807635	0.41367526527716514	0.11480292599039896	0.1850535641800634	1.1987322154558e-4	3.4169606283209e-4	7.8115490952143e-4	8.4015029344146e-4	0
5095	0.6531618554294141	0.01960905787621353	0.187880129683708	0.08687666724843876	0.0524722897622257	0	0	0	0	0
5097	0.2101754158202836	0	0.5022335143614931	0.14126564291416022	0.14632542690406297	0	0	0	0	0
5098	0.01110503958665814	0	0.5630884415881136	0.21232974529154455	0.2128752849261017	0	0	6.0148860758207e-4	0	0
5103	0.07986338126445905	0.04390407111709331	0.3943441260313317	0.27257503611229705	0.20922016650636335	9.321896845553e-5	0	0	0	0
5104	0.30265618371668285	0.01979692916502492	0.434958675628376	0.14787855495693483	0.09325002610601922	0	2.1796881796524e-4	1.9850954449668e-4	0.00104315206450023	0
5105	0.11993513780310952	0	0.49727046233201744	0.20844136966636348	0.1739604671064875	3.9256309202212e-4	0	0	0	0
5108	0.2760850975633959	0	0.43776149273043946	0.08717004752673829	0.1987062490805956	2.7711309883077e-4	0	0	0	0
5115	0.00781087808767596	0	0.48951388705903515	0.3259814134060399	0.17664797990741862	4.584153983037e-5	0	0	0	0
5117	0.18547009941610215	0	0.4092245812783229	0.20090255949696095	0.2044027598086141	0	0	0	0	0
5120	0.01751103676226305	0	0.5837170287768604	0.2612069732797825	0.13756496118109404	0	0	0	0	0
5122	0.02703728635880412	0	0.6937295072421312	0.1458834986388459	0.1329473156532816	0	0	0	4.023921069372e-4	0
5124	0.23424546726072015	0	0.44984161267749007	0.1449819274392869	0.16973817927043036	8.7136264288842e-4	0	0	3.2145070918408e-4	0
5133	0.01461384605975277	0.06832619068462399	0.5966121689903648	0.15315993881134754	0.1672878554539108	0	0	0	0	0
5137	0.05345386357017478	0	0.6329876625107955	0.12857773908938758	0.18357415608189953	1.7301791011717e-4	1.4953082722337e-4	0	0.00108403001040215	0
5138	0.5675864088866803	0	0.27590909582615897	0.07375861870427795	0.08274587658288285	0	0	0	0	0
5140	0.22967414065319983	0	0.4092036095407972	0.1711106351868006	0.19001161461920232	0	0	0	0	0
5143	0.19021199257220675	0	0.41430785161141254	0.17063282695814777	0.22207834654179429	1.5917826728108e-4	5.2256801308404e-4	0	0.00208723603607338	0
5149	0.05946200438993506	0	0.5141118642702348	0.1884857450538612	0.2377753604283845	1.6502585758444e-4	0	0	0	0
