Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
Mel53	0.00000000000000000	0.03358110643925720	0.00000000000000000	0.10549331296605557	0.00000000000000000	0.39452499487893228	0.00000000000000000	0.10619738452980201	0.01948343079029311	0.04924831430912684	0.00000000000000000	0.15956234364556987	0.00114789111648406	0.00000000000000000	0.00000000000000000	0.03106259023659546	0.00000000000000000	0.03220234056350383	0.00000000000000000	0.05552639424175414	0.00637673052616802	0.00559316575645752	0.00000000000000000	0.50264220087217737	0.86911878582944546
Mel58	0.00000000000000000	0.00402628625890663	0.00000000000000000	0.52743903877513953	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.16517899800084476	0.01492827971775067	0.10318348533879766	0.00000000000000000	0.10807426629430401	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01658655319720690	0.00000000000000000	0.02840103822655691	0.00000000000000000	0.02480023087968926	0.00738182331080358	0.00000000000000000	0.00000000000000000	0.47657547161054098	0.90514605108890944
Mel59	0.00000000000000000	0.00065938216925739	0.00000000000000000	0.00350530237459652	0.00000000000000000	0.05026582904316507	0.00000000000000000	0.00000000000000000	0.00242157822696596	0.00000000000000000	0.00928495601931494	0.00139262944918506	0.06916201898346448	0.00000000000000000	0.19085294476455547	0.05080365674435615	0.00000000000000000	0.43087135911265867	0.00000000000000000	0.16372593057393417	0.02705441253854599	0.00000000000000000	0.00000000000000000	0.25089928446962262	1.08730619146764806
Mel60	0.10077808009386106	0.36818689080979733	0.00000000000000000	0.20159835788514785	0.00000000000000000	0.06634236996606796	0.04459728449444466	0.08197228314903302	0.06739581765335909	0.00000000000000000	0.00000000000000000	0.03048449054690856	0.00804821346787076	0.00057184128154497	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02975385765551219	0.00000000000000000	0.00000000000000000	0.00027051299645265	0.00000000000000000	0.00000000000000000	0.50944839678584986	0.86031392410865792
Mel65	0.02074096559249150	0.01677386176103854	0.00000000000000000	0.51428529200762896	0.00000000000000000	0.16919058714250479	0.04048608947070045	0.18262478425699405	0.00000000000000000	0.01744923178459310	0.00000000000000000	0.00000000000000000	0.00563554421167435	0.00000000000000000	0.00216088613679691	0.00254623121232101	0.00000000000000000	0.01457921649246571	0.00000000000000000	0.00509311135145890	0.00843419857933140	0.00000000000000000	0.00000000000000000	0.58708994980288287	0.81167720454314507
Mel67	0.07986660145527336	0.02579922407626636	0.00000000000000000	0.33548789430531312	0.00000000000000000	0.23540018193917212	0.02720035291421696	0.20842890702062741	0.01216179360890639	0.03415683380855296	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03176814549823587	0.00540825074581094	0.00000000000000000	0.00393974530282471	0.00038206932479975	0.00000000000000000	0.45147242942878629	0.90494928345739178
Mel71	0.00970230985524665	0.00000000000000000	0.00000000000000000	0.46645422520149765	0.00000000000000000	0.00000000000000000	0.07192953952978917	0.21689564335866676	0.00501887899389779	0.17485006875591522	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00823788995441381	0.00000000000000000	0.01408774460308252	0.00000000000000000	0.02009413276941846	0.01272956697807202	0.00000000000000000	0.00000000000000000	0.37299656023815148	0.96904378292478810
Mel72	0.02258160500841594	0.07455984508277828	0.00000000000000000	0.09568716778459421	0.26268124701053064	0.40481026605780163	0.03551538599523828	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01775838492635044	0.00000000000000000	0.02733630885264275	0.00339281360242066	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.04182355341754643	0.00000000000000000	0.00600600526103642	0.00784741700064420	0.00000000000000000	0.00000000000000000	0.53842526774800870	0.84377331223667396
Mel74	0.00000000000000000	0.00296207459893847	0.00170590678490532	0.51184747978595313	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.14609290187440849	0.02878436939880897	0.09120133932692873	0.00000000000000000	0.16576702707027011	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01213390788660523	0.00040572986005521	0.01124306823382314	0.00000000000000000	0.02049868740906821	0.00735750777023483	0.00000000000000000	0.00000000000000000	0.52423405893680597	0.87443285369178136
Mel75	0.00000000000000000	0.00000000000000000	0.00254638700434547	0.80500868837717110	0.00000000000000000	0.00000000000000000	0.01763530499423576	0.08630310760644863	0.03016599142037038	0.00000000000000000	0.00000000000000000	0.01804623028411430	0.00000000000000000	0.00000000000000000	0.00175835583837131	0.00708319156984868	0.00252583812486803	0.00551926264149427	0.00000000000000000	0.01672790672555600	0.00667973541317607	0.00000000000000000	0.00000000000000000	0.57269277094514581	0.83453625099841289
