Samples	CBSX__LM22__B_cells_naive	CBSX__LM22__B_cells_memory	CBSX__LM22__Plasma_cells	CBSX__LM22__T_cells_CD8	CBSX__LM22__T_cells_CD4_naive	CBSX__LM22__T_cells_CD4_memory_resting	CBSX__LM22__T_cells_CD4_memory_activated	CBSX__LM22__T_cells_follicular_helper	CBSX__LM22__T_cells_regulatory_(Tregs)	CBSX__LM22__T_cells_gamma_delta	CBSX__LM22__NK_cells_resting	CBSX__LM22__NK_cells_activated	CBSX__LM22__Monocytes	CBSX__LM22__Macrophages_M0	CBSX__LM22__Macrophages_M1	CBSX__LM22__Macrophages_M2	CBSX__LM22__Dendritic_cells_resting	CBSX__LM22__Dendritic_cells_activated	CBSX__LM22__Mast_cells_resting	CBSX__LM22__Mast_cells_activated	CBSX__LM22__Eosinophils	CBSX__LM22__Neutrophils
Mel53	0	0.0335811064392572	0	0.10549331296605556	0	0.39452499487893233	0	0.106197384529802	0.01948343079029311	0.04924831430912684	0	0.15956234364556987	0.00114789111648406	0	0	0.03106259023659546	0	0.03220234056350383	0	0.05552639424175414	0.00637673052616802	0.00559316575645752
Mel58	0	0.00402628625890663	0	0.5274390387751395	0	0	0	0.16517899800084476	0.01492827971775067	0.10318348533879766	0	0.108074266294304	0	0	0	0.0165865531972069	0	0.02840103822655691	0	0.02480023087968926	0.00738182331080358	0
Mel59	0	6.5938216925739e-4	0	0.00350530237459652	0	0.05026582904316507	0	0	0.00242157822696596	0	0.00928495601931494	0.00139262944918506	0.06916201898346448	0	0.19085294476455547	0.05080365674435615	0	0.4308713591126586	0	0.16372593057393417	0.02705441253854599	0
Mel60	0.10077808009386106	0.3681868908097974	0	0.20159835788514785	0	0.06634236996606796	0.04459728449444466	0.08197228314903302	0.06739581765335909	0	0	0.03048449054690856	0.00804821346787076	5.7184128154497e-4	0	0	0	0.02975385765551219	0	0	2.7051299645265e-4	0
Mel65	0.0207409655924915	0.01677386176103854	0	0.514285292007629	0	0.1691905871425048	0.04048608947070045	0.18262478425699405	0	0.0174492317845931	0	0	0.00563554421167435	0	0.00216088613679691	0.00254623121232101	0	0.01457921649246571	0	0.0050931113514589	0.0084341985793314	0
Mel67	0.07986660145527336	0.02579922407626636	0	0.3354878943053131	0	0.23540018193917212	0.02720035291421696	0.2084289070206274	0.01216179360890639	0.03415683380855296	0	0	0	0	0	0	0	0.03176814549823587	0.00540825074581094	0	0.00393974530282471	3.8206932479975e-4
Mel71	0.00970230985524665	0	0	0.4664542252014977	0	0	0.07192953952978917	0.21689564335866676	0.00501887899389779	0.17485006875591522	0	0	0	0	0	0.00823788995441381	0	0.01408774460308252	0	0.02009413276941846	0.01272956697807202	0
Mel72	0.02258160500841594	0.07455984508277828	0	0.0956871677845942	0.26268124701053064	0.4048102660578016	0.03551538599523828	0	0	0	0.01775838492635044	0	0.02733630885264275	0.00339281360242066	0	0	0	0.04182355341754643	0	0.00600600526103642	0.0078474170006442	0
Mel74	0	0.00296207459893847	0.00170590678490532	0.5118474797859531	0	0	0	0.1460929018744085	0.02878436939880897	0.09120133932692873	0	0.1657670270702701	0	0	0	0.01213390788660523	4.0572986005521e-4	0.01124306823382314	0	0.02049868740906821	0.00735750777023483	0
Mel75	0	0	0.00254638700434547	0.805008688377171	0	0	0.01763530499423576	0.08630310760644863	0.03016599142037038	0	0	0.0180462302841143	0	0	0.00175835583837131	0.00708319156984868	0.00252583812486803	0.00551926264149427	0	0.016727906725556	0.00667973541317607	0
Mel78	0	0.605032953826173	0	0.1107948887207788	0.05602135090361179	0	0	0.01460982304820903	0.02192409115862012	0	0.05423765102032516	0	0.03103449656073755	0	0	0.01755166335660495	0	0.04627780301753047	0	0.01899471168687525	0.02352056670053405	0
Mel79	0.04012183912478867	0	0	0.626052114159691	0	0	0.01198969970149726	0.1579428810944694	0.01846951827774487	0.09326318818293902	0	0	0	0	0	0.00424574529672052	0	0.00808544522491779	0	0.03228877308530687	0.00754079585192471	0
Mel80	0	0.05420533403542568	0	0.18993155315962823	0	0.2542300490973289	0.03773464288030492	0.34126110165932855	0.00339743626801308	0.04301719234843663	0	0.05452905690533241	0	0	0	0	0	0.02141455178305368	0	0	2.7908186314809e-4	0
Mel81	0	0.01816924715238594	0	0.3315790119844288	0	0.2233294927048132	0.01582588147290666	0.03950377394722197	0.02514927247742725	0.16447691955004273	0	0.13445435241680176	0	0	0	0.0018535152075382	0	0.03658261070784902	0	5.5609373487969e-4	0.00560933463695159	0.0029104940067532
Mel82	0.007144848693548	0.00433650292598446	0.00268234372539623	0.22833902209222304	0	0.32172939809005835	0.04706440606194576	0.16828934668420484	0.0794687317066075	0	0	0.01763600472513284	0.02315153611826479	0	0	0.01140333899879367	0.00123379976806849	0.03745921387867622	0	0.02390240971115881	0.02404255196833771	0.00211654485159912
Mel84	0	0.12067154164636666	0	0.2260826093422238	0	0.24416447679545417	0.00244832746550406	0.03068016969106455	0.07917492368253724	0	0	0.09408762135649948	0.06072680707438857	0	0	0.01702161340387862	0	0.03689317930346371	0	0.07605403848383926	0.00474955133287821	0.00724514042190163
Mel88	0	0.02905109134368451	0.0042204082010985	0.238360580080681	0	0.3299596071016629	0.02151582561188793	0.13077677333777915	0.02834599417366572	0.0448980780928122	0	0.04811507346722224	0	0	1.5823251971187e-4	0.09414449319600444	0	0.01536588810941285	0	0.00781428135393654	0.0060163278134172	0.001257345597023
Mel89	0.07046818776553676	0.09432931632527548	0	0.44454371337827386	0	0.09942598523403318	0.01777956818436505	0.14767859226862953	0.02499845155349277	0	0	0.03693986223555547	0.02138056514121171	0	0	0.00821420614148095	0	0.02778125263837203	0.00112550414664422	0	0.00315824923419171	0.00217654575293727
Mel94	0.14629825952210984	0.14321562825247378	0	0.10505479657978856	0.28452217920082556	0.22025741648179675	0.00877280058661051	0.00393669932165441	0.01937110910906315	0	0	0.01798872027212719	0.01680183556400312	0	0	0.00336087763325709	0	0.02706246125703266	0.00295659677328161	0	0	4.0061944597567e-4
