Mixture	Cancer.cells	B.cells	Macrophages.M1	Macrophages.M2	Monocytes	Neutrophils	NK.cells	T.cells.CD4	T.cells.CD8	Tregs	Dendritic.cells	P-value	Correlation	RMSE
453W	0.01094136009630560	0.03823214142531017	0.00225372607448670	0.03212448925142678	0.35349277762293413	0.02359788375718159	0.14735406997013947	0.22885816691868510	0.16314538488353045	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.77367123618316325	0.73177405422035136
684C	0.02993859932178079	0.09000046721072957	0.00484553002226813	0.08854424179797435	0.20113673773425686	0.03189387411711581	0.11148022150685566	0.27548021359419828	0.14858916648202930	0.00000000000000000	0.01809094821279119	0.00000000000000000	0.75915145696165642	0.76219034052486123
CR3L	0.01712813032250323	0.11637365936074592	0.03081162433220812	0.01871740253323516	0.34290804545916637	0.05049394549924304	0.07993868707494169	0.21663205142031966	0.12699645399763687	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.75189293309363869	0.74682614885430965
FLWA	0.01189263993657678	0.09542915950755838	0.00118620346793492	0.04349019717323618	0.28509393232358915	0.02399306669678807	0.19312845440532825	0.26648155596520218	0.07930479052378596	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.77381414406743809	0.73382374989539567
FY2H	0.02031617160117173	0.07480140967011632	0.01133760849439157	0.02430973316677475	0.49854488354185206	0.02619632559291085	0.06509128145817095	0.12251989114833066	0.12824352388912558	0.00187806419064867	0.02676110724650684	0.00000000000000000	0.73676478916468824	0.73044312824944757
CYFZ	0.00000000000000000	0.06199791194297150	0.09390611010876794	0.04242261605222738	0.22845590020421813	0.01551601241219792	0.18651520167775301	0.23310189415794683	0.13808435344391717	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.73887433647626610	0.74997279111540394
925L	0.00000000000000000	0.18136881872954849	0.00169031546236937	0.03450004254594796	0.25848636707788236	0.02203560046663494	0.09396544868784518	0.29156754464298734	0.11638586238678433	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.78693025102389047	0.72529359081576306
9JD4	0.01314983439219704	0.08397282632864710	0.00440262983522012	0.03940121650353236	0.25177581727491494	0.01098599952877828	0.12453717057538227	0.24960703003050549	0.21552789961098451	0.00000000000000000	0.00663957591983784	0.00000000000000000	0.82916495056707029	0.70988179537754637
G4YW	0.00896080951361886	0.06449592673903480	0.00000000000000000	0.05726152524196761	0.30866861566298553	0.01868273919389487	0.14149248933358907	0.29677976043962934	0.10365813387527989	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.80588345251453164	0.72722079253101768
4DUY	0.03298222803033562	0.07163080739098597	0.00000000000000000	0.02510317230648279	0.24973110892655842	0.02815055369798325	0.07515398906939239	0.39591203032797223	0.08559185760435699	0.00000000000000000	0.03574425264593233	0.00000000000000000	0.79093013807108714	0.76097179259733461
CZJE	0.01646391557651211	0.08990658325549872	0.03921531096818962	0.06956640397706805	0.31125294211368981	0.02072422495779541	0.10385118950256393	0.18907485198533192	0.15991464082921752	0.00002993683413294	0.00000000000000000	0.00000000000000000	0.77351922538681672	0.73658035023503021
36TS	0.01336014306269195	0.05002966589999903	0.02419255517935347	0.02024755757611403	0.40754410592413765	0.01272169197457571	0.05568233516301960	0.21079384924969766	0.17487485644602360	0.00000000000000000	0.03055323952438731	0.00000000000000000	0.79625456318361909	0.71675054816366501
