Samples	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__Malignant	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__Endothelial_cells	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__CAF	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__T_cells_CD8	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__NK_cells	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__Macrophages	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__T_cells_CD4	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__B_cells
SimData1110	0	0	0.00125670503251857	0	0.13141962684686848	0.4157598938749309	0.23378901993389384	0.21777475431178825
SimData1111	0	0	0	0	0.14737644794264176	0.46913425331637953	0.193562594834414	0.18992670390656477
SimData1112	0	0	0.00437363852905624	0	0.14025970561240744	0.4089256895141019	0.2301286845856187	0.21631228175881584
SimData1113	0	0	0.00141729777841842	0	0.15716339683532277	0.40877415640255466	0.24628817519282684	0.18635697379087743
SimData1114	0	0	0	0	0.1455419848567493	0.386385524166987	0.2187428903769338	0.24932960059932985
SimData1115	0	0	0	0	0.15463549096726603	0.4145135072170815	0.23595122566076873	0.1948997761548838
SimData1116	0	0	0.00287827825691001	0	0.1371331118960254	0.40506621188714914	0.24405810067675765	0.21086429728315784
SimData1117	0	0	0.00288814047105316	0	0.13801353092797233	0.3981875051714658	0.22535158476445605	0.2355592386650527
SimData1118	0	0	0	0	0.1637613422240846	0.3990757055334811	0.22350555622198956	0.2136573960204448
SimData1119	0	0	0.0047663836141186	0	0.1459850227137774	0.4171822479697701	0.22191851786598976	0.21014782783634411
SimData112	0	0	0.00237204780054631	0	0.18623584707709623	0.17407289131707457	0.3694756461318609	0.2678435676734219
SimData1120	0	0	0	0	0.1713121169691652	0.35139298181099754	0.2011888790407472	0.27610602217909
SimData1121	0.07934253477707968	0	7.06898236491e-5	0	0.11983620774428427	0.3560121203280266	0.1299397666292494	0.31479868069771105
SimData1122	0.527546864005779	0.00178860625446531	0.4464324469590856	6.3276437438209e-4	0.02207252443846643	0	0	0.00152679396782148
SimData1123	0	2.693460147412e-5	3.3839319028446e-4	0	0.14595283856541152	0.13255989618161965	0.4255732889361352	0.2955486485250752
SimData1124	0	0	0	0	0.16068078207036277	0.1312474066015111	0.42083123012458673	0.28724058120353935
SimData1125	0	0	0	0	0.1887054709839409	0.1494891156078463	0.3909167487104675	0.2708886646977452
SimData1126	0	4.45146062617e-6	5.7254099299924e-4	0	0.1949674456674544	0.13805807633506692	0.3901794564701382	0.276218029073715
SimData1127	0	0	0	0	0.1766645966434137	0.12896066308628654	0.4305200913984574	0.2638546488718421
SimData1128	0	0	0	0	0.2131551409770127	0.12093525999571687	0.4090753414368552	0.2568342575904152
SimData1129	0	0	0	0	0.20411349845077603	0.11470183869725424	0.4100439209147312	0.2711407419372384
SimData113	0	0	0	0	0.19130650802651625	0.16899650300951183	0.36938504472060607	0.2703119442433659
SimData1130	0	0	9.4493554494749e-4	0	0.21986024430965692	0.1323836257580967	0.39720181059796217	0.2496093837893369
SimData1131	0	0	0	0	0.23532076929499912	0.11149892936025456	0.40020666162021074	0.2529736397245356
SimData1132	0	0	0	0	0.24420223419944873	0.12322988691367973	0.39575046891778987	0.23681740996908163
SimData1133	0	0	0	0	0.24446264056992417	0.11985999165062794	0.3938319220052453	0.24184544577420267
SimData1134	0	0	0	0	0.23853267165864608	0.11094114868055656	0.41864764338161886	0.2318785362791784
SimData1135	0	0	0	0	0.2396379284847832	0.107151344931144	0.41925096668452544	0.23395975989954737
SimData1136	0	0	0	0	0.2232572731538084	0.1097084659267228	0.42848751343551095	0.23854674748395788
SimData1137	0.0119379888581464	0	0.00709318062171245	0	0.2602519602193697	0.08546744953122816	0.39648669669672487	0.2387627240728184
SimData1138	0.04835996624248887	0	0.01591276801612999	0	0.24994179752529433	0.0736036744339296	0.3836473674545656	0.2285344263275917
SimData1139	0.6749209720601028	0	0.1935102908843482	0	0.06129517829214246	0	0.07027355876340653	0
SimData114	0	0	0	0	0.18337450610588316	0.16942029713764012	0.38862047373809205	0.2585847230183846
SimData1140	0	0	0.00200690302872436	0	0.14963023005476445	0.17634233415287315	0.4512653444409462	0.2207551883226919
SimData1141	0	0	0	0	0.14991457341039793	0.18858873809710633	0.4786125994273379	0.1828840890651578
SimData1142	0	0	0	0	0.15283585210834963	0.18212874907786872	0.47607079183146095	0.18896460698232065
SimData1143	0	5.29616938771e-6	0.00157362478224325	0	0.1559728950608712	0.18015301112382393	0.4342733481995819	0.228021824664092
SimData1144	0	3.016363286766e-5	0.00542079750252956	0	0.169477444945641	0.14220450754413105	0.3974908427604859	0.2853762436143449
SimData1145	0	0	0.00163901718230125	0	0.1802038287094311	0.1890717930884253	0.4325725829984845	0.19651277802135775
SimData1146	0	0	0	0	0.2062126495600224	0.16371309336097967	0.44474475207672226	0.1853295050022757
SimData1147	0	0	0	0	0.20293232141348624	0.17156721330715222	0.4359163351750054	0.18958413010435615
SimData1148	0	0	0	0	0.1885632375716015	0.17794277178261925	0.45323505250517626	0.180258938140603
SimData1149	0	0	0.00279217094608676	0	0.19274394083286817	0.1639986003547126	0.4379122956830132	0.20255299218331924
SimData115	0	0	0.00258932092626221	0	0.17863576868863598	0.15930107943549834	0.38865527215538687	0.2708185587942165
SimData1150	0	0	0	0	0.20020837218628676	0.16416305324735045	0.45724217561083774	0.17838639895552505
SimData1151	0	0	0	0	0.19168667497003228	0.16482163357167803	0.4646071782573835	0.1788845132009062
SimData1152	0	0	0	0	0.1886241341810879	0.16719613087826765	0.4592264385934888	0.18495329634715563
SimData1153	0.00378940601711614	0	2.4554716601838e-4	0	0.20199091106260897	0.1567905288674153	0.45473594818100194	0.18244765870583937
SimData1154	5.9927147922231e-4	0	0.0038392948334283	0	0.20633481096618053	0.11473657902880068	0.43668045690917906	0.2378095867831892
SimData1155	0.06109163323239918	0	0.01888657722592652	0	0.2098471880023806	0.08643463837245836	0.39683362073757206	0.22690634242926327
SimData1156	0.666687440111062	0	0.29973322231217975	0	0.00672509348392456	0	0.02685424409283371	0
SimData1157	0	0	0	0	0.1318776542709102	0.2514722497013368	0.3278382083409976	0.2888118876867553
SimData1158	0	0	0	0	0.1266801260595374	0.25509889627402055	0.33420688177172403	0.284014095894718
SimData1159	0	0	0	0	0.12412882785703742	0.25650330674391075	0.3461074201700053	0.2732604452290465
SimData116	0	0	0.00616931647155918	0	0.18639352260462	0.16789969394943333	0.34431907286086677	0.29521839411352085
SimData1160	0	0	0	0	0.1411947773669307	0.23955621865792892	0.3243972106279107	0.2948517933472297
SimData1161	0	0	0	0	0.1415815027564373	0.2403843909101448	0.32479125797914526	0.29324284835427256
SimData1162	0	6.88498026595e-6	0.00480080793282485	0	0.14927288286245646	0.2466927035505035	0.2931728103547473	0.30605391031920204
SimData1163	0	0	1.4033221829442e-4	0	0.1605092121038193	0.24335253175086036	0.2876888457879189	0.308309078139107
SimData1164	0	0	0.00333420141926334	0	0.14246271766150068	0.233539310939238	0.31539314392832507	0.3052706260516729
SimData1165	0	0	0.00400651373676607	0	0.14851777296205065	0.23534857445446683	0.32398665509976715	0.2881404837469493
SimData1166	0	0	0	0	0.149534240355041	0.22678122387904392	0.33666707716067595	0.28701745860523914
SimData1167	0	0	0.00322956142000602	0	0.14716848331126256	0.23247842564255924	0.34487523529150954	0.27224829433466263
SimData1168	0	0	0.00324667897333627	0	0.14313999021888213	0.23098252170100905	0.3516869795564297	0.270943829550343
SimData1169	0	0	0.00278947101649182	0	0.14011235007779788	0.233550227893975	0.3552728348712832	0.26827511614045224
SimData117	0.02783452681639934	0	0	0	0.20010474374494336	0.13570060236582707	0.3736790023434109	0.26268112472941935
SimData1170	0	0	0	0	0.16500499400754687	0.23357099764781145	0.34404543103725876	0.2573785773073829
SimData1171	0	0	0.00444158685122392	0	0.16826258205897807	0.21346996539314772	0.34088127526708756	0.27294459042956276
SimData1172	0.1130253913675082	0	0.00995304292701118	0	0.22734221227321555	0.1660749021084711	0.22473117221005523	0.25887327911373875
SimData1173	0.5212548458543176	0	0.40912245922134693	0	0	0	0.06962269492433543	0
SimData1174	0	0	0	0	0.05656935628133802	0.25326355997721955	0.2690809724743648	0.42108611126707746
SimData1175	0	0	0.00126777339303808	0	0.06750117444551901	0.2587726760124122	0.22524400464396893	0.44721437150506166
SimData1176	0	0	0.00362945859125429	0	0.06771883644251261	0.2307841416853936	0.23160177274968827	0.4662657905311512
SimData1177	0	0	0.0037365597446532	0	0.06815379245651178	0.24353836433387624	0.24741594897987473	0.437155334485084
SimData1178	0	0	0.00662428532526262	0	0.08832915181583469	0.23234590982948225	0.20089699062813807	0.4718036624012823
SimData1179	0	0	0.0028150747152042	0	0.06948135298896806	0.23734283518669247	0.2633989584852511	0.4269617786238842
SimData118	0.05915885006787778	0	0.02725660562140471	0	0.1792065944605162	0.10696123194173648	0.3486660465700179	0.278750671338447
SimData1180	0	0	0.00896480883472214	0	0.07302263062195817	0.23760957688635015	0.2096099202854932	0.47079306337147625
SimData1181	0	0	0.00292090278561071	0	0.07561497526997012	0.2391222256306806	0.24346817484392275	0.43887372146981574
SimData1182	0	0	0.00962040615043729	0	0.08603289697191398	0.23031421204708263	0.21719150801241688	0.4568409768181491
SimData1183	0	0	0.00559144060643346	0	0.07854756799844866	0.2318679990189236	0.23526588510464932	0.44872710727154486
SimData1184	0	0	0.00760050998758396	0	0.07323767203879919	0.23379425494300488	0.2276081198447887	0.4577594431858232
SimData1185	0	0	0.00456886692504642	0	0.07265632816414314	0.2454258179843161	0.2368189723962518	0.4405300145302427
SimData1186	0	0	0.00790400028714469	0	0.07454522521955297	0.23626417516609996	0.2146813692370708	0.4666052300901315
SimData1187	0	0	0.01029441833172491	0	0.08413069713143728	0.2308234464615087	0.2261648292093924	0.4485866088659368
SimData1188	0	0	0.01025107892725724	0	0.07051156212632592	0.2207283821189322	0.25312809025702776	0.4453808865704569
SimData1189	0.06031780268565662	0	0.01936209075808501	0	0.08485693944583309	0.1976849890301831	0.15957248598040052	0.4782056920998418
SimData119	0.6534920225308638	0.00754701805117975	0.2640134501355577	0	0.03171198161241427	0	0.00126845662740193	0.04196707104258247
SimData1190	0.6855556714272898	0	0.22335028821914252	0	0	0	0	0.09109404035356782
SimData1191	0	0	0	0	0.09245572232317992	0.32151776331240134	0.3823435872904539	0.20368292707396465
SimData1192	0	0	0	0	0.115314685488821	0.275847659491665	0.38131544873957024	0.22752220627994385
SimData1193	0	0	9.1501670162606e-4	0	0.10765029341819483	0.28434912125241785	0.34542772389370047	0.2616578447340608
SimData1194	0	0	0	0	0.1204092229641826	0.2987351008453846	0.38597456524800394	0.19488111094242885
SimData1195	0	0	0	0	0.12308259959799904	0.27731634868175564	0.40438373898797314	0.19521731273227225
SimData1196	0	0	0.01060344376040814	0	0.1254699801147381	0.27892259586313073	0.3748021619105939	0.2102018183511291
SimData1197	0	0	0	0	0.11757633100842677	0.3054099217866473	0.3664763301195192	0.2105374170854069
SimData1198	0	0	0	0	0.1602237982316993	0.27212322451424015	0.41127163461860305	0.1563813426354576
SimData1199	0	0	0	0	0.13639820664297136	0.2842730192058935	0.36289944025876025	0.21642933389237493
SimData12	0	0	0	0	0.1575486236361394	0.42857761266977934	0.18160092494989905	0.23227283874418236
SimData120	0	0	0	0	0.12039616927069424	0.29653989154643684	0.32195086548316193	0.26111307369970704
SimData1200	0	0	0.0027643263910674	0	0.1222810507671496	0.27354549266125827	0.3731524128361922	0.22825671734433248
SimData1201	0	0	0	0	0.13079569995735874	0.27305227493804446	0.38310620933568335	0.2130458157689135
SimData1202	0	0	0.00284113562134992	0	0.12287427449216838	0.2779759526132251	0.3819466041264265	0.21436203314683003
SimData1203	0	0	0	0	0.13440042927307225	0.27122042129310087	0.37258047547518475	0.2217986739586422
SimData1204	0	0	9.89226267188e-5	0	0.1637402381678023	0.270377373803954	0.3518387381162546	0.2139447272852703
SimData1205	0.00990374454392342	0	0	0	0.1580142268372586	0.25383282698773835	0.34256567157426604	0.2356835300568136
SimData1206	0.05212747211094228	0	0.01535550406308771	0	0.18239492618788763	0.22068291567909096	0.30040170388441484	0.22903747807457672
SimData1207	0.6432247458229102	0.00536964683885508	0.2579527032337771	0	0	0	0.04023213222319866	0.05322077188125902
SimData1208	0	0	0	0	0.07214004214975714	0.23664614210375637	0.37314255148666703	0.3180712642598194
SimData1209	0	4.372398041786e-5	0.00223580344535277	0	0.08096173109589205	0.21731241726048556	0.34598842958323295	0.3534578946346188
SimData121	0	0	9.0602891074735e-4	0	0.13332223882248467	0.2762744075849201	0.33996636411040015	0.2495309605714477
SimData1210	0	0	2.0691802754258e-4	0	0.08514676933148373	0.22295675401484463	0.3671542222612001	0.324535336364929
SimData1211	0	0	5.826164182125e-4	0	0.09258415513250606	0.22383542180523883	0.3193187949591794	0.3636790116848633
