Samples	CBSX__CCLE_TIL10__Cancer.cells	CBSX__CCLE_TIL10__B.cells	CBSX__CCLE_TIL10__Macrophages.M1	CBSX__CCLE_TIL10__Macrophages.M2	CBSX__CCLE_TIL10__Monocytes	CBSX__CCLE_TIL10__Neutrophils	CBSX__CCLE_TIL10__NK.cells	CBSX__CCLE_TIL10__T.cells.CD4	CBSX__CCLE_TIL10__T.cells.CD8	CBSX__CCLE_TIL10__Tregs	CBSX__CCLE_TIL10__Dendritic.cells
TCGA-B6-A0I1-01A	0.7625068278138851	0	0.03256353904282163	0.04118553488173107	0	0.01759718208306182	0.01909903814667761	0.10067741745151042	0.02637046058031238	0	0
TCGA-E9-A5FK-01A	0.2656547359737787	0.06811951042984814	0.01560140584705263	0.26646370780075695	0.01870699829743442	0	0.01439752395958674	0.15972973894861547	0.13438522294901606	0.04316491301806952	0.01377624277584127
TCGA-LL-A441-01A	0.3778421488447735	0.24986527605897985	0.02630760182386722	0.07580654980791685	0.07217749427994746	0.00123834904887029	0	0.1618563321430719	0.03490624799257308	0	0
TCGA-E9-A226-01A	0.751920100929549	0.00392540694182113	0.0600283332142752	0.04851331576374527	0	0.00403756474655543	0.00288970276389686	0	0	0.07417283136282656	0.05451274427733056
TCGA-C8-A12Z-01A	0.781446332630332	0	0.05957124891856787	0.05907470340229772	0	0.01274679504022743	0	0.08716092000857507	0	0	0
TCGA-PE-A5DE-01A	0.40886723739494424	0.02461280453141328	0.0832593714486432	0.18873457980571348	0	0.00773555014694329	0	0.07003154564105085	0.17225821697335736	0	0.04450069405793432
TCGA-A2-A3XV-01A	0.6714069976566145	0.03112723443343184	0.01924518225135918	0.03637957312157546	0.07560585370845185	0	0.05397692366851523	0	0.03245281531959877	0.0777449291243023	0.00206049071615101
TCGA-E2-A1IK-01A	0.44164328292942034	0.01700037855248811	0.02272964071606068	0.31129859082734557	0	0.0045573198060604	0	0.16343428316582248	9.720976020195e-5	0	0.0392392942426005
TCGA-BH-A0HQ-01A	0.5818605662450084	0	0.1357163659724688	0.16003949847059512	0	0	0	0.095575329812384	0.0014329971895536	0	0.02537524230998998
TCGA-E9-A249-01A	0.7411985517154114	0.01056084192271829	0.05617169976145948	0.04728525076869046	0	0.00702026447810369	8.706705118287e-5	0.123433747723089	0.01424257657934488	0	0
TCGA-BH-A0C7-01B	0.8607685106431929	6.0367672266636e-4	0.03891533976878449	0.077271011532205	0	0	0	0.01325393353550589	0.00918752779764523	0	0
TCGA-EW-A1P6-01A	0.706691565961777	3.9938380557873e-4	0.04579242577674227	0.13983462083907375	0	0	0	0.0811047035403362	0.00411126276201011	0	0.02206603731448206
TCGA-AR-A24K-01A	0.761876827271003	4.1469885671119e-4	0.02652618383377955	0.04265988846641385	0	0.00134875937376702	0	0.12691087824042654	0.00234574359237236	0	0.03791702036552658
TCGA-E2-A1BD-01A	0.7548224340189759	0.00570869596602767	0.00613750997138573	0.12983075575582562	0.08054417281716693	0	0	0	0.02295643147061812	0	0
TCGA-D8-A1JS-01A	0.5424634093911264	0.01920367035966257	0.05583103137026624	0.16636582906301245	0	0.02384811223579367	0.0258563442703713	0.05157513458808596	0.0213848341862812	0.01242258230176849	0.08104905223363193
TCGA-D8-A1Y1-01A	0.6916717253558505	6.5433554046333e-4	0.07632609452107765	0.13657823864299007	0	0.00363788793179175	0	0.08647693301842269	0.00465478498940403	0	0
TCGA-E2-A2P6-01A	0.6937376811121363	6.7086767541972e-4	0.02272611747244137	0.16151249862687211	0	9.859843848492e-4	0.01268024633834494	0.10768660438993646	0	0	0
TCGA-A8-A09D-01A	0.7122713248775344	0	0.10146310381315651	0.10157388334175577	0.05660799650752686	0	0.01925602606462196	0.00882766539540455	0	0	0
TCGA-E2-A56Z-01A	0.8412302703720235	0.00971162871255482	0.01598185005726787	0.04826807582116537	2.0663930124337e-4	0.01041642974069337	0.02548465843413745	0.04870044756091403	0	0	0
TCGA-C8-A12Y-01A	0.6801080789927338	0.02041755711257044	0.0663646906443718	0.05740354401160944	0	0.01594534119633828	0.00361917876323248	0.1336613408706527	0.02248026840849098	0	0
TCGA-A8-A09I-01A	0.8249083692113458	0	0.0491230445362525	0.08496531172261645	0	0.01549689887499852	0	0	0.019164840549825	0	0.0063415351049619
TCGA-GM-A2DA-01A	0.5434649961928565	0	0.09963727225708092	0.10021564669158492	0.09250525537449768	0	0	0.09494626937425615	0.06074676351691705	0.00848379659280671	0
TCGA-BH-A1FJ-11B	0.0918468317632758	9.5529440291948e-4	0.07282200814076921	0.3562035543336672	0.25354955035250143	0.00719272470695079	0.00370429617888005	0.21372574012103607	0	0	0
TCGA-C8-A3M8-01A	0.8520162971957408	0	0.05297843904656631	0.03194301541918104	0.04722523068064739	0	0.0158370176578645	0	0	0	0
TCGA-A2-A0SY-01A	0.49314693314399943	0.04752748598111028	0.1050187825522708	0.2685199857793061	0	0	0	0.07509127488948139	0.01069553765383206	0	0
TCGA-D8-A1JK-01A	0.6954327706330862	0.00907109758391965	0.17939738901503618	0.05865594584707054	1.4824567754361e-4	0	0.00588493378113253	0	0	0.05140961746221129	0
TCGA-E2-A15L-01A	0.743420099664951	0	0.15972067406561857	0.05303944952913198	0	0	0	0.04381977674029849	0	0	0
TCGA-C8-A8HR-01A	0.5868029838273751	0.00555237675244753	0.05549891322344667	0.22497321777999407	0	0.00556320818535076	0	0.09630971984293069	0.00681304996159633	0	0.01848653042685872
TCGA-OL-A5RZ-01A	0.8216144268455079	0.01473609484755063	0.02599090372859305	0.08772869254105156	0	0	0.00604821383307344	0	0.01541431150607504	0	0.02846735669814856
TCGA-A2-A04R-01A	0.8601774326819763	0.00132695189230056	0.02481541336228926	0.02356831223337237	0.0377977466267749	0	0.00415882099146523	0.04815532221182153	0	0	0
TCGA-A2-A0EM-01A	0.6064662677293148	4.1163254268506e-4	0.12528563935509163	0.15598123469750694	0	0.00137692213320696	0	0.08172375003896681	0	0	0.02875455350322782
TCGA-E2-A15J-01A	0.6333710387388656	0.01315975365745595	0.110268115802946	0.08619031635626448	0	0	0.00677042973832177	0.0652747700066065	0.01116756300997278	0	0.07379801268956704
TCGA-E9-A1N8-01A	0.9203959987706252	0	0.01997477323161162	0.01513087386952251	0	0	0.00267243376719813	0	0.00539333531668999	0.0088538737240798	0.02757871132027265
TCGA-AO-A0J2-01A	0.9174589702765454	0	0.04375911744100115	0.00589793197081463	0.02366471286647752	0.00921926744516142	0	0	0	0	0
TCGA-E2-A1LH-11A	0.20367012577701848	5.9651634679e-4	0.02775882446659899	0.2862843721875124	0.2558058953980179	0	0	0.11970320564932405	0.10618106017473825	0	0
TCGA-A7-A26J-01B	0.34663972895019496	0	0.04953173339472323	0.2872858315995324	0	0	0	0.20894172319396445	0.0101261564518327	0.02502129009922904	0.0724535363105231
TCGA-E9-A1NG-11A	0.08760971071216836	0	0.0191416969067658	0.5247464364648827	0.2554612170681856	0	0.00438372708340039	0.10113358930338232	0.00752362246121467	0	0
TCGA-OL-A5S0-01A	0.7402050607120947	0	0.10632443068438262	0.07691732271128922	0	0	0.00646290614018836	0.03879375374662557	0	0	0.03129652600541957
TCGA-OL-A5D6-01A	0.44823092548848287	0.0096615517388159	0.08971998352225663	0.3509387549098417	0.01812503492273389	0	0	0.05469872792588362	0.01430143455352551	0.01432358693845994	0
TCGA-BH-A18U-01A	0.8868107622388512	0.00547737939398876	0.03617432928542147	0.02387111289684101	0.03148733916943728	0	0	0	0	0	0.01617907701546023
TCGA-B6-A0IQ-01A	0.9326079424166673	0	0.01477825878374918	5.7254865812705e-4	0.01385615574034461	0.00107929731972529	0.0068974661271236	0.03020833095426285	0	0	0
TCGA-E2-A1LB-01A	0.7436848783977024	0.00401413385167565	0.0476787842241091	0.13090960986254008	0.03598326705454363	0	0	0.00494104186093502	0.00878889431498352	0.0239993904335107	0
TCGA-BH-A0EA-01A	0.24259952825222791	8.790723894147e-4	0.0572161084589782	0.38823051964370664	0.1740210788625167	0.00499729247621833	0.01483643399872627	0.07593803712502507	0.04128192879318626	0	0
TCGA-BH-A0DX-01A	0.45984021384314994	0.00676765776065726	0.08161816372824679	0.1443634697925585	0.18092222853621787	0.00180894058907109	0.00180370402866253	0.10610520932447562	0.01677041239696035	0	0
TCGA-A1-A0SH-01A	0.4589529243460578	0.00200507248098458	0.12966281496412696	0.29068832666955513	0	0.00521200128891989	0	0.01771158489362255	0.0072716577437516	0.00429417894804818	0.08420143866493328
TCGA-A8-A09K-01A	0.7125744730856187	0.00305561932095511	0.02443924682891521	0.08505791402734235	0	0.00718978389879349	0	0.11898843038509502	0.04869453245328021	0	0
TCGA-BH-A0B5-01A	0.8091411980685523	0	0.07082566290042983	0.08150982628053616	0.00550623103216922	0	0	0.01644816849082914	0	0.0165689132274833	0
TCGA-AR-A1AU-01A	0.6897037360230814	0.00244119796428435	0.0772168566603773	0.12034800974207878	0.09430922524062024	0	0	0	0.01598097436955781	0	0
TCGA-B6-A0RH-01A	0.6430677510156365	0.02413765367944641	0.0511524561146017	0.03185229962683828	0.04148783002595659	0.01622935617065777	0.01683636686360479	0.15180845537809054	0.02342783112516741	0	0
TCGA-D8-A27K-01A	0.42344747523373266	0.00328006920311898	0.2109988017763804	0.21764168561812788	0	0	0	0.1143004428656942	0.01719891273484905	0	0.01313261256809702
TCGA-E2-A15K-11A	0.16399053262027	3.8839197365092e-4	0	0.41246008807120466	0.24852420193284572	0	0.01127866405082463	0.11204860096292822	0.05130952038827574	0	0
TCGA-LL-A73Y-01A	0.6418208178004755	0	0.09596074157908473	0.14157668466206164	0	0	0	0.0246987547498072	0.04732964512158513	0	0.04861335608698569
TCGA-A2-A0CS-01A	0.5836508992478109	0.01623422247898168	0.09609613674346028	0.22821988613668381	0	0.01620913430837562	0.01138529117257896	0.04820442991210881	0	0	0
TCGA-A2-A4S3-01A	0.9138373007685011	0	0.02901333279147297	0.03427904326077574	0	0	0	0	0.00474171613813472	0.01812860704111552	0
TCGA-AR-A1AW-01A	0.31113131407846706	0.151967532356594	0.10998758915188243	0.19410902569299124	0	0	0	0.08230926245860257	0.04701506546946894	0.10348021079199392	0
TCGA-A2-A0YJ-01A	0.8926141837225255	0	0.05087468567325205	0.00390337663902119	0	0.00114401609576104	0.01882309448550046	0	0	0	0.03264064338393956
TCGA-LL-A73Z-01A	0.6205492843263706	0.00354895156565517	0.01633949082727041	0.23855964926646253	0.04826333319212495	0	0	0.05664387304638089	0.01344690839387315	0.00264850938186226	0
TCGA-S3-A6ZG-01A	0.7698515939955645	0.00180653462469846	0.03535445576810652	0.08330334244017802	0	0.00405075403431215	0	0.09147479982158924	0.01415851931555114	0	0
TCGA-E2-A1L8-01A	0.5381194288408497	0.00292961531524915	0.08681649386053579	0.18671071662915636	0.11895629736222112	0	0	0	0.02229204248754724	0.04417540550444077	0
TCGA-D8-A1XQ-01A	0.6056966461318273	0.01147914504324844	0.1386138491145926	0.0790229604457656	0	0.00537590592446538	0.00583422035821187	0	0	0.06399304603308362	0.08998422694880519
TCGA-E2-A1IH-01A	0.368195124291516	0	0.08166787436313405	0.2832870040747513	0.07547370650787481	0	0	0.13516796822787058	0.0351568025774168	0.02105151995743631	0
TCGA-A8-A06O-01A	0.7600735070298736	0.00490015345157278	0.02735708904467324	0.03338466386843603	0.08707397486425057	0.00302411691652172	0	0.08418649482467212	0	0	0
TCGA-A2-A1G1-01A	0.7758846315781733	0	0.20676273061246508	0	0	6.392860518032e-4	0	0	0.01671335175755833	0	0
TCGA-BH-A1F8-01A	0.8205922539314497	0.02327789263094167	0.04612238524181435	0.040940052479593723	0	0.01838705224355439	0	0	0	0	0.05068036347264618
TCGA-E9-A24A-01A	0.40462385428911535	0.00110703736839855	0.1209375749965616	0.40328627064337264	0	0.00256942946905999	0	0	0.00538688108223892	0	0.06208895215125294
TCGA-E9-A1NE-01A	0.5438576056492279	0.00917552401103345	0.05534894610967141	0.1634134268838155	9.2891555255187e-4	0	0	0.08449555857495972	0.10381668306832877	0.03896334015041134	0
TCGA-BH-A1EO-01A	0.5412942858140759	0	0.15274161167600458	0.22732883573131807	0.00858559824563298	0	0	0.06097215503462854	0.00210188732369052	0.00697562617464931	0
TCGA-A8-A08R-01A	0.8206430617810309	0.00905122073558047	0.07887003847683287	0.02569655407211194	0	0.00520961361151854	0.0179238589599414	0	0	0	0.04260565236298383
TCGA-E2-A153-01A	0.3157621580899752	0.00907272123066396	0.15895225752553838	0.2169474956555341	0	0.005738165823291	0	0.2447397074378166	0.00755704628343973	0	0.04123044795374087
TCGA-C8-A1HG-01A	0.7703305062996652	0.00316594332741657	0.04362464337071828	0.08691325075625798	0	0.00119609914989222	0	0.0388629588009989	0.03091492827953546	0.02499167001551559	0
TCGA-A7-A13D-01A.1	0.8045951321533752	0.00650582640846455	0.1387977188994114	0.01720504658763991	0	0.00716420583671788	0.01713381208415896	0	0.00859825803023216	0	0
TCGA-BH-A0DT-01A	0.4435947039419146	0.00577000486001835	0.1625438354552518	0.21175115724346452	0	0	0	0.12700795588225336	0.01737593517137944	0.03195640744571812	0
TCGA-A2-A3XY-01A	0.6647335421558568	0	0.14352772312591294	0.02368867116599926	0.07165047635123971	0	0	0.08205897840233407	0.01434060879865733	0	0
TCGA-BH-A0DV-01A	0.29963873578199746	0.00113094571196823	0.26884392939047724	0.288327288114427	0.0623857016368403	0.00152035816879623	0	0.07815304119549359	0	0	0
TCGA-A2-A0CQ-01A	0.5512320717643722	0	0.03842330936756778	0.18184368354872985	0	0.00322678856212493	0	0.18492911231989395	0	0	0.04034503443731126
TCGA-AO-A12D-01A	0.5171758726377844	0.00201077640284212	0.22312712536600113	0.12349223218018889	0	0	0.00459142617838456	0	0	0.12192232307604564	0.00768024415875313
TCGA-EW-A1PG-01A	0.3384826285029266	0.01418975993527583	0.38912596416552386	0.06887132442763967	0	0	0.00346761147664335	0.09923995675110316	0.02356276934333091	0	0.0630599853975566
TCGA-B6-A0RP-01A	0.28782682757027117	0	0.22540016847482783	0.24955258049213405	0	0	0	0.2079920513132693	0.02832805821901011	0	9.0031393048771e-4
TCGA-C8-A3M7-01A	0.6798371785690288	0	0.06468204571601742	0.24309697920023488	0.0089359633483158	0	0	0.00344783316640314	0	0	0
TCGA-A2-A0CT-01A	0.7904448315796236	0	0.00700469742482863	0.16305657472866397	0	0	0	0	0	0	0.03949389626688376
TCGA-A2-A0SW-01A	0.7080360362320176	0.01445183565318784	0.07604224060701487	0.02084839486050603	0.12659713625557026	0.00434521734573907	0	0	0.04967913904596443	0	0
TCGA-E2-A14V-01A	0.9469600665490242	0	0.01518586147980606	0.03162469172902999	0	0	0	0	0.00622938024213997	0	0
TCGA-AQ-A04J-01A	0.6598788846098403	0.04664225712056272	0.0487959339634816	0.11712984155077932	0.00455004043146411	0	0	0.09980344787390952	0.0231995944499623	0	0
TCGA-A2-A0EU-01A	0.7306289657446614	0	0.08315503304962507	0.1523040931907844	0	0	0	0.03092986246911343	0.00298204554581575	0	0
TCGA-S3-AA17-01A	0.5282719330543167	0.02826377863868854	0.06214174779920917	0.19024897365342391	0	2.1157119301243e-4	0	0.0500777024411303	0.03339771854333257	0.09628031078729568	0.01110626388959089
TCGA-A2-A0SX-01A	0.6118746795265166	0.01052541284616672	0.09102211632339556	0.13700731636970523	0.03750148079314273	0	0	0.03554791973605192	0.01790865103681817	0.05861242336820305	0
TCGA-A7-A56D-01A	0.6761166802080872	0.01307374317018419	0.0246951452828388	0.14275526419298012	0	0.01082476375725997	0.01908538805009075	0.0396451813444902	0.00540156100093969	0.00972971525458722	0.05867255773854183
TCGA-E2-A158-01A	0.8422330569095123	0	0.0275097442722671	0.04153078550981444	0	0.00476441312546214	4.7160700622306e-4	0.01004014738373209	0.00635679367731552	0.01224406802328887	0.05484938409238456
TCGA-BH-A1FG-01A	0.5765406548769405	0.01342197783888152	0.04519007992136006	0.2082218026247206	0	0.01092628126512322	0	0	0	0.05519092893701896	0.0905082745359552
TCGA-E2-A15R-01A	0.8214424496069644	0	0.04044643720847303	0.06949248977224178	0	0	0.00379600509209511	0.06180191422168586	0.0030207040985396	0	0
TCGA-BH-A0E6-01A	0.7838123907941854	0.02412642589774412	0.01829317277279125	0.00977671659224375	0.10870935442815605	0.00595603003905791	0.02912865940943168	0	0.02019725006638991	0	0
TCGA-E9-A1RH-11A	0.07065028359548163	0	0	0.4396199536160638	0.45108923988937166	0	0.00883410576893477	0.0230480780315962	0.0067583390985517	0	0
TCGA-AO-A03L-01A	0.8831397554582182	0.00521743919861137	0.06666307106213555	0.03932552223147956	0	0.00565421204955523	0	0	0	0	0
TCGA-C8-A1HI-01A	0.5881089671352748	0.0079392914592531	0.02550729342921181	0.18992563270650104	0	0.01104535587866196	0	0.14044468298391508	0.01732273745747111	0	0.01970603894971107
TCGA-A7-A3IZ-01A	0.7582631005954727	0	0.0033302967160545	0.12250141011190148	0	0	0	0.05375351877949738	0	0	0.06215167379707379
TCGA-BH-A18I-01A	0.49176253618924	0.00648601895675896	0.11617822136734428	0.2336522987807982	0	0.00611891508529559	0	0.1259332042042395	0.01986880541632354	0	0
TCGA-C8-A12K-01A	0.6880872130731224	0.02081975737467155	0.1520535660604682	0.0724847478686209	0.018177299842306	0.01176797239129729	0.00481369295925331	0	0.00404122872716722	0.0277545217030932	0
TCGA-BH-A0H7-11A	0.37700350488193896	0	0	0.2585301422756338	0.24868507577846197	0	0	0.10276067044011676	0.01302060662384852	0	0
TCGA-C8-A27A-01A	0.9553157087979155	0	0.00267372985435642	0.02817854347846032	0	0	0	0	0	0	0.01383201786926768
TCGA-EW-A1PD-01A	0.8035195141475683	1.1639198092865e-4	0.05019390704698759	0.04230388435239923	0.08270482344558108	0.00251982892382068	0.01864165010271436	0	0	0	0
TCGA-AR-A0TR-01A	0.6020723757536052	0.02706214792314721	0.01136612613607203	0.14619514960422889	0	0.00507343531614895	0	0.17613110862862888	0	0	0.03209965663816889
TCGA-BH-A0HL-01A	0.8956093929510516	0	0	0.02737559214646166	0	0	0.00449986498998906	0.05152334541059462	0	0	0.02099180450190309
TCGA-BH-A0H9-11A	0.07292531098095027	6.200335464964e-4	0.01901208364774269	0.16901078344961518	0.6701690489406364	0	0.00529125341840039	0.04590948618230954	0.01706199983384913	0	0
TCGA-OL-A66P-01A	0.4464252487229371	0.03732054983792781	0.05917836098431561	0.2170521131979464	0.01396034074186573	0.0046417513037893	0.02144928090229388	0	0.09525029083100885	0.09831188253058398	0.00641018094733148
TCGA-BH-A18L-01A	0.8426919681903863	0.0113368352218536	0.02523305497279871	0.04938294983597228	0	0.01150953613439662	0	0.05984565564459284	0	0	0
TCGA-BH-A208-01A	0.5379626080370417	0	0.10209682605481687	0.21655351848280596	0.06452651814076998	0	0	0.02648726092565323	0.00887166484846262	0.01068835188498251	0.03281325162546709
TCGA-B6-A0WS-01A	0.5985337015967322	0.0031327308514112	0.07615806035689435	0.15242548729497882	0.00642970268137786	0	0	0.11006887208985368	0.01757287361954598	0.03567857150920591	0
TCGA-AO-A03N-01B	0.8049268074564526	0	0	0.0821392402733611	0.0498959254136127	0	0.01033898247697895	0.05264529434583626	0	0	5.375003375834e-5
TCGA-BH-A1FC-11A	0.0994940607114076	0.01094032601167497	0.18592551153568448	0.3526377060399023	0.20644942888539453	0.00335952686521592	0.01519764134784501	0.08848939032355436	0.01420616945096606	0.02330023882835469	0
TCGA-E9-A2JT-01A	0.15112503488616974	0.32276347572096875	0.01171860986764542	0.13597549978543402	0.03824845680434898	6.2213811459651e-4	0	0.23127081447439451	0.07146028585189705	0.03681568449454503	0
TCGA-A2-A0T6-01A	0.21383139552849703	0.01384333571161433	0.26212201675288993	0.3300535848471925	0	0	0	0.12430405925591462	0.04101018274706135	0.01483542515683021	0
TCGA-AO-A0J9-01A	0.5432838625457527	0	0	0.3359115509811368	0.08053436754707115	0	0	0.00909227549577551	0.01621386868923056	0.01496407474103323	0
TCGA-C8-A26Y-01A	0.8384980431903768	0	0.05773471339875955	0.02901530543621776	0.01029617427559908	0.01557973384034321	0.02208391853996282	0	0.02679211131874096	0	0
TCGA-A1-A0SQ-01A	0.7301187882650478	0	0.00428539268083797	0.1859071710495347	0	0	0	0.07223686310122478	0	0	0.00745178490335466
TCGA-E9-A1NF-11A	0.04400024291610979	0	0	0.6474268919161764	0.250916111059474	0	0.01473654939049565	0.0429202047177441	0	0	0
TCGA-BH-A18J-11A	0.21740383313160436	0	0.07799249613593302	0.4288479626419261	0.05695299196772576	0	0	0.1497950022981701	0.02146462193806092	0	0.04754309188657981
TCGA-A7-A13E-01A.1	0.8278640629653923	0	0.05328014420731995	0.00807776335222609	0	0.00105148679699961	0	0	0.04223387471080371	0	0.06749266796725822
TCGA-AC-A3TM-01A	0.6909242287056228	0.00957446086447657	0.02124700058346876	0.09272634100728457	0.01412263848841244	0.00954673795024835	0.00310280882790303	0.1331762163485977	0.02557956722398573	0	0
TCGA-A2-A0YI-01A	0.18879031159474527	0.00491864946928584	0.08130279076407661	0.46246801211732913	0	0.00185579911816797	0	0.16529029426867717	0.0449425447922427	0	0.05043159787547526
TCGA-A2-A25A-01A	0.540672044022769	0	0.14307641992061126	0.20684044119951833	0	0	0	0.07226853207879955	0.02194790924156015	0	0.01519465353674168
TCGA-AC-A23C-01A	0.6040542902951643	0	0.10443869503702216	0.16150160709928066	0.06278385210780187	0	0	0.04332331195383475	0.02389824350689634	0	0
TCGA-XX-A899-01A	0.39178426757884927	0.0523810665897568	0.05310713938659865	0.2893702792508836	0.03505190494404724	0.0057638863412187	0	0.15196452647256717	0.02057692943607864	0	0
TCGA-BH-A209-01A	0.620699282114954	0.01572398492730201	0.08400812020442523	0.06875158130441508	0.07222337227688302	0.00243171185467713	0	0.09010011795099104	0.04606182936635247	0	0
TCGA-BH-A0C3-01A	0.5917259345259416	0	0.07522856141983766	0.1778377946209527	0	0	0	0.15469242212862722	5.1528730464073e-4	0	0
TCGA-E2-A155-01A	0.8720022655485914	0.00640106074346929	0.02792409846077853	0.02680866358083906	0	9.7475404102485e-4	0.017065104829288	0	0	0	0.04882405279600899
TCGA-BH-A0HP-01A	0.6068565706616804	0	0.1013327252441842	0.2227702181263316	0	0	0	0.05922961350774826	0	0	0.00981087246005543
TCGA-AC-A2QI-01A	0.27539496207113545	0.01174597758977586	0.1632648691545504	0.2575146849336812	0	0.004717350210743	0	0.17274706701124432	0.02570365322726214	0	0.08891143580160764
TCGA-BH-A1FB-11A	0.15598819889470134	0.0022682279404514	0.0254523838389648	0.36495276879188326	0.27298427641921336	0.00110323594796342	0	0.07929415820906345	0.0795696345485231	0.01838711540923573	0
TCGA-E9-A1R4-01A	0.6338719226863005	0.01389746277083479	0.1461788145943502	0.17730893573304718	0	0	0	0	0.02874286421546736	0	0
TCGA-D8-A1XO-01A	0.4420232752921884	0.0046188413721576	0.13235830225806838	0.2401642667913911	0	0.00678318753470094	0	0.06383548955665032	0.01916456741194601	0	0.0910520697828972
TCGA-A2-A0D4-01A	0.7918449951407952	0.00966666811677244	0.01217960508919096	0.01766530515547131	0.07021047545642763	0.0109811513642598	0	0.08745179967708264	0	0	0
TCGA-A2-A0CK-01A	0.5988013318499588	0	0.0527347780914555	0.14078918283588296	0.02473384571025679	0	0	0.16973275004552124	0.01320811146692484	0	0
TCGA-BH-A0BW-11A	0.1905189121805566	0.18993482552997287	0.05484190142994606	0.2439575512992118	0.08411217284002498	0	0	0.1430126652825104	0.03739295113081426	0.05622902030696304	0
TCGA-B6-A409-01A	0.7958758076703221	0.00993462888271658	0.07122780200360805	0.06774082288205237	0	0.02001637053753172	0.01022313350609975	0	0.02498143451766965	0	0
TCGA-E2-A1L9-01A	0.5294852665857821	0.00471750471730351	0.1599902908635584	0.13650813840461049	0.04562781842447821	0	0	0.11091594614855162	0.01275503485571573	0	0
TCGA-BH-A1F2-01A	0.7043460794759254	0	0.02921060755682641	0.07320239275153682	0.18549476257757275	0.00275733154491276	0	0	0.00498882609322589	0	0
TCGA-AC-A3W7-01A	0.6355029862676735	0	0.1262319109215771	0.09614926526495596	0	0	0	0.1343124909216473	0	0	0.00780334662414596
TCGA-AN-A04C-01A	0.8970119525313408	0	0	0.08505601289243254	0.01255406266835974	0	0	0.00148721218540041	0.00100312742523985	0.0028876322972266	0
TCGA-A2-A25C-01A	0.8207122886902107	0	0.04917679141673782	0.07992387258698434	0	0	0	0.05018704730606721	0	0	0
TCGA-A2-A04Y-01A	0.6593104042309841	0	0.05637661019541568	0.1772204991685672	0.03781179047267135	0	0	0.04809177910013794	0.02029263571393356	8.9628111829009e-4	0
TCGA-A2-A0YL-01A	0.608285320360663	0	0.10775728293950472	0.15246183096198412	0	0	0	0.04583058623171316	0.01778989653442947	0	0.06787508297170562
TCGA-AQ-A1H2-01A	0.4790807655366832	0.02204115955055178	0.04976046598995767	0.2870239105690745	0	0.01088231492581054	0.00869554364700753	0	0.03453445772027285	0.0488872541521281	0.05909412790851387
TCGA-A2-A04V-01A	0.7268419498666248	0	0.07704093182291603	0.09607714395875042	0.0329938258539824	0	0	0.05322653598155776	0.01381961251616854	0	0
TCGA-PL-A8LV-01A	0.861012734993591	0.01541639175522146	0.02321219204154129	0.05199239766140677	0	0	0.00143728206821529	0.02037758915207091	0.0091175912095661	0.01743382111838717	0
TCGA-BH-A0AV-01A	0.7349415267371594	0	0.19546331786446833	0.01409651433254053	0	0	0	0	0	0.0270391930387359	0.02845944802709605
TCGA-E9-A22D-01A	0.5548964663406265	0.00331896861676848	0.08688547910811716	0.14428243131191498	0	0.00448560796187432	0	0.05418620613504858	0.15194484052565002	0	0
TCGA-D8-A1JH-01A	0.3480474366488981	0.0014124932298306	0.12780714904045595	0.4231131535135581	0	0.00421852065250446	0	0.06817297539388373	0.01732956848414537	0.00989870303672378	0
TCGA-AO-A12C-01A	0.4311573483676277	0.00776448899428554	0.13101090442055222	0.21402933798530663	0	0.00736205872903696	0	0.13265239880152815	0.00809655105031692	0	0.06792691165134596
TCGA-OL-A5D8-01A	0.6993006596656942	0.00721037691807258	0.08946571325134778	0.06347317304175637	0.0623395154720857	0.00347120632990879	0.01884402373140213	0.05589533158973255	0	0	0
TCGA-E9-A1RC-11A	0.06943449519758502	0	0	0.23861953310701567	0.4626258689720603	0	0.00347152466827333	0.11872295676999492	0	0	0.1071256212850706
TCGA-D8-A1JL-01A	0.6373787025628807	0.00141454870322557	0.14823464746944498	0.09671611990275662	0	0	0	0	0.02913751989381798	0	0.08711846146787423
TCGA-A8-A09E-01A	0.8833534042754243	0.00800006383450214	0.01932543154941846	0.07389530475617324	0	0.00677641539633213	0	0	0.00864938018814978	0	0
TCGA-E9-A5FL-01A	0.6640409575345796	0.02139390778108809	0.00934444957704573	0	0.2794656553471055	0.00736030697427487	0	0	0.01839472278590631	0	0
TCGA-A2-A3XX-01A	0.867856121723663	0	0.03307128293760216	0.02782890026273222	0	0.003386212411608	0.0178921762972289	0.04996530636716578	0	0	0
TCGA-BH-A1FH-11B	0.19734271699442263	0	0.03733395990872965	0.48240960856222015	0.11899445586582076	0.02915522840036214	0	0.1148034653054016	0.01996056496304299	0	0
TCGA-A2-A1G6-01A	0.16816288567764193	0.00141901513355079	0.02166567510444004	0.4252779976701011	0.1854583573769866	0	0.00431489800216801	0.15894436984573218	0.03345652416208277	0	0.00130027702729657
TCGA-AN-A0FN-01A	0.3084822401342145	0.02021782483569974	0.1173976900440421	0.22462037670773333	0.07199749705466583	0	0	0.21984296581288135	0.02704666539472487	0.01039474001603819	0
TCGA-A8-A07U-01A	0.6162490740417343	0.00431884777922403	0.10540313901790596	0.15407680866042636	0.04826405770194576	0	4.8987270496349e-4	0	0.01921227419925902	0.05198592589454108	0
TCGA-BH-A0EI-01A	0.7045110337730418	0	0.09029185384125003	0.15623846417521395	0	0	0	0.00721948122360522	0	0	0.04173916698688888
