Samples	CBSX__Fig2ab-NSCLC_PBMCs_scRNAseq_sigmatrix__T_cells_CD8	CBSX__Fig2ab-NSCLC_PBMCs_scRNAseq_sigmatrix__Monocytes	CBSX__Fig2ab-NSCLC_PBMCs_scRNAseq_sigmatrix__T_cells_CD4	CBSX__Fig2ab-NSCLC_PBMCs_scRNAseq_sigmatrix__NKT_cells	CBSX__Fig2ab-NSCLC_PBMCs_scRNAseq_sigmatrix__B_cells	CBSX__Fig2ab-NSCLC_PBMCs_scRNAseq_sigmatrix__NK_cells
5085	0	0.8903113752196525	0.09827195605170971	0	0	0.01141666872863776
5087	0	0.9312993878034788	0.06355143378780578	0	0	0.00514917840871548
5088	0	0.8883863197222619	0.09850888798106926	0	0	0.01310479229666887
5091	0	0.9476174745317978	0.04357272456154417	0.00566417245498389	0	0.00314562845167412
5092	0	0.9294572236804928	0.06414009011904985	0	0	0.00640268620045723
5093	0	0.8829943474254378	0.10557700752440503	0	0	0.01142864505015703
5094	0	0.9088861322101692	0.0734851871868385	0.00532743580607431	0	0.01230124479691795
5095	0.01537286230326356	0.7862592870763477	0.09665791196393496	0	0.06477295709674531	0.036936981559708613
5097	0.00780592654085424	0.8866347498690811	0.10366421572585575	0	0	0.00189510786420906
5098	0	0.9263333899845291	0.06890679503790337	0	0	0.00475981497756748
5103	0	0.9217590515934294	0.05482189711329577	0.01290745092084745	0	0.0105116003724272
5104	0	0.8471338214909254	0.1236590786468019	0.01756889970722868	0	0.01163820015504398
5105	0	0.9235486554846667	0.07038260814122858	0	0	0.00606873637410481
5108	0	0.9179419691322572	0.07448344877197974	0	0	0.00757458209576301
5115	0	0.910845459036902	0.07509615034588893	0	0	0.01405839061720915
5117	0	0.9179210360844188	0.07521974812331927	0	0	0.00685921579226193
5120	0	0.7595448894310332	0.12656483003612615	0.01920729139806754	0.05678759549388317	0.03789539364089013
5122	0	0.8548644270827828	0.13937848997910873	0	0	0.00575708293810851
5124	0	0.9213957993911924	0.07026225833075501	0	0	0.00834194227805251
5133	0	0.7816527998251507	0.12806137440048634	0.06508198507853774	0	0.02520384069582516
5137	0	0.8997520021288076	0.08338194296635497	0.00401518772700163	0	0.01285086717783596
5138	0.00484137250784825	0.8703612275340624	0.0379710161550017	0	0.07140980037799763	0.01541658342509008
5140	0	0.8889462580867179	0.0986345441937282	0.01149386718360607	0	9.253305359478e-4
5143	0	0.9323487504430809	0.06216515999187316	0	0	0.00548608956504624
5149	0	0.927323577910056	0.06261731124512443	0	0	0.0100591108448197
5152	0	0.932164248615443	0.06192307720912488	0.00591267417543203	0	0
5153	0	0.927106769855851	0.07011657499244785	0.00206595178171159	0	7.1070336998937e-4
5154	0	0.8784821143281022	0.10429267121526908	0	0	0.01722521445662861
5155	0.01352194480682423	0.9292714034949537	0.0338233735129366	0	0	0.02338327818528553
5158	0	0.9125535871779702	0.05137268413329725	0.00360730612087795	0	0.03246642256785462
5171	0	0.7615481329404934	0.11713391325812604	0	0.07656297685774319	0.04475497694363727
5172	0	0.9294762963452603	0.06436723885244809	0.0017064826120788	0	0.00444998219021282
5175	0	0.9118060553820952	0.07663798561385188	0	0	0.01155595900405299
5179	0	0.9250847043144484	0.06844937784739442	0	0	0.00646591783815719
5180	0	0.9301193812651656	0.05410477036507023	0.01577584836976419	0	0
5182	0	0.9089989937564854	0.08389814175514244	0	0	0.00710286448837221
5187	0	0.9234370577205548	0.0605548412768417	0.00888885510334885	0	0.00711924589925446
5188	0	0.9310561382733685	0.0428194674913405	0.01235243872238143	0	0.01377195551290968
5190	0	0.9260559919279534	0.06129989494336016	0.00406496873867703	0	0.00857914439000925
5191	0	0.9329506101879376	0.06191723280075453	0.00188986249662839	0	0.00324229451467948
5192	0	0.9417208278732345	0.04782464073062581	0	0	0.01045453139613955
5194	0	0.9348975528641654	0.06347374545739914	0	0	0.00162870167843533
5209	0	0.8772651972839282	0.09569687016339563	0.00498950031737041	0	0.02204843223530587
5210	0.01650592191957821	0.854772644423284	0.10229553445789503	0.01287626138885411	0	0.01354963781038871
5217	0	0.9058498552532792	0.083269946424784	0	0	0.01088019832193672
5220	0	0.9099006756827768	0.08596135784217729	0	0	0.00413796647504593
5222	0	0.9198095920337933	0.07232898866149726	0	0	0.00786141930470966
5224	0	0.8832558728102142	0.10716328886021582	0.0044510068891511	0	0.00512983144041889
5225	0	0.9271965388050989	0.06552128286195098	0.00196801673988364	0	0.00531416159306639
5226	0	0.9090463722480968	0.02497844355903971	0.052703272159389	0	0.01327191203347448
5233	0	0.9077712827256341	0.06612296474168412	0.01221382020466098	0	0.0138919323280208
5250	0	0.762570198169228	0.03502719025216179	0.09700412773446158	0.05174038155428379	0.05365810228986505
5251	0	0.9218055887845504	0.07126655373866286	0	0	0.00692785747678685
5252	0	0.9288641841886962	0.06482094665761942	0	0	0.00631486915368456
5260	0	0.8933657815599579	0.06671094998825752	0.02168417073162802	0	0.0182390977201565
5262	0	0.8732343341870324	0.08658961471622934	0.01908611097035592	0	0.02108994012638231
5267	0	0.924785939294131	0.06788607056237168	0	0	0.00732799014349742
5271	0	0.8572626515305684	0.1218438038029459	0	0	0.0208935446664857
5275	0	0.9222133358139547	0.07196055334089911	0	0	0.00582611084514615
