Gene Symbol	B cells	T cells CD8	T cells CD4	Macrophages	Dendritic cells	Mast cells	Myocytes	CAFs	Endothelial cells	Malignant cells
FKBP11	3084.73	1.00	1.00	34.83	1.00	1.00	1.00	1.00	167.81	43.85
FKBP15	1.00	1.00	1.00	71.85	1.00	1.00	1.00	1.00	1.00	1.00
FKBP8	131.61	1.00	1.00	34.59	1.00	1.00	1.00	29.30	1.00	1.00
FKBP9	1.00	1.00	1.00	1.00	1.00	1.00	1.00	153.12	253.98	209.78
FLAD1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	38.62	91.22
FLI1	1.00	1.00	1.00	40.90	1.00	1.00	1.00	1.00	82.83	1.00
FLJ21408	1.00	1.00	1.00	1.00	1.00	40.38	1.00	1.00	1.00	1.00
FLJ34208	1.00	1.00	1.00	103.44	1.00	1.00	1.00	1.00	1.00	1.00
FLJ40292	136.66	1.00	1.00	1.00	43.81	1.00	1.00	1.00	1.00	1.00
FLJ41200	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	87.52	1.00
FLJ43663	175.30	260.38	174.30	1.00	170.19	1.00	33.22	31.22	1.00	1.00
FLNC	1.00	1.00	1.00	1.00	1.00	1.00	465.12	1.00	1.00	1.00
FLT1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	145.97	1.00
FLT3	1.00	1.00	1.00	1.00	386.52	1.00	1.00	1.00	1.00	1.00
FLT4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	67.88	1.00
FMNL3	1.00	1.00	1.00	1.00	1.00	123.07	1.00	32.33	27.90	1.00
FMO2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	92.44	1.00	1.00
FMOD	1.00	1.00	1.00	1.00	1.00	1.00	1.00	227.33	1.00	1.00
FN1	1.00	1.00	1.00	1.00	1.00	1.00	2.38	1103.08	1.00	1.00
FNBP1	28.50	76.00	87.24	1.00	84.59	1.00	1.00	1.00	1.00	1.00
FNBP1L	1.00	1.00	1.00	1.00	72.37	1.00	1.00	1.00	94.13	1.00
FNDC3A	64.42	1.00	1.00	13.53	1.00	55.12	1.00	34.29	1.00	1.00
FOLR2	1.00	1.00	1.00	2113.96	1.00	1.00	1.00	1.00	1.00	1.00
FOSL1	1.00	1.00	1.00	1.00	1.00	119.50	1.00	1.00	216.63	176.77
FOXK2	39.58	1.00	1.00	23.78	1.00	1.00	1.00	1.00	1.00	1.00
FOXP3	1.00	1.00	100.43	1.00	1.00	1.00	1.00	1.00	1.00	1.00
FOXRED1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	103.20	1.00
FOXS1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	94.24	1.00	1.00
FPR1	1.00	1.00	1.00	544.21	1.00	1.00	1.00	1.00	1.00	1.00
FPR3	1.00	1.00	1.00	185.26	1.00	1.00	1.00	1.00	1.00	1.00
FRG1	47.92	1.00	1.00	1.00	133.80	65.32	1.00	41.87	49.95	72.48
FRMD4B	1.00	1.00	1.00	96.50	1.00	1.00	1.00	1.00	88.25	29.88
FRMD6	1.00	1.00	1.00	1.00	1.00	1.00	1.00	61.08	1.00	60.32
FRZB	1.00	1.00	1.00	1.00	1.00	1.00	1.00	238.58	1.00	1.00
FSCN1	1.00	1.00	1.00	1.00	989.94	1.00	1.00	1.00	286.34	123.42
FST	1.00	1.00	1.00	1.00	1.00	1.00	202.90	1.00	1.00	31.53
FSTL1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	477.03	243.33	75.60
FSTL3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	78.93	1.00	50.26
FTSJ2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	84.91	72.89
FUCA1	135.26	1.00	1.00	191.53	1.00	1.00	260.91	1.00	1.00	1.00
FUOM	1.00	1.00	1.00	84.03	1.00	1.00	1.00	1.00	1.00	1.00
FUT8	104.30	1.00	1.00	1.00	13.86	1.00	1.00	1.00	1.00	1.00
FXYD1	1.00	1.00	1.00	1.00	1.00	1.00	40.38	1.00	1.00	1.00
FXYD3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	257.47
FXYD6	1.00	1.00	1.00	1.00	1.00	1.00	1.00	75.95	1.00	1.00
FYB	1.00	341.90	474.83	84.25	1.00	77.99	1.00	1.00	1.00	1.00
FYCO1	1.00	1.00	1.00	1.00	1.00	1.00	34.27	1.00	1.00	1.00
FYN	1.00	686.60	512.38	1.00	1.00	1.00	1.00	1.00	45.96	1.00
FZD4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	87.64	1.00
FZD6	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	54.67	110.45
G0S2	1.00	1.00	1.00	3703.36	849.23	1.00	1.00	1.00	1.00	606.22
G3BP2	48.06	368.73	233.69	31.10	35.41	64.47	1.00	1.00	59.28	33.23
GAB1	90.73	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
GAB3	1.00	1.00	1.00	78.65	1.00	1.00	1.00	1.00	1.00	1.00
GABPB1	1.00	1.00	1.00	1.00	1.00	182.82	1.00	1.00	73.17	39.12
GADD45A	342.38	1.00	1.00	1.00	326.41	1.00	199.41	81.53	112.83	62.24
GAL	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	87.13
GALC	1.00	1.00	1.00	1.00	2.81	244.30	72.14	1.00	1.00	1.00
GALE	1.00	1.00	1.00	19.08	1.00	1.00	1.00	1.00	144.06	97.77
GALM	1.00	168.30	144.57	82.46	1.00	1.00	1.00	1.00	1.00	1.00
GALNT15	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	94.47	1.00
GALNT18	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	173.05	38.92
GALNT3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	48.65
GALNT6	1.00	1.00	1.00	1.00	1.00	126.03	1.00	1.00	1.00	25.17
GALT	76.08	1.00	1.00	1.00	1.00	76.30	17.58	1.00	1.00	1.00
GAMT	37.21	1.00	1.00	1.00	1.00	1.00	599.74	1.00	1.00	1.00
GARS	108.00	1.00	1.00	1.00	1.00	1.00	45.37	85.48	1.00	130.12
GART	1.00	1.00	1.00	11.00	1.00	1.00	186.42	48.44	17.46	91.01
GATA1	1.00	1.00	1.00	1.00	1.00	121.27	1.00	1.00	1.00	1.00
GATA2	1.00	1.00	1.00	1.00	1.00	802.41	1.00	1.00	106.88	1.00
GATA3	1.00	128.90	119.66	1.00	1.00	1.00	1.00	1.00	1.00	1.00
GATAD2B	1.00	58.31	1.00	1.00	53.93	1.00	1.00	1.00	1.00	1.00
GATM	1.00	1.00	1.00	69.68	1.00	1.00	1.00	1.00	1.00	1.00
GATSL3	1.00	1.00	1.00	1.00	79.69	1.00	1.00	1.00	238.45	1.00
GBAS	1.00	1.00	1.00	62.38	1.00	163.36	333.00	69.26	55.12	136.00
GBE1	1.00	1.00	1.00	1.00	1.00	88.87	263.71	93.88	36.07	26.89
GBF1	58.35	1.00	1.00	1.00	1.00	1.00	8.84	30.45	1.00	19.55
GBGT1	1.00	1.00	1.00	1.00	55.99	84.77	1.00	1.00	1.00	1.00
GBP4	1.00	1.00	1.00	21.10	155.55	1.00	1.00	1.00	69.05	1.00
GBP5	101.55	175.88	162.08	105.09	1.00	1.00	1.00	1.00	1.00	1.00
GCC2	1.00	91.61	90.47	1.00	48.26	17.91	18.79	1.00	37.23	1.00
GCDH	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	69.76	107.60
GCH1	1.00	1.00	1.00	86.52	1.00	1.00	1.00	1.00	1.00	1.00
GCHFR	1.00	291.37	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
GCNT1	1.00	1.00	1.00	48.02	1.00	1.00	1.00	1.00	1.00	1.00
GCSAM	1.00	1.00	1.00	1.00	207.03	1.00	1.00	1.00	1.00	1.00
GCSAML	1.00	1.00	1.00	1.00	1.00	78.16	1.00	1.00	1.00	1.00
GCSH	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	62.69
GDPD1	1.00	24.66	16.08	1.00	1.00	1.00	1.00	1.00	1.00	1.00
GEM	1.00	1.00	1.00	1.00	332.42	1.00	1.00	1534.71	1.00	151.40
GEMIN6	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	44.67
GEMIN7	64.08	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	42.57
GFOD2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	125.46	35.44
GFPT1	56.85	1.00	1.00	1.00	13.32	1.00	1.00	1.00	1.00	16.40
GFPT2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	167.10	1.00	1.00
GFRA2	1.00	1.00	1.00	96.27	1.00	1.00	1.00	1.00	1.00	1.00
GGA1	1.00	1.00	1.00	1.00	37.00	1.00	1.00	1.00	92.36	22.99
GGA2	21.63	196.86	1.00	1.00	1.00	1.00	45.78	1.00	1.00	19.60
GGCT	1.00	1.00	1.00	66.79	1.00	1.00	19.34	77.32	1.00	190.49
GGH	1.00	1.00	1.00	1.00	51.29	1.00	1.00	1.00	1.00	105.25
GGT5	1.00	1.00	1.00	1.00	1.00	1.00	1.00	409.04	253.68	1.00
GGTA1P	1.00	1.00	1.00	284.66	1.00	1.00	1.00	1.00	1.00	1.00
GID8	28.91	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	21.01
GIGYF2	1.00	1.00	1.00	1.00	1.00	61.41	1.00	1.00	1.00	1.00
GIMAP1	1.00	1.00	1.00	18.10	1.00	1.00	1.00	1.00	76.24	1.00
GIMAP4	1.00	228.13	204.49	247.30	1.00	1.00	1.00	1.00	410.75	1.00
GIMAP5	1.00	1.00	1.00	365.08	1.00	1.00	1.00	1.00	100.44	1.00
GIMAP6	1.00	1.00	1.00	65.00	1.00	1.00	1.00	1.00	115.25	1.00
GIMAP7	1.00	504.41	385.19	1.00	1.00	1.00	1.00	1.00	296.94	1.00
GINM1	1.00	1.00	1.00	1.00	1.00	1.00	14.64	180.01	159.37	102.93
GINS2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	54.91
GIT2	1.00	1.00	1.00	178.90	54.80	1.00	1.00	56.64	103.88	27.65
GJA1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	103.53	65.81
GJA4	1.00	1.00	1.00	1.00	1.00	1.00	1.00	343.35	1.00	1.00
GJB2	107.25	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	750.13
GJB3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	268.77
GJB5	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	144.60
GJB6	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	304.61
GK	1.00	1.00	1.00	131.00	1.00	1.00	1.00	1.00	1.00	1.00
GLA	775.80	1.00	1.00	117.98	127.25	83.41	1.00	191.51	44.57	26.84
GLCE	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	51.16	1.00
GLDN	1.00	1.00	1.00	1.00	1.00	1.00	1.00	45.62	1.00	1.00
GLIPR1	1.00	153.27	215.02	86.32	1.00	1.00	1.00	68.39	1.00	26.59
GLIPR2	1.00	145.84	1.00	113.57	212.16	78.18	1.00	69.50	1.00	1.00
GLS	1.00	1.00	1.00	19.69	90.13	1.00	1.00	1.00	14.01	15.88
GLT8D2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	181.90	1.00	1.00
GM2A	1.00	1.00	1.00	34.36	1.00	132.06	1.00	1.00	1.00	52.68
GMDS	131.94	1.00	1.00	11.12	62.23	1.00	1.00	1.00	101.15	34.33
GMFG	283.29	468.34	735.84	332.12	189.35	59.41	1.00	1.00	327.95	1.00
GMIP	1.00	1.00	102.48	103.73	80.41	1.00	1.00	1.00	1.00	1.00
GMNN	1.00	1.00	1.00	1.00	14.03	1.00	1.00	1.00	1.00	131.61
GMPPA	225.43	1.00	1.00	37.33	1.00	46.25	89.35	1.00	89.31	60.06
GMPPB	336.54	1.00	1.00	63.79	1.00	1.00	1.00	1.00	1.00	30.92
GMPR	1.00	1.00	1.00	1.00	1.00	195.56	368.43	1.00	1.00	1.00
GMPS	1.00	1.00	1.00	1.00	1.00	1.00	32.49	90.53	1.00	113.55
GNA14	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	100.19	1.00
GNA15	1.00	1.00	1.00	188.55	1.00	150.45	1.00	1.00	1.00	42.28
GNAI1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	71.35	92.46
GNB5	73.61	1.00	1.00	1.00	1.00	1.00	1.00	42.05	1.00	26.09
GNG11	1.00	1.00	1.00	1.00	1.00	1.00	1.00	160.91	1158.18	1.00
GNG2	1.00	169.68	160.65	1.00	63.42	58.74	1.00	1.00	75.12	1.00
GNG7	38.23	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
GNL2	60.95	1.00	1.00	1.00	1.00	106.66	1.00	1.00	82.94	105.48
GNLY	1.00	1997.34	1.00	1.00	1.00	1.00	937.75	1.00	1.00	1.00
GNPAT	1.00	1.00	1.00	1.00	23.93	94.90	137.02	1.00	36.21	28.33
GNPDA1	1.00	1.00	1.00	135.39	131.54	1.00	11.70	1.00	1.00	41.18
GNPTAB	1.00	1.00	1.00	42.78	1.00	184.61	1.00	1.00	1.00	1.00
GOLGA1	1.00	1.00	1.00	1.00	1.00	1.00	82.54	1.00	1.00	1.00
GOLGA8A	38.24	1.00	143.03	1.00	1.00	1.00	1.00	1.00	33.05	26.26
GOLGA8B	43.93	1.00	79.54	1.00	1.00	1.00	81.89	1.00	1.00	1.00
GOLPH3	53.04	1.00	133.89	1.00	108.07	1.00	1.00	80.43	86.64	37.06
GPAT2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	82.00	51.64	1.00
GPC3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	178.39	1.00	1.00
GPC4	1.00	1.00	1.00	1.00	1.00	1.00	29.66	1.00	1.00	1.00
GPC5	1.00	1.00	1.00	1.00	47.45	1.00	1.00	1.00	1.00	1.00
GPCPD1	1.00	123.21	183.38	39.65	1.00	1.00	1.00	1.00	28.23	1.00
GPD1L	1.00	1.00	1.00	1.00	1.00	102.04	50.45	1.00	1.00	1.00
GPN1	1.00	203.61	219.56	72.96	1.00	1.00	160.98	1.00	1.00	178.48
GPN2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	44.97
GPN3	1.00	1.00	1.00	73.62	1.00	1.00	1.00	1.00	1.00	59.55
GPNMB	1.00	1.00	1.00	178.03	1.00	1.00	1.00	530.66	1.00	648.29
GPR107	1.00	1.00	1.00	29.96	1.00	1.00	1.00	1.00	1.00	1.00
GPR116	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	125.18	1.00
GPR132	1.00	1.00	1.00	138.53	1.00	1.00	1.00	1.00	1.00	1.00
GPR146	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	251.33	1.00
GPR15	184.65	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
GPR157	1.00	1.00	1.00	1.00	33.24	1.00	1.00	1.00	1.00	1.00
GPR171	1.00	275.39	1.00	1.00	41.79	1.00	1.00	1.00	1.00	1.00
GPR176	71.91	1.00	1.00	1.00	1.00	1.00	1.00	62.45	1.00	31.30
GPR183	801.57	1548.65	3778.15	2853.15	2862.10	605.48	1.00	1.00	1.00	1.00
GPR34	1.00	1.00	1.00	198.73	1.00	1.00	1.00	1.00	1.00	1.00
GPR56	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	151.14	80.76
GPR65	1.00	78.52	1.00	1.00	63.36	293.93	1.00	1.00	1.00	1.00
GPR82	1.00	20.07	38.45	1.00	1.00	1.00	1.00	1.00	1.00	1.00
GPR84	1.00	1.00	1.00	95.08	1.00	1.00	1.00	1.00	1.00	1.00
GPR87	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	208.53
GPRC5A	1.00	1.00	1.00	1.00	1.00	1.00	1.00	106.26	1.00	195.85
GPRC5B	1.00	1.00	1.00	1.00	1.00	1.00	120.87	1.00	108.57	1.00
GPRC5C	1.00	1.00	1.00	1.00	1.00	1.00	1.00	146.69	1.00	1.00
GPSM3	1.00	103.17	167.19	65.76	10.36	113.13	1.00	1.00	1.00	1.00
GPX3	1.00	1.00	1.00	115.27	1.00	1.00	359.41	1302.06	397.58	1.00
GRAMD1A	1.00	1.00	1.00	7.89	1.00	1.00	92.91	1.00	52.62	1.00
GRAP	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	93.13	1.00
GRAP2	1.00	111.91	1.00	1.00	1.00	246.69	1.00	1.00	1.00	1.00
GRB7	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	66.18
GRHL1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	52.16
GRINA	1.00	1.00	1.00	205.80	85.56	81.73	1.00	1.00	34.61	47.12
GRIPAP1	1.00	99.94	60.82	31.35	1.00	1.00	27.68	1.00	50.97	20.28
GRN	333.66	1.00	1.00	3431.58	992.92	523.43	43.49	336.30	482.09	681.76
GRSF1	1.00	1.00	1.00	30.36	290.96	1.00	24.84	30.04	49.84	37.31
GRWD1	1.00	1.00	1.00	1.00	1.00	49.02	230.14	64.06	57.18	71.33
GSDMC	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	76.97
GSN	1.00	1.00	1.00	1070.12	3016.06	225.85	1066.46	1466.96	1129.22	476.22
GSPT1	1.00	95.91	72.65	1.00	1.00	1.00	1.00	1.00	19.11	17.45
GSS	1.00	1.00	1.00	1.00	1.00	113.86	63.38	1.00	85.72	122.72
GSTA4	1.00	1.00	1.00	1.00	1.00	1.00	35.13	108.83	1.00	56.67
GSTM2	99.22	1.00	1.00	1.00	1.00	76.41	1.00	1.00	1.00	1.00
GSTM3	1.00	1.00	1.00	20.33	1.00	1.00	1.00	51.59	1.00	1.00
GSTT1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	135.07	121.47	67.06
GTF2H1	1.00	1.00	1.00	1.00	1.00	80.44	1.00	1.00	98.70	26.49
GTF2H2	1.00	1.00	1.00	1.00	1.00	1.00	41.14	1.00	1.00	1.00
GTF2IRD1	1.00	1.00	1.00	1.00	1.00	1.00	23.39	1.00	1.00	1.00
GTPBP1	48.95	103.35	81.88	39.09	119.78	1.00	11.13	1.00	1.00	1.00
GUCY1A3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	151.98	1.00	1.00
GUCY1B3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	192.94	1.00	1.00
GUSBP11	55.87	1.00	1.00	64.35	1.00	1.00	1.00	1.00	34.79	1.00
GYG1	194.10	1.00	1.00	1.00	1.00	1.00	75.62	92.06	1.00	56.09
GYPC	78.56	195.48	212.59	1.00	1.00	1.00	1.00	57.15	205.63	1.00
GYS1	1.00	1.00	1.00	1.00	1.00	1.00	63.58	1.00	1.00	28.86
GZMA	1.00	1873.20	497.80	1.00	1.00	1.00	1.00	1.00	1.00	1.00
GZMB	1.00	7507.48	1297.40	1.00	1.00	1.00	1.00	1.00	1.00	1.00
GZMH	1.00	1434.45	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
GZMK	1.00	1378.10	418.74	1.00	1.00	1.00	1.00	1.00	1.00	1.00
H19	1.00	1.00	1.00	1.00	1.00	1.00	1385.11	1.00	26.66	1.00
H1FX	96.87	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
H2AFX	84.10	1.00	1.00	1.00	74.08	1.00	1.00	30.27	64.79	1.00
H2AFY	1.00	1.00	122.06	302.89	1.00	1.00	1.00	52.88	74.48	118.77
HAGH	90.72	1.00	1.00	58.26	33.09	1.00	339.58	71.19	1.00	30.86
HAPLN3	1.00	1.00	1.00	44.37	292.77	1.00	1.00	90.49	144.50	1.00
HARS2	1.00	1.00	1.00	36.90	69.24	1.00	40.67	1.00	121.85	40.08
HAS2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	118.45	152.67
HAS3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	56.71
HAUS1	1.00	1.00	1.00	147.45	1.00	1.00	1.00	1.00	50.63	54.27
HAUS3	1.00	42.22	55.70	1.00	1.00	1.00	1.00	1.00	1.00	1.00
HAVCR2	1.00	359.56	1.00	437.63	172.78	403.91	1.00	1.00	1.00	1.00
HBEGF	1.00	1.00	1.00	752.20	1.00	1.00	1.00	49.21	128.31	87.13
HCAR2	1.00	1.00	1.00	176.02	1.00	1.00	1.00	1.00	1.00	234.23
HCAR3	1.00	1.00	1.00	166.69	1.00	1.00	1.00	1.00	1.00	44.83
HCFC2	1.00	1.00	1.00	1.00	1.00	1.00	29.51	1.00	1.00	1.00
HCK	1.00	1.00	1.00	883.98	535.75	1.00	1.00	1.00	1.00	1.00
HCLS1	204.92	679.36	804.15	1137.52	437.83	118.83	1.00	1.00	118.20	1.00
HCST	1.00	681.71	442.51	400.23	1.00	275.70	1.00	1.00	1.00	1.00
HDAC6	25.07	1.00	1.00	1.00	52.51	1.00	21.33	1.00	48.39	1.00
HDC	1.00	1.00	1.00	1.00	1.00	2871.38	1.00	1.00	1.00	1.00
HDDC2	51.68	1.00	1.00	1.00	1.00	1.00	1.00	66.31	1.00	57.01
HDGF	1.00	1.00	1.00	1.00	1.00	1.00	92.85	1.00	28.78	44.72
HEBP1	1.00	1.00	1.00	56.35	1.00	1.00	1.00	82.25	1.00	43.55
HECTD1	1.00	1.00	1.00	1.00	1.00	1.00	63.95	1.00	1.00	14.39
HEIH	1.00	1.00	1.00	66.68	1.00	1.00	1.00	1.00	1.00	1.00
HEMK1	1.00	1.00	1.00	1.00	67.98	1.00	1.00	1.00	1.00	1.00
HERC1	1.00	54.21	1.00	1.00	1.00	50.36	1.00	1.00	1.00	1.00
HERC2P9	35.55	1.00	1.00	1.00	1.00	1.00	1.00	32.61	152.60	1.00
HERC6	1.00	1.00	1.00	1.00	1.00	1.00	41.21	1.00	1.00	67.68
HERPUD2	1.00	103.82	106.48	8.88	45.22	1.00	1.00	1.00	24.06	19.98
HES6	1.00	1.00	1.00	1.00	1.00	1.00	79.41	1.00	1.00	1.00
HEY1	1.00	1.00	1.00	1.00	1.00	65.18	1.00	1.00	60.99	1.00
HEY2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	78.24	1.00	1.00
HEYL	1.00	1.00	1.00	1.00	1.00	1.00	1.00	178.32	1.00	1.00
HGF	1.00	1.00	1.00	44.74	1.00	1.00	1.00	127.12	1.00	1.00
HHEX	1.00	1.00	1.00	57.53	1.00	1.00	1.00	1.00	70.54	1.00
HIBADH	1.00	1.00	1.00	1.00	1.00	1.00	194.50	101.86	1.00	39.36
HIBCH	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	84.55	33.96
HID1	163.27	1.00	1.00	1.00	1.00	1.00	1.00	1.00	95.44	1.00
HILPDA	1.00	1.00	1.00	1.00	76.83	1.00	1.00	1.00	1.00	49.94
HIP1R	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	70.52	30.83
HIPK2	15.86	1.00	1.00	1.00	1.00	33.10	1.00	1.00	1.00	1.00
HIST1H1C	230.84	1.00	1.00	1.00	1.00	1.00	148.90	1.00	1.00	92.68
HIST1H2BC	136.63	1.00	1.00	1.00	1.00	1.00	16.51	1.00	1.00	35.61
HIST1H2BD	60.48	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	60.41
HIST1H2BG	338.52	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
HIST1H2BJ	104.73	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00
HIST1H2BK	82.76	1.00	1.00	1.00	30.15	1.00	24.18	93.12	1.00	251.34
HIST1H4C	190.28	222.65	376.80	1.00	1.00	1.00	1.00	76.62	140.64	228.78
HIST1H4J	1.00	1.00	1.00	1.00	21.25	1.00	1.00	1.00	1.00	1.00
HIST2H2AA3	317.62	1.00	1.00	1.00	34.67	1.00	1.00	97.23	139.58	97.56
HIST2H2AA4	317.62	1.00	1.00	1.00	34.67	1.00	1.00	97.23	139.58	97.56
HIVEP2	1.00	1.00	1.00	1.00	1.00	1.00	35.07	38.74	1.00	1.00
HK3	1.00	1.00	1.00	142.91	1.00	1.00	1.00	1.00	1.00	1.00
HLA.DMA	213.58	213.55	236.81	2307.54	106.04	131.11	1.00	1.00	662.89	112.50
HLA.DMB	1.00	1.00	1.00	1332.63	1.00	1.00	1.00	1.00	164.33	1.00
HLA.DOA	1.00	1.00	1.00	201.18	1.00	1.00	1.00	1.00	79.74	1.00
HLA.DOB	284.18	1.00	1.00	80.13	1.00	1.00	1.00	1.00	1.00	1.00
HLA.DPA1	230.10	877.50	435.67	4169.60	1475.62	331.49	1.00	1.00	804.42	121.40
HLA.DPB1	1.00	175.63	116.21	1017.95	391.64	1.00	1.00	1.00	155.04	1.00
HLA.DQA1	1.00	1.00	1.00	863.02	1625.46	1.00	1.00	1.00	36.74	1.00
HLA.DQA2	1.00	1.00	1.00	184.62	91.70	1.00	1.00	1.00	1.00	1.00
HLA.DQB1	64.16	173.87	1.00	1465.68	399.99	1.00	1.00	1.00	180.32	37.77
HLA.DQB2	1.00	1.00	1.00	189.42	1.00	1.00	1.00	1.00	32.18	1.00
HLA.DRA	1.00	654.03	481.84	21459.89	5308.32	201.49	65.17	1.00	3423.25	616.52
HLA.DRB1	1.00	881.62	491.81	7080.35	1916.05	204.89	1.00	1.00	1963.81	322.24
HLA.DRB5	1.00	116.81	57.55	1011.32	226.42	1.00	1.00	1.00	381.93	53.52
HLA.DRB6	1.00	69.54	37.03	587.57	135.03	1.00	1.00	1.00	178.28	26.66
HLTF	1.00	1.00	1.00	1.00	1.00	106.36	1.00	1.00	1.00	20.96
HMBOX1	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	96.29	1.00
HMBS	1.00	1.00	1.00	107.69	1.00	1.00	1.00	1.00	1.00	71.63
HMG20A	1.00	1.00	1.00	1.00	1.00	35.53	1.00	1.00	40.20	1.00
HMGB3	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	64.42
HMGCL	1.00	1.00	1.00	57.66	1.00	126.26	1.00	1.00	84.40	63.57
HMGCS1	1.00	1.00	1.00	1.00	33.48	28.73	1.00	1.00	1.00	1.00
HMHA1	68.69	578.24	638.85	131.11	166.19	1.00	1.00	1.00	1.00	1.00
HMOX1	1.00	1.00	1.00	126.00	1.00	1.00	1.00	1.00	1.00	1.00
HMOX2	63.38	216.44	202.33	42.23	1.00	1.00	1.00	1.00	113.82	160.02
HNMT	1.00	1.00	1.00	36.63	1.00	1.00	1.00	1.00	1.00	1.00
HNRPLL	1.00	187.45	130.71	47.92	25.46	1.00	1.00	1.00	31.00	32.92
HOOK2	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	150.99
HOPX	1.00	227.85	1.00	1.00	144.33	1.00	219.98	1.00	1.00	59.01
HPGD	1.00	1.00	1.00	1.00	1.00	825.29	1.00	1.00	1.00	1.00
HPGDS	1.00	1.00	1.00	1.00	1.00	1441.34	1.00	1.00	1.00	1.00
HPS5	1.00	1.00	1.00	52.82	1.00	1.00	1.00	1.00	1.00	1.00
HRC	1.00	1.00	1.00	1.00	1.00	1.00	123.13	1.00	1.00	1.00
HRH2	1.00	1.00	1.00	45.29	1.00	1.00	1.00	62.41	1.00	1.00
HRSP12	1.00	1.00	1.00	1.00	226.30	1.00	1.00	1.00	1.00	42.70
HS2ST1	1.00	1.00	1.00	1.00	1.00	55.47	1.00	1.00	1.00	1.00
