gene	Maha-Pt2	Maha-Pt27	Maha-Pt28	Maha-Pt30	Maha-Pt31	Maha-Pt37	Maha-Pt42	Maha-Pt47	Maha-Pt57	Maha-Pt61	Maha-Pt71	Maha-Pt76	Maha-Pt85	Maha-Pt86	Maha-Pt87	Maha-Pt9	Maha-Pt90
ACOT11	7.260709	6.347592	2.26128	2.330087	2.531156	3.736402	2.547298	4.480118	2.051636	4.388184	3.820948	2.889824	3.394993	3.784406	5.877453	5.415304	3.008515
ACOT12	0	0.057558	0	0	0.229459	0.291984	0	0.111115	0	0.053746	0	0	0	0	0.098483	0.034355	0.4533
ACOT13	15.11849	9.354187	11.627555	5.492	6.329468	7.274431	18.503985	6.839697	5.107701	16.838909	4.641871	14.522844	7.452441	9.753665	4.821536	9.306524	3.588328
ACOT2	27.03454	12.680443	20.724385	11.156498	18.539077	12.802119	76.489451	14.125634	10.694567	12.960691	19.510702	22.461266	30.112163	11.813117	24.300426	17.218167	27.107155
ACOT4	0.322179	1.344789	0.390385	0.440925	0.473173	0.486131	3.662502	0.65909	0.262848	1.353369	0.276163	0.85521	0.577542	0.725017	0.815178	1.469715	1.63549
ACOT7	21.627927	39.371535	5.741269	16.373039	35.779896	37.250263	97.956854	27.06568	12.433814	5.088576	22.726124	21.084635	7.943545	10.670571	10.806284	22.842361	12.074469
ACOT8	1.922787	2.70999	1.838522	0.693564	3.169959	1.197534	2.924617	3.511367	1.331191	4.486027	2.373572	1.618155	3.384803	2.418779	1.636979	1.6484510000000001	3.988363
ACOT9	35.499347	59.020723	47.634855	68.2546	62.410106999999996	43.135089	65.84724	50.933874	27.121041	48.10583	64.307991	53.118551	45.500895	57.135947	54.132404	41.051395	30.257667
ACOX1	117.994789	93.956744	132.374558	71.233276	48.287884	90.904613	233.630117	78.757956	65.824526	134.516398	109.818148	107.646194	96.404454	100.486968	91.812687	170.001927	72.971282
ACOX2	16.591275	13.020725	7.578225	10.773513	8.569868	14.217815	0.18151	2.270151	16.739443	7.075081	4.666899	44.77057	14.298973	14.229635	13.087702	6.063803	4.737586
ACOX3	63.268558	30.069789	24.728625	35.004804	24.000418	72.432432	25.60652	30.448152	22.26004	46.410654	16.444313	15.897586	26.083579	46.778953	43.557077	34.223653	90.793754
ACOXL	0.372388	2.34574	7.248677	4.068147	0.797648	0.177278	0.333829	6.418358	5.20184	0.544664	0.702725	0.328385	27.140331	2.586999	5.901825	0.980328	1.569247
ACP1	35.178494	47.371967	94.610461	103.354979	82.576191	55.113953	118.514551	78.047292	46.761788	92.90541	34.228012	80.034442	60.106322	68.385925	62.07662	91.740999	76.231151
ACP2	29.648833	25.211617	14.494891	11.883253	21.16842	20.865518	13.252404	22.603486	17.571901	21.122571	14.64928	13.902225	13.200723	15.878476	10.568347	15.728674	17.211133
ACP5	73.968029	122.00499	52.068853	92.859393	97.765725	36.457964	26.314692	99.791814	116.124291	72.796923	112.239065	70.496527	60.044705	137.201216	129.533875	92.645429	148.484657
ACP6	104.350939	54.495438	30.911484	33.052972	12.951485	27.486048	27.762242	39.6648	15.827267	28.728245	20.208413	28.213118	39.663638	28.194043	51.870381	16.547581	47.69854
ACR	0	0.072492	0.34734	0.163223	0.431024	0.913156	0.666792	0.363701	0.308436	0.741153	0.233004	0.045293	0.219064	0.714108	0.434693	1.451313	0.799518
ACRBP	1.560105	1.41263	1.826501	6.575417	4.606806	9.609602	10.841428	13.949399	2.913125	2.057856	4.748121	3.021802	12.426267	5.348161	2.762378	0.467164	13.10126
ACRV1	0	1.051111	1.153167	0	0.060838	0.053876	0.510123	0.235692	0	0	0.04078	0.091393	0.088873	0.328624	0	0.259812	0
ACSBG1	0	0.778501	0.254854	0.039697	0	0.432139	1.212749	0	0	0	0.862338	0.920427	0.091636	0.479871	0.261988	0	0.291368
ACSBG2	0	0.050192	0	0	0	0.896511	0	0.086965	0	0	0.041793	0	0.157627	0.110767	0	0.02008	0.027682
ACSF2	21.485083	60.197779	19.1848	19.395793	17.230353	15.601401	20.927909	24.966065	8.44274	51.700473	15.187148	26.196648	44.983869	36.905555	18.831789	26.914977	55.896049
ACSF3	53.461435	36.598587	39.021971	39.964128	48.969423	53.965262	60.130997	54.466373	43.849473	55.727496	45.113994	54.922548	44.416507	56.446772	58.432924	43.371369	57.76806
ACSL1	13.19254	60.743966	68.709523	57.2424	56.872817	73.021732	30.786661	15.46479	24.670702	143.009875	56.655004	153.800091	30.808985	56.582135	35.14288	70.36558	24.505713
ACSL3	59.536244	54.729056	104.09541	74.598507	70.164736	33.686843	51.444052	68.468316	37.149302	141.533875	44.738498	163.685581	43.100831	62.075578	77.748596	49.685514	150.248478
ACSL4	13.765285	51.317215	59.579515	71.155786	46.167331	38.929742	7.990417	44.222644	18.358941	7.922017	34.140407	35.620664	27.312018	52.655074	43.039967	35.824036	18.804827
ACSL5	4.234641	56.205024	131.340108	50.984507	71.116778	26.566175	2.322911	81.417224	84.634049	65.908317	18.990783	109.52939	76.473767	78.879985	45.331247	16.401017	5.84907
ACSL6	0.060068	0.771088	0.796388	0.284044	0.205679	1.455589	0.998938	0.01603	0.971891	0.506333	0.973165	0.123491	0.372785	0.518951	0.742709	0.085615	0.031637
ACSM1	0.693112	0.11601	0.21651	0	0.244167	1.190258	1.874354	0.070689	0.220273	0.733727	0.518978	0.866304	1.717179	1.069619	0.445272	0.440105	2.868509
ACSM2A	0.199109	0.017819	0.258537	0	0.063474	162.744302	0.035182	0.159794	0.144803	0.033962	0.015962	0.129158	0.080685	0.218901	0	0.169194	0.042837
ACSM3	15.887171	7.881782	17.834434	7.697343	6.081706	36.943532	12.319543	4.607262	5.838446	23.002615	2.964706	29.516192	17.787604	96.687587	18.196403	3.6406520000000002	6.422536
ACSM5	0.421118	1.840991	0.818117	0	1.84445	19.807365	0.193597	0.23447	0.333792	0.592395	0.019223	0.033009	1.493227	0.911956	1.042945	0.090271	1.795629
ACSS1	0.327319	0.232264	0.175347	0.068057	0.020429	0.583329	0.045632	0.173372	0.155487	0.236788	0.060997	0.09711	0.385909	0.252466	0.106438	0.317311	0.235358
ACSS2	32.711735	19.820923	12.04308	13.892913	22.391761	17.005273	30.960344	12.172319	5.994738	69.900074	8.430357	99.7114	35.027099	35.80885	35.07466	12.94224	23.70032
ACSS3	0.1679	11.471995	6.574236	4.421641	7.865654	56.055336	1.186331	4.149641	5.354324	0.737927	3.155726	2.259834	5.476613	31.325096	14.165126	1.416935	25.117959
ACTA1	1.514991	1.769205	0.270402	1.494887	1.28462	2.79847	0.591618	0.205574	0.451736	0.958949	0.340673	1.065967	0.334723	0.694477	0.407917	0.822712	0.498385
ACTA2	46.110028	193.073664	178.534686	844.97009	211.056126	506.837107	37.626455	989.291545	377.5404	8.749914	227.439384	484.657784	353.392018	772.04684	506.291229	98.013549	340.555498
ACTB	8008.972222	16443.497018	7301.757138	18511.682991	13474.297595	6611.11737	12423.680121	19314.253268	6372.253122	5660.077785	15082.953022	11959.326016	9621.896691	9224.472658	9711.309409	8208.801559	7439.49123
ACTC1	0.04078	0.759031	0.276523	0.093685	0.124408	3.004152	0.201913	7.793354	0	0	3.798789	6.684454	0.205907	1.502246	1.292259	0	1.407422
ACTG1	4940.089884	6177.18447	3246.686254	6771.970068	6718.359214	3117.097818	5578.755279	7335.969642	3787.818636	3471.186303	11631.952621	4876.987504	4051.505477	5087.151075	4721.688147	14915.656294	4035.19442
ACTG2	0.88362	16.425203	4.701506	29.944634	4.472857	15.721916	3.915459	37.490432	5.303994	2.233613	7.400753	46.133919	17.105007	18.580608	50.263420000000004	3.790788	5.666221
ACTL6A	23.609811	40.165795	23.491211	50.49609	37.143165	24.220003	189.234482	40.829881	30.364393	53.714351	53.701335	39.477631	41.03566	29.21059	14.794957	29.010196	39.843044
ACTL6B	0	0.335931	0	0	0	0.085911	0.530386	0	0	0	0	0	0	0	0	0	0
ACTL7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7B	0.047367	0	0	0	0	0	0	0	0	0	0	0.013057	0	0	0	0.008241	0
ACTL8	0	1.725574	0	0.432301	0	0	0.07185	0	0	0	2.101669	0	0.223735	0	0	0.024153	0
ACTN1	15.676161	117.291477	56.2615	176.070735	169.555466	62.00833	77.586704	317.376849	83.326815	46.569947	165.12305	199.581072	75.785541	154.095585	109.906915	21.862741	167.363096
ACTN2	0	0.345154	0.222618	0	0.904617	0	0	1.67551	0.409197	0.454888	1.439774	0	0.812926	0.311653	4.449567	1.150665	0
ACTN3	0	0	0	0	0	0.094754	0.658059	0	0	0	0	0	0.203007	0	0	0	0
ACTN4	523.624411	957.216598	392.536863	453.305854	852.966332	699.008452	574.170496	1778.345364	424.764042	235.976878	509.028269	679.256199	569.782815	542.192756	538.265517	677.870484	473.394108
ACTR10	41.593854	62.586858	74.810057	72.837926	77.004315	53.875234	82.211248	61.886564	41.379907	86.246716	71.085142	58.860339	63.021621	62.261143	62.599061	68.076479	60.515881
ACTR1A	95.409197	42.929775	37.329611	60.531772	54.406954	48.117638	50.20654	45.422746	28.928449	43.846735	42.374675	35.982192	26.319167	40.423681	59.39074	46.337834	50.236006
ACTR1B	31.56175	18.207074	17.790237	16.604268	15.169347	22.869432	15.891702	27.975648	12.709737	9.372401	15.40935	13.235613	16.821861	23.481352	22.830917	15.746728	32.117845
ACTR2	126.19999	199.322365	264.842855	375.8497	309.826021	256.663581	282.728067	248.663065	160.365152	269.971413	227.433118	236.140207	171.730986	284.637998	225.502591	196.323793	168.26527
ACTR3	74.246527	218.138663	233.046558	266.612087	250.012598	160.701508	141.592495	297.996344	111.80662	125.145716	188.566802	272.062185	166.670967	211.81255	187.226012	382.725739	107.425432
ACTR3B	17.102549	7.157778	11.293997	28.243612	12.559005	16.456597	35.104689	13.730212999999999	9.408883	38.487175	13.876034	14.94076	19.753665	8.983294	8.00345	10.890241	9.705246
ACTR6	17.379774	16.572226	15.786955	10.83859	25.381784	19.18351	27.899862	10.606104	10.653581	25.60162	20.130193	36.940064	16.72611	24.670584	10.002188	23.812927	21.947991
ACTR8	10.902337	9.482693	14.301727	11.414034	13.137378	20.950867	13.950724	14.777148	8.586293	8.498702	10.606472	17.482035	6.289525	17.281289	11.048152	13.827106	13.750285
ACVR1	53.516131	26.06325	33.464588	53.910832	38.050359	37.910467	12.873605	49.993957	24.220003	16.706581	96.852144	35.386833	38.480553	64.816959	42.039921	69.063309	38.550033
ACVR1B	21.742681	24.366012	15.236495	17.926188	18.653788	29.700759	23.325824	8.61909	27.117783	21.675515	9.720566	13.152881	49.367708	37.69537	16.883108	14.71136	13.298767
ACVR1C	0.177326	1.126569	0.354161	0.330371	0.301962	0.56222	0.181941	0.741118	0.653988	0.052743	0.841633	0.444379	0.727838	1.811488	0.639347	6.428653	0.406878
ACVR2A	5.115496	3.767815	10.585066	5.950171	7.515838	15.071175	2.638923	9.797978	4.79259	5.151637	8.169009	13.470804	8.842472	11.54986	12.156348	9.058202	13.944375
ACVR2B	14.239826	3.12558	4.521748	2.589566	5.383221	9.770542	13.320395	15.045705	7.192107	5.94424	9.109088	8.325443	9.787968	6.62923	6.723844	8.133962	14.56228
ACVRL1	7.658107	5.54173	9.66799	8.092219	19.504471	40.599827	3.283961	15.447752	13.117593	3.2059	17.883449	11.712324	13.607875	13.115172	22.13873	9.225388	10.466753
ACY1	40.93801	13.99114	12.132649	5.448563	17.48435	23.005176	14.408881	26.124277	11.390862	9.831998	11.215309	31.108526	21.330725	19.417514	17.366849	27.315015	27.941322
ACY3	0	2.990622	1.704271	0	0.276216	13.981349	0.174675	1.051088	5.095296	3.696558	0.295248	4.277439	1.366955	2.837093	6.357759	0.093375	0
ACYP1	20.931589	5.317857	7.153704	7.288576	6.203334	20.213421	8.741654	5.221865	3.286987	20.311288	2.124617	4.417247	4.016304	5.310901	7.671649	7.965587	7.37017
ACYP2	1.418829	2.995681	3.356503	1.025345	2.882857	4.219103	2.436578	0.807799	0.959605	1.530019	0.877242	1.675151	2.847766	4.123591	2.399248	1.674902	1.444936
ADA	10.66568	17.624644	6.898274	25.749877	15.915043	26.841423	27.183177	22.041538	19.382119	2.450242	15.653298	7.077804	7.054364	9.890095	8.747801	3.174303	11.69255
ADAD1	0	0	0	0	0	0	0.01549	0	0	0	0.028928	0	0	0	0.018566	0.031263	0.174511
ADAD2	0.011049	0	0	0.013165	0	0.358071	0.014792	0.012482	0.011667	0.012036	0.039569	0.024338	0.170907	0.037721	0.302273	0.049175	0.014692
ADAL	7.480098	5.994367	4.252456	4.89835	5.582272	14.237738	12.858728	5.626699	1.993053	4.485954	5.361972	3.228682	4.059973	8.323575	7.655301	2.579693	9.348351
ADAM10	95.258576	166.152168	272.892511	270.919282	174.972316	243.497094	254.841342	200.558485	87.161315	184.769365	163.451636	174.375225	169.937515	260.932261	162.143548	200.888131	255.229943
ADAM11	0	0.295298	0	0.013236	0.213995	0.361323	4.000127	0.182082	0.12271	0.10634	0	0.036706	0.177105	0.067135	0.048503	0.131277	0.363647
ADAM12	2.896447	15.457258	18.569202	99.771743	34.549057	20.324784	2.136199	73.206555	28.206656	1.057696	80.429831	42.171471	32.628615	57.311241	24.757253	5.768185	215.203091
ADAM15	86.584696	80.281643	41.898332	52.74652	48.447073	31.229219	46.573036	39.865747	28.064313	60.32597	91.579315	111.738562	71.074934	47.789902	52.943731	127.802084	36.794728
ADAM17	100.188526	107.54382	91.028727	123.023413	68.360304	80.68741	83.290685	95.912772	42.548571	108.037076	61.398068	54.709603	45.848197	84.193679	84.281761	60.436212	58.841356
ADAM18	0	0	0	1.226534	0	0.408958	0.047168	0	0	0	0	0.016754	0	0	0	0	0.040384
ADAM19	2.418075	9.25595	16.009232	18.578431	33.899431	11.092152	4.343051	47.968663	11.892399	3.364017	17.206361	26.028718	9.827041	18.735044	20.977234	5.65437	8.108213
ADAM2	0	0.092851	0	0	0	0	3.892142	0	0	8.217467	0.089324	0.099834	0	2.567555	0.640064	0	0.213223
ADAM21	0	0.363065	0	0.06891	0.262972	0.055372	0.07613	0.157595	0	0.072548	0.223138	0.011607	0.052337	0	0	0.043953	0
ADAM21P1	0	0	0	0.07465	0.030173	0	0	0.059143	0	0.055771	0.013416	0	0.035535	0.03183	0	0	0
ADAM22	2.445427	10.691494	4.894255	6.827841	3.879441	59.942863	6.561875	6.306538	3.066752	1.227206	5.899802	0.93833	2.149497	15.166777	8.875052	7.437151	5.338244
ADAM23	0.700242	1.65499	2.670295	1.145177	3.227867	2.910138	20.371105	2.160261	0.937435	0.213371	0.724174	1.941249	2.320561	5.736636	9.26382	0.904237	2.289943
ADAM28	4.635568	39.53674	114.416924	12.177516	27.037509	90.457089	6.143595	8.461279	59.513337	41.833804	9.178984	30.048971	62.776304	46.58556	114.068858	18.468997	38.742134
ADAM29	0	0.039467	0.165355	0	0	0.074473	0	0	0.023091	0	0	0.041611	0.020302	0	0.023468	0.072213	0.037703
ADAM30	0	0	0	0.067281	0	0	0.009695	0	0	0.020475	0	0	0	0	0.15179	0.013064	0
ADAM32	1.304019	3.949359	1.361248	1.782884	2.510588	1.084461	3.076177	3.652343	1.17105	2.483685	0.938164	1.105	1.858981	3.378002	2.577493	3.034286	14.086962
ADAM33	0.034679	0.093	0.044924	0.510375	0.225132	0.226776	1.727859	2.060632	0.028305	0.028833	0.850724	0.952847	0.953243	0.580416	2.105833	0.047123	7.574127
ADAM3A	0	0.137829	0	0.179104	0.138103	0.141104	2.016455	0.090415	0.215569	0.21901	0.052537	0.212203	0.076711	0.132552	0.393109	0.110711	0.23412
ADAM6	0	0.032466	0	0	0	0	0	0	0.012711	0	0	0	0	0	0	0	0
ADAM7	0	0	0.017881	0	0	0.021675	0	0	0	0.039407	0	0	0	0	0	0	0.010973
ADAM8	3.467466	16.685597	6.10033	2.538498	5.802446	1.436784	3.298458	29.440794	3.256574	2.365354	3.028703	2.721888	3.686725	4.245046	6.16978	12.124365	3.264748
ADAM9	61.585944	300.525123	213.39511	543.762229	381.561466	264.48018	158.018616	156.973092	81.719751	266.758129	153.385787	294.074784	166.965425	361.81663	466.647009	383.008472	162.500523
ADAMDEC1	0	4.6505	11.117922	0.070809	1.990097	1.679093	0.944518	0.624813	20.564859	1.937468	4.185413	3.426152	2.437315	4.860719	4.006361	1.205266	4.138724
ADAMTS1	4.03882	12.0605	28.279329	27.909485	20.586505	97.503176	6.883261	26.774079	7.246304	0.526282	55.790503	33.015698	31.829702	45.860738	52.5845	9.024737	29.28349
ADAMTS10	49.690655	13.723056	9.217818	8.822048	5.342231	71.000237	3.18539	17.067418	7.035161	7.116779	16.996698	9.19893	8.608158	15.270139	30.824394	4.104247	37.470882
ADAMTS12	3.825389	13.85462	22.41767	45.369202	27.54258	19.604993	3.534426	95.387693	30.931282	0.13261	35.61628	36.618817	27.589618	35.618724	54.23692	11.901031	55.781332
ADAMTS14	0	0.760772	0.549796	1.196207	1.305532	0.296831	0.257312	8.340402	0.400831	0.146386	1.848113	4.599412	1.110503	2.22593	1.793476	0.322937	2.704734
ADAMTS15	0.014357	0.160604	0.056009	0.23526	0.326155	0.359585	0.088823	0.659779	0.109314	0.057406	0.211353	0.189961	0.144259	0.280669	0.423632	0.25633	11.816134
ADAMTS16	2.614881	2.055384	0.734641	3.743938	3.9792	1.366711	0.026586	5.350726	2.820051	3.015671	4.878491	0.610392	3.316743	1.653409	5.928647	1.003131	25.346853
ADAMTS17	0.470919	1.208076	3.880768	4.853043	1.741691	4.283593	4.707913	2.899074	2.034248	1.455071	2.903894	0.821326	8.061912	30.46449	10.950644	0	6.40052
ADAMTS18	0	0	0.7976	0	0.25324	2.241988	0.094518	0.419686	1.409801	0	0.449736	0	1.184976	1.132406	4.159949	0	11.753106
ADAMTS19	0	0	0	0.405984	0	0.66017	0	0	0.069166	0	0	0	0.058351	1.073283	1.349522	0	0.182613
ADAMTS2	0.023945	0.377447	0.611778	0.621404	0.419911	0.253165	0.12096	2.063125	0.51707	0	2.640517	1.78579	1.337795	0.615073	3.315562	0.462621	2.848135
ADAMTS20	0	2.584387	0	0.12004	0.108157	0.623203	0.513253	0	0.008191	0	0.039642	4.280666	0.010801	0	2.516116	0.041007	1.179752
ADAMTS3	0	2.373596	1.081483	1.020402	0.428431	3.415543	0.214092	1.380647	0.199143	0.492584	0.781102	3.452622	1.191613	1.704438	2.801421	3.308274	0.431538
ADAMTS4	0.501471	0.320205	0	1.463737	1.705775	2.198041	0	3.265266	0.585346	0	4.42976	2.328037	1.772819	3.059952	2.808517	0	0.885539
ADAMTS6	1.562146	3.416968	3.817069	12.922982	70.975677	9.559915	1.346098	39.199905	6.871118	7.430285	9.21429	10.488727	5.077288	17.648356	14.721123	2.070085	65.162239
ADAMTS7	0.3888	0	0.205506	0.088368	0.550353	0.493999	3.290974	0.377707	0.516534	0.095533	0.67604	0.77682	0.505268	0.39326	1.201277	0.165398	0.587708
ADAMTS8	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057614	0	0	0
ADAMTS9	4.61184	16.526349	25.963535	23.984773	12.03522	64.21606	5.671361	45.327527	5.790399	0.329607	42.122759	15.361218	23.26766	28.002314	52.076716	17.141028	11.637811
ADAMTSL1	0.078541	0.479631	1.987739	9.316353	115.995018	5.614111	0.22639599999999999	1.331302	0.050417	0.210331	5.758725	3.261406	8.554928	5.87804	7.489753	0.292413	5.234706
ADAMTSL2	1.021644	1.107727	2.940673	1.389919	2.38248	11.399367	0.459001	4.122758	1.734739	0.445656	3.045394	2.341518	8.187367	5.503438	12.29661	1.42203	3.57393
ADAMTSL3	5.672374	1.556955	8.024641	1.636941	2.490916	30.432976	1.278368	2.149357	3.215698	1.533174	1.365322	2.389157	5.393391	14.440069	8.107782	4.453311	8.011153
ADAMTSL4	2.963623	21.362489	9.581519	17.003984	35.996561	5.457387	18.578335	11.697272	4.105654	15.154237	17.985598	5.143909	13.541481	9.909289	19.189294	3.991311	7.554902
ADAP1	26.553725	5.911178	16.132306	15.541121	2.537295	5.412468	41.360486	21.843714	6.849174	14.132085	5.410196	13.0469	11.273899	11.942146	17.210455	5.324675	15.763034
ADAP2	7.618684	16.802891	13.358832	17.143882	23.892647	89.785356	17.96307	33.554016	17.046643	37.496673	33.197519	23.169728	27.509559	18.199216	29.765438	27.052698	32.730775
ADAR	559.098767	454.654229	479.736498	597.876495	294.933058	502.379959	783.174015	606.147131	435.001732	678.888587	712.224076	593.35618	488.733935	460.406066	429.396519	852.121718	724.243858
ADARB1	42.115946	5.718769	8.277707	39.411438	19.474357	22.232094	16.406473	26.279363	8.692805	8.909796	8.437379	6.863983	24.555993	14.455942	28.814404	1.725676	23.125495
ADARB2	0	0	0.17188	0	0.239453	0	0	0	0	0.087654	0	0.084547	0.294324	0.092552	0.237746	0.041054	0.022014
ADAT1	25.212251	19.580832	17.315018	20.173186	10.237945	28.081608	41.486573	28.252618	11.156188	28.441652	17.415574	19.600698	15.961527	30.447027	19.167932	20.251832	29.694321
ADAT2	1.089644	0.57166	3.512645	1.654121	1.251941	1.22545	1.183069	1.622252	0.62465	0.709933	0.972956	1.288382	1.637403	1.788828	2.350962	2.622159	0.624796
ADAT3	0	0	0	0	0	0.813095	0.088109	0.184552	0.131162	0	0.112413	0.153581	0.365027	0	0	0.119162	0
ADCK1	18.408651	3.670538	4.138543	3.80034	3.966904	5.729092	12.85701	5.482504	4.198772	6.697767	2.56364	5.614995	5.680819	5.146261	5.773569	3.831507	8.584414
ADCK2	4.655947	10.370498	9.849435	18.998553	21.466071	14.522114	20.234329	17.729571	7.563804	16.194678	10.15475	6.489635	14.49139	7.319567	5.631912	7.771793	22.067588
ADCK5	14.017718	2.17799	1.754367	0.481553	3.697812	2.090844	7.489103	7.815434	3.748612	1.213762	1.544417	3.31166	4.705638	2.659159	5.247945	4.304896	3.372987
ADCY1	1.853924	4.617244	0.701073	0.540284	1.388616	5.629963	2.712368	1.561817	0.799436	3.675121	9.113883	0.875789	1.521441	1.715277	1.470562	8.152995	2.100241
ADCY10	0.275506	1.29997	0.466915	0	0.034506	7.842242	0.418582	0.330215	0.301028	1.071075	0.269751	0.544195	0.714297	0.154985	0.248473	0.221318	0.61158
ADCY10P1	0.178486	0.04489	0.086279	0.17194	0.072317	0.485512	0.171286	0.290578	0.04	0.282382	0.049709	0.085409	0.38949	0.0597	0.275454	0.101918	0.295851
ADCY2	0.21185	0.53721699999999994	0.066989	0.010882	0.322176	12.396495	0.746871	1.521973	0.512433	0.046613	0.071919	0.618771	0.262631	0.405944	1.450788	0.041973	7.11979
ADCY3	3.541979	36.623276	15.813827	38.64434	50.043818	75.770181	44.930863	49.572049	21.042926	19.843412	36.42686	39.709044	31.869342	24.75689	52.207276	37.696654	64.074352
ADCY4	6.020826	3.036444	6.113775	3.381209	4.290811	21.657685	2.289246	3.98417	3.567026	1.326633	10.920254	4.155987	5.572547	4.117218	17.037566	5.408307	16.708397
ADCY5	0.521848	0.758788	1.598986	0.86704	0.278173	55.766894	0.546905	2.019975	18.819048	0.021402	0.151201	0.323506	4.204067	2.376999	7.648638	0.953507	7.928557
ADCY6	43.779819	29.483614	15.310778000000001	15.083287	15.981426	42.868976	23.778462	25.147592	22.756575	20.300176	10.029698	9.634597	22.538007	25.178762	34.102507	6.763688	155.633994
ADCY7	31.950473	8.425238	13.282406	8.016916	17.142813	14.313674	5.811227	26.127067	7.299061	9.714582	11.240129	10.68159	15.855897	6.916584	16.316646	18.661013	11.076572
ADCY8	0	0.489498	0.456479	0	0	0.415367	0.02546	0	0	0	0.066038	0.111593	0	0.037758	0	0.01144	0
ADCY9	2.559527	2.968408	2.463238	6.764506	2.608409	8.089626	0.527538	6.115836	1.490853	7.385149	14.455757	5.457562	9.526781	9.294366	2.585635	5.391502	9.465493
ADCYAP1	0	0	0	0.072146	0.374001	0	0.066285	0	0	0	0	0	0	0.205725	1.114815	0.08768	0
ADCYAP1R1	0	0.697492	0.407749	0.997421	0.647592	0.0055	0.351491	0.009427	0.202225	0.009098	2.345174	0.10114	0.537599	0.975489	0.60189	0.339458	1.151141
ADD1	207.81356	145.584153	152.947243	138.536806	198.27747	243.678514	134.146527	212.418589	137.297463	138.682421	99.475183	115.576465	168.405173	206.835922	246.755803	235.976453	240.464198
ADD2	0.271015	1.796983	1.054145	3.957873	1.620698	0.787197	0.351931	0.058552	0.376903	0.05767	0.098579	0.086215	0.360985	0.12125	0.718684	0.204718	1.018535
ADD3	46.368226	208.794889	74.74371	151.87762	109.61959	257.998955	402.173921	110.622993	29.186842	53.810008	58.35019	31.257309	72.25127	120.503156	100.806376	39.155441	89.983085
ADGB	0.026748	0.652057	1.768478	0.646045	0.388592	0.571767	6.81413	0.24461	0.020798	0.48498	0.116798	9.21967	0.174452	1.012738	3.451775	1.993341	0.130276
ADH1A	0	0	0	0.787977	0.877429	2.543511	0	0	0	0	0.082165	0.377549	1.68758	0.298953	0	0.014813	0.114896
ADH1B	4.967885	0.814236	29.263233	0.485356	23.733684	127.13705	0.063466	0.060328	8.556051	0.028669	3.750918	1.258759	50.765559	10.247156	174.550877	6.82137	11.810006
ADH1C	0.9825	0	0	0.042647	0	0	0.059136	0	0	0	0	6.584883	0	0	0	0	0
