NAME	cell_type
RBM14.RBM4	Macrophages
RBM15	NK.cells
RBM26	NK.cells
RBM27	NK.cells
RBM33	B.cells
RBM47	Macrophages
RBM7	T.cells.CD4
RBP1	Endothelial.cells
RCAN1	Endothelial.cells
RCAN3	T.cells.CD4
RCBTB2	Macrophages
RCN3	CAF
RDH10	T.cells.CD8
REEP1	Endothelial.cells
REEP4	Macrophages
RELN	Endothelial.cells
RELT	B.cells
RETSAT	Malignant
REV1	NK.cells
REXO4	NK.cells
RFFL	T.cells.CD4
RFWD3	T.cells.CD8
RFX3	B.cells
RGCC	T.cells.CD8
RGL1	Macrophages
RGL2	Endothelial.cells
RGL4	T.cells.CD8
RGMB	CAF
RGPD2	B.cells
RGS1	T.cells.CD8
RGS14	NK.cells
RGS16	Endothelial.cells
RGS18	Macrophages
RGS2	Macrophages
RGS20	Malignant
RGS3	Endothelial.cells
RGS4	CAF
RHBDD1	B.cells
RHBDD3	Malignant
RHBDF2	B.cells
RHOB	Endothelial.cells
RHOF	T.cells.CD8
RHOH	NK.cells
RHOJ	Endothelial.cells
RICTOR	T.cells.CD4
RILPL2	T.cells.CD4
RIN2	Macrophages
RIN3	Macrophages
RINL	T.cells.CD8
RIPK1	NK.cells
RIPK4	Malignant
RLBP1	Malignant
RMRP	Macrophages
RNASE1	Macrophages
RNASE2	Macrophages
RNASE4	Endothelial.cells
RNASE6	Macrophages
RNASET2	Macrophages
RND3	CAF
RNF111	T.cells.CD4
RNF113A	T.cells.CD8
RNF126	T.cells.CD4
RNF13	Macrophages
RNF130	Macrophages
RNF135	Macrophages
RNF144B	Macrophages
RNF166	T.cells.CD8
RNF185	Malignant
RNF20	T.cells.CD4
RNF214	T.cells.CD4
RNF24	CAF
RNGTT	B.cells
RNU12	Macrophages
ROBO4	Endothelial.cells
ROPN1	Malignant
ROPN1B	Malignant
RORA	T.cells.CD4
RP2	NK.cells
RP9	B.cells
RPF2	CAF
RPGR	Endothelial.cells
RPL13AP20	B.cells
RPL23AP32	Endothelial.cells
RPL39L	Malignant
RPP25	Macrophages
RPPH1	Macrophages
RPS10.NUDT3	Macrophages
RPS4Y1	NK.cells
RPS6KA2	Endothelial.cells
RPS6KA5	NK.cells
RRM1	CAF
RRM2	CAF
RRN3	NK.cells
RRN3P2	NK.cells
RRP1	Malignant
RRP1B	T.cells.CD8
RSAD1	Malignant
RSAD2	T.cells.CD8
RSBN1	T.cells.CD8
RUNX1.IT1	T.cells.CD8
RUNX3	T.cells.CD8
RUVBL2	NK.cells
RXRG	Malignant
S100A1	Malignant
S100A13	CAF
S100A16	Endothelial.cells
S100A4	T.cells.CD4
S100A8	Macrophages
S100A9	Macrophages
S100B	Malignant
S1PR5	NK.cells
SACM1L	T.cells.CD8
SAMD3	NK.cells
SAMD9	T.cells.CD8
SAMSN1	Macrophages
SASH3	NK.cells
SATB1	NK.cells
SBF1	T.cells.CD8
SCAP	Malignant
SCARB1	Malignant
SCARF1	Endothelial.cells
SCARNA17	NK.cells
SCARNA9	Macrophages
SCD	Malignant
SCIMP	B.cells
SCIN	Malignant
SCML2	Endothelial.cells
SCML4	T.cells.CD8
SCN3B	Endothelial.cells
SCNN1B	Endothelial.cells
SCO2	Macrophages
SCPEP1	Macrophages
SCRN2	NK.cells
SCUBE3	CAF
SDC2	CAF
SDHAP2	B.cells
SDHAP3	B.cells
SDPR	Endothelial.cells
SDS	Macrophages
SEC24D	CAF
SEC31B	T.cells.CD4
SECTM1	Macrophages
SEL1L3	B.cells
SELENBP1	CAF
SELL	B.cells
SELPLG	NK.cells
SEMA3A	Endothelial.cells
SEMA3B	Malignant
SEMA3C	CAF
SEMA3D	Endothelial.cells
SEMA4A	Macrophages
SEMA4C	Endothelial.cells
SEMA4D	NK.cells
SEMA6A	Endothelial.cells
SEMA7A	CAF
SENP7	T.cells.CD8
SEPP1	Macrophages
SEPT1	T.cells.CD4
SEPT10	Endothelial.cells
SEPT11	CAF
SEPT5	Endothelial.cells
SERINC2	CAF
SERINC5	T.cells.CD4
SERPINA1	Macrophages
SERPINA3	Malignant
SERPINE1	CAF
SERPINE2	Malignant
SERPINF1	CAF
SERPING1	Endothelial.cells
SERPINH1	CAF
SESN1	NK.cells
SESN3	T.cells.CD4
SETBP1	Endothelial.cells
SETD5.AS1	T.cells.CD4
SFI1	T.cells.CD4
SFMBT2	NK.cells
SFR1	CAF
SFRP2	CAF
SFRP4	CAF
SFXN3	NK.cells
SGCD	Malignant
SGCE	Endothelial.cells
SGIP1	Endothelial.cells
SGK1	Macrophages
SGPL1	T.cells.CD8
SGSM1	T.cells.CD4
SGSM2	Malignant
SH2D1A	T.cells.CD4
SH2D1B	NK.cells
SH2D2A	NK.cells
SH2D4A	CAF
SH3BP4	CAF
SH3RF1	CAF
SH3TC1	Endothelial.cells
SHC4	Malignant
SIDT1	B.cells
SIDT2	B.cells
SIGLEC1	Macrophages
SIGLEC11	Macrophages
SIGLEC14	B.cells
SIGLEC7	NK.cells
SIGLEC8	Macrophages
SIGLEC9	Macrophages
SIK1	B.cells
SIKE1	NK.cells
SIMC1	NK.cells
SIN3A	T.cells.CD4
SIPA1L3	B.cells
SIRPB1	Macrophages
SIRPB2	Macrophages
SIRPG	T.cells.CD4
SIRT3	NK.cells
SIT1	T.cells.CD4
SKAP1	T.cells.CD8
SKAP2	NK.cells
SKIV2L	B.cells
SLA	T.cells.CD8
SLA2	NK.cells
SLAMF1	T.cells.CD4
SLAMF6	T.cells.CD8
SLAMF7	T.cells.CD8
SLAMF8	Macrophages
SLC11A1	Macrophages
SLC12A4	CAF
SLC12A6	B.cells
SLC12A7	Macrophages
SLC13A3	Malignant
SLC15A3	Macrophages
SLC15A4	B.cells
SLC16A1	Malignant
SLC16A3	Macrophages
SLC17A9	B.cells
SLC19A1	Malignant
SLC19A2	Malignant
SLC1A1	CAF
SLC1A3	Macrophages
SLC20A2	CAF
SLC23A2	B.cells
SLC24A5	Malignant
SLC25A12	T.cells.CD4
SLC25A13	Malignant
SLC25A25	Endothelial.cells
SLC25A29	Endothelial.cells
SLC25A4	Malignant
SLC26A2	Malignant
SLC26A6	Malignant
SLC28A2	T.cells.CD8
SLC29A3	Macrophages
SLC2A5	Macrophages
SLC2A6	B.cells
SLC2A8	Macrophages
SLC2A9	Macrophages
SLC31A2	Macrophages
SLC38A5	CAF
SLC38A6	Macrophages
SLC39A13	CAF
SLC39A6	Malignant
SLC40A1	Macrophages
SLC41A3	Endothelial.cells
SLC45A2	Malignant
SLC46A3	Macrophages
SLC47A1	Macrophages
SLC52A2	NK.cells
SLC6A15	Malignant
SLC6A6	T.cells.CD8
SLC7A5	Malignant
SLC7A7	Macrophages
SLC9A3R1	T.cells.CD4
SLC9A9	T.cells.CD4
SLCO2A1	Endothelial.cells
SLCO2B1	Macrophages
SLFN11	T.cells.CD8
SLFN13	NK.cells
SLFN5	T.cells.CD8
SLMAP	B.cells
SLPI	Endothelial.cells
SMAD1	Endothelial.cells
SMAP2	B.cells
SMARCA2	T.cells.CD8
SMCHD1	T.cells.CD4
SMCR8	B.cells
SMEK1	NK.cells
SMG7	NK.cells
SMN1	NK.cells
SMOC2	CAF
SMPD2	NK.cells
SMPDL3A	Macrophages
SMTN	CAF
SMURF2	NK.cells
SMYD2	Endothelial.cells
SNAI2	CAF
SNAP47	T.cells.CD8
SNAPC5	NK.cells
SNCA	Malignant
SNCG	Endothelial.cells
SNF8	Endothelial.cells
SNHG11	Endothelial.cells
SNN	B.cells
SNORA70	NK.cells
SNORD47	Malignant
SNORD76	Malignant
SNORD80	Malignant
SNRK	NK.cells
SNRNP25	B.cells
SNRNP35	T.cells.CD4
SNX10	Macrophages
SNX18	Macrophages
SNX20	NK.cells
SNX21	CAF
SNX22	B.cells
SNX24	Macrophages
SNX29	B.cells
SNX29P1	B.cells
SNX29P2	B.cells
SNX30	Macrophages
SOCS2	Endothelial.cells
SOCS3	Endothelial.cells
SOCS5	CAF
SOD3	CAF
SORD	Malignant
SOX10	Malignant
SOX18	Endothelial.cells
SOX4	Endothelial.cells
SOX7	Endothelial.cells
SP140	B.cells
SPARC	CAF
SPATA13	T.cells.CD8
SPDL1	CAF
SPDYE1	B.cells
SPDYE8P	NK.cells
SPEN	B.cells
SPESP1	Malignant
SPHK1	Endothelial.cells
SPI1	Macrophages
SPIB	B.cells
SPINT2	Macrophages
SPOCD1	CAF
SPOCK1	CAF
SPOCK2	T.cells.CD4
SPON1	CAF
SPON2	NK.cells
SPP1	Macrophages
SPPL2B	B.cells
SPR	Endothelial.cells
SPRY1	Malignant
SPRY2	Malignant
SPRY4	Malignant
SQLE	CAF
SRGN	NK.cells
SRM	CAF
SRPX	CAF
SRRM2.AS1	T.cells.CD4
SSH2	B.cells
SSRP1	T.cells.CD8
ST3GAL4	Malignant
ST3GAL5	Malignant
ST3GAL6	Malignant
ST5	Malignant
ST6GALNAC2	Malignant
ST6GALNAC6	T.cells.CD4
ST8SIA1	T.cells.CD4
STAB1	Endothelial.cells
STAB2	Endothelial.cells
STAG3L1	T.cells.CD4
STAG3L4	Malignant
STAM	T.cells.CD4
STAP1	B.cells
STARD10	Malignant
STARD4	CAF
STARD8	Endothelial.cells
STAT4	NK.cells
STAT5A	NK.cells
STAT5B	T.cells.CD4
STAU2	Endothelial.cells
STC2	CAF
STEAP1	CAF
STEAP1B	Malignant
STEAP3	CAF
STK17B	T.cells.CD4
STK32A	Malignant
STK40	Macrophages
STON2	Endothelial.cells
STRADA	Endothelial.cells
STRADB	Malignant
STX11	T.cells.CD8
STX17	T.cells.CD4
STX3	Malignant
STXBP1	Malignant
SUCLA2	NK.cells
SUDS3	T.cells.CD4
SULF1	CAF
SULF2	Endothelial.cells
SULT1A1	Macrophages
SULT1C4	Endothelial.cells
SUOX	Endothelial.cells
SURF2	Malignant
SUSD3	T.cells.CD4
SUV39H2	T.cells.CD8
SVIL	Endothelial.cells
SYK	B.cells
SYNGR1	Malignant
SYNM	Endothelial.cells
SYNPO	Endothelial.cells
SYNRG	T.cells.CD8
SYT15	Endothelial.cells
SYTL1	NK.cells
SYTL2	T.cells.CD8
SYTL3	NK.cells
SYVN1	B.cells
TAB2	T.cells.CD4
TACC3	T.cells.CD4
TADA1	Malignant
TAF1B	T.cells.CD8
TAF3	B.cells
TAF5L	NK.cells
TAGAP	NK.cells
TAGLN	CAF
TARBP2	Malignant
TARP	T.cells.CD8
TARS	CAF
TASP1	NK.cells
TATDN1	NK.cells
TBC1D10A	Malignant
TBC1D10C	T.cells.CD4
TBC1D16	Malignant
TBC1D17	CAF
TBC1D2	CAF
TBC1D4	T.cells.CD4
TBC1D7	Malignant
TBC1D8	Endothelial.cells
TBCD	NK.cells
TBK1	NK.cells
TBPL1	NK.cells
TBX1	Endothelial.cells
TBXAS1	Macrophages
TC2N	T.cells.CD4
TCEAL7	CAF
TCF19	CAF
TCF3	B.cells
TCF4	Endothelial.cells
TCF7	T.cells.CD4
TCL1A	B.cells
TCN2	Macrophages
TCP11L1	CAF
TCTEX1D2	NK.cells
TCTN3	Endothelial.cells
TDG	T.cells.CD8
TDRD3	Malignant
TEAD4	Endothelial.cells
TEK	Endothelial.cells
TESPA1	T.cells.CD8
TET2	T.cells.CD4
TEX30	Malignant
TFAM	B.cells
TFAP2A	Malignant
TFAP2C	Malignant
TFB2M	Malignant
TFEB	B.cells
TFF3	Endothelial.cells
TFIP11	NK.cells
TFPI	Endothelial.cells
TFPI2	CAF
TGDS	NK.cells
TGFA	Endothelial.cells
TGFB1I1	CAF
TGFBI	CAF
TGIF2	NK.cells
TGM2	Endothelial.cells
THADA	T.cells.CD4
THAP6	NK.cells
THAP7	Malignant
THBD	Endothelial.cells
THBS1	CAF
THBS2	CAF
THBS3	Endothelial.cells
THEM6	Endothelial.cells
THEMIS	T.cells.CD8
THEMIS2	Macrophages
THOC3	Malignant
THOC5	Malignant
THOC6	B.cells
THY1	CAF
TIAM1	T.cells.CD4
TIE1	Endothelial.cells
TIGIT	T.cells.CD8
TIMM9	T.cells.CD4
TIMP1	CAF
TIMP3	Endothelial.cells
TINAGL1	Endothelial.cells
TJP1	Endothelial.cells
TK1	CAF
TLE3	T.cells.CD4
TLL1	Endothelial.cells
TLR1	Macrophages
TLR10	B.cells
TLR2	Macrophages
TLR4	Macrophages
TLR5	Macrophages
TLR6	B.cells
TLR7	Macrophages
TLR8	Macrophages
TLR9	B.cells
TM4SF1	Endothelial.cells
TM4SF18	Endothelial.cells
TM6SF1	Macrophages
TMC8	T.cells.CD4
TMED8	B.cells
TMEM101	Endothelial.cells
TMEM106A	Macrophages
TMEM119	CAF
TMEM130	B.cells
TMEM138	T.cells.CD4
TMEM144	Macrophages
TMEM14A	T.cells.CD8
TMEM154	B.cells
TMEM156	B.cells
TMEM161A	Endothelial.cells
TMEM161B	Malignant
TMEM170A	NK.cells
TMEM176A	Macrophages
TMEM176B	Macrophages
TMEM177	Malignant
TMEM200A	CAF
TMEM204	Endothelial.cells
TMEM205	Endothelial.cells
TMEM206	Malignant
TMEM222	NK.cells
TMEM255A	Malignant
TMEM255B	Endothelial.cells
TMEM37	Macrophages
TMEM38A	B.cells
TMEM42	Malignant
TMEM45A	CAF
TMEM47	CAF
TMEM51	Macrophages
TMEM55A	Malignant
TMEM63A	T.cells.CD4
TMEM80	Endothelial.cells
TMEM86A	Macrophages
TMEM87B	Endothelial.cells
TMEM98	Malignant
TNC	CAF
TNF	Macrophages
TNFAIP1	Endothelial.cells
TNFAIP2	Macrophages
TNFAIP3	NK.cells
TNFAIP8L2	Macrophages
TNFRSF10A	T.cells.CD4
TNFRSF10D	CAF
TNFRSF11A	Endothelial.cells
TNFRSF11B	CAF
TNFRSF12A	CAF
TNFRSF13B	B.cells
TNFRSF18	T.cells.CD4
TNFRSF19	Malignant
TNFRSF25	NK.cells
TNFRSF4	T.cells.CD4
TNFRSF9	T.cells.CD8
TNFSF10	Endothelial.cells
TNFSF12	Macrophages
TNFSF13	Macrophages
TNFSF13B	Macrophages
TNFSF14	T.cells.CD8
TNFSF4	T.cells.CD8
TNFSF8	T.cells.CD8
TNIK	T.cells.CD4
TNIP2	Endothelial.cells
TNIP3	T.cells.CD8
TNKS2	T.cells.CD8
TNNI2	Macrophages
TNS1	CAF
TNXA	Endothelial.cells
TNXB	Endothelial.cells
TOB1	T.cells.CD8
TOM1L1	Malignant
TOMM40	NK.cells
TOP1MT	Malignant
TOP2A	CAF
TOPORS	NK.cells
TOR2A	Macrophages
TOX	T.cells.CD4
TOX2	T.cells.CD4
TP53I11	CAF
TP53I13	Malignant
TP53I3	Endothelial.cells
TP53RK	NK.cells
TP53TG1	Endothelial.cells
TPBG	CAF
TPCN2	Malignant
TPD52	B.cells
TPM1	CAF
TPM2	CAF
TPPP3	CAF
TPT1.AS1	Malignant
TPX2	CAF
TRAF1	T.cells.CD4
TRAF3	B.cells
TRAF3IP3	NK.cells
TRAM2	CAF
TRANK1	NK.cells
TRAPPC10	NK.cells
TRAPPC6B	NK.cells
TRAT1	T.cells.CD4
TREM1	Macrophages
TREM2	Macrophages
TRERF1	T.cells.CD4
TRIM2	Malignant
TRIM21	T.cells.CD4
TRIM37	T.cells.CD8
TRIM45	T.cells.CD4
TRIM56	B.cells
TRIM63	Malignant
TRIM68	T.cells.CD8
TRIP4	Macrophages
TRIP6	CAF
TRMT12	Malignant
TRMT2A	T.cells.CD8
TRNAU1AP	Macrophages
TRPM1	Malignant
TRPM2	Macrophages
TRPS1	T.cells.CD4
TRRAP	T.cells.CD4
TSC1	NK.cells
TSC22D1	Malignant
TSKU	Malignant
TSPAN11	Endothelial.cells
TSPAN12	Endothelial.cells
TSPAN13	Endothelial.cells
TSPAN15	Endothelial.cells
TSPAN18	Endothelial.cells
TSPAN32	NK.cells
TSPAN4	Endothelial.cells
TSPAN5	Endothelial.cells
TSPAN7	Endothelial.cells
TSSC4	T.cells.CD4
TSTD1	T.cells.CD4
TTC24	T.cells.CD8
TTC28.AS1	NK.cells
TTC38	NK.cells
TTC39A	Malignant
TTC39B	T.cells.CD8
TTC9C	CAF
TTF2	T.cells.CD8
TTLL4	Malignant
TTN	B.cells
TTN.AS1	B.cells
TTYH2	Malignant
TUBA1C	CAF
TUBA4A	T.cells.CD8
TUBB2A	Malignant
TUBB2B	Malignant
TUBB3	CAF
TUBB4A	Malignant
TUBB6	CAF
TUBD1	T.cells.CD4
TWIST2	CAF
TWSG1	CAF
TXK	NK.cells
TXNDC11	B.cells
TXNDC5	Endothelial.cells
TXNRD1	CAF
TYMP	Macrophages
TYMS	CAF
TYR	Malignant
TYRO3	Malignant
TYROBP	Macrophages
U2AF1L4	NK.cells
UAP1	CAF
UBA2	Malignant
UBASH3A	T.cells.CD4
UBD	Endothelial.cells
UBE2C	CAF
UBE2J1	B.cells
UBE2Q1	Macrophages
UBE2T	CAF
UBE3B	B.cells
UBIAD1	NK.cells
UBL3	Malignant
UBL4A	Malignant
UBTD1	Endothelial.cells
UBXN11	Macrophages
UBXN2A	Malignant
UBXN2B	NK.cells
UCHL1	CAF
UCK2	NK.cells
UCP2	T.cells.CD4
UHRF1	CAF
UHRF1BP1L	Macrophages
UHRF2	T.cells.CD8
UIMC1	T.cells.CD4
UNC119	B.cells
UNC13D	NK.cells
UNC5B	Endothelial.cells
UNC93B1	Macrophages
UNK	Malignant
UPF3B	Macrophages
USE1	Malignant
USF1	B.cells
USHBP1	Endothelial.cells
USP1	NK.cells
USP18	Malignant
USP20	NK.cells
USP24	B.cells
USP28	NK.cells
USP5	Endothelial.cells
USP54	Malignant
USP6NL	B.cells
USPL1	B.cells
VAMP1	NK.cells
VASN	CAF
VASP	B.cells
VAT1	Malignant
VCAM1	T.cells.CD8
VCAN	CAF
VCL	CAF
VCPIP1	T.cells.CD8
VEGFB	Macrophages
VENTX	Macrophages
VEPH1	CAF
VIT	CAF
VMO1	Macrophages
VNN2	T.cells.CD8
VPREB3	B.cells
VPS11	T.cells.CD4
VPS16	T.cells.CD8
VRK1	T.cells.CD4
VRK2	B.cells
VSIG10	Endothelial.cells
VSIG4	Macrophages
VWF	Endothelial.cells
WBP5	CAF
WDFY4	B.cells
WDR12	Malignant
WDR3	Malignant
WDR34	CAF
WDR4	NK.cells
WDR74	B.cells
WDR77	NK.cells
WDR85	B.cells
WDSUB1	Malignant
WFS1	Endothelial.cells
WHAMMP1	NK.cells
WIBG	T.cells.CD4
WIPI1	Malignant
WISP2	CAF
WWOX	Endothelial.cells
WWTR1	Endothelial.cells
WWTR1.AS1	NK.cells
XBP1	B.cells
XCL1	NK.cells
XPC	T.cells.CD8
XYLB	Malignant
YAE1D1	Malignant
YDJC	NK.cells
YEATS4	T.cells.CD8
YKT6	Malignant
YPEL2	Endothelial.cells
YPEL3	NK.cells
YTHDC2	T.cells.CD4
ZAK	CAF
ZAP70	T.cells.CD4
ZBED2	NK.cells
ZBED3.AS1	Malignant
ZBED6	Malignant
ZBP1	B.cells
ZBTB1	T.cells.CD4
ZBTB16	NK.cells
ZBTB17	T.cells.CD8
ZBTB20	B.cells
ZBTB24	B.cells
ZBTB25	T.cells.CD4
ZBTB34	NK.cells
ZBTB40	NK.cells
ZBTB43	T.cells.CD8
ZC3H12A	T.cells.CD8
ZC3H6	T.cells.CD4
ZC3H8	T.cells.CD4
ZDHHC20	T.cells.CD4
ZDHHC21	B.cells
ZFAND2B	NK.cells
ZFYVE21	Endothelial.cells
ZFYVE27	T.cells.CD4
ZHX2	B.cells
ZKSCAN7	NK.cells
ZKSCAN8	B.cells
ZNF100	T.cells.CD8
ZNF101	T.cells.CD8
ZNF107	B.cells
ZNF138	B.cells
ZNF143	NK.cells
ZNF148	T.cells.CD8
ZNF211	Endothelial.cells
ZNF248	Endothelial.cells
ZNF250	B.cells
ZNF259	CAF
ZNF260	NK.cells
ZNF266	T.cells.CD8
ZNF274	B.cells
ZNF280B	Malignant
ZNF286A	NK.cells
ZNF318	B.cells
ZNF320	NK.cells
ZNF324	NK.cells
ZNF345	Endothelial.cells
ZNF347	T.cells.CD4
ZNF384	T.cells.CD4
ZNF385D	Endothelial.cells
ZNF426	NK.cells
ZNF438	Macrophages
ZNF441	CAF
ZNF521	Endothelial.cells
ZNF524	Macrophages
ZNF532	B.cells
ZNF543	NK.cells
ZNF564	B.cells
ZNF576	Endothelial.cells
ZNF581	Macrophages
ZNF586	B.cells
ZNF593	Malignant
ZNF609	NK.cells
ZNF639	Endothelial.cells
ZNF672	T.cells.CD8
ZNF674.AS1	B.cells
ZNF680	Endothelial.cells
ZNF692	Malignant
ZNF700	T.cells.CD8
ZNF708	Endothelial.cells
ZNF721	B.cells
ZNF766	NK.cells
ZNF776	NK.cells
ZNF780A	T.cells.CD4
ZNF786	NK.cells
ZNF788	B.cells
ZNF791	B.cells
ZNF80	T.cells.CD8
ZNF829	T.cells.CD8
ZNF876P	B.cells
ZNF91	NK.cells
ZRSR2	NK.cells
ZSCAN12	T.cells.CD8
ZSCAN21	Malignant
ZWINT	CAF
ZXDC	T.cells.CD8
