Mixture	Cancer.cells	B.cells	Macrophages.M1	Macrophages.M2	Monocytes	Neutrophils	NK.cells	T.cells.CD4	T.cells.CD8	Tregs	Dendritic.cells	P-value	Correlation	RMSE
SimData1	0.00186142014926302	0.01844681297205689	0.06758709464293107	0.27658994605745169	0.22141059124687973	0.00670076384738516	0.09774435533846684	0.01344266286450756	0.07186271258918038	0.18179619475213663	0.04255744553974101	0.00000000000000000	0.97935175065075764	0.55861749442455844
SimData10	0.60853132887784855	0.00924452754238348	0.02582514334758155	0.09049470681627880	0.09777007552658411	0.00430038952044914	0.03766453743515460	0.00025279160717571	0.04963576906495806	0.06471564206281535	0.01156508819877070	0.00000000000000000	0.83013749582179364	0.62145996844667351
SimData100	0.77033215841835589	0.03606473407070082	0.01285755444370296	0.03031869954031264	0.02534074364659928	0.01835731065763203	0.03828199665424852	0.02058537623980010	0.04350358877885954	0.00283493577395836	0.00152290177582976	0.00000000000000000	0.83209023285506467	0.58693021614562335
SimData1000	0.68568945891685174	0.04031456729208325	0.01539623115478086	0.06509550758283127	0.04733722521680809	0.04329470996101097	0.03501619658239542	0.05659119622551145	0.01126490706772694	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.80164701253292037	0.63554197195524054
SimData1001	0.76637139677757116	0.02704990502369433	0.00768421013978406	0.02826576850442872	0.04032615928963641	0.01824051879182901	0.02438659980053235	0.05357665061661449	0.01771774527227400	0.00036570203996687	0.01601534374366852	0.00000000000000000	0.82289684678530839	0.59668645362095096
SimData1002	0.83218737877019588	0.01677305095765796	0.01535998371843568	0.01736385333984729	0.00608578017346274	0.00583920289618837	0.01493333227481438	0.00000000000000000	0.02738518926441363	0.03601324822088368	0.02805898038410047	0.00000000000000000	0.80700459993215845	0.61203033698087106
SimData1003	0.89696416501961962	0.00000000000000000	0.00796130937943798	0.01203237815342993	0.01186090869079730	0.00184554562437939	0.00414477158580037	0.00000000000000000	0.00000000000000000	0.03867648842257967	0.02651443312395578	0.00000000000000000	0.81848946883235685	0.59910170372302174
SimData1004	0.00000000000000000	0.17417435766300521	0.04296413991515884	0.07067629088789960	0.10940078313637749	0.04023064052497523	0.08459087162444323	0.16805426294950870	0.14145682094593465	0.10351705783627974	0.06493477451641734	0.00000000000000000	0.95773486379055539	0.64160029082226078
SimData1005	0.11839895575144517	0.17384852274102161	0.03329555511965037	0.05884735862257444	0.08142747437243866	0.03483282978836803	0.07704726232946849	0.14300091380243873	0.14609849137815759	0.06904200219048869	0.06416063390394844	0.00000000000000000	0.93762822279095737	0.67339517686367867
SimData1006	0.21220578376614466	0.14672706122664997	0.02873909946418553	0.04708350190620859	0.09151720930702528	0.03930057707418542	0.07806097844457061	0.10518811100627745	0.10332803502228506	0.06630987014147775	0.08153977264098952	0.00000000000000000	0.88037168359329809	0.71228572847256155
SimData1007	0.32321614185585140	0.11951669330017947	0.03313953890877713	0.04236711761531037	0.11867569907235388	0.01295281368383007	0.06808062555264818	0.04852361689979094	0.11410209661921319	0.09373597369563812	0.02568968279640721	0.00000000000000000	0.85867673090487118	0.69901947978519741
SimData1008	0.42073423803260102	0.11013018886628873	0.01825611412301885	0.03523713425505605	0.06433215560010694	0.02736964218594595	0.04893567862808880	0.06264024728662625	0.08380642158043682	0.07301453476920022	0.05554364467263040	0.00000000000000000	0.83798198351976705	0.68320211565545474
SimData1009	0.49638122040004412	0.08444105924103631	0.02108031338480980	0.03810637624974328	0.06219153466927099	0.02107906501758429	0.04003751119714780	0.08118672246171266	0.08158039346502814	0.04337015363328037	0.03054565028034216	0.00000000000000000	0.83028704863172187	0.66156096313505852
SimData101	0.85790019630676684	0.01878534407370315	0.00838695200665963	0.00812855015550638	0.01753404156516132	0.01478643577442156	0.01988186637269135	0.02327881076631255	0.03131780297877728	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.82638126114992139	0.58736282377255544
SimData1010	0.58342972681493310	0.05901443310615886	0.00273459435119455	0.03150546766993342	0.06620538937376819	0.01548775188803482	0.02611839494022053	0.10085422408651726	0.05668190657607028	0.02991834765073529	0.02804976354243394	0.00000000000000000	0.81618990441556216	0.64210679748353894
SimData1011	0.61811454438111235	0.06604821996843202	0.01257863400846935	0.01937729522516064	0.04054125365682910	0.02201110423078520	0.03840083984891718	0.01656249677363783	0.07866893727495940	0.05050338589848528	0.03719328873321154	0.00000000000000000	0.81229384757765832	0.63759691826554310
SimData1012	0.60946200393370253	0.05817087386345783	0.01837055834161914	0.00909254153274804	0.05122263981806824	0.01607377369562070	0.03756064477175960	0.06582306547694201	0.05751162435714728	0.02556330802954761	0.05114896617938693	0.00000000000000000	0.82463397218887813	0.62795368119827955
SimData1013	0.62371128249620955	0.06415085168104294	0.01172220681662982	0.01834729388931652	0.05671084930816579	0.01373518478842246	0.03035222366801442	0.03079924052574437	0.06067710875360362	0.04435041222524798	0.04544334584760273	0.00000000000000000	0.81793583740963205	0.63033308925713183
SimData1014	0.61047749207811175	0.06073090071161734	0.01154513770322431	0.01315267674422663	0.06465476528573395	0.01041087433367110	0.03283471319998743	0.03898216371572334	0.07320106929905663	0.04289245700752387	0.04111774992112370	0.00000000000000000	0.82243644665735405	0.62887865841461832
SimData1015	0.61897510997218808	0.06558955104269032	0.00931218684815220	0.01831565149642980	0.05861940147960796	0.01777860190618595	0.03600566713381469	0.03882472691811573	0.05100133093491892	0.04606122401933671	0.03951654824855991	0.00000000000000000	0.82270115508291830	0.62777124519405358
SimData1016	0.61282586165766639	0.06245218412092716	0.00898026867242782	0.01861371647030180	0.06042277528304010	0.01495900461423527	0.03173677621693795	0.04543873389122656	0.07449788407608671	0.03157498254901599	0.03849781244813428	0.00000000000000000	0.82150856963661545	0.62953232187282071
SimData1017	0.68668959676453178	0.04011047580747933	0.00866010562588011	0.02879796170372374	0.04801322995869907	0.01503379138266881	0.02463967912912841	0.06676534145557153	0.05017029028372336	0.01824137959061226	0.01287814829798138	0.00000000000000000	0.82087770923671366	0.61116361119648177
SimData1018	0.76387693255044475	0.02884109549112850	0.00310813106187599	0.01113699203870948	0.03226219167486290	0.01302308484400365	0.01578686205986254	0.04388262565026933	0.04298807050387685	0.03147090206270989	0.01362311206225602	0.00000000000000000	0.82106474587619960	0.59719230907828280
SimData1019	0.83392821186232735	0.01092510331943480	0.00578793968265172	0.01650072509035118	0.01196023423278207	0.01268295197094542	0.02126621776930884	0.00000000000000000	0.00905724594564243	0.04885650347524820	0.02903486665130774	0.00000000000000000	0.81930739322435775	0.59655571643408944
SimData102	0.91992657864677485	0.01696144976882744	0.00247901118287140	0.00599563420829348	0.02158780469471748	0.00000000000000000	0.00325360467638602	0.00000000000000000	0.00000000000000000	0.01122969344522113	0.01856622337690834	0.00000000000000000	0.81027892026142023	0.61359486873737479
SimData1020	0.92884910579052005	0.00000000000000000	0.01233438861341847	0.00000000000000000	0.00000000000000000	0.00481876924186774	0.00406351035794871	0.00000000000000000	0.01261683963165672	0.00000000000000000	0.03731738636458830	0.00000000000000000	0.82198934899646148	0.59815129460327221
SimData1021	0.00870852545028998	0.07821009479008685	0.18840895094649182	0.04481876650563719	0.16003063333978046	0.06979822141269972	0.24623083489060318	0.01510807948925835	0.02404539190950205	0.06703313482542657	0.09760736644022394	0.00000000000000000	0.96461493869182346	0.55045903333794910
SimData1022	0.10891194437065374	0.06305757149086810	0.19896939528989346	0.02537236879996910	0.14637851201715490	0.06572185472298528	0.21109398003613988	0.01991144152609312	0.01822014664977654	0.05755404639924849	0.08480873869721738	0.00000000000000000	0.95557799646059582	0.58996747252135218
SimData1023	0.23990882564277224	0.06053041282330089	0.16551328105591387	0.01941927740068819	0.11769801419432253	0.05888131221821821	0.19379537783520370	0.00000000000000000	0.00000000000000000	0.06238918552165949	0.08186431330792081	0.00000000000000000	0.90594231015031323	0.64858738947356576
SimData1024	0.33324947182651404	0.04457898959333768	0.14532197495203522	0.02424991119575522	0.07840624642519502	0.04853901591586959	0.17857031844827487	0.00000000000000000	0.01016105581057418	0.06817736037484340	0.06874565545760070	0.00000000000000000	0.87351862545417847	0.66564305130261692
SimData1025	0.43272976527507423	0.04912270883422083	0.11891750224219377	0.01604341726339561	0.08592854082731134	0.04096373257579916	0.14458743152484241	0.00979479304867535	0.01111795330750386	0.03723234844079732	0.05356180666018632	0.00000000000000000	0.85526686847195188	0.65873208380896409
SimData1026	0.52229108558536419	0.03104257637321717	0.08124044946572663	0.02895058086312708	0.12639341409442037	0.03506944894650951	0.11943874424372826	0.00000000000000000	0.00000000000000000	0.05022375200637809	0.00534994842152885	0.00000000000000000	0.84517859905001758	0.63989474137523172
