NAME	Malignant	Endothelial cells	CAF	T cells CD8	NK cells	Macrophages	T cells CD4	B cells
ELOVL2	60.5056985015783	1	1	1	1	1	1	1
ELP4	1	53.8498674974189	27.3636043572567	1	148.525413056356	1	1	1
ELP6	36.8272388368127	70.6975710525392	58.6603796585812	1	1	1	70.7442756340948	1
ELTD1	1	91.8878792783814	26.0116465664983	1	1	1	1	1
EMB	1	1	46.2844396936235	341.177760744254	174.031990726247	41.2597676815852	232.218847606546	120.625175608285
EMG1	58.5215934714048	1	57.568378268855	1	176.122430183892	31.7646225589433	76.8121087315886	1
EMILIN2	1	1	1	1	1	23.5741934276996	1	1
EMP1	1	62.4917592216964	256.193952282694	1	1	1	1	1
ENG	29.0598792780617	734.144638920255	463.722928435641	1	1	134.670350154634	1	1
ENO2	173.621595452498	1	28.8909667365475	1	1	65.5089524896873	1	1
ENPP2	115.81969399373	79.6362751648991	36.9480736440647	1	1	1	1	1
ENTHD1	173.973891020188	1	1	1	1	1	1	1
EOMES	1	1	1	79.2873020592717	105.983045259511	1	1	1
EPAS1	1	131.490166517789	95.8433794966749	1	1	1	1	1
EPB41	1	1	1	65.0577722044306	22.2082458325906	1	72.8860743805308	39.0775051332764
EPB49	1	55.6634311841255	1	1	1	1	1	1
EPDR1	1	1	39.7635124201299	1	1	1	1	1
EPHA2	1	63.5602187183957	1	1	1	1	1	1
EPHB4	1	52.7958981893225	1	1	1	1	1	1
EPS8	83.7662580782513	1	90.6200605813516	1	1	1	1	1
ERBB3	224.787351934133	1	1	1	22.2263935453713	1	1	1
ERCC5	1	1	17.8176952075929	46.0974945945965	1	1	53.7641038825263	1
ERG	1	86.8178783536012	1	1	1	1	1	1
ERO1L	21.1560105935206	1	136.335194163322	1	1	1	1	1
ERVK13.1	1	1	1	1	41.311654649416	1	1	15.0278032556749
ESAM	1	40.3281313108221	1	1	1	1	1	1
ESCO1	15.3693257417184	1	1	1	17.1603418736112	1	1	37.452728895826
ESM1	1	1	69.6884916167292	1	1	1	1	1
ESRP1	36.0088569054609	1	1	1	1	1	1	1
ETNK2	42.5534619350573	1	1	1	1	1	1	1
ETS2	1	116.840362201436	14.4806963944389	1	1	45.2552978528517	1	1
ETV4	79.4986983777214	1	1	1	1	1	1	1
ETV5	97.8338581350615	1	19.7293524516271	1	1	68.9909594368821	1	1
ETV6	1	34.0567328965467	1	1	1	35.3386519064233	1	1
EVA1A	50.8734540356376	1	59.7083843104952	1	1	1	1	1
EVI2A	1	1	1	144.042249129946	69.9187325224421	100.010661343433	202.274120241514	68.1738224527233
EVI2B	1	1	1	317.554717825188	347.170180333486	294.167111693394	309.038893192157	207.214994408844
EVL	1	1	1	194.055271530745	143.014044525339	42.0820013091534	133.03184853739	63.1837376921042
EXO5	1	1	11.2070903513087	1	1	1	29.7186172256872	1
EXOC1	19.5365535595316	1	28.58510050458	37.2665387903474	1	1	48.6909556341817	1
EXOC3L1	1	47.9609595061085	1	1	1	1	1	1
EXOC5	1	13.2419612671975	23.1555215326511	1	22.1549132145331	1	1	1
EXOSC3	35.3313433322201	1	51.7827012889428	51.715141126811	1	1	1	1
EXOSC5	79.381358855043	1	14.030904380488	1	1	1	1	1
EXOSC7	70.5761249561484	1	53.3779921148448	101.948287578354	63.7280344110937	1	1	1
EXOSC8	47.3373478524174	36.7597253564764	57.7079546713438	1	1	1	60.3850186102133	1
EXT1	1	1	48.2029792566458	1	1	1	1	1
EXT2	42.9666303246979	125.018173638839	104.392365647075	1	1	1	1	1
EXTL1	41.9628933275189	1	1	1	1	1	1	1
EZH1	1	1	10.1638008182284	1	111.813937384527	1	1	1
EZH2	21.2961486022535	1	34.3127919876808	48.216687562316	25.2674105597915	1	1	1
F13A1	1	1	1	1	1	647.260420331939	1	1
F2RL2	1	1	37.8744742300443	1	1	1	1	1
F3	1	1	365.652092151468	1	13.5157094338968	1	1	1
F8	1	172.558289432486	1	1	1	1	1	1
FAAH2	1	1	1	1	1	1	82.0248352345856	1
FABP3	1	1	1	1	1	64.3133705019669	1	1
FABP4	1	3327.66846425129	1	1	1	1	1	1
FABP5	217.683206442239	2381.25541684529	182.246391642159	261.809128168124	1	222.996273645657	243.595738478873	1
FADS1	42.1670799195789	1	65.9108455732754	1	1	1	1	1
FADS2	21.5152869730536	1	106.202889919818	1	1	1	1	1
FADS3	1	1	38.8874589938792	1	1	1	1	46.1548403270399
FAHD1	49.3682429317631	1	25.1698474590586	1	1	1	1	1
FAHD2B	45.6026012916319	1	1	1	1	1	1	1
FAIM	1	1	55.4665105567227	1	1	1	1	1
FAIM3	26.7699099908922	1	1	239.37357230969	115.132469204524	1	260.852612017128	445.31171407776
FAM107B	1	25.9571165377542	1	59.546011635239	5.27207116536268	1	70.6986760502945	1
FAM108A1	1	1	1	1	273.222685770194	1	1	1
FAM110A	1	1	1	1	66.7669097927894	1	1	1
FAM111B	1	12.6329477255137	11.7391657803005	1	1	1	1	36.2220369262641
FAM115C	1	1	1	36.7664777659597	1	1	39.3303005540757	51.7574935586108
FAM117B	1	1	1	1	40.5148763182516	1	1	49.944919746481
FAM118A	1	1	1	62.8389348495069	23.3193627376431	1	50.7232186440799	1
FAM129C	1	1	1	1	1	1	1	147.430397071286
FAM136A	51.9434345170475	1	79.360191922005	73.616382157419	119.312022767986	42.1283344805045	1	1
FAM160B1	1	1	28.711021491167	26.3058573994002	1	1	38.6221721412407	1
FAM161A	1	1	1	1	18.479839896734	1	1	1
FAM162B	1	53.6795196496805	1	1	1	1	1	1
FAM167B	69.1487456752708	1	1	1	1	1	1	1
FAM168B	25.7255339569016	18.025855648651	32.7761077186003	1	87.8966613040557	1	1	1
FAM171A1	1	84.7870787159346	13.6056835884041	1	1	1	1	1
FAM172A	1	1	12.9080804169149	22.342337727907	1	1	1	39.6999556669962
FAM173A	22.3886560195762	1	89.4388045170968	1	1	1	1	1
FAM173B	1	42.367228033884	1	1	1	1	1	1
FAM174A	35.3463015913436	46.8496038226807	39.9545831496448	1	69.7525514136633	1	1	1
FAM174B	43.7420029423335	137.707691679452	1	1	1	1	1	1
FAM180A	1	1	44.6833437584897	1	1	1	1	1
FAM195A	26.807130500099	1	1	1	1	65.9676151022297	1	1
FAM206A	30.2577569885711	1	1	1	1	1	1	1
FAM20A	1	1	1	1	1	17.5783848716384	1	1
FAM210A	103.210548825481	1	14.7122710365221	1	1	1	1	1
FAM214A	1	1	1	1	1	1	1	51.8800414156793
FAM222B	37.8263947650782	16.2909841769224	1	32.3352623192053	1	1	1	1
FAM26F	1	1	1	1	1	710.336478973617	1	1
FAM3B	36.4265951814568	1	1	1	1	1	1	1
FAM43A	1	63.6906911727299	19.185039980976	1	1	1	1	1
FAM45A	43.2002130057714	1	71.6090188508849	1	1	1	1	1
FAM46C	1	1	1	115.451647052035	62.5471991830713	1	131.707629426287	174.890917842936
FAM49A	1	46.5313871201528	1	1	1	32.4094714126805	1	50.378722576951
FAM50B	1	1	49.4354859807366	1	1	1	1	1
FAM53B	1	1	1	36.8414707099708	72.9701584004761	1	45.0354416746861	27.5829763395169
FAM63A	32.0539528256009	1	1	1	1	1	1	1
FAM65B	1	1	1	170.41304376096	150.369880765986	1	217.488140726547	253.474396826421
FAM69A	49.6570606368125	1	45.8955499520619	112.386823693414	1	1	1	102.318470228041
FAM78A	1	1	1	1	1	22.7747487190087	1	1
FAM86A	1	1	45.5502504849971	1	1	1	1	1
FAM92A1	77.0629497201377	1	37.5621156734736	1	1	1	1	1
FANCD2	1	1	1	1	1	1	1	21.346404219449
FANCF	1	1	1	1	1	1	1	43.1034856220479
FANCL	66.5626629410905	1	35.2556549156383	1	1	1	1	1
FAP	1	1	196.378328251669	1	1	1	1	1
FARP2	63.2126750429553	1	1	1	1	1	1	1
FARS2	26.3220764161294	1	20.7246291441925	1	1	1	60.9747358644314	1
FARSB	113.717092616745	1	84.7374340337495	1	1	1	1	1
FAS	1	1	55.9042147624945	57.791675054273	1	1	117.116572881545	1
FASLG	1	1	1	206.463605582556	575.148275841627	1	1	1
FBLN1	1	1	709.026831330511	1	1	1	1	1
FBLN2	1	1	336.350219562445	1	1	1	1	1
FBLN5	1	1	243.385346622777	1	1	1	1	1
FBLN7	1	1	1	1	1	1	52.9220360826526	1
FBN1	1	45.82493737198	143.684871729772	1	1	1	1	1
FBP1	1	1	1	1	1	78.8690173509189	1	1
FBXL12	37.9384906614694	38.8871064128447	47.8428066943332	1	68.0111071826094	1	1	1
FBXO32	36.3147335517859	1	1	1	1	1	1	1
FBXO38	1	42.6325041484104	31.995010077334	1	1	1	1	39.5155429677396
FBXO5	1	1	42.9940747558672	1	1	1	1	1
FBXW11	21.7325634020285	17.1845890035622	21.7878397235385	1	1	1	45.4581563752678	1
FBXW7	1	1	13.3216570751743	1	19.0659276420713	1	1	1
FCER1G	1	1	1	1	755.116556512394	4868.90152230213	1	1
FCER2	1	1	1	1	1	1	1	294.998353578479
FCGBP	1	1	1	1	1	69.9887464966668	1	1
FCGR1A	1	1	1	1	1	386.354759709108	1	1
FCGR1B	1	1	1	1	1	88.3456727576521	1	1
FCGR1C	1	1	1	1	1	154.967801063151	1	1
FCGR2A	69.165566777929	1	1	1	1	690.221761242013	1	1
FCGR2B	1	1	1	1	1	190.389297129307	1	101.571759851765
FCGR2C	42.5780008183634	1	1	1	1	171.639699098841	1	1
FCGR3A	1	1	1	1	1243.00530659116	2088.41430442535	1	1
FCGRT	1	491.649592603882	139.418494251431	1	1	967.377602025719	1	1
FCHO2	1	20.2178036648459	1	1	1	29.5345273448792	1	1
FCHSD2	1	30.7180464547738	1	1	1	1	1	92.0256053293439
FCRL1	1	1	1	1	1	1	1	153.351241176021
FCRL2	1	1	1	1	1	1	1	153.996664404329
FCRL3	1	1	1	125.369337748268	181.212507315083	1	75.7628557355755	282.315963008736
FCRL5	1	1	1	1	1	1	1	96.1396782968006
FCRL6	1	1	1	91.3131505523901	791.338110114406	1	1	1
FCRLA	225.249168190783	1	1	1	1	1	1	429.036577185331
FDXR	58.4163107111302	1	1	1	1	1	1	1
FEM1A	22.2929727927079	1	1	1	32.2519345103954	1	1	1
FEM1B	30.4810490497124	1	1	1	1	1	1	1
FEN1	60.1311391670539	1	82.4793740062341	1	1	1	1	1
FERMT2	1	70.6409269144032	86.0657631412604	1	1	1	1	1
FERMT3	1	1	1	188.952319641366	172.789035144058	111.178668879373	191.574378750991	127.031371759924
FES	21.8165139070498	36.5661375925487	1	1	65.9228916319598	72.7662486843872	1	1
FGD2	1	1	1	1	1	123.651797921005	1	143.394987990841
FGD3	1	1	1	112.183760050039	55.5453648565116	36.2538924359938	170.519728320006	93.8001051529915
FGD5	1	41.4690091479083	1	1	1	1	1	1
FGF7	1	1	206.498380558883	1	1	1	1	1
FGFR1	1	58.4781782403383	22.8798176993711	1	1	1	1	1
FGL2	1	1	1	1	1	339.741810746204	1	1
FGR	1	1	1	1	457.152389723292	90.5111340332763	1	1
FHL1	1	133.260037317107	221.606575188485	1	1	1	1	1
FHL2	115.524794931266	71.9398959782095	592.714576166385	1	1	1	1	1
FILIP1	1	58.1648063326189	1	1	1	1	1	1
FILIP1L	1	134.355181488268	29.861471686716	1	1	1	1	1
FKBP10	1	92.2495953993103	194.483546524398	1	1	1	1	1
FKBP4	49.041525210232	1	29.8090507114425	1	1	1	1	1
FKBP9	226.362495843559	218.837934954311	183.380205240452	1	1	53.3242367771646	1	1
FLJ13197	1	1	1	1	1	1	17.4375770897855	9.42698437258429
FLJ39639	1	1	1	1	1	1	1	23.5835826055157
FLJ40292	1	1	1	1	1	1	1	61.1148981220736
FLJ41200	1	68.8746597433453	1	1	1	1	1	1
FLNB	1	96.2920878634903	47.2442418662886	1	1	1	1	1
FLRT2	1	70.4179879867113	20.0104899661001	1	1	1	1	1
FLT3LG	1	1	29.2520162300931	62.9386610059979	1	1	77.3962738261965	1
FLT4	1	292.205552676782	1	1	1	1	1	1
FMN1	25.9129151961398	1	1	1	1	1	1	1
FMNL1	1	1	1	1	27.8428560092494	1	1	1
FMNL2	1	1	1	1	1	33.0615074588786	1	1
FMOD	1	488.531330586942	63.0221890579363	1	1	1	1	1
FMR1	1	1	1	1	39.9052176512926	1	1	1
FN1	132.107542024187	472.546389398268	3854.52315766798	1	1	168.735368415924	1	1
FNBP1L	26.1053918809399	71.4508132638568	1	1	1	1	1	1
FNTA	62.1528329210809	1	48.206657837073	1	1	1	52.6059028316298	1
FOLR2	1	1	1	1	1	1407.24331281083	1	1
FOSL1	1	1	130.116321194531	1	1	1	1	1
FOXN3	1	1	19.1881985717607	25.4817933186152	26.5279044059354	1	1	1
FOXO1	1	41.8450771626286	1	39.6963746238265	1	1	60.0771904410136	61.7172057032753
FOXP2	1	63.7284486292925	1	1	1	1	1	1
FOXRED1	24.4897294677061	1	1	1	1	1	1	28.5093245013796
FPR1	1	1	1	1	1	87.7308489892559	1	1
FPR3	1	1	1	1	1	180.828366085714	1	1
FRMD4B	1	39.5581046379415	1	1	1	31.1285216809807	1	1
FRMD6	56.0532939965798	57.3707973428532	163.873141051192	1	1	1	1	1
FSCN1	1	115.355131741681	103.714845768326	1	1	1	1	1
FST	1	1	268.454026589618	1	1	1	1	1
FSTL1	237.087285120343	184.631507596653	1037.87368901107	1	1	1	1	1
FSTL3	1	1	59.5647358324795	1	1	1	1	1
FTSJ2	43.1674482991836	1	28.6100637717654	1	1	1	1	63.5890440521413
FUCA1	35.3566844405685	90.6540099236533	1	1	1	280.771197242263	1	1
FUCA2	54.1893251380173	131.083740474893	151.039655608962	1	325.344732200194	89.8260052296232	1	1
FUOM	1	1	48.5080647709681	1	1	88.8458049706539	1	1
FUT8	1	1	37.7718109247822	42.6945783433672	1	1	1	40.5054443920111
FXYD3	256.018891509951	1	1	1	1	1	1	1
FXYD6	1	263.919417887062	1	1	1	1	1	1
FYB	1	1	1	317.084774367999	220.541643789507	176.337851181175	378.032530571248	1
FYCO1	16.69218769286	1	1	24.7058826940832	1	1	1	1
FYN	1	1	20.3329573228769	292.039143901903	238.847757849021	1	253.890125762048	1
G0S2	1	1	205.021824805695	1	1	1	1	1
GAA	57.3245354553128	116.736288370499	36.7204728069111	1	1	312.612127193443	1	1
GAB3	1	1	1	1	1	35.5793690237528	1	1
GAL3ST4	22.7127484646562	1	1	1	1	84.3499746634659	1	1
GALC	27.7757435955528	44.6956565018182	25.8052827707374	1	1	72.3876347787684	1	1
GALE	100.02084578972	1	52.4718846107513	1	1	37.3435881084341	1	1
GALNT15	1	111.032114865764	1	1	1	1	1	1
GALNT18	1	225.998431686183	1	1	1	1	1	1
GAMT	46.0036063025813	1	36.9738958510408	1	1	1	1	1
GAPT	1	1	1	1	1	1	1	98.5142038086917
GAS2L3	68.2550174952782	1	1	1	1	1	1	1
GAS6	1	162.778852046543	145.413865465676	1	1	24.9734198622755	1	1
GAS7	86.0186913000449	1	1	1	1	1	1	1
GATA3	1	1	1	64.0934387507046	70.7064418274515	1	46.1750083159128	1
GATM	1	1	1	1	1	98.6553164522898	1	1
GBA2	1	47.4658904772755	1	1	40.5768967759203	1	1	1
GBE1	20.0064390171962	1	126.845027857583	1	1	39.0421831001552	1	1
GBGT1	1	19.3155552088101	1	1	1	35.9043118306714	1	1
GBP3	1	41.7974476507522	34.4446832430381	44.8529247674615	1	1	1	1
GBP5	1	1	1	350.773757979236	119.606861389251	177.095395298461	154.611948211801	28.1874215345413
GCA	1	23.9503220998117	1	1	1	38.4811069244672	1	1
GCAT	55.9470009886433	1	31.855713608795	1	1	1	1	1
GCDH	36.0341247583708	1	1	1	1	1	1	1
GCH1	1	1	1	1	71.9261519242353	40.734834431023	1	1
GCHFR	1	1	1	61.5421388506161	1	58.973836167868	133.785618692208	1
GCN1L1	18.1482483098915	1	1	1	1	1	1	30.9681544085893
GCNT1	1	1	1	1	57.2558094443046	16.5179717870663	1	1
GCSH	107.252342268507	1	32.030258958043	1	1	1	1	1
GDE1	60.7957485258903	1	76.4287643294319	1	1	62.4059317444161	1	1
GDF15	552.878934145564	1	205.910034453324	1	1	90.1680104223394	1	1
GDPD5	1	41.1708138148717	1	1	1	1	1	1
GEM	1	1	38.9899062232604	1	1	1	1	1
GEMIN6	54.1669513770813	1	46.0758405167125	1	1	1	1	1
GFOD1	27.680380907825	1	1	1	1	1	1	1
GFPT2	1	1	106.488355617083	1	1	1	1	1
GGA2	15.7978572638188	8.0329269954822	1	59.9072312779977	1	55.9005895763551	37.9744787475628	134.107469956096
GGCT	113.158094735133	98.0106131488009	82.7763342332335	1	1	1	1	1
GGH	165.052382680333	1	179.614609106609	1	1	1	1	1
GGT5	1	101.383219474815	41.1877453636594	1	1	1	1	1
GGTA1P	1	93.4668958563931	1	1	1	90.7798281854161	1	1
GIGYF1	1	1	1	1	39.1057775316239	1	1	1
GIMAP1.GIMAP5	1	1	1	1	1	1	48.4877423996302	1
GIMAP2	1	1	1	215.354302885226	115.768962672084	129.692279764378	218.850173438434	1
GIMAP4	1	366.125897445072	1	654.506798908732	391.074412566092	264.272090001666	695.750858314445	1
GIMAP5	1	374.17385363353	1	367.653633139294	336.756753130554	140.727637933184	317.84987336697	1
GIMAP6	1	106.972718710797	1	145.27843846401	66.5556373358734	52.1267466464972	192.908974452193	1
GIMAP7	1	204.093750975978	1	594.432066428273	297.163795169191	164.155726186185	594.455756949644	1
GIMAP8	1	150.755708122478	1	1	1	45.1571622048116	1	1
GINM1	1	151.244042639787	158.584482222251	1	1	65.0693709133151	1	1
GINS2	1	1	54.7928440383118	1	1	1	1	1
GJA1	1	398.08967789146	42.7352579353602	1	1	1	1	1
GJA4	1	503.530820197684	1	1	1	1	1	1
GJB1	139.449907976005	1	1	1	1	1	1	1
GJC3	154.695469070658	1	1	1	1	1	1	1
GLA	49.0985882884584	1	42.8947443734658	1	1	85.1030950708527	1	1
GLB1L	38.0577464689262	1	1	1	1	1	1	1
GLCCI1	1	1	1	1	105.226646786854	1	42.4430198056615	1
GLE1	33.5707100154954	1	18.672229720415	71.126567817614	33.4543673599817	1	1	1
GLIPR2	1	165.188057904111	52.8008129022129	120.634261362806	628.159102599622	50.4318564384583	76.7837129073653	1
GLRX2	58.8337872022847	1	42.554831616521	1	1	1	1	1
GLT8D1	102.6313737023	103.158102345136	123.044427220988	1	1	1	1	1
GLT8D2	1	88.8791306597295	61.6893493495412	1	1	1	1	1
GLUL	146.775225676577	180.859024547297	45.7214106998961	1	100.038031962264	483.291891185483	1	1
GM2A	46.7254940864006	1	51.4517348010785	1	1	142.455410717469	32.5753746253626	168.987617757656
GMDS	1	38.5413598487017	43.4149873989731	1	1	1	53.4354273001865	1
GMEB2	1	1	22.151429724043	1	32.1925922213583	1	1	1
GMPPA	77.9597620077204	1	70.2822722648004	1	70.4875892958004	1	1	1
GMPPB	37.8354715341624	1	83.5901836087961	1	1	1	1	1
GMPR	53.1087177063804	1	1	1	1	1	1	1
GNA13	1	1	13.4161902475991	1	34.2003195110969	23.6293235038638	1	1
GNA14	1	46.6413727716756	1	1	1	1	1	1
GNA15	1	1	1	1	1	35.6577148860805	1	1
GNG11	1	1408.34026314415	342.668028433204	1	1	1	1	1
GNG2	20.6600624401806	1	1	113.229188162782	177.532488853765	29.3343224578238	136.82419429721	1
GNG7	16.5653186414241	1	1	1	1	1	1	81.5369923361266
GNLY	1	1	1	569.229979856233	4037.99299359985	1	1	1
GOLGA1	1	1	1	1	27.1094138968921	1	1	1
GOLGA8A	1	1	1	47.4716771494714	32.3827869037894	1	73.7203753162186	36.2152471079935
GOLGA8B	1	35.9104781353694	1	41.4876089877504	1	1	64.1016552941198	34.4985280508741
GOLM1	33.6992953621749	1	80.7278078572208	1	1	1	1	1
GOLT1B	59.7663232758673	1	66.0230238204556	1	86.4507936361277	1	1	1
GOPC	1	1	24.6084269664458	1	1	1	40.1398817009291	1
GPATCH4	62.6394911077842	1	19.9214577908317	35.9055118991006	1	1	1	1
GPC1	1	1	60.1151479154041	1	1	1	1	1
GPLD1	1	1	1	1	1	1	1	15.971122165634
GPM6A	1	48.5341533847378	1	1	1	1	1	1
GPM6B	355.464768571244	1	1	1	21.8315316708725	1	1	1
GPN1	42.1789334863046	1	63.5783692015842	78.0344645119355	1	1	80.4748998181952	1
GPNMB	1225.7379760921	1	274.988674481738	1	1	1944.05833972335	1	1
GPR114	1	1	1	1	78.9882914998006	1	1	33.0250654142403
GPR116	1	156.731227914196	1	1	1	1	1	1
GPR132	1	1	1	27.7605377081822	1	1	1	1
GPR137B	108.938585631783	1	1	37.2686649941559	1	32.3174814284844	1	1
GPR143	410.172264668984	1	1	1	1	1	1	1
GPR146	1	538.802856505195	1	1	1	44.8780254474332	1	1
GPR171	1	1	1	223.392532502565	1	1	78.8703138954427	1
GPR174	1	1	1	108.643676981113	100.030820603016	1	154.1128947805	1
GPR176	1	1	172.66506642848	1	1	1	1	1
GPR18	1	1	1	80.2739944375929	68.0416163368002	1	1	92.1884127610824
GPR182	1	237.384132605772	1	1	1	1	1	1
GPR183	1	1	1	177.749447366634	94.2175303073428	139.80823145973	390.58400146879	509.971256417835
GPR34	1	1	1	1	1	233.69184460602	1	1
GPR56	194.606612998677	1	1	126.146930949254	182.706211212491	1	1	1
GPR68	1	35.7534868272092	1	50.1531002903573	148.491652297858	1	1	1
GPR89B	1	1	1	1	55.6672755326849	1	1	1
GPR97	1	102.076004255161	1	1	1	1	1	1
GPRC5B	68.5941498236592	174.571688698733	1	1	1	1	1	1
GPRIN3	1	1	1	41.4516245024394	1	1	87.2937166465063	1
GPX3	1	148.156082941267	97.7206803006178	1	1	290.245384251579	1	1
GPX8	41.3719223109693	1	107.48412811357	1	1	1	1	1
GRAMD1A	21.0869661310522	106.513339056461	1	1	1	1	1	1
GRAMD3	1	1	68.9240996023407	1	1	1	1	1
GRAP	1	277.394889560974	1	1	14.8485174464085	1	65.4965144145797	132.127118451148
GRAP2	1	1	1	75.0148713543128	1	1	69.3889106541291	1
GREM1	1	1	1447.97066083765	1	1	1	1	1
GRK6	1	1	1	38.4883946670103	41.4760860094703	1	44.2807652063171	1
GRPEL2	1	130.937118108512	16.1429668310254	1	1	1	1	1
GSE1	1	1	1	22.5356999027034	44.2577561240127	1	1	1
GSPT1	11.3852755920445	1	18.0892181782474	42.1546082081195	1	1	1	1
GSTT1	46.4487799985116	159.964798978234	42.8923092982822	1	1	1	1	1
GSTT2B	1	1	43.9965202039932	1	1	1	1	1
GTF2F2	83.5601104445616	58.4662638257764	60.2405712146051	1	1	1	1	88.1971758371184
GTF2H1	39.2672664016295	11.8690916308592	38.6809490580667	1	243.710160213176	1	1	1
GTF2H4	28.6135167754212	1	1	1	1	1	1	1
GTF3C2	27.2269862906893	1	26.3477530948403	48.8905947400926	60.5262326346853	1	1	1
GUCY1A3	1	86.0526249035872	1	1	1	1	1	1
GULP1	46.0876348879176	1	47.024884628943	1	1	1	1	1
GUSBP11	1	1	1	1	1	1	48.3771741467334	83.2773107139143
GYG2	116.114265892901	1	1	1	1	1	1	1
GZMA	1	1	1	1569.30108053771	2570.42075535759	1	680.413978624186	1
GZMB	1	1	1	1705.3402252597	2090.584783914	1	1	1
GZMH	1	1	1	725.244596498937	896.246629946341	1	195.602152997099	1
GZMK	1	1	1	1784.12685918013	568.9130036431	1	750.689096738423	1
GZMM	1	1	1	238.497303438463	895.816413749451	1	263.113291967137	1
H1F0	148.980444518674	66.9120590891871	35.3659983412572	1	1	46.1747335871677	1	1
H2AFX	1	1	71.5833415143261	1	1	1	1	1
HAGHL	47.6313236077459	1	1	1	1	1	1	1
HAMP	1	1	1	1	1	390.717027485532	1	1
HAPLN3	1	404.230964017198	43.5961537526521	71.2864297619514	1	33.4081060370444	74.2742213871275	1
HAS1	1	1	109.658201673133	1	1	1	1	1
HAS2	19.5578369704797	1	170.508145027326	1	1	1	1	1
HAUS4	1	1	41.0068736169971	1	1	106.648629939796	1	1
HAUS7	39.4230933363544	1	15.841978417505	1	1	1	1	1
HAVCR2	1	1	1	317.424621475279	194.290997541888	171.840045802642	104.646999606028	18.0655630293762
HCFC1R1	34.7337476058053	1	27.3632370125884	1	1	63.9212895294984	1	1
HCG11	1	1	1	16.5519370881379	10.2586893211633	1	1	27.4886032942774
HCK	1	1	1	1	1	226.339626308064	1	1
HCST	1	1	1	678.773536663023	444.59525297134	340.75017497107	540.334680367263	63.9359611909671
HDAC6	1	1	1	1	1	29.1436616048434	1	1
HDAC7	1	47.1661921633208	24.2163534738802	1	66.4791846118353	1	44.5704963150822	1
HDAC9	1	1	1	1	1	1	1	39.028325015189
HDHD1	39.5021235364034	1	12.7998759183491	1	91.887326550836	1	1	85.5917426975786
HEATR5B	1	21.0999240116936	1	1	1	1	1	33.1206761338964
HECA	1	1	1	34.373291601547	1	1	35.9736234612774	23.7705450596983
HEIH	1	1	1	1	1	1	1	84.9259409030039
HELB	1	1	1	47.2968289764149	1	1	1	1
HELQ	1	1	1	1	29.044361279931	1	1	1
HENMT1	1	1	1	89.2235023953009	90.601826322715	1	1	1
HERC2	1	16.10566035146	1	1	23.2954971609375	1	1	1
HERC2P3	1	74.5555452468271	1	1	1	1	1	1
HERC2P9	13.7625698547566	96.3036474103198	1	1	70.3425958280313	1	1	1
HERC3	1	1	20.802966584853	44.5958851177696	1	13.6652689097585	45.7095077537594	1
HERC4	1	21.5991991735996	35.5795570164421	1	24.1893982297455	1	1	1
HEY1	46.2264621426664	1	1	1	1	1	1	1
HGF	1	1	1	1	1	43.7943427854707	1	1
HHEX	1	104.210671774687	1	1	1	26.5897169005874	1	1
HID1	1	137.669223010345	1	1	1	1	1	1
HIF1AN	1	1	27.9708614833479	34.6560407787179	1	1	1	1
HILPDA	97.2616619470667	40.7052599929768	78.0105855062687	1	1	1	1	1
HINT2	47.9356891414798	1	26.3853925459586	99.5341300820536	1	86.2404320490744	1	1
HIP1	1	25.8802545797776	15.2465273785271	1	46.9304118266978	1	1	1
HIP1R	1	1	1	1	1	1	1	50.1647182744173
HIPK1	1	17.3038045425168	1	41.0606980519695	69.3967341652739	1	47.4814952761366	1
HIST1H1C	69.5372176533449	1	84.2164898544885	1	1	1	1	1
HIST1H1E	1	1	21.2465817365153	119.954345146566	78.2536562912833	1	68.5025960813715	166.782684548961
HIST1H2AC	100.358989314512	57.7198786863324	37.508685336305	1	1	1	1	1
HIST1H2BD	59.5870412326077	1	1	1	1	1	1	1
HIST1H2BK	249.510285920047	1	178.695462266275	73.6323657489837	1	35.2749467648894	1	183.225043322283
HIST2H2BE	38.5244551366619	1	1	1	1	1	1	1
HIST3H2A	59.1708606908294	1	1	1	86.0301030504277	1	1	1
HIVEP2	1	1	1	1	1	1	56.9545187482793	1
HK2	27.1324919052194	1	1	1	1	36.6912739109761	1	1
HK3	1	1	1	1	1	63.162195929502	1	1
HLA.DMA	1	1	1	228.85736190148	11.8534594613105	2221.22054024063	92.5658628336933	597.305567455688
HLA.DMB	1	1	1	91.3318512289132	79.6130016624292	1882.39959423431	1	495.426807764421
HLA.DOA	1	1	1	1	1	151.55254009339	1	226.477403349158
HLA.DOB	1	1	1	1	1	1	1	300.997612198525
HLA.DPA1	57.0131422419786	23.4712368324466	1	406.772298723158	231.159844075092	9825.68712859644	252.541109824943	2953.24944687272
HLA.DPB1	1	37.3960280952646	1	155.338274537809	119.861442640273	1854.8446162835	90.4674758078239	616.507857468548
HLA.DQA1	1	1	1	123.501051341677	1	2931.04571223068	1	907.006333151216
HLA.DQA2	1	1	1	1	1	255.384028253599	1	155.346145623406
HLA.DQB1	1	1	1	94.9193358896295	1.66840334340998	2829.00389622149	57.519823188529	875.936466317621
HLA.DQB2	1	1	1	1	1	217.565921950842	1	62.4391575387485
HLA.DRA	1	106.707792037743	1	518.263925226367	280.248431976089	22366.753025325	294.560414447854	7510.75594023352
