Mixture	Malignant	Endothelial cells	CAF	T cells CD8	NK cells	Macrophages	T cells CD4	B cells	P-value	Correlation	RMSE
453W	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.14992271800233170	0.22136492481372205	0.50833049531141172	0.12038186187253452	0.00000000000000000	0.72532238096813839	0.68838197922310085
684C	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.04907488757073341	0.10300273519830708	0.24467023246375008	0.41265607326776760	0.19059607149944177	0.00000000000000000	0.63274940526552470	0.79282675337403674
CR3L	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.09907747814444565	0.21564446158237446	0.39753331703491479	0.28774474323826515	0.00000000000000000	0.77725081481323521	0.63160552383152280
FLWA	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.16280719640483510	0.22848551289846730	0.42911154261368079	0.17959574808301679	0.00000000000000000	0.72694109160294984	0.68789584128928971
FY2H	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00544616819858818	0.07652786690120332	0.42061596683594360	0.26726259021897131	0.23014740784529372	0.00000000000000000	0.75356848281732425	0.76095382546042234
CYFZ	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.07748513277608168	0.18482883626743501	0.20838598605218314	0.39194562545381623	0.13735441945048382	0.00000000000000000	0.70945772825126019	0.70468916168883211
925L	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.16783070035545222	0.18434324051545856	0.45721814900313401	0.19060791012595507	0.00000000000000000	0.59676372819928658	0.81039436367074358
9JD4	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.12183122427883433	0.19725563226182841	0.55496367991475171	0.12594946354458544	0.00000000000000000	0.67178335313516757	0.74064193288836910
G4YW	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.17043550898698312	0.25587149783800717	0.47411894353657402	0.09957404963843572	0.00000000000000000	0.71096611770577467	0.70442834889230432
4DUY	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.10076706469610151	0.19055609082224167	0.57416833006638301	0.13450851441527370	0.00000000000000000	0.63962235614794594	0.76930973262670022
CZJE	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.12539366937864621	0.20578539766855958	0.39866258887134864	0.27015834408144562	0.00000000000000000	0.75424954385498277	0.65838548559802235
36TS	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.10887730773193512	0.27262812898994099	0.46029013832870785	0.15820442494941608	0.00000000000000000	0.77446925640397868	0.63410699246959346
