,coef,abs coef,% total,cum % total,coef OR
CIBERSORTx_CBSX_melanoma_CAF,0.26594339071838324,0.26594339071838324,0.8574213776451262,0.8574213776451262,1.3046612006631
CIBERSORTx_CBSX_melanoma_B_cells,-0.04240054748731329,0.04240054748731329,0.13670253560832982,0.994123913253456,0.9584857846006604
CIBERSORTx_CBSX_melanoma_T_cells_CD4,-0.0018225652803563086,0.0018225652803563086,0.005876086746544065,1.0,0.9981790945831879
CIBERSORTx_CBSX_melanoma_Malignant,0.0,0.0,0.0,1.0,1.0
CIBERSORTx_CBSX_melanoma_Endothelial_cells,0.0,0.0,0.0,1.0,1.0
CIBERSORTx_CBSX_melanoma_T_cells_CD8,0.0,0.0,0.0,1.0,1.0
CIBERSORTx_CBSX_melanoma_NK_cells,0.0,0.0,0.0,1.0,1.0
CIBERSORTx_CBSX_melanoma_Macrophages,0.0,0.0,0.0,1.0,1.0
SEX,0.0,0.0,0.0,1.0,1.0
