Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
SimData1	0.00000000000000000	0.01141034260393520	0.00101773665569017	0.10968313075645891	0.00000000000000000	0.09277080556520742	0.00671765283378387	0.00645665481463638	0.03690225532231590	0.00000000000000000	0.12931894779086514	0.00000000000000000	0.42706851516585997	0.00000000000000000	0.00000000000000000	0.11192435573746079	0.04579955066382572	0.02093005208996037	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.67916176530535943	0.75437289359890602
SimData10	0.01768822219325806	0.00000000000000000	0.00000000000000000	0.10786930265471097	0.00000000000000000	0.08033475138318974	0.01451145430882544	0.02978330610970620	0.01185460088430903	0.00000000000000000	0.16036588625229367	0.00000000000000000	0.41974251111298233	0.00000000000000000	0.00000000000000000	0.10639785121980684	0.01818375202921810	0.03326836185169955	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.66667909836146422	0.76160175221678172
SimData100	0.06110439941830040	0.02146581429585706	0.00000000000000000	0.31793539521328318	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03553554800939347	0.00000000000000000	0.00000000000000000	0.12594152759485716	0.03691554753505246	0.19902075266573069	0.00000000000000000	0.00000000000000000	0.04233562134182693	0.01588001539599894	0.01707649472684732	0.01139890605275773	0.00000000000000000	0.00000000000000000	0.11538997775009451	0.00000000000000000	0.59240382972995265	0.80762286825795804
SimData1000	0.06646138278855894	0.03719591006469444	0.00000000000000000	0.06901065431446524	0.00000000000000000	0.18358378062705644	0.00451519650696141	0.00018872253217273	0.01386949188783698	0.00000000000000000	0.12627634573826660	0.00000000000000000	0.24088146394426468	0.00000000000000000	0.00000000000000000	0.06710443595057915	0.05557243000604707	0.02522716439733491	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.11011302124176144	0.00000000000000000	0.46684234018974957	0.88347389316111058
SimData1001	0.04155421428286846	0.05279826871814194	0.00000000000000000	0.03830076140394642	0.00000000000000000	0.22040027419641925	0.00000000000000000	0.00048099179697951	0.00000000000000000	0.00000000000000000	0.14650066834205849	0.00000000000000000	0.14733091720246805	0.00000000000000000	0.00000000000000000	0.09839725457407826	0.08440641529951336	0.02250151726018953	0.00000000000000000	0.00002689100264956	0.00000000000000000	0.14730182592068719	0.00000000000000000	0.43210296705491302	0.90151555223536928
SimData1002	0.03907384431131979	0.03821052666386029	0.00153385081157913	0.06421793104310373	0.00000000000000000	0.20404829834188806	0.00000000000000000	0.02818921171165417	0.01254551709285748	0.00000000000000000	0.11167820509902611	0.00733108197012180	0.34182594411940620	0.00000000000000000	0.00000000000000000	0.02218542268148601	0.03508063200744500	0.03327132849432325	0.00000000000000000	0.00851695363116581	0.00000000000000000	0.05229125202076314	0.00000000000000000	0.35406724989726701	0.94224183192414446
SimData1003	0.15614203123302728	0.00000000000000000	0.38553158459017695	0.00206171969504168	0.00000000000000000	0.12547864118979493	0.00000000000000000	0.04901440403114916	0.00000000000000000	0.00000000000000000	0.13623166911114076	0.00000000000000000	0.01610115474927767	0.07755789267772731	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.02735335672174853	0.02403222261561365	0.00049532338530201	0.00000000000000000	-0.02746254263223052	1.11062399003465573
SimData1004	0.05425680392652670	0.08591463575349578	0.00000000000000000	0.19214437330800307	0.00000000000000000	0.21291592168649404	0.00000000000000000	0.00000000000000000	0.01667478982143405	0.00000000000000000	0.10405529572939862	0.00511350343929964	0.25970640813924867	0.00362276371302925	0.00000000000000000	0.01017658589011732	0.00543657720660288	0.00083217584639399	0.00620334043149996	0.00000000000000000	0.00000000000000000	0.04294682510845621	0.00000000000000000	0.75245889940829325	0.70671759203601470
SimData1005	0.03708315872980648	0.11275512771020414	0.00000000000000000	0.21360203022972690	0.00000000000000000	0.17970552506685927	0.00345995406777322	0.00000000000000000	0.01874828531586143	0.00000000000000000	0.10526924507283848	0.00000000000000000	0.27677979161673599	0.00000000000000000	0.00000000000000000	0.00604881431340906	0.00340607273106013	0.00128439732670095	0.00019568115445406	0.00000000000000000	0.00000000000000000	0.04166191666456981	0.00000000000000000	0.73995100811472136	0.71405081434597217
SimData1006	0.04678695293421525	0.09191861883432509	0.00000000000000000	0.21325232302275979	0.00000000000000000	0.19763437948921159	0.00000000000000000	0.00000000000000000	0.02308284704218425	0.00000000000000000	0.12767306276187584	0.00000000000000000	0.24836075574886018	0.00000000000000000	0.00000000000000000	0.01187902481565925	0.00000000000000000	0.00194217065996708	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.03746986469094189	0.00000000000000000	0.74459167728921372	0.70804213087567469
