Mixture	B.cells	Macrophages.M1	Macrophages.M2	Monocytes	Neutrophils	NK.cells	T.cells.CD4	T.cells.CD8	Tregs	Dendritic.cells	P-value	Correlation	RMSE
Mel53	0.02255881493197422	0.02582454925906023	0.05204058150216415	0.00000000000000000	0.01318181213392528	0.14852140851251769	0.59147614762380352	0.08567524859289352	0.02802835752063161	0.03269307992302987	0.00000000000000000	0.59088872595699549	0.85784143667403723
Mel58	0.01021496263597607	0.00000000000000000	0.01106462543118014	0.00603083295244443	0.00270120055485308	0.04206561902481937	0.02256525165191936	0.80590147962583780	0.09008004417129162	0.00937598395167786	0.00000000000000000	0.65689953749460395	0.76630696654297437
Mel59	0.00000000000000000	0.24314250836218959	0.19241943590713848	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.56443805573067196	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.13661078947647348	1.03085643757961876
Mel60	0.51785128029497340	0.00000000000000000	0.01943062047826257	0.00572772417932556	0.00826850911679941	0.07153500607071296	0.21518352064567292	0.07803252534134876	0.07598228508529259	0.00798852878761182	0.00000000000000000	0.53887466344145707	0.84926029055337970
Mel65	0.04344506448916992	0.01173234877239762	0.00000000000000000	0.00000000000000000	0.00895893929806406	0.10000541101518247	0.23145576172958007	0.51406560534585155	0.07343148289064381	0.01690538645911038	0.00000000000000000	0.78063189354612939	0.67891121177190961
Mel67	0.18667786667884226	0.00000000000000000	0.00000000000000000	0.03166900501513802	0.00000000000000000	0.00000000000000000	0.55511863670950978	0.20154298257934788	0.02499150901716194	0.00000000000000000	0.00000000000000000	0.12579528240763180	1.02492980282784907
Mel71	0.01645786924904213	0.04807402262172378	0.01632532423858584	0.01377598272798526	0.01408171602562301	0.15193427544804228	0.00000000000000000	0.49061209862854244	0.24466203797988906	0.00407667308056614	0.00000000000000000	0.58083333986072139	0.81533748118526850
Mel72	0.18386403359242326	0.00323905017401793	0.00264844181829343	0.01343816744671434	0.00000000000000000	0.03182953527952821	0.55777571127343262	0.07362638318286692	0.13357867723272321	0.00000000000000000	0.00000000000000000	0.60464931193792726	0.84220127569186543
Mel74	0.02666848758400683	0.01388284145843022	0.00258942201111607	0.00000000000000000	0.01719671784436756	0.11681074235296485	0.21760745147608379	0.45601305184531216	0.10332748621481516	0.04590379921290345	0.00000000000000000	0.66747508472259831	0.76895298571588622
Mel75	0.00000000000000000	0.00152749901321434	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.96949581869547929	0.00691968365859816	0.02205699863270818	0.00000000000000000	0.69542303283289875	0.74953059122705634
Mel78	0.05634116370486524	0.14438246357775256	0.00000000000000000	0.00000000000000000	0.02752037424446904	0.13696986647183215	0.26260422812242706	0.00000000000000000	0.03823124130195940	0.33395066257669459	0.00000000000000000	-0.01648584649265313	1.06190541099589431
Mel79	0.11432208001644396	0.00000000000000000	0.01072578860246100	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.77978708797662477	0.07839477590832095	0.01677026749614943	0.00000000000000000	0.84653155433427030	0.55480957226541050
Mel80	0.11954792271375719	0.01418818883676019	0.00000000000000000	0.00000000000000000	0.00164112087951194	0.06001531513427486	0.53851168913426983	0.11279477669358139	0.14132684040910845	0.01197414619873603	0.00000000000000000	0.63708814674170089	0.83613425431856148
Mel81	0.00475889383345679	0.00736500476112433	0.00404606543519387	0.00000000000000000	0.00610383666399983	0.03382133729718233	0.65084557324441938	0.26968603515012030	0.01394307051776493	0.00943018309673817	0.00000000000000000	0.55604130935311014	0.86795208654989875
Mel82	0.01037337533284765	0.08699801734626909	0.00559176077964027	0.02886166938063588	0.00000000000000000	0.04363373418407818	0.25189177170459320	0.09689829217883088	0.47575137909310489	0.00000000000000000	0.00000000000000000	0.66556573004758979	0.79172878064511176
Mel84	0.10069766682238124	0.13143174236212496	0.00000000000000000	0.02782412592540138	0.02241417092864025	0.16396981821265219	0.22789335766657992	0.15657294669312605	0.13562375540411281	0.03357241598498122	0.00000000000000000	0.43821678092300032	0.90158357802691946
Mel88	0.04290710016391162	0.08499442677437725	0.14729789366298723	0.00000000000000000	0.00084878530568384	0.12971316617973744	0.32129021076771280	0.13466897931870500	0.10115910652115401	0.03712033130573075	0.00000000000000000	0.52517198379504526	0.87429342465808046
Mel89	0.18344898966924009	0.01294077682775266	0.05461856804432703	0.01613402968961470	0.01574115608317131	0.00000000000000000	0.19760716244530366	0.47150836865619017	0.04800094858440049	0.00000000000000000	0.00000000000000000	0.56278525851166594	0.83149852372251887
Mel94	0.35044548435464062	0.00552292949427912	0.04059335589155293	0.01183463382366968	0.00000000000000000	0.01354968931172039	0.50894701011416410	0.06910689700997316	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.50819491242158799	0.86262481375091060
