Samples	CBSX__TIL10__B.cells	CBSX__TIL10__Macrophages.M1	CBSX__TIL10__Macrophages.M2	CBSX__TIL10__Monocytes	CBSX__TIL10__Neutrophils	CBSX__TIL10__NK.cells	CBSX__TIL10__T.cells.CD4	CBSX__TIL10__T.cells.CD8	CBSX__TIL10__Tregs	CBSX__TIL10__Dendritic.cells
5085	0.00919722793451972	0	0	0.38801512867542	0.43249154057415445	0.04276181059706999	0.10861557852188952	0.01891871369694617	0	0
5087	0.03683304164044352	0	0	0.6384322186891233	0.19559614722333793	0.04011104673671362	0.04964344384274792	0.03051147677730262	0.00887262509033126	0
5088	0.02310691899806669	0	0	0.5134432491626684	0.31554289102850314	0.04073474053817254	0.08244999760162997	0.02472220267095935	0	0
5091	0.04135276831581562	0.02033905898532171	0	0.5354192120388308	0.30393537054960273	0.04074452738267092	0.03127123931341833	0.02650066831983788	4.3715509450197e-4	0
5092	0	0	0	0.4348400521993968	0.4135272142669311	0.0183610252272703	0.09174665760727208	0.0153472340895071	0	0.02617781660962253
5093	0.0028456077884865	0.05127427566931349	0.00137602220779668	0.405700886652441	0.41359574343719774	0.02370754420251377	0.0426305232935564	0.04935037649747276	0.00951902025122165	0
5094	0.03179312554626146	0.01730287951646792	0	0.3413006689548436	0.4113453692679824	0.07808322864599224	0.02932212949825319	0.08137928497873947	0.0094733135914598	0
5095	0.04485300899019783	0	0.0382292000706275	0.2909761100214591	0.29903599931514474	0.07839095620441068	0.2002737708727609	0.04824095452539916	0	0
5097	0	0.04048876416919193	0	0.11784483098155524	0.5028716935626846	0.03700024275365825	0.16918641260105283	0.10971047381174172	0.02289758212011522	0
5098	0.00600911063000388	0.07295578100555991	0	0.1729537804070722	0.6082414434408797	0.04866707583031831	0.02853922868577474	0	0.06263358000039138	0
5103	0.02126012363899147	9.5324251141423e-4	0	0.31719132280186296	0.44152486597625634	0.0476362503377933	0.0923377630891312	0.0730692633106774	0.00602716833387308	0
5104	0.02282456748892981	0.01281029881339681	0.00350085113006479	0.2648409526198732	0.49814036798426337	0.04120855565470461	0.10714143554131032	0.04219476793876971	0.00733820282868727	0
5105	0.01192271060356157	0	0.00575903232265681	0.4625187297620128	0.4323785181226836	0.02652628431255761	0.05267927154920429	0.00821545332732341	0	0
5108	0	0	0	0.4340655589776122	0.43030257713291975	0.04511357910489869	0.03944965766233519	0.03040584473957169	0.0206627823826624	0
5115	0	0.0061921346632904	0	0.2840810726395655	0.5468175030325811	0.01964992343940489	0.1184925048538695	0.02476686137128868	0	0
5117	0.02870883300448192	0	0	0.4600834491877894	0.35762247496706656	0.03344015680213818	0.0910302737339726	0.02850884683299289	6.0596547155835e-4	0
5120	0.01971641870704611	0.01987788801667219	0.02083291837516242	0.17543230814730731	0.500258275089862	0.05040301294949735	0.1489541008402933	0.0587155290528151	0.0058095488213441996	0
5122	0	0.00915363051629467	0	0.11929921480778896	0.601806693391251	0.01226946036501445	0.25171049239113624	0.00576050852851456	0	0
5124	0.01628562070805759	0	0.00820756611158322	0.49814919550730513	0.3324826193486033	0.04800945184149358	0.09088023817181716	0.00598530831114014	0	0
5133	0	0.00886822423489428	0	0.15330088052130156	0.5242359178883673	0.07337266314434729	0.16281910822345028	0.07740320598763933	0	0
5137	0.01136310354829748	0.01129374404514091	0	0.31921826427690125	0.5121009598021821	0.08747093764402536	0.02005049927309372	0.03365047814750929	0.00485201326285011	0
5138	0.08582854223233378	0	0	0.33052317123531466	0.3437944533676446	0.09674717921885824	0.09073594460984798	0.05237070933600085	0	0
5140	0.0571803978338377	0.00635463170257958	0.00113508525273378	0.3405943024785259	0.4244664617136289	0.03754668491472191	0.06201621758083183	0.05311908726666093	0.01758713125647958	0
5143	0.01533210031127069	0	0	0.6770906640386237	0.27072186515695423	0.02874318689919815	0	0.00731781856706482	7.9436502688825e-4	0
5149	0	0	0	0.40936255680729583	0.46988060885668315	0.03937639091927971	0.05471340879041225	0.0137197597045344	0.01294727492179479	0
5152	0.02977025674898465	0.05485119230539844	0	0.5096467577541524	0.2726760290922709	0.05674628964061455	0	0.03179069159726242	0.04451878286131675	0
5153	0.02343902423678577	0.01593079413954306	0	0.4359682042937774	0.32322408228896354	0.04324208704826637	0.08425328014180895	0.041367863841032033	0.03257466400982294	0
5154	0.01322088709939639	0	0	0.3147255018353634	0.45386464407599025	0.06834290371606393	0.11699432217413204	0.03285174109905387	0	0
5155	0.02332734413822968	0	0.02714006708165448	0.22137433074566412	0.5035078207280363	0.06142028259245218	0.13069243634693695	0.03253771836702612	0	0
5158	0.00135079729790689	0.00358027332362581	0	0.5080892700432639	0.2782808327155349	0.1274359469099283	0	0.06425950517130972	0.01700337453843045	0
5171	0.00480390987777	0	0	0.3421807941606336	0.3164538067179575	0.0634275297204478	0.23064561148550652	0.04248834803768475	0	0
5172	0.04080562853118557	0.00725093912408665	0	0.43434234177844966	0.41687782511734345	0.06822373484194998	0.00892684143354049	0.01471702350615588	0.00885566566728829	0
5175	0.014052323218652501	0.00398047349056954	0	0.3994894161270473	0.44328874828050246	0.05792493693186256	0.05630383731607221	0.02496026463529341	0	0
5179	0	0.03803349203632346	0	0.3343581879254837	0.5027601393620211	0.03318377598350629	0.05602408888050935	0.01160714367457073	0.0240331721375851	0
5180	0.02903701828872129	0.04236782986849174	0	0.3623554284204079	0.37909649644983134	0.05475276224455721	0.09354561208161331	0.01144369181421163	0.01047636605318482	0.01692479477898064
5182	0.01292944754096911	0.02294464547830936	0	0.47621902465323346	0.27570049726803597	0.08478549563103563	0.11003094136281669	0.00610580387458413	0.01128414419101583	0
5187	0	0.01925824859010044	0	0.3147708922940223	0.4494218207952614	0.03252019828292745	0.08713130917885527	0.09438428838351531	0.00251324247531789	0
5188	0	0	0	0.5413759129172311	0.2961101057982682	0.07866002990493001	0.05426448524309999	0.02485953876426109	0.00472992737220968	0
5190	0.02611583382068877	0.02180346329348994	0	0.34886314185375217	0.4837544205215487	0.04000125858533549	0.06126807675590868	0.01514791064562516	0.0030458945236509	0
5191	0.01655892095263633	8.648580829199e-4	0	0.46128527892086846	0.39739838288458545	0.06815438598216182	0	0.04673189529348181	0.00900627788334623	0
5192	0	0	0.01518271676368889	0.31816169825763857	0.6110807625433765	0.01435510848532511	0.01544600355078309	0.02577371039918774	0	0
