Mixture	B.cells	Macrophages.M1	Macrophages.M2	Monocytes	Neutrophils	NK.cells	T.cells.CD4	T.cells.CD8	Tregs	Dendritic.cells	P-value	Correlation	RMSE
453W	0.04049952109442435	0.00162067157091451	0.04007112576261828	0.35935787303804412	0.02951529409774599	0.11630056244532018	0.24252475837262449	0.17011019361830812	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.74400925080158242	0.76148575231214222
684C	0.07935127408711863	0.00213570851400897	0.07148140419655927	0.23894384476687863	0.02848895676418588	0.09079810069946791	0.33359355663990642	0.13204800838744343	0.00000000000000000	0.02315914594443090	0.00000000000000000	0.75231600840984270	0.78322447485285329
CR3L	0.11311800839798442	0.03061292248721544	0.04345938925972949	0.26304651323282402	0.05096353595701374	0.07353948912292027	0.30238252414651662	0.12287761739579607	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.74923567292381543	0.77861224280475994
FLWA	0.08940842975633510	0.00175215140370828	0.04742198336008158	0.28311978347491795	0.02696413104669136	0.17795118614863822	0.29455845854513074	0.07882387626449675	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.74646929311898169	0.76541984832836218
FY2H	0.07492803223778786	0.01106061409440723	0.02540455675167059	0.51458159606356302	0.03165615371360634	0.06690795322906111	0.14232907262284908	0.13313202128705490	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.72110472345526178	0.74498243847470136
CYFZ	0.07002313854930731	0.07341061715855139	0.03877313405023890	0.21012445032108842	0.01572843216437849	0.15772199203333240	0.29883787025577774	0.12797544587593690	0.00000000000000000	0.00740491959138836	0.00000000000000000	0.70396782656052936	0.79329797437165817
925L	0.16564938240393279	0.00000000000000000	0.03618850275028726	0.25914621048912795	0.02706929946944833	0.09253918823497975	0.30295531450019347	0.11645210215203039	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.74451812857521715	0.76641921013145586
9JD4	0.08185977076159397	0.00000000000000000	0.06083153790058858	0.25143808305841719	0.01704260079574501	0.11757761878556794	0.24688708404829304	0.22436330464979434	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.80242112075372063	0.73728350652784480
G4YW	0.05675433476587394	0.00000000000000000	0.04435900661584333	0.35308344417151305	0.02345014853147615	0.14875002474898547	0.26616050637522554	0.10744253479108257	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.75548596211451202	0.75733913987379631
4DUY	0.07918821791324805	0.00000000000000000	0.04235919503935604	0.22750200119748451	0.04017800070546064	0.06899823135276856	0.39886516572848824	0.09315694070758904	0.00000000000000000	0.04975224735560495	0.00000000000000000	0.76882376889931514	0.78500502323693977
CZJE	0.07528919660080774	0.02448745117045713	0.06364750732475701	0.32258793588370505	0.01414022821596553	0.09421873023689926	0.25785994614014263	0.14776900442726562	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.74726953688488973	0.76967758514939000
36TS	0.04400417306907019	0.02917407924438242	0.03026346635557566	0.39748028337957825	0.02071256693548687	0.05351773462383901	0.24862622953564070	0.17335750748756806	0.00000000000000000	0.00286395936885883	0.00000000000000000	0.77773025265295714	0.74252896285248959
