Samples	CBSX__LM22__B_cells_naive	CBSX__LM22__B_cells_memory	CBSX__LM22__Plasma_cells	CBSX__LM22__T_cells_CD8	CBSX__LM22__T_cells_CD4_naive	CBSX__LM22__T_cells_CD4_memory_resting	CBSX__LM22__T_cells_CD4_memory_activated	CBSX__LM22__T_cells_follicular_helper	CBSX__LM22__T_cells_regulatory_(Tregs)	CBSX__LM22__T_cells_gamma_delta	CBSX__LM22__NK_cells_resting	CBSX__LM22__NK_cells_activated	CBSX__LM22__Monocytes	CBSX__LM22__Macrophages_M0	CBSX__LM22__Macrophages_M1	CBSX__LM22__Macrophages_M2	CBSX__LM22__Dendritic_cells_resting	CBSX__LM22__Dendritic_cells_activated	CBSX__LM22__Mast_cells_resting	CBSX__LM22__Mast_cells_activated	CBSX__LM22__Eosinophils	CBSX__LM22__Neutrophils
TCGA-OR-A5JJ-01A	0.1036995843873056	0	0.10471073516082108	0.26420209413089707	0	0.08137672784755663	0	0.08528969257199169	0.00341249789523078	0	0	0.05161017863002507	0.0092322057093519	0.08405930186042769	0.04740764481508264	0.09865985350654258	0	0.02642335874790971	0.02965426307895944	0	0.01026186165789793	0
TCGA-OR-A5LT-01A	0.02060987364565368	0	0	0.06149799628479628	0.01871325194735222	0.21396415959361925	0	0	0	0	0	0.06549996583288371	0.00175083357135781	0.10780813964176596	0.08187898733419165	0.3563902316089245	0	0	0.07188656053945489	0	0	0
TCGA-OR-A5LH-01A	0.08521134624001575	0	0.01159717250895933	0.13398960158241163	0	0.19151244089885391	0	0.01401779670234745	0	0.04315739470985766	0	0.06025521231555068	0.08499962999439954	0	0.03161627995773146	0.2487674756629457	0	0.02071339709973887	0	0.05279662134460548	0.02136563098258252	0
TCGA-OR-A5K0-01A	0	0.01325088163760929	5.9851804942372e-4	0.05637918602794454	0	0.05716763839055682	0	0.10071763774346304	0	0	0	0.10627110909866336	0.06424646721894149	0.00421890349375448	0	0.3057097261622631	0	0.284663816576569	0.00677611560081107	0	0	0
TCGA-OR-A5K9-01A	0	0.0042832540982273	0.00934650964321898	0	0.01681493502124822	0.17937604468593107	0	0	0	0	0.00546877984228358	0.03516354539556591	0.09326048221086068	0.03536671466457719	0	0.13268963456958643	0.18178225903532336	0.25892948516703596	0.04751835566614122	0	0	0
TCGA-OR-A5LD-01A	0.03954680839243607	0	0.01336370175741464	0	0	0.11594980736307776	0.06039698140791352	0.03420235467668876	0	0	0.08583588486734334	0	0.27829774627627507	0.13400298388628348	0	0.12095855121809287	0	0.09877875092118764	0.01866642923328673	0	0	0
TCGA-OR-A5JK-01A	0.01249688371149357	0.00128444879505	0.00677050335163219	0.443189739416289	0	0	0.01543740654835583	0.05729567965675027	0.08428047417411018	0	0	0.01327694858780167	0.09299401316526182	0	0.10985094891136128	0.14127578314991562	0	0	0.01944683815365771	0	0.0024003323783208	0
TCGA-OR-A5K4-01A	0.0313358901067138	0	0	0.12182234000514394	0.04924201538667099	0.29105740914714556	0	0	0	0	0.00521072990092072	0.04835729797806189	0.06084209565523559	0.02109643707309126	0.07540901429196169	0.1800653791109701	0	0.04141354879885163	0.07414784254523278	0	0	0
TCGA-P6-A5OF-01A	0.01222546329875421	0	0	0.06106283488925692	0	0.26561586646583357	0	0	0	0	0.03988368324808112	0.00602346327073527	0.2476812679130354	0.03844762322278605	0.00273810734728603	0.1748018975006919	0	0.08757979490704706	0.04660843573846032	0	0.0173315621980321	0
TCGA-OR-A5JV-01A	0.02900099640570456	0	0	0.04630481624554388	0	0.23243434937613008	0	0	0	0	0	0.03253846326835414	0.3093603398775869	0	0.03218339375189615	0.2797985767266339	0	0.0056715983184191	0	0.02414950894486652	0.00855795708486465	0
TCGA-OR-A5J5-01A	0.06007949403611332	0	0.01231582202984407	0.03674565427653079	0.11046539331802464	0.20340367459671463	0	0	0	0	0.06154935291448367	0	0.02953147655098389	0.19416271529886384	0.00440609768387395	0.24849061245432785	0	0	0.03884970684023922	0	0	0
TCGA-PK-A5H8-01A	0	0	0.00322276668307513	0.03236468494430338	0	0.34013342726221907	0	0	0	0	0	0.12703227047185214	0.12282628025176792	0	0.00126829055635122	0.20677799701471083	0	0.00802714063248654	0	0.11020412703864232	0.03011157751072044	0.01803143763387101
TCGA-OR-A5JG-01A	0	0	0	0.06161471792403831	0.02640358853509581	0.15218440383182147	0	0	0	0	0	0.01353125467909314	0.01772859304666351	0	0.06043456527718139	0.39325412657252307	0	0.02999507868556497	0.07698507767601218	0	0.1678685937720063	0
TCGA-OR-A5LA-01A	0.02772107517867357	0	0.01566286433825225	0.11221533570530784	0	0.2343155450237938	0	0	0.00223609487696762	0.0088509494896052	0	0.03177488700363681	0.00510687279134258	0	0.02570424797676968	0.3295606006438538	0.0010985585612959	4.7104548077947e-4	0.20528192292972144	0	0	0
TCGA-OR-A5JY-01A	0.10185661610601376	0	0	0.00622348398900575	0	0.14884418104047062	0	0	0.04148898944038327	0	0	0.03634998668146715	0.09251229299154536	0.04076284703504017	0	0.07030194009438369	0	0.36081377833803274	0.03763694970651383	0	0.03448599104030388	0.02872294353683975
TCGA-OR-A5LM-01A	0.02178162758616654	0	0	0.04860051963630229	0.07335937067412453	0.23740117970214764	0	0	0	0	0.03313574675399068	5.2665553820104e-4	0.07192310521566929	0	0	0.3424670739435396	0	0.1063224191773996	0.06311720331088733	0	0.00136509846157154	0
TCGA-OR-A5LP-01A	0.02474689354381906	0	0	0.06214844762560324	0	0.2443697149597011	0	0	0	0	0	0.04029093006791138	0.08770201021076572	0	0.05908540064080742	0.26117923469594323	0	0.07815165475532079	0.14232571350012796	0	0	0
TCGA-OR-A5JW-01A	0.06208796582192767	0	0	0.01346138526357386	0	0.30087509158654824	0	0	0	0	1.9575687468206e-4	0.02499243403487612	0.12054557393434692	0	0.00595055265814748	0.25797465224484095	0	0.08630003246064663	0.099554180736557	0	0.02806237438385308	0
TCGA-OR-A5J7-01A	0.00355912051561211	0.01972152422375843	0	0.07283225792750825	0	0.315708065959592	0	0	0	0	0.06778893571419328	0.05229828936451308	0.08659962716298014	0.0633770498850714	0	0	0	0.2513648827737338	0.06456394019274853	0	0	0.00218630628028902
TCGA-PK-A5H9-01A	0.05742277310602811	0	0.0193035543461543	0.08457348319035995	0	0.18151646904010132	0	0.01744014759098913	0	0.02052185978197208	0	0.04661825447752638	0.13401658096275518	0	0.04171924793342256	0.22552849057131183	0.04514424077130715	0	0.09468126054660496	0	0.03151363768146689	0
TCGA-OR-A5JI-01A	0.04979828612865422	0	0.00185826945427709	0.22770281468950496	0	0.18126166868909444	0	0.008160833652608	0.03749123870099561	0.0130090749359159	0	0.03516199931928193	0.01597375096962111	0	0.02493617098700506	0.3067893810947387	0.02664682253559823	0.00297389625784655	0.06823579258485818	0	0	0
TCGA-OR-A5L6-01A	0	0	0.00118506361977886	0.0095071633535408	0	0.24029128459447768	0	0	0	0	0.07385594244987545	0.06401135604919046	0.01829124224061486	0.15404991408164406	9.5595477958882e-4	0.2950379972423756	0	0.06023518386645884	0.08257889772245441	0	0	0
TCGA-OR-A5KZ-01A	0.01421342048169315	0	0.00285541687958676	0.11187308839083264	0	0	0	0	0	0.00665653163226569	0.03765897477818276	0	0.03136996516754142	0.46067455582400313	0.08189522877879882	0.1618692554292402	0.02957975706260165	0	0.06135380557525385	0	0	0
TCGA-OR-A5KT-01A	0.04435983429255475	0.00870252385597706	0.08409204576657889	0.04706584113026484	0	0.14145158708486696	0.01177677478503762	0	0.00977776016329151	0	0.05019909040657897	0	0.07265534812371638	0.03371912921603476	0.01386174983462532	0.4066278062318367	0	0	0.06589913659008916	0	0.00981137251854697	0
TCGA-OR-A5JB-01A	0.00480000536562124	0.00192371267217424	0.0014591202797215	0.26216900969178025	0	0	0.12670283418352765	0.02755726585915622	0.02574491748366467	0	0.08577380527118177	0	0.00844757709088965	0.0518632900116135	0.17812691836194963	0.1923715344565648	0.01670145995192062	0	0	0.01635854932023424	0	0
TCGA-OR-A5LR-01A	0.04071834280327941	0	0.0111672455701882	0.05823909173187237	0	0.3129468949693068	0	0	0	0	0	0.03775062709398882	0.07885717820744452	0	0.01802637265881664	0.30048013400202933	0	0.04825364131870295	0.09356047164437097	0	0	0
TCGA-OR-A5JL-01A	0.05770398547861059	0	0.06160682438168232	0.01460644901753159	0	0.1619796997093491	0	0	0	0	4.3591918772175e-4	0.04398991460875776	0.16066976861375043	0	0.02173104884530636	0.41021160276163054	0	0.01069070258730415	0.01112834496264751	0	0.04524573984570787	0
TCGA-OR-A5K2-01A	0	0	0.0044273160822461	0.05826279175372346	0	0.23834341063631984	0	0.01766331992390937	0	0	0	0.093411212719076	0.06262547888668758	0.01087139375179651	0	0.2008738233470677	0	0.15421886052858774	0	0.07590370515604347	0.08184370651609041	0.00155498069845187
TCGA-OR-A5JM-01A	0.02325968419070898	0	0.02405825777658385	0.14064874975734434	0.064725177005784	0.1366189963135674	0	0	0	0	0.00260660998105566	0.00479503383230389	0.043390577437208	0.1111024949928054	0	0	0	0.33571550266945394	0	0.07096837023158757	0.04211054581159693	0
TCGA-OR-A5L8-01A	0	0.00470102647122207	0	0	0.383437932730042	0.18050248084640716	0	0	0	0	0.03582547846208347	0.02136113474985055	0.04736790751031101	0	0.03692346569132358	0.2444453688488202	0	0.01451894846189037	0.02500602415880716	0	0.00591023206924254	0
TCGA-OR-A5L3-01A	0.04340035312006908	0	0.00556303435392327	0.06740034784720751	0	0.09063972775604703	0	0	0	0	0	0.123571390970904	0.20216436968205023	0	0	0.3623618106366053	0	0.08975852145016146	0	0	0.01514044418303211	0
TCGA-OR-A5JQ-01A	0.02382719631337088	0.01469727274723875	0	0.20213198990985604	0	0.2490050572317531	0	0.01331538026695055	0.049579659201038	0.0345584418382831	0	0.00794286664905159	0.06868485023757054	0	0.09817333161178976	0.17739593633637815	0.00216258103112444	0	0.0585254366255951	0	0	0
TCGA-OR-A5KO-01A	0.04328412134416322	0	0	0.04735117528620825	0.11427075578621984	0.17313478339619856	0	0	0	0	0.04228329572116827	5.8510768918148e-4	0.05681376607886191	0.3575598335109047	0.00335628323185671	0.05577258942896739	0	0.05742607908650143	0.02192270924792674	0	0.0262395001918414	0
TCGA-OU-A5PI-01A	0	0	0	0.0782118410488979	0	0.33332784032544605	0	0	0	0	0	0.04207988405557889	0.12061992837136358	0	0.00295881307822481	0.29167729697608474	0	0.10388479264380568	0.01664626294791809	0	0.01059334055268032	0
TCGA-OR-A5J9-01A	0.03009739993769249	0	0.00130460465744985	0.15797974965237593	0.02833748006451496	0.05536459481116862	0.02183534910493269	0	0	0	0.08235688513741084	0.01119448090380523	0.238486404008245	0	0.0323932887888466	0.32482674601154166	0	0.01582301692201606	0	0	0	0
TCGA-OR-A5LL-01A	0	0.01918078342802986	0.04273774440073962	0.08053920601355023	0	0.27984942618076925	0	0	0	0	0.05108283811954432	0.02261280163126207	0.04781362789031699	0	0	0.344587191807182	0	0.06784627559474661	0.0437501049338591	0	0	0
TCGA-OR-A5LN-01A	0.02153482648532882	0	0	0.26859060786247546	0	0.19358007194299068	0	0.01728922919325657	0.00718519840076401	0.07141762611109179	0	0.01218201187498633	0.0728675038834469	0	0.06746275922644193	0.21862669319190872	0	0.00927885161088767	0.03998462021642116	0	0	0
